ROWID	_ItemID|INTEGER	_Count|INTEGER	_Prob|INTEGER	_Period|INTEGER	_CharmNum|INTEGER	_Msg|BOOLEAN	_Gold|INTEGER	_Look|BOOLEAN	_MsgType|INTEGER	_PotenProb|INTEGER	_PotenLook|BOOLEAN	_UnableOverlap|BOOLEAN	_CharmType|INTEGER	_GainLimit|INTEGER	_ItemOption|INTEGER	_MinLevelLimit|INTEGER	_MaxLevelLimit|INTEGER	_ItemNameID|INTEGER	_ItemNameIDParam|TEXT	_ListColor|TEXT	_ShowProb|FLOAT
100001301	268456489	1	0	0	157855	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100001302	268437312	1	0	0	157855	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100001303	268456491	1	0	0	157855	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100001304	268456492	1	0	0	157855	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100001305	268445950	2	0	0	157855	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100001306	268445979	1	0	0	157855	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100001307	536876051	1	0	0	157855	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100001308	536876052	1	0	0	157855	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100001309	536876053	1	0	0	157855	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100001310	536876054	1	0	0	157855	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100001311	536876055	1	0	0	157855	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100001312	536876056	1	0	0	157855	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100001313	536876041	1	0	0	157855	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100001314	805310107	1	0	0	157855	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100001315	536876042	1	0	0	157856	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100001316	536876043	1	0	0	157856	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100001317	536876057	1	0	0	157856	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100001318	536876058	1	0	0	157856	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100001319	536876059	1	0	0	157856	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100001320	536876060	1	0	0	157856	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100001321	536876061	1	0	0	157856	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100001322	1073866373	1	0	0	157856	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100001323	268468143	1	0	0	157857	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100001324	268468148	1	0	0	157858	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100001325	268468244	1	0	0	157859	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100001326	268468245	1	0	0	157860	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100001327	268468246	1	0	0	157861	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100001328	268468247	1	0	0	157862	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100001329	268468248	1	0	0	157863	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100001330	268463272	1	0	0	157864	false	0	true	0	0	true	false	0	0	10008	0	0	0			0.0
100001331	268463277	1	0	0	157865	false	0	true	0	0	true	false	0	0	10008	0	0	0			0.0
100001332	268463338	1	0	0	157866	false	0	true	0	0	true	false	0	0	10008	0	0	0			0.0
100001333	268463339	1	0	0	157867	false	0	true	0	0	true	false	0	0	10008	0	0	0			0.0
100001334	268463340	1	0	0	157868	false	0	true	0	0	true	false	0	0	10008	0	0	0			0.0
100001335	268463341	1	0	0	157869	false	0	true	0	0	true	false	0	0	10008	0	0	0			0.0
100001336	268463342	1	0	0	157870	false	0	true	0	0	true	false	0	0	10008	0	0	0			0.0
100000111	1073852308	1	0	0	157850	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000201	805309316	1	0	3	149600	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000202	805309317	1	0	3	149600	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000203	268456644	3	0	0	149600	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000204	805309316	1	0	14	149601	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000205	805309317	1	0	14	149601	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000206	268456644	5	0	0	149601	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000207	1073845864	1	0	7	149602	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000208	1073845865	1	0	0	149602	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000209	1073802243	1	0	0	149602	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000210	1073802244	1	0	0	149602	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000211	268456644	10	0	0	149602	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000212	805309316	1	0	0	149603	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000213	805309317	1	0	0	149603	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000214	268456644	20	0	0	149603	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000301	268456834	1	0	0	153344	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000302	268456837	1	0	0	153344	false	0	true	0	0	true	false	0	1	0	0	0	0			0.0
100000303	268456834	1	0	0	153345	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000401	805309510	1	0	0	154429	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000402	1073853511	1	0	0	159926	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100014571	536875784	1	0	0	155346	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100014572	536875785	1	0	0	155347	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100014573	536875786	1	0	0	155348	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100014574	536875787	1	0	0	155349	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100014575	536875788	1	0	0	155350	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100014576	536875749	1	0	0	155351	false	0	true	0	0	true	false	0	0	10008	0	0	0			0.0
100014577	536875750	1	0	0	155352	false	0	true	0	0	true	false	0	0	10008	0	0	0			0.0
100014578	536875751	1	0	0	155353	false	0	true	0	0	true	false	0	0	10008	0	0	0			0.0
100014579	536875752	1	0	0	155354	false	0	true	0	0	true	false	0	0	10008	0	0	0			0.0
100014580	536875753	1	0	0	155355	false	0	true	0	0	true	false	0	0	10008	0	0	0			0.0
100000701	268452600	1	0	0	158306	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000702	268452602	1	0	0	158306	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000703	268452606	1	0	0	158306	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000704	268452604	1	0	0	158306	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000705	268452610	1	0	0	158306	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000706	268452642	1	0	0	158306	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000707	268452613	1	0	0	158306	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000708	268452608	1	0	0	158306	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000709	268452623	1	0	0	158306	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000710	268452652	1	0	0	158306	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000711	268452637	1	0	0	158306	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000712	268452640	1	0	0	158306	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000713	268452628	1	0	0	158306	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000714	268452650	1	0	0	158306	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000715	268452598	1	0	0	158306	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000716	268452615	1	0	0	158306	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000717	268454010	1	0	0	158306	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000718	268452596	1	0	0	158307	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000719	268452655	1	0	0	158307	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000720	268452621	1	0	0	158307	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000721	268452626	1	0	0	158307	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000722	268452631	1	0	0	158307	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000723	268452618	1	0	0	158307	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000724	268452648	1	0	0	158307	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000725	268452634	1	0	0	158307	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000726	268452645	1	0	0	158307	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000727	268453894	1	0	0	158307	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000728	268452766	1	0	0	158308	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000729	268452681	1	0	0	158308	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000730	268452754	1	0	0	158308	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000731	268452658	1	0	0	158308	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000732	268452694	1	0	0	158308	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000733	268452721	1	0	0	158308	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000734	268452678	1	0	0	158308	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000735	268454226	1	0	0	158308	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000736	268452709	1	0	0	158309	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000737	268452727	1	0	0	158309	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000738	268452675	1	0	0	158309	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000739	268452718	1	0	0	158309	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000740	268452748	1	0	0	158309	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000741	268452736	1	0	0	158309	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000742	268452697	1	0	0	158309	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000743	268454364	1	0	0	158309	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000744	268452700	1	0	0	158310	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000745	268452703	1	0	0	158310	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000746	268452763	1	0	0	158310	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000747	268452712	1	0	0	158310	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000748	268452760	1	0	0	158310	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000749	268452733	1	0	0	158310	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000750	268452724	1	0	0	158310	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000751	268454295	1	0	0	158310	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000752	268452730	1	0	0	158311	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000753	268452689	1	0	0	158311	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000754	268452745	1	0	0	158311	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000755	268452684	1	0	0	158311	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000756	268452739	1	0	0	158311	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000757	268452669	1	0	0	158311	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000758	268452666	1	0	0	158311	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000759	268454079	1	0	0	158311	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000760	268452757	1	0	0	158312	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000761	268452672	1	0	0	158312	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000762	268452742	1	0	0	158312	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000763	268452751	1	0	0	158312	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000764	268452715	1	0	0	158312	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000765	268452706	1	0	0	158312	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000766	268452663	1	0	0	158312	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000767	268454148	1	0	0	158312	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000769	805308865	1	0	0	162746	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000770	805308866	1	0	0	162746	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000771	805308867	1	0	0	162746	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000772	805308868	1	0	0	162746	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000773	805308869	1	0	0	162746	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000774	805308870	1	0	0	162746	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000775	805308871	1	0	0	162746	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000776	805308872	1	0	0	162746	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000777	805308873	1	0	0	162746	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000778	805308985	1	0	0	162746	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000782	805309058	1	0	0	162746	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000783	805309059	1	0	0	162746	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000784	805309060	1	0	0	162746	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000785	805309061	1	0	0	162746	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000786	805309062	1	0	0	162746	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000787	805309063	1	0	0	162746	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000788	805309064	1	0	0	162746	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000789	805309065	1	0	0	162746	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000790	805309066	1	0	0	162746	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000791	536875501	1	0	0	163665	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000792	536875502	1	0	0	163668	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000793	536875503	1	0	0	163665	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000794	536875504	1	0	0	163669	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000795	536875505	1	0	0	163665	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000796	536875506	1	0	0	163668	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000797	536875507	1	0	0	163666	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000798	536875508	1	0	0	163669	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000799	536875509	1	0	0	163668	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000800	536875510	1	0	0	163665	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000801	536875511	1	0	0	163669	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000802	536875512	1	0	0	163668	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000803	536875513	1	0	0	163666	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000804	536875514	1	0	0	163666	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000805	536875515	1	0	0	163665	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000806	536875516	1	0	0	163668	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000807	536875517	1	0	0	163669	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000808	536875518	1	0	0	163668	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000809	536875519	1	0	0	163666	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000810	536875520	1	0	0	163665	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000811	536875521	1	0	0	163668	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000812	536875522	1	0	0	163666	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000813	536875523	1	0	0	163665	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000814	536875524	1	0	0	163668	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000815	536875525	1	0	0	163666	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000816	536875526	1	0	0	163665	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000817	536875527	1	0	0	163666	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000818	536875528	1	0	0	163662	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000819	536875529	1	0	0	163660	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000820	536875530	1	0	0	163663	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000821	536875531	1	0	0	163661	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000822	536875532	1	0	0	163664	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000823	536875533	1	0	0	163661	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000824	536875534	1	0	0	163664	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000825	536875535	1	0	0	163663	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000826	536875536	1	0	0	163662	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000827	536875537	1	0	0	163660	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000828	536875538	1	0	0	163660	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000829	536875539	1	0	0	163661	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000830	536875540	1	0	0	163663	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000831	536875541	1	0	0	163664	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000832	536875542	1	0	0	163662	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000833	536875543	1	0	0	163664	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000834	536875544	1	0	0	163663	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000835	536875545	1	0	0	163662	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000836	536875546	1	0	0	163660	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000837	536875547	1	0	0	163661	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000838	536875548	1	0	0	163664	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000839	536875549	1	0	0	163661	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000840	536875550	1	0	0	163663	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000841	536875551	1	0	0	163660	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000842	536875552	1	0	0	163662	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000843	536875553	1	0	0	163663	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000844	536875554	1	0	0	163661	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000845	536875555	1	0	0	163664	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000846	536875556	1	0	0	163662	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000847	536875557	1	0	0	163660	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000848	536875558	1	0	0	163661	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000849	536875559	1	0	0	163663	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000850	536875560	1	0	0	163664	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000851	536875561	1	0	0	163660	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000852	536875562	1	0	0	163662	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000853	536875563	1	0	0	163663	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000854	536875564	1	0	0	163661	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000855	536875565	1	0	0	163664	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000856	536875566	1	0	0	163662	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000857	536875567	1	0	0	163660	false	0	true	0	0	true	false	0	0	10010	0	0	0			0.0
100000858	805309739	1	0	0	163667	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000859	805309743	1	0	0	163667	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000860	805309744	1	0	0	163667	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000861	805309745	1	0	0	163667	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000862	805309746	1	0	0	163667	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000863	805309747	1	0	0	163667	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000864	805309748	1	0	0	163667	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100001005	805309805	1	0	0	163667	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100001006	805309806	1	0	0	163667	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000865	536875898	1	0	1	163571	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000866	536875899	1	0	1	163571	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000867	536875900	1	0	1	163571	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000868	536875901	1	0	1	163571	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000869	536875902	1	0	1	163571	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000870	536875903	1	0	1	163571	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000871	536875904	1	0	1	163571	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000872	536875905	1	0	1	163571	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000873	536875906	1	0	1	163571	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000874	536875907	1	0	1	163571	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000875	536875908	1	0	1	163571	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000876	536875909	1	0	1	163571	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000877	536875910	1	0	1	163571	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000878	536875911	1	0	1	163571	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000879	536875912	1	0	1	163571	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000880	536875913	1	0	1	163571	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000881	536875914	1	0	1	163571	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000882	536875915	1	0	1	163571	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000883	536875916	1	0	1	163571	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100001749	536876099	1	0	1	163571	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000884	805309769	1	0	0	164974	false	50000000	true	0	0	true	false	0	0	0	0	0	0			0.0
100000885	268452594	1	0	0	164677	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000886	268452595	1	0	0	164677	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000887	268452597	1	0	0	164676	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000888	268452599	1	0	0	164676	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000889	268452601	1	0	0	164676	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000890	268452603	1	0	0	164676	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000891	268452605	1	0	0	164676	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000892	268452607	1	0	0	164676	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100000893	268454374	1	0	0	164677	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
