ROWID	_EnchantLevel|INTEGER	_DisjointDrop|INTEGER	_Item1Index|INTEGER	_Item2Index|INTEGER	_Item3Index|INTEGER	_Item4Index|INTEGER	_Item5Index|INTEGER	_Item6Index|INTEGER	_Item7Index|INTEGER	_Item8Index|INTEGER	_Item9Index|INTEGER	_Item10Index|INTEGER	_Item11Index|INTEGER	_Item12Index|INTEGER	_Item13Index|INTEGER	_Item14Index|INTEGER	_Item15Index|INTEGER	_Item16Index|INTEGER	_Item17Index|INTEGER	_Item18Index|INTEGER	_Item19Index|INTEGER	_Item20Index|INTEGER
7605	1	184552994	1678787328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7606	2	184552994	1678787328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7607	3	184552994	1678787328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7608	4	184552994	1678787328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7609	5	184552994	1678787328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7610	6	184552994	1678787328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7611	7	184552994	1678787328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7612	8	184552994	1678787328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7613	9	184552994	1678787328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7614	10	184552994	1678787328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7615	11	184552994	1678787328	0	0	0	268447790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7616	12	184552994	1678787328	0	336990720	268447790	268447786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7617	13	184552994	1678787328	268447790	268447786	268447782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7618	14	184552994	1678787328	268447790	268447786	268447782	268447318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7619	15	184552994	0	268447790	268447786	268447782	268447318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7620	0	184553010	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7621	1	184553010	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7622	2	184553010	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7623	3	184553010	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7624	4	184553010	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7625	5	184553010	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7626	6	184553010	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7627	7	184553010	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7628	8	184553010	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7629	9	184553010	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7630	10	184553010	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7631	11	184553010	268466749	0	268466189	268476989	268443407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7632	12	184553010	268466749	268466189	268476989	268443407	268443408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7633	13	184553010	268466189	268476990	268443407	268443408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7634	14	184553010	268466189	268476990	268443407	268443408	268443409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7635	15	184553010	0	268476990	268443407	268443408	268443409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7636	0	184553026	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7637	1	184553026	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7638	2	184553026	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7639	3	184553026	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7640	4	184553026	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7641	5	184553026	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7642	6	184553026	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7643	7	184553026	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7644	8	184553026	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7645	9	184553026	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7646	10	184553026	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7647	11	184553026	268466749	0	268466189	268476989	268446217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7648	12	184553026	268466749	268466189	268476989	268446217	268446218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7649	13	184553026	268466189	268476990	268446217	268446218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7650	14	184553026	268466189	268476990	268446217	268446218	268446219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7651	15	184553026	0	268476990	268446217	268446218	268446219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7652	0	184553042	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7653	1	184553042	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7654	2	184553042	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7655	3	184553042	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7656	4	184553042	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7657	5	184553042	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7658	6	184553042	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7659	7	184553042	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7660	8	184553042	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7661	9	184553042	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7662	10	184553042	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7663	11	184553042	268466749	0	268466189	268476989	268446568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7664	12	184553042	268466749	268466189	268476989	268446568	268446569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7665	13	184553042	268466189	268476990	268446568	268446569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7666	14	184553042	268466189	268476990	268446568	268446569	268446570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7667	15	184553042	0	268476990	268446568	268446569	268446570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7668	0	184553058	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7669	1	184553058	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7670	2	184553058	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7671	3	184553058	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7672	4	184553058	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7673	5	184553058	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7674	6	184553058	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7675	7	184553058	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7676	8	184553058	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7677	9	184553058	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7678	10	184553058	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7679	11	184553058	268466749	0	268466189	268476994	268446569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7680	12	184553058	268466749	268466189	268476994	268446569	268446855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7681	13	184553058	268466189	268476992	268446855	268446856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7682	14	184553058	268466189	268476992	268446855	268446856	268446857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7683	15	184553058	0	268476992	268446855	268446856	268446857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7684	0	184553074	268466189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7685	1	184553074	268466189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7686	2	184553074	268466189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7687	3	184553074	268466189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7688	4	184553074	268466189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7689	5	184553074	268466189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7690	6	184553074	268466189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7691	7	184553074	268466189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7692	8	184553074	268466189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7693	9	184553074	268466189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7694	10	184553074	268466189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7695	11	184553074	268466189	0	0	268476991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7696	12	184553074	0	268452577	268476991	268446855	268446856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7697	13	184553074	268452590	268476993	268446856	268446804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7698	14	184553074	268452591	268476993	268446856	268446804	268446805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7699	15	184553074	0	268476993	268446856	268446804	268446805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7700	0	184553090	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7701	1	184553090	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7702	2	184553090	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7703	3	184553090	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7704	4	184553090	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7705	5	184553090	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7706	6	184553090	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7707	7	184553090	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7708	8	184553090	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7709	9	184553090	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7710	10	184553090	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7711	11	184553090	268466749	268466189	268476994	268463411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7712	12	184553090	268466749	268466189	268476994	268463411	268463412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7713	13	184553090	268466189	268476992	268463411	268463412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7714	14	184553090	268466189	268476992	268463411	268463412	268463413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7715	15	184553090	268476992	268463411	268463412	268463413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7716	0	184553106	268466318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7717	1	184553106	268466189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7718	2	184553106	268466189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7719	3	184553106	268466189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7720	4	184553106	268466189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7721	5	184553106	268466189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7722	6	184553106	268466189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7723	7	184553106	268466189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7724	8	184553106	0	268466189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7725	9	184553106	268466189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7726	10	184553106	268466189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7727	11	184553106	268466189	268476991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7728	12	184553106	268466189	268452591	268476991	268463411	268463412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7729	13	184553106	0	268476993	268463412	268463380	268463381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7730	14	184553106	0	0	0	268463380	268463381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7731	15	184553106	0	0	0	0	268463381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7732	0	184553122	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7733	1	184553122	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7734	2	184553122	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7735	3	184553122	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7736	4	184553122	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7737	5	184553122	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7738	6	184553122	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7739	7	184553122	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7740	8	184553122	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7741	9	184553122	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7742	10	184553122	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7743	11	184553122	268466749	268476989	268463411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7744	12	184553122	268466749	268476989	268463411	268463412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7745	13	184553122	268466749	268476990	268463411	268463412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7746	14	184553122	268466749	268476990	268463411	268463412	268463413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7747	15	184553122	268476990	268463411	268463412	268463413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7757	0	184553192	268470037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7758	0	184553193	268470037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7759	0	184553194	268470037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7760	0	184553195	268470037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7761	0	184553196	268470037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7762	0	184553197	268470037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7905	0	184553209	268465176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7900	0	184553204	268465176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7901	0	184553205	268465176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7904	0	184553208	268465176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8024	0	184553224	268470037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8025	0	184553225	268470037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8026	0	184553226	268470037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8027	0	184553227	268470037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8028	0	184553228	268470037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8029	0	184553229	268470037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8066	0	184553248	268470037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8067	0	184553249	268470037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8068	0	184553250	268470037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8069	0	184553251	268470037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8070	0	184553252	268470037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8071	0	184553253	268470037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8034	0	184553231	268466390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8035	0	184553232	1610613079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8036	1	184553232	1610613079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8037	2	184553232	1610613079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8038	3	184553232	1610613079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8039	4	184553232	1610613079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8040	5	184553232	1610613079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8041	6	184553232	1610613079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8042	7	184553232	1610613079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8043	8	184553232	1610613079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8044	9	184553232	1610613079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8045	10	184553232	1610613079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8046	11	184553232	1610613079	268466189	268476994	268463411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8047	12	184553232	1610613079	268466189	268476994	268463411	268463412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8048	13	184553232	268466189	268476992	268463411	268463412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8049	14	184553232	268466189	268476992	268463411	268463412	268463413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8050	15	184553232	268476992	268463411	268463412	268463413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8182	0	184553254	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8183	1	184553254	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8184	2	184553254	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8185	3	184553254	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8186	4	184553254	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8187	5	184553254	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8188	6	184553254	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8189	7	184553254	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8190	8	184553254	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8191	9	184553254	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8192	10	184553254	268466296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8193	11	184553254	268466296	268476989	268466814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8194	12	184553254	268466296	268476989	268466814	268466815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8195	13	184553254	268466296	268476990	268466814	268466815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8196	14	184553254	268466296	268476990	268466814	268466815	268466816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8197	15	184553254	268466296	268476990	268466814	268466815	268466816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8228	0	184553277	268469425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8229	0	184553278	268469425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8230	0	184553279	268469425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8231	0	184553280	268469425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8232	0	184553285	268466318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8233	0	184553286	268466318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
