ROWID	_ListID|INTEGER	_CompoundGroupID|INTEGER	_MainCategory|INTEGER	_CompoundGroupType|INTEGER	_PartsNameID|INTEGER	_SetID|INTEGER	_Level|INTEGER	_Rank|INTEGER	_JobClass|INTEGER	_ActivateLevel|INTEGER	_PreviewState|BOOLEAN	_PreviewDescription|INTEGER
77	1001	77032	0	9	1000161999	1000159678	95	5	10	95	false	1000041175
78	1001	77033	0	6	1000161998	1000159678	95	5	10	95	false	1000041175
79	1001	76995	0	2	2222	1000159678	95	5	10	95	false	1000041175
80	1001	76996	0	0	2223	1000159678	95	5	10	95	false	1000041175
81	1001	76997	0	1	2224	1000159678	95	5	10	95	false	1000041175
82	1001	76998	0	3	40	1000159678	95	5	10	95	false	1000041175
83	1001	76999	0	4	2226	1000159678	95	5	10	95	false	1000041175
84	1001	77046	0	9	2191	1000162275	95	5	1	95	false	1000041175
85	1001	77047	0	10	2193	1000162275	95	5	1	95	false	1000041175
86	1001	77049	0	11	2194	1000162275	95	5	1	95	false	1000041175
87	1001	77052	0	9	1000001883	1000162275	95	5	2	95	false	1000041175
88	1001	77065	0	10	1000001894	1000162275	95	5	2	95	false	1000041175
89	1001	77048	0	11	1000001889	1000162275	95	5	2	95	false	1000041175
90	1001	77061	0	9	2199	1000162275	95	5	3	95	false	1000041175
91	1001	77057	0	10	1000001913	1000162275	95	5	3	95	false	1000041175
92	1001	77059	0	11	2201	1000162275	95	5	3	95	false	1000041175
93	1001	77050	0	9	2202	1000162275	95	5	4	95	false	1000041175
94	1001	77069	0	10	2203	1000162275	95	5	4	95	false	1000041175
95	1001	77058	0	11	2204	1000162275	95	5	4	95	false	1000041175
96	1001	77064	0	9	1000032445	1000162275	95	5	5	95	false	1000041175
97	1001	77063	0	10	1000033312	1000162275	95	5	5	95	false	1000041175
98	1001	77068	0	9	8779	1000162275	95	5	6	95	false	1000041175
99	1001	77060	0	10	1000041665	1000162275	95	5	6	95	false	1000041175
100	1001	77055	0	9	2165	1000162275	95	5	7	95	false	1000041175
101	1001	77045	0	10	2166	1000162275	95	5	7	95	false	1000041175
102	1001	77054	0	9	1000072229	1000162275	95	5	8	95	false	1000041175
103	1001	77073	0	10	1000129390	1000162275	95	5	8	95	false	1000041175
104	1001	77071	0	9	1000088607	1000162275	95	5	9	95	false	1000041175
105	1001	77074	0	10	1000131680	1000162275	95	5	9	95	false	1000041175
106	1001	77044	0	6	2192	1000162275	95	5	1	95	false	1000041175
107	1001	77070	0	6	2207	1000162275	95	5	2	95	false	1000041175
108	1001	77053	0	6	1000001910	1000162275	95	5	3	95	false	1000041175
109	1001	77056	0	6	1000001944	1000162275	95	5	4	95	false	1000041175
110	1001	77067	0	6	1000033313	1000162275	95	5	5	95	false	1000041175
111	1001	77062	0	6	1000041666	1000162275	95	5	6	95	false	1000041175
112	1001	77066	0	6	2167	1000162275	95	5	7	95	false	1000041175
113	1001	77051	0	6	1000072230	1000162275	95	5	8	95	false	1000041175
114	1001	77072	0	6	1000088608	1000162275	95	5	9	95	false	1000041175
115	1001	77184	0	9	1000161999	1000162275	95	5	10	95	false	1000041175
116	1001	77185	0	6	1000161998	1000162275	95	5	10	95	false	1000041175
117	1001	76781	0	6	2192	1000155746	95	5	1	1	false	1000041175
118	1001	76782	0	6	1000072230	1000155746	95	5	8	1	false	1000041175
119	1001	76783	0	6	1000001910	1000155746	95	5	3	1	false	1000041175
120	1001	76784	0	6	1000001944	1000155746	95	5	4	1	false	1000041175
121	1001	76785	0	6	1000041666	1000155746	95	5	6	1	false	1000041175
122	1001	76786	0	6	2167	1000155746	95	5	7	1	false	1000041175
123	1001	76787	0	6	1000033313	1000155746	95	5	5	1	false	1000041175
124	1001	76788	0	6	2207	1000155746	95	5	2	1	false	1000041175
125	1001	76789	0	6	1000088608	1000155746	95	5	9	1	false	1000041175
126	1001	77038	0	6	1000161998	1000155746	95	5	10	1	false	1000041175
100000	1001	76670	0	0	2166	1000129179	95	7	7	95	false	1000041175
100001	1001	76690	0	1	2166	1000129179	95	7	7	95	false	1000041175
100002	1001	76691	0	2	2166	1000129179	95	7	7	95	false	1000041175
100003	1001	76692	0	3	2166	1000129179	95	7	7	95	false	1000041175
100004	1001	76693	0	4	2166	1000129179	95	7	7	95	false	1000041175
100005	1001	76671	0	5	2191	1000129179	95	7	1	95	false	1000041175
100006	1001	76694	0	6	2191	1000129179	95	7	1	95	false	1000041175
100007	1001	76695	0	7	2191	1000129179	95	7	1	95	false	1000041175
100008	1001	76672	0	8	2193	1000129179	95	7	1	95	false	1000041175
100009	1001	76696	0	9	2193	1000129179	95	7	1	95	false	1000041175
100010	1001	76673	0	10	1000001889	1000129179	95	7	2	95	false	1000041175
100011	1001	76697	0	11	1000001889	1000129179	95	7	2	95	false	1000041175
100012	1001	76674	0	12	2194	1000129179	95	7	1	95	false	1000041175
100013	1001	76698	0	13	2194	1000129179	95	7	1	95	false	1000041175
100014	1001	76675	0	14	2202	1000129179	95	7	4	95	false	1000041175
100015	1001	76699	0	15	2202	1000129179	95	7	4	95	false	1000041175
100016	1001	76700	0	16	2202	1000129179	95	7	4	95	false	1000041175
100017	1001	76676	0	17	1000001883	1000129179	95	7	2	95	false	1000041175
100018	1001	76701	0	18	1000001883	1000129179	95	7	2	95	false	1000041175
100019	1001	76677	0	19	1000072229	1000129179	95	7	8	95	false	1000041175
100020	1001	76702	0	20	1000072229	1000129179	95	7	8	95	false	1000041175
100021	1001	76678	0	21	2165	1000129179	95	7	7	95	false	1000041175
100022	1001	76703	0	22	2165	1000129179	95	7	7	95	false	1000041175
100023	1001	76706	0	25	2165	1000129179	95	7	7	95	false	1000041175
100024	1001	76679	0	26	1000001913	1000129179	95	7	3	95	false	1000041175
100025	1001	76707	0	27	1000001913	1000129179	95	7	3	95	false	1000041175
100026	1001	76708	0	28	1000001913	1000129179	95	7	3	95	false	1000041175
100027	1001	76709	0	29	1000001913	1000129179	95	7	3	95	false	1000041175
100028	1001	76710	0	29	1000001913	1000129179	95	7	3	95	false	1000041175
100029	1001	76680	0	30	2204	1000129179	95	7	4	95	false	1000041175
100030	1001	76711	0	31	2204	1000129179	95	7	4	95	false	1000041175
100031	1001	76681	0	0	2201	1000129179	95	7	3	95	false	1000041175
100032	1001	76712	0	1	2201	1000129179	95	7	3	95	false	1000041175
100033	1001	76713	0	2	2201	1000129179	95	7	3	95	false	1000041175
100034	1001	76714	0	3	2201	1000129179	95	7	3	95	false	1000041175
100035	1001	76715	0	4	2201	1000129179	95	7	3	95	false	1000041175
100036	1001	76682	0	5	1000041665	1000129179	95	7	6	95	false	1000041175
100037	1001	76716	0	6	1000041665	1000129179	95	7	6	95	false	1000041175
100038	1001	76717	0	7	1000041665	1000129179	95	7	6	95	false	1000041175
100039	1001	76718	0	8	1000041665	1000129179	95	7	6	95	false	1000041175
100040	1001	76719	0	9	1000041665	1000129179	95	7	6	95	false	1000041175
100041	1001	76683	0	10	2199	1000129179	95	7	3	95	false	1000041175
100042	1001	76720	0	11	2199	1000129179	95	7	3	95	false	1000041175
100043	1001	76721	0	12	2199	1000129179	95	7	3	95	false	1000041175
100044	1001	76722	0	13	2199	1000129179	95	7	3	95	false	1000041175
100045	1001	76723	0	14	2199	1000129179	95	7	3	95	false	1000041175
100046	1001	76684	0	15	1000033312	1000129179	95	7	5	95	false	1000041175
100047	1001	76724	0	16	1000033312	1000129179	95	7	5	95	false	1000041175
100048	1001	76685	0	17	1000032445	1000129179	95	7	5	95	false	1000041175
100049	1001	76725	0	18	1000032445	1000129179	95	7	5	95	false	1000041175
100050	1001	76726	0	19	1000032445	1000129179	95	7	5	95	false	1000041175
100051	1001	76686	0	20	1000001894	1000129179	95	7	2	95	false	1000041175
100052	1001	76727	0	21	1000001894	1000129179	95	7	2	95	false	1000041175
100053	1001	76728	0	22	1000001894	1000129179	95	7	2	95	false	1000041175
100054	1001	76687	0	23	8779	1000129179	95	7	6	95	false	1000041175
100055	1001	76729	0	24	8779	1000129179	95	7	6	95	false	1000041175
100056	1001	76730	0	25	8779	1000129179	95	7	6	95	false	1000041175
100057	1001	76731	0	26	8779	1000129179	95	7	6	95	false	1000041175
100058	1001	76688	0	27	2203	1000129179	95	7	4	95	false	1000041175
100059	1001	76732	0	28	2203	1000129179	95	7	4	95	false	1000041175
100060	1001	76689	0	29	1000088607	1000129179	95	7	9	95	false	1000041175
100061	1001	76733	0	29	1000088607	1000129179	95	7	9	95	false	1000041175
100062	1001	76737	0	19	1000129390	1000129179	95	7	8	95	false	1000041175
100063	1001	76738	0	20	1000129390	1000129179	95	7	8	95	false	1000041175
100064	1001	76742	0	19	1000131680	1000129179	95	7	9	95	false	1000041175
100065	1001	76743	0	20	1000131680	1000129179	95	7	9	95	false	1000041175
100066	1001	76766	0	20	1000072229	1000129179	95	7	8	95	false	1000041175
100067	1001	76791	0	2	2222	1000155747	95	7	1	1	false	1000041175
100068	1001	76791	0	2	2222	1000155747	95	7	8	1	false	1000041175
100069	1001	76791	0	2	2222	1000155747	95	7	3	1	false	1000041175
100070	1001	76791	0	2	2222	1000155747	95	7	4	1	false	1000041175
100071	1001	76791	0	2	2222	1000155747	95	7	6	1	false	1000041175
100072	1001	76791	0	2	2222	1000155747	95	7	7	1	false	1000041175
100073	1001	76791	0	2	2222	1000155747	95	7	5	1	false	1000041175
100074	1001	76791	0	2	2222	1000155747	95	7	2	1	false	1000041175
100075	1001	76791	0	2	2222	1000155747	95	7	9	1	false	1000041175
100076	1001	76881	0	5	2166	1000159471	95	7	7	95	false	1000041175
100077	1001	76882	0	5	2166	1000159471	95	7	7	95	false	1000041175
100078	1001	76883	0	5	2166	1000159471	95	7	7	95	false	1000041175
100079	1001	76884	0	5	2166	1000159471	95	7	7	95	false	1000041175
100080	1001	76885	0	5	2166	1000159471	95	7	7	95	false	1000041175
100081	1001	76886	0	5	2191	1000159471	95	7	1	95	false	1000041175
100082	1001	76887	0	5	2191	1000159471	95	7	1	95	false	1000041175
100083	1001	76888	0	5	2191	1000159471	95	7	1	95	false	1000041175
100084	1001	76889	0	5	2193	1000159471	95	7	1	95	false	1000041175
100085	1001	76890	0	5	2193	1000159471	95	7	1	95	false	1000041175
100086	1001	76891	0	5	1000001889	1000159471	95	7	2	95	false	1000041175
100087	1001	76892	0	5	1000001889	1000159471	95	7	2	95	false	1000041175
100088	1001	76893	0	5	2194	1000159471	95	7	1	95	false	1000041175
100089	1001	76894	0	5	2194	1000159471	95	7	1	95	false	1000041175
100090	1001	76895	0	5	2202	1000159471	95	7	4	95	false	1000041175
100091	1001	76896	0	5	2202	1000159471	95	7	4	95	false	1000041175
100092	1001	76897	0	5	2202	1000159471	95	7	4	95	false	1000041175
100093	1001	76898	0	5	1000001883	1000159471	95	7	2	95	false	1000041175
100094	1001	76899	0	5	1000001883	1000159471	95	7	2	95	false	1000041175
100095	1001	76900	0	5	1000072229	1000159471	95	7	8	95	false	1000041175
100096	1001	76901	0	5	1000072229	1000159471	95	7	8	95	false	1000041175
100097	1001	76902	0	5	2165	1000159471	95	7	7	95	false	1000041175
100098	1001	76903	0	5	2165	1000159471	95	7	7	95	false	1000041175
100099	1001	76906	0	5	2165	1000159471	95	7	7	95	false	1000041175
100100	1001	76907	0	5	1000001913	1000159471	95	7	3	95	false	1000041175
100101	1001	76908	0	5	1000001913	1000159471	95	7	3	95	false	1000041175
100102	1001	76909	0	5	1000001913	1000159471	95	7	3	95	false	1000041175
100103	1001	76910	0	5	1000001913	1000159471	95	7	3	95	false	1000041175
100104	1001	76911	0	5	1000001913	1000159471	95	7	3	95	false	1000041175
100105	1001	76912	0	5	2204	1000159471	95	7	4	95	false	1000041175
100106	1001	76913	0	5	2204	1000159471	95	7	4	95	false	1000041175
100107	1001	76914	0	5	2201	1000159471	95	7	3	95	false	1000041175
100108	1001	76915	0	5	2201	1000159471	95	7	3	95	false	1000041175
100109	1001	76916	0	5	2201	1000159471	95	7	3	95	false	1000041175
100110	1001	76917	0	5	2201	1000159471	95	7	3	95	false	1000041175
100111	1001	76918	0	5	2201	1000159471	95	7	3	95	false	1000041175
100112	1001	76919	0	5	1000041665	1000159471	95	7	6	95	false	1000041175
100113	1001	76920	0	5	1000041665	1000159471	95	7	6	95	false	1000041175
100114	1001	76921	0	5	1000041665	1000159471	95	7	6	95	false	1000041175
100115	1001	76922	0	5	1000041665	1000159471	95	7	6	95	false	1000041175
100116	1001	76923	0	5	1000041665	1000159471	95	7	6	95	false	1000041175
100117	1001	76924	0	5	2199	1000159471	95	7	3	95	false	1000041175
100118	1001	76925	0	5	2199	1000159471	95	7	3	95	false	1000041175
100119	1001	76926	0	5	2199	1000159471	95	7	3	95	false	1000041175
100120	1001	76927	0	5	2199	1000159471	95	7	3	95	false	1000041175
100121	1001	76928	0	5	2199	1000159471	95	7	3	95	false	1000041175
100122	1001	76929	0	5	1000033312	1000159471	95	7	5	95	false	1000041175
100123	1001	76930	0	5	1000033312	1000159471	95	7	5	95	false	1000041175
100124	1001	76931	0	5	1000032445	1000159471	95	7	5	95	false	1000041175
100125	1001	76932	0	5	1000032445	1000159471	95	7	5	95	false	1000041175
100126	1001	76933	0	5	1000032445	1000159471	95	7	5	95	false	1000041175
100127	1001	76934	0	5	1000001894	1000159471	95	7	2	95	false	1000041175
100128	1001	76935	0	5	1000001894	1000159471	95	7	2	95	false	1000041175
100129	1001	76936	0	5	1000001894	1000159471	95	7	2	95	false	1000041175
100130	1001	76937	0	5	8779	1000159471	95	7	6	95	false	1000041175
100131	1001	76938	0	5	8779	1000159471	95	7	6	95	false	1000041175
100132	1001	76939	0	5	8779	1000159471	95	7	6	95	false	1000041175
100133	1001	76940	0	5	8779	1000159471	95	7	6	95	false	1000041175
100134	1001	76941	0	5	2203	1000159471	95	7	4	95	false	1000041175
100135	1001	76942	0	5	2203	1000159471	95	7	4	95	false	1000041175
100136	1001	76943	0	5	1000088607	1000159471	95	7	9	95	false	1000041175
100137	1001	76944	0	5	1000088607	1000159471	95	7	9	95	false	1000041175
100138	1001	76945	0	5	1000129390	1000159471	95	7	8	95	false	1000041175
100139	1001	76946	0	5	1000129390	1000159471	95	7	8	95	false	1000041175
100140	1001	76947	0	5	1000072229	1000159471	95	7	8	95	false	1000041175
100141	1001	76948	0	5	1000131680	1000159471	95	7	9	95	false	1000041175
100142	1001	76949	0	5	1000131680	1000159471	95	7	9	95	false	1000041175
100143	1001	77034	0	5	1000161999	1000129179	95	7	10	95	false	1000041175
100144	1001	77036	0	5	1000161999	1000159471	95	7	10	95	false	1000041175
100145	1001	77035	0	5	1000161999	1000129179	95	7	10	95	false	1000041175
100146	1001	77037	0	5	1000161999	1000159471	95	7	10	95	false	1000041175
100147	1001	76791	0	2	2222	1000155747	95	7	10	1	false	1000041175
100148	1001	77077	0	9	2191	1000162276	95	7	1	95	false	1000041175
100149	1001	77078	0	10	2193	1000162276	95	7	1	95	false	1000041175
100150	1001	77080	0	11	2194	1000162276	95	7	1	95	false	1000041175
100151	1001	77083	0	9	1000001883	1000162276	95	7	2	95	false	1000041175
100152	1001	77096	0	10	1000001894	1000162276	95	7	2	95	false	1000041175
100153	1001	77079	0	11	1000001889	1000162276	95	7	2	95	false	1000041175
100154	1001	77092	0	9	2199	1000162276	95	7	3	95	false	1000041175
100155	1001	77088	0	10	1000001913	1000162276	95	7	3	95	false	1000041175
100156	1001	77090	0	11	2201	1000162276	95	7	3	95	false	1000041175
100157	1001	77081	0	9	2202	1000162276	95	7	4	95	false	1000041175
100158	1001	77100	0	10	2203	1000162276	95	7	4	95	false	1000041175
100159	1001	77089	0	11	2204	1000162276	95	7	4	95	false	1000041175
100160	1001	77095	0	9	1000032445	1000162276	95	7	5	95	false	1000041175
100161	1001	77094	0	10	1000033312	1000162276	95	7	5	95	false	1000041175
100162	1001	77099	0	9	8779	1000162276	95	7	6	95	false	1000041175
100163	1001	77091	0	10	1000041665	1000162276	95	7	6	95	false	1000041175
100164	1001	77086	0	9	2165	1000162276	95	7	7	95	false	1000041175
100165	1001	77076	0	10	2166	1000162276	95	7	7	95	false	1000041175
100166	1001	77085	0	9	1000072229	1000162276	95	7	8	95	false	1000041175
100167	1001	77104	0	10	1000129390	1000162276	95	7	8	95	false	1000041175
100168	1001	77102	0	9	1000088607	1000162276	95	7	9	95	false	1000041175
100169	1001	77105	0	10	1000131680	1000162276	95	7	9	95	false	1000041175
100170	1001	77075	0	6	2192	1000162276	95	7	1	95	false	1000041175
100171	1001	77101	0	6	2207	1000162276	95	7	2	95	false	1000041175
100172	1001	77084	0	6	1000001910	1000162276	95	7	3	95	false	1000041175
100173	1001	77087	0	6	1000001944	1000162276	95	7	4	95	false	1000041175
100174	1001	77098	0	6	1000033313	1000162276	95	7	5	95	false	1000041175
100175	1001	77093	0	6	1000041666	1000162276	95	7	6	95	false	1000041175
100176	1001	77097	0	6	2167	1000162276	95	7	7	95	false	1000041175
100177	1001	77082	0	6	1000072230	1000162276	95	7	8	95	false	1000041175
100178	1001	77103	0	6	1000088608	1000162276	95	7	9	95	false	1000041175
100179	1001	77186	0	9	1000161999	1000162276	95	7	10	95	false	1000041175
100180	1001	77187	0	6	1000161998	1000162276	95	7	10	95	false	1000041175
100181	1001	77108	0	2	2222	1000164281	95	7	1	95	false	1000041175
100182	1001	77109	0	0	2223	1000164281	95	7	1	95	false	1000041175
100183	1001	77110	0	1	2224	1000164281	95	7	1	95	false	1000041175
100184	1001	77111	0	3	40	1000164281	95	7	1	95	false	1000041175
100185	1001	77112	0	4	2226	1000164281	95	7	1	95	false	1000041175
100186	1001	77113	0	2	2222	1000164281	95	7	2	95	false	1000041175
100187	1001	77114	0	0	2223	1000164281	95	7	2	95	false	1000041175
100188	1001	77115	0	1	2224	1000164281	95	7	2	95	false	1000041175
100189	1001	77116	0	3	40	1000164281	95	7	2	95	false	1000041175
100190	1001	77117	0	4	2226	1000164281	95	7	2	95	false	1000041175
100191	1001	77118	0	2	2222	1000164281	95	7	3	95	false	1000041175
100192	1001	77119	0	0	2223	1000164281	95	7	3	95	false	1000041175
100193	1001	77120	0	1	2224	1000164281	95	7	3	95	false	1000041175
100194	1001	77121	0	3	40	1000164281	95	7	3	95	false	1000041175
100195	1001	77122	0	4	2226	1000164281	95	7	3	95	false	1000041175
100196	1001	77123	0	2	2222	1000164281	95	7	4	95	false	1000041175
100197	1001	77124	0	0	2223	1000164281	95	7	4	95	false	1000041175
100198	1001	77125	0	1	2224	1000164281	95	7	4	95	false	1000041175
100199	1001	77126	0	3	40	1000164281	95	7	4	95	false	1000041175
100200	1001	77127	0	4	2226	1000164281	95	7	4	95	false	1000041175
100201	1001	77128	0	2	2222	1000164281	95	7	5	95	false	1000041175
100202	1001	77129	0	0	2223	1000164281	95	7	5	95	false	1000041175
100203	1001	77130	0	1	2224	1000164281	95	7	5	95	false	1000041175
100204	1001	77131	0	3	40	1000164281	95	7	5	95	false	1000041175
100205	1001	77132	0	4	2226	1000164281	95	7	5	95	false	1000041175
100206	1001	77133	0	2	2222	1000164281	95	7	6	95	false	1000041175
100207	1001	77134	0	0	2223	1000164281	95	7	6	95	false	1000041175
100208	1001	77135	0	1	2224	1000164281	95	7	6	95	false	1000041175
100209	1001	77136	0	3	40	1000164281	95	7	6	95	false	1000041175
100210	1001	77137	0	4	2226	1000164281	95	7	6	95	false	1000041175
100211	1001	77138	0	2	2222	1000164281	95	7	7	95	false	1000041175
100212	1001	77139	0	0	2223	1000164281	95	7	7	95	false	1000041175
100213	1001	77140	0	1	2224	1000164281	95	7	7	95	false	1000041175
100214	1001	77141	0	3	40	1000164281	95	7	7	95	false	1000041175
100215	1001	77142	0	4	2226	1000164281	95	7	7	95	false	1000041175
100216	1001	77143	0	2	2222	1000164281	95	7	8	95	false	1000041175
100217	1001	77144	0	0	2223	1000164281	95	7	8	95	false	1000041175
100218	1001	77145	0	1	2224	1000164281	95	7	8	95	false	1000041175
100219	1001	77146	0	3	40	1000164281	95	7	8	95	false	1000041175
100220	1001	77147	0	4	2226	1000164281	95	7	8	95	false	1000041175
100221	1001	77148	0	2	2222	1000164281	95	7	9	95	false	1000041175
100222	1001	77149	0	0	2223	1000164281	95	7	9	95	false	1000041175
100223	1001	77150	0	1	2224	1000164281	95	7	9	95	false	1000041175
100224	1001	77151	0	3	40	1000164281	95	7	9	95	false	1000041175
100225	1001	77152	0	4	2226	1000164281	95	7	9	95	false	1000041175
100226	1001	77153	0	2	2222	1000164281	95	7	10	95	false	1000041175
100227	1001	77154	0	0	2223	1000164281	95	7	10	95	false	1000041175
100228	1001	77155	0	1	2224	1000164281	95	7	10	95	false	1000041175
100229	1001	77156	0	3	40	1000164281	95	7	10	95	false	1000041175
100230	1001	77157	0	4	2226	1000164281	95	7	10	95	false	1000041175
100231	1001	77201	0	2	2222	1000166182	95	7	1	95	false	1000041175
100232	1001	77202	0	0	2223	1000166182	95	7	1	95	false	1000041175
100233	1001	77203	0	1	2224	1000166182	95	7	1	95	false	1000041175
100234	1001	77204	0	3	40	1000166182	95	7	1	95	false	1000041175
100235	1001	77205	0	4	2226	1000166182	95	7	1	95	false	1000041175
100236	1001	77206	0	2	2222	1000166182	95	7	2	95	false	1000041175
100237	1001	77207	0	0	2223	1000166182	95	7	2	95	false	1000041175
100238	1001	77208	0	1	2224	1000166182	95	7	2	95	false	1000041175
100239	1001	77209	0	3	40	1000166182	95	7	2	95	false	1000041175
100240	1001	77210	0	4	2226	1000166182	95	7	2	95	false	1000041175
100241	1001	77211	0	2	2222	1000166182	95	7	3	95	false	1000041175
100242	1001	77212	0	0	2223	1000166182	95	7	3	95	false	1000041175
100243	1001	77213	0	1	2224	1000166182	95	7	3	95	false	1000041175
100244	1001	77214	0	3	40	1000166182	95	7	3	95	false	1000041175
100245	1001	77215	0	4	2226	1000166182	95	7	3	95	false	1000041175
100246	1001	77216	0	2	2222	1000166182	95	7	4	95	false	1000041175
100247	1001	77217	0	0	2223	1000166182	95	7	4	95	false	1000041175
100248	1001	77218	0	1	2224	1000166182	95	7	4	95	false	1000041175
100249	1001	77219	0	3	40	1000166182	95	7	4	95	false	1000041175
