ROWID	_Type|INTEGER	_Index|INTEGER	_Expectation|DOUBLE	_Description|INTEGER	_DescriptionParam|TEXT
268443107	0	0	0.0	0	
268443179	0	0	0.0	0	
268446184	0	0	0.0	0	
268446185	0	0	0.0	0	
268446186	0	0	0.0	0	
268446187	0	0	0.0	0	
268446188	0	0	0.0	0	
268446189	0	0	0.0	0	
268446190	0	0	0.0	0	
268446191	0	0	0.0	0	
268446192	0	0	0.0	0	
268446193	0	0	0.0	0	
268446194	0	0	0.0	0	
268446195	0	0	0.0	0	
268446196	0	0	0.0	0	
268446197	0	0	0.0	0	
268446198	0	0	0.0	0	
268446199	0	0	0.0	0	
268446200	0	0	0.0	0	
268446201	0	0	0.0	0	
268446202	0	0	0.0	0	
268446203	0	0	0.0	0	
268446204	0	0	0.0	0	
268446205	0	0	0.0	0	
268446206	0	0	0.0	0	
268446207	0	0	0.0	0	
268446208	0	0	0.0	0	
268446209	0	0	0.0	0	
268446210	0	0	0.0	0	
268446211	0	0	0.0	0	
268446212	0	0	0.0	0	
268446213	0	0	0.0	0	
268446214	0	0	0.0	0	
268446215	0	0	0.0	0	
268446216	0	0	0.0	0	
268446217	0	0	0.0	0	
268446218	0	0	0.0	0	
268446219	0	0	0.0	0	
268446220	0	0	0.0	0	
268446221	0	0	0.0	0	
268446222	0	0	0.0	0	
268449747	0	0	0.0	0	
268449748	0	0	0.0	0	
268449749	0	0	0.0	0	
268446223	0	0	0.0	0	
268446224	0	0	0.0	0	
268446225	0	0	0.0	0	
268446226	0	0	0.0	0	
268446227	0	0	0.0	0	
268446228	0	0	0.0	0	
268446229	0	0	0.0	0	
268446230	0	0	0.0	0	
268446231	0	0	0.0	0	
268446232	0	0	0.0	0	
268446233	0	0	0.0	0	
268446234	0	0	0.0	0	
268446568	0	0	0.0	0	
268446569	0	0	0.0	0	
268446570	0	0	0.0	0	
268443196	0	0	0.0	0	
268443462	0	0	0.0	0	
268443197	0	0	0.0	0	
268443464	0	0	0.0	0	
268443198	0	0	0.0	0	
268443466	0	0	0.0	0	
268443199	0	0	0.0	0	
268443468	0	0	0.0	0	
268443470	0	0	0.0	0	
268443200	0	0	0.0	0	
268443472	0	0	0.0	0	
268443473	0	0	0.0	0	
268443474	0	0	0.0	0	
268443475	0	0	0.0	0	
268443477	0	0	0.0	0	
268449750	0	0	0.0	0	
268443201	0	0	0.0	0	
268443479	0	0	0.0	0	
268443202	0	0	0.0	0	
268443203	0	0	0.0	0	
268446240	0	0	0.0	0	
268446243	0	0	0.0	0	
268446246	0	0	0.0	0	
268446249	0	0	0.0	0	
268446252	0	0	0.0	0	
268446255	0	0	0.0	0	
268446258	0	0	0.0	0	
268446261	0	0	0.0	0	
268446264	0	0	0.0	0	
268446267	0	0	0.0	0	
268446270	0	0	0.0	0	
268446271	0	0	0.0	0	
268446272	0	0	0.0	0	
268446273	0	0	0.0	0	
268446276	0	0	0.0	0	
268449751	0	0	0.0	0	
268446279	0	0	0.0	0	
268446282	0	0	0.0	0	
268446285	0	0	0.0	0	
268446288	0	0	0.0	0	
268446773	0	0	0.0	0	
268446776	0	0	0.0	0	
268446779	0	0	0.0	0	
268446782	0	0	0.0	0	
268446785	0	0	0.0	0	
268446788	0	0	0.0	0	
268446791	0	0	0.0	0	
268446794	0	0	0.0	0	
268446797	0	0	0.0	0	
268446800	0	0	0.0	0	
268446803	0	0	0.0	0	
268446804	0	0	0.0	0	
268446805	0	0	0.0	0	
268446806	0	0	0.0	0	
268446809	0	0	0.0	0	
268449752	0	0	0.0	0	
268446812	0	0	0.0	0	
268446815	0	0	0.0	0	
268446818	0	0	0.0	0	
268446821	0	0	0.0	0	
268463369	0	0	0.0	0	
268463370	0	0	0.0	0	
268463371	0	0	0.0	0	
268463372	0	0	0.0	0	
268463373	0	0	0.0	0	
268463374	0	0	0.0	0	
268463375	0	0	0.0	0	
268463376	0	0	0.0	0	
268463377	0	0	0.0	0	
268463378	0	0	0.0	0	
268463379	0	0	0.0	0	
268463380	0	0	0.0	0	
268463381	0	0	0.0	0	
268463382	0	0	0.0	0	
268463383	0	0	0.0	0	
268463384	0	0	0.0	0	
268463385	0	0	0.0	0	
268463386	0	0	0.0	0	
268463387	0	0	0.0	0	
268463388	0	0	0.0	0	
268466772	0	0	0.0	0	
268466773	0	0	0.0	0	
268466774	0	0	0.0	0	
268466775	0	0	0.0	0	
268466776	0	0	0.0	0	
268466777	0	0	0.0	0	
268466778	0	0	0.0	0	
268466779	0	0	0.0	0	
268466780	0	0	0.0	0	
268466781	0	0	0.0	0	
268466782	0	0	0.0	0	
268466783	0	0	0.0	0	
268466784	0	0	0.0	0	
268466785	0	0	0.0	0	
268466786	0	0	0.0	0	
268466787	0	0	0.0	0	
268466788	0	0	0.0	0	
268466789	0	0	0.0	0	
268466790	0	0	0.0	0	
268466791	0	0	0.0	0	
268443075	0	0	0.0	0	
268443148	0	0	0.0	0	
268443220	0	0	0.0	0	
268443293	0	0	0.0	0	
268443524	0	0	0.0	0	
268443525	0	0	0.0	0	
268443076	0	0	0.0	0	
268443149	0	0	0.0	0	
268443221	0	0	0.0	0	
268443294	0	0	0.0	0	
268443526	0	0	0.0	0	
268443527	0	0	0.0	0	
268443077	0	0	0.0	0	
268443150	0	0	0.0	0	
268443222	0	0	0.0	0	
268443295	0	0	0.0	0	
268443528	0	0	0.0	0	
268443529	0	0	0.0	0	
268443078	0	0	0.0	0	
268443151	0	0	0.0	0	
268443223	0	0	0.0	0	
268443296	0	0	0.0	0	
268443530	0	0	0.0	0	
268443531	0	0	0.0	0	
268443297	0	0	0.0	0	
268443532	0	0	0.0	0	
268443533	0	0	0.0	0	
268443079	0	0	0.0	0	
268443152	0	0	0.0	0	
268443224	0	0	0.0	0	
268443298	0	0	0.0	0	
268443534	0	0	0.0	0	
268443535	0	0	0.0	0	
268443536	0	0	0.0	0	
268443537	0	0	0.0	0	
268443538	0	0	0.0	0	
268443299	0	0	0.0	0	
268443539	0	0	0.0	0	
268443540	0	0	0.0	0	
268449753	0	0	0.0	0	
268449754	0	0	0.0	0	
268449755	0	0	0.0	0	
268443080	0	0	0.0	0	
268443153	0	0	0.0	0	
268443225	0	0	0.0	0	
268443300	0	0	0.0	0	
268443541	0	0	0.0	0	
268443542	0	0	0.0	0	
268443081	0	0	0.0	0	
268443154	0	0	0.0	0	
268443226	0	0	0.0	0	
268443082	0	0	0.0	0	
268443155	0	0	0.0	0	
268443227	0	0	0.0	0	
268456362	0	0	0.0	0	
268456238	0	0	0.0	0	
268456363	0	0	0.0	0	
268456239	0	0	0.0	0	
268446292	0	0	0.0	0	
268446293	0	0	0.0	0	
268446294	0	0	0.0	0	
268446295	0	0	0.0	0	
268446296	0	0	0.0	0	
268446297	0	0	0.0	0	
268446298	0	0	0.0	0	
268446299	0	0	0.0	0	
268446300	0	0	0.0	0	
268446301	0	0	0.0	0	
268446302	0	0	0.0	0	
268446303	0	0	0.0	0	
268446304	0	0	0.0	0	
268446305	0	0	0.0	0	
268446306	0	0	0.0	0	
268446307	0	0	0.0	0	
268446308	0	0	0.0	0	
268446309	0	0	0.0	0	
268446310	0	0	0.0	0	
268446311	0	0	0.0	0	
268446312	0	0	0.0	0	
268446313	0	0	0.0	0	
268446314	0	0	0.0	0	
268446315	0	0	0.0	0	
268446316	0	0	0.0	0	
268446317	0	0	0.0	0	
268446318	0	0	0.0	0	
268446319	0	0	0.0	0	
268446320	0	0	0.0	0	
268446321	0	0	0.0	0	
268446322	0	0	0.0	0	
268446323	0	0	0.0	0	
268446324	0	0	0.0	0	
268446325	0	0	0.0	0	
268446326	0	0	0.0	0	
268446327	0	0	0.0	0	
268446328	0	0	0.0	0	
268446329	0	0	0.0	0	
268446330	0	0	0.0	0	
268449756	0	0	0.0	0	
268449757	0	0	0.0	0	
268449758	0	0	0.0	0	
268446331	0	0	0.0	0	
268446332	0	0	0.0	0	
268446333	0	0	0.0	0	
268446334	0	0	0.0	0	
268446335	0	0	0.0	0	
268446336	0	0	0.0	0	
268446337	0	0	0.0	0	
268446338	0	0	0.0	0	
268446339	0	0	0.0	0	
268446340	0	0	0.0	0	
268446341	0	0	0.0	0	
268446342	0	0	0.0	0	
268456364	0	0	0.0	0	
268456240	0	0	0.0	0	
268456365	0	0	0.0	0	
268456241	0	0	0.0	0	
268446822	0	0	0.0	0	
268446824	0	0	0.0	0	
268446825	0	0	0.0	0	
268446827	0	0	0.0	0	
268446828	0	0	0.0	0	
268446830	0	0	0.0	0	
268446831	0	0	0.0	0	
268446833	0	0	0.0	0	
268446834	0	0	0.0	0	
268446836	0	0	0.0	0	
268446837	0	0	0.0	0	
268446839	0	0	0.0	0	
268446840	0	0	0.0	0	
268446842	0	0	0.0	0	
268446843	0	0	0.0	0	
268446845	0	0	0.0	0	
268446846	0	0	0.0	0	
268446848	0	0	0.0	0	
268446849	0	0	0.0	0	
268446851	0	0	0.0	0	
268446852	0	0	0.0	0	
268446854	0	0	0.0	0	
268446855	0	0	0.0	0	
268446856	0	0	0.0	0	
268446857	0	0	0.0	0	
268446858	0	0	0.0	0	
268446860	0	0	0.0	0	
268449759	0	0	0.0	0	
268449760	0	0	0.0	0	
268449761	0	0	0.0	0	
268446861	0	0	0.0	0	
268446863	0	0	0.0	0	
268446864	0	0	0.0	0	
268446866	0	0	0.0	0	
268446867	0	0	0.0	0	
268446869	0	0	0.0	0	
268446870	0	0	0.0	0	
268446872	0	0	0.0	0	
268456366	0	0	0.0	0	
268456242	0	0	0.0	0	
268456367	0	0	0.0	0	
268456243	0	0	0.0	0	
268463389	0	0	0.0	0	
268463390	0	0	0.0	0	
268463391	0	0	0.0	0	
268463392	0	0	0.0	0	
268463393	0	0	0.0	0	
268463394	0	0	0.0	0	
268463395	0	0	0.0	0	
268463396	0	0	0.0	0	
268463397	0	0	0.0	0	
268463398	0	0	0.0	0	
268463399	0	0	0.0	0	
268463400	0	0	0.0	0	
268463401	0	0	0.0	0	
268463402	0	0	0.0	0	
268463403	0	0	0.0	0	
268463404	0	0	0.0	0	
268463405	0	0	0.0	0	
268463406	0	0	0.0	0	
268463407	0	0	0.0	0	
268463408	0	0	0.0	0	
268463409	0	0	0.0	0	
268463410	0	0	0.0	0	
268463411	0	0	0.0	0	
268463412	0	0	0.0	0	
268463413	0	0	0.0	0	
268463414	0	0	0.0	0	
268463415	0	0	0.0	0	
268463416	0	0	0.0	0	
268463417	0	0	0.0	0	
268463418	0	0	0.0	0	
268463419	0	0	0.0	0	
268463420	0	0	0.0	0	
268463421	0	0	0.0	0	
268463422	0	0	0.0	0	
268463423	0	0	0.0	0	
268463424	0	0	0.0	0	
268463425	0	0	0.0	0	
268463426	0	0	0.0	0	
268463427	0	0	0.0	0	
268463428	0	0	0.0	0	
268463429	0	0	0.0	0	
268463430	0	0	0.0	0	
268466792	0	0	0.0	0	
268466793	0	0	0.0	0	
268466794	0	0	0.0	0	
268466795	0	0	0.0	0	
268466796	0	0	0.0	0	
268466797	0	0	0.0	0	
268466798	0	0	0.0	0	
268466799	0	0	0.0	0	
268466800	0	0	0.0	0	
268466801	0	0	0.0	0	
268466802	0	0	0.0	0	
268466803	0	0	0.0	0	
268466804	0	0	0.0	0	
268466805	0	0	0.0	0	
268466806	0	0	0.0	0	
268466807	0	0	0.0	0	
268466808	0	0	0.0	0	
268466809	0	0	0.0	0	
268466810	0	0	0.0	0	
268466811	0	0	0.0	0	
268466812	0	0	0.0	0	
268466813	0	0	0.0	0	
268466814	0	0	0.0	0	
268466815	0	0	0.0	0	
268466816	0	0	0.0	0	
268466817	0	0	0.0	0	
268466818	0	0	0.0	0	
268466819	0	0	0.0	0	
268466820	0	0	0.0	0	
268466821	0	0	0.0	0	
268466822	0	0	0.0	0	
268466823	0	0	0.0	0	
268466824	0	0	0.0	0	
268466825	0	0	0.0	0	
268466826	0	0	0.0	0	
268466827	0	0	0.0	0	
268466828	0	0	0.0	0	
268466829	0	0	0.0	0	
268466830	0	0	0.0	0	
268466831	0	0	0.0	0	
268466832	0	0	0.0	0	
268466833	0	0	0.0	0	
268476276	0	0	0.0	0	
268476277	0	0	0.0	0	
268476278	0	0	0.0	0	
268476279	0	0	0.0	0	
268476280	0	0	0.0	0	
268476281	0	0	0.0	0	
268476282	0	0	0.0	0	
268476283	0	0	0.0	0	
268476284	0	0	0.0	0	
268476285	0	0	0.0	0	
268476286	0	0	0.0	0	
268476287	0	0	0.0	0	
268476288	0	0	0.0	0	
268476289	0	0	0.0	0	
268476290	0	0	0.0	0	
268476291	0	0	0.0	0	
268476292	0	0	0.0	0	
268476293	0	0	0.0	0	
268476294	0	0	0.0	0	
268476295	0	0	0.0	0	
268476296	0	0	0.0	0	
268476297	0	0	0.0	0	
268476298	0	0	0.0	0	
268476299	0	0	0.0	0	
268476300	0	0	0.0	0	
268476301	0	0	0.0	0	
268477855	0	0	0.0	0	
268477856	0	0	0.0	0	
268477857	0	0	0.0	0	
268477858	0	0	0.0	0	
268477859	0	0	0.0	0	
268477860	0	0	0.0	0	
268477861	0	0	0.0	0	
268477862	0	0	0.0	0	
268477863	0	0	0.0	0	
268477864	0	0	0.0	0	
268477865	0	0	0.0	0	
268477866	0	0	0.0	0	
268477869	0	0	0.0	0	
268477870	0	0	0.0	0	
268477871	0	0	0.0	0	
268477872	0	0	0.0	0	
268477873	0	0	0.0	0	
268477874	0	0	0.0	0	
268477875	0	0	0.0	0	
268477876	0	0	0.0	0	
268477877	0	0	0.0	0	
268477878	0	0	0.0	0	
268477879	0	0	0.0	0	
268477880	0	0	0.0	0	
268478533	0	0	0.0	0	
268478534	0	0	0.0	0	
268478535	0	0	0.0	0	
268478536	0	0	0.0	0	
268478537	0	0	0.0	0	
268478538	0	0	0.0	0	
268478539	0	0	0.0	0	
268478540	0	0	0.0	0	
268478541	0	0	0.0	0	
268478542	0	0	0.0	0	
268478543	0	0	0.0	0	
268478544	0	0	0.0	0	
268478545	0	0	0.0	0	
268478546	0	0	0.0	0	
268478547	0	0	0.0	0	
268478548	0	0	0.0	0	
268478549	0	0	0.0	0	
268478550	0	0	0.0	0	
268478551	0	0	0.0	0	
268478552	0	0	0.0	0	
268478553	0	0	0.0	0	
268478554	0	0	0.0	0	
268478555	0	0	0.0	0	
268478556	0	0	0.0	0	
268478557	0	0	0.0	0	
268478558	0	0	0.0	0	
268478559	0	0	0.0	0	
268478560	0	0	0.0	0	
268478561	0	0	0.0	0	
268478562	0	0	0.0	0	
268478563	0	0	0.0	0	
268478564	0	0	0.0	0	
268478565	0	0	0.0	0	
268478566	0	0	0.0	0	
268478567	0	0	0.0	0	
268478568	0	0	0.0	0	
268478569	0	0	0.0	0	
268478570	0	0	0.0	0	
268478571	0	0	0.0	0	
268478572	0	0	0.0	0	
268478573	0	0	0.0	0	
268478574	0	0	0.0	0	
268478575	0	0	0.0	0	
268478576	0	0	0.0	0	
268478577	0	0	0.0	0	
268478578	0	0	0.0	0	
268478579	0	0	0.0	0	
268478580	0	0	0.0	0	
268478581	0	0	0.0	0	
268478582	0	0	0.0	0	
268478583	0	0	0.0	0	
268478584	0	0	0.0	0	
268478585	0	0	0.0	0	
268478586	0	0	0.0	0	
268478587	0	0	0.0	0	
268478588	0	0	0.0	0	
268478589	0	0	0.0	0	
268478590	0	0	0.0	0	
268478591	0	0	0.0	0	
268478592	0	0	0.0	0	
268478593	0	0	0.0	0	
268478594	0	0	0.0	0	
268478595	0	0	0.0	0	
268478596	0	0	0.0	0	
268478597	0	0	0.0	0	
268478598	0	0	0.0	0	
268478599	0	0	0.0	0	
268478600	0	0	0.0	0	
268478601	0	0	0.0	0	
268478602	0	0	0.0	0	
268478603	0	0	0.0	0	
268478604	0	0	0.0	0	
268476264	0	0	0.0	0	
268476265	0	0	0.0	0	
268476266	0	0	0.0	0	
268476267	0	0	0.0	0	
268476268	0	0	0.0	0	
268476269	0	0	0.0	0	
268476270	0	0	0.0	0	
268476271	0	0	0.0	0	
268476272	0	0	0.0	0	
268476273	0	0	0.0	0	
268476274	0	0	0.0	0	
268476275	0	0	0.0	0	
268481567	0	0	0.0	0	
268481568	0	0	0.0	0	
268481569	0	0	0.0	0	
268481570	0	0	0.0	0	
268481571	0	0	0.0	0	
268481572	0	0	0.0	0	
268481573	0	0	0.0	0	
268481578	0	0	0.0	0	
268481574	0	0	0.0	0	
268481575	0	0	0.0	0	
268481576	0	0	0.0	0	
268481577	0	0	0.0	0	
268481584	0	0	0.0	0	
268481585	0	0	0.0	0	
268481586	0	0	0.0	0	
268481587	0	0	0.0	0	
268481588	0	0	0.0	0	
268481589	0	0	0.0	0	
268481590	0	0	0.0	0	
268481591	0	0	0.0	0	
268481592	0	0	0.0	0	
268481593	0	0	0.0	0	
268481594	0	0	0.0	0	
268481595	0	0	0.0	0	
268481596	0	0	0.0	0	
268481597	0	0	0.0	0	
268481598	0	0	0.0	0	
268481599	0	0	0.0	0	
268481600	0	0	0.0	0	
268481601	0	0	0.0	0	
268481602	0	0	0.0	0	
268481603	0	0	0.0	0	
268481604	0	0	0.0	0	
268481605	0	0	0.0	0	
268481606	0	0	0.0	0	
268481607	0	0	0.0	0	
268481608	0	0	0.0	0	
268481609	0	0	0.0	0	
268481610	0	0	0.0	0	
268481611	0	0	0.0	0	
268481612	0	0	0.0	0	
268481613	0	0	0.0	0	
268481614	0	0	0.0	0	
268481615	0	0	0.0	0	
268481616	0	0	0.0	0	
268481617	0	0	0.0	0	
268481618	0	0	0.0	0	
268481619	0	0	0.0	0	
268481620	0	0	0.0	0	
268481621	0	0	0.0	0	
268481622	0	0	0.0	0	
268481623	0	0	0.0	0	
268481624	0	0	0.0	0	
268481625	0	0	0.0	0	
268481626	0	0	0.0	0	
268481627	0	0	0.0	0	
268481628	0	0	0.0	0	
268481629	0	0	0.0	0	
268481630	0	0	0.0	0	
268481631	0	0	0.0	0	
268481632	0	0	0.0	0	
268481633	0	0	0.0	0	
268481634	0	0	0.0	0	
268481635	0	0	0.0	0	
268481636	0	0	0.0	0	
268481637	0	0	0.0	0	
268481638	0	0	0.0	0	
268481639	0	0	0.0	0	
268481640	0	0	0.0	0	
268481641	0	0	0.0	0	
268481642	0	0	0.0	0	
268481643	0	0	0.0	0	
268481644	0	0	0.0	0	
268481645	0	0	0.0	0	
268481646	0	0	0.0	0	
268481647	0	0	0.0	0	
268481648	0	0	0.0	0	
268481649	0	0	0.0	0	
268481650	0	0	0.0	0	
268481651	0	0	0.0	0	
268481652	0	0	0.0	0	
268481653	0	0	0.0	0	
268481654	0	0	0.0	0	
268481655	0	0	0.0	0	
268481656	0	0	0.0	0	
268481657	0	0	0.0	0	
268481658	0	0	0.0	0	
268481659	0	0	0.0	0	
268481660	0	0	0.0	0	
268481661	0	0	0.0	0	
268481662	0	0	0.0	0	
268481663	0	0	0.0	0	
268481664	0	0	0.0	0	
268481665	0	0	0.0	0	
268481666	0	0	0.0	0	
268481667	0	0	0.0	0	
268481668	0	0	0.0	0	
268481669	0	0	0.0	0	
268481670	0	0	0.0	0	
268481671	0	0	0.0	0	
268481672	0	0	0.0	0	
268481673	0	0	0.0	0	
268481674	0	0	0.0	0	
268481675	0	0	0.0	0	
268481676	0	0	0.0	0	
268481677	0	0	0.0	0	
268481678	0	0	0.0	0	
268481679	0	0	0.0	0	
268481680	0	0	0.0	0	
268481681	0	0	0.0	0	
268481682	0	0	0.0	0	
268481683	0	0	0.0	0	
268481684	0	0	0.0	0	
268481685	0	0	0.0	0	
268481686	0	0	0.0	0	
268481687	0	0	0.0	0	
268481688	0	0	0.0	0	
268481689	0	0	0.0	0	
268481690	0	0	0.0	0	
268481691	0	0	0.0	0	
268481692	0	0	0.0	0	
268481693	0	0	0.0	0	
268481694	0	0	0.0	0	
268481695	0	0	0.0	0	
268481696	0	0	0.0	0	
268481697	0	0	0.0	0	
268481698	0	0	0.0	0	
268481699	0	0	0.0	0	
268481700	0	0	0.0	0	
268481701	0	0	0.0	0	
268481702	0	0	0.0	0	
268481703	0	0	0.0	0	
268481704	0	0	0.0	0	
268481705	0	0	0.0	0	
268481706	0	0	0.0	0	
268481707	0	0	0.0	0	
268481708	0	0	0.0	0	
268481709	0	0	0.0	0	
268481710	0	0	0.0	0	
268481711	0	0	0.0	0	
268481712	0	0	0.0	0	
268481713	0	0	0.0	0	
268481714	0	0	0.0	0	
268481715	0	0	0.0	0	
268481716	0	0	0.0	0	
268481717	0	0	0.0	0	
268481718	0	0	0.0	0	
268481719	0	0	0.0	0	
268481720	0	0	0.0	0	
268481721	0	0	0.0	0	
268481722	0	0	0.0	0	
268481723	0	0	0.0	0	
268481724	0	0	0.0	0	
268481725	0	0	0.0	0	
268481726	0	0	0.0	0	
268481727	0	0	0.0	0	
268481728	0	0	0.0	0	
268481729	0	0	0.0	0	
268481730	0	0	0.0	0	
268481731	0	0	0.0	0	
268481732	0	0	0.0	0	
268481733	0	0	0.0	0	
268481734	0	0	0.0	0	
268481735	0	0	0.0	0	
268481736	0	0	0.0	0	
268481737	0	0	0.0	0	
268481738	0	0	0.0	0	
268481739	0	0	0.0	0	
268481740	0	0	0.0	0	
268481741	0	0	0.0	0	
268481742	0	0	0.0	0	
268481743	0	0	0.0	0	
268481744	0	0	0.0	0	
268481745	0	0	0.0	0	
268481746	0	0	0.0	0	
268481747	0	0	0.0	0	
268481748	0	0	0.0	0	
268481749	0	0	0.0	0	
268481750	0	0	0.0	0	
268481751	0	0	0.0	0	
268481752	0	0	0.0	0	
268481753	0	0	0.0	0	
268481754	0	0	0.0	0	
268481755	0	0	0.0	0	
268481756	0	0	0.0	0	
268481757	0	0	0.0	0	
268481758	0	0	0.0	0	
268481759	0	0	0.0	0	
268481760	0	0	0.0	0	
268481761	0	0	0.0	0	
268481762	0	0	0.0	0	
268481763	0	0	0.0	0	
268481764	0	0	0.0	0	
268481765	0	0	0.0	0	
268481766	0	0	0.0	0	
268481767	0	0	0.0	0	
268481768	0	0	0.0	0	
268481769	0	0	0.0	0	
268481770	0	0	0.0	0	
268481771	0	0	0.0	0	
268481772	0	0	0.0	0	
268481773	0	0	0.0	0	
268481774	0	0	0.0	0	
268481775	0	0	0.0	0	
268481776	0	0	0.0	0	
268481777	0	0	0.0	0	
268481778	0	0	0.0	0	
268481779	0	0	0.0	0	
268481780	0	0	0.0	0	
268481781	0	0	0.0	0	
268481782	0	0	0.0	0	
268481783	0	0	0.0	0	
268481784	0	0	0.0	0	
268481785	0	0	0.0	0	
268481786	0	0	0.0	0	
268481787	0	0	0.0	0	
268481788	0	0	0.0	0	
268481789	0	0	0.0	0	
268481790	0	0	0.0	0	
268481791	0	0	0.0	0	
268481792	0	0	0.0	0	
268481793	0	0	0.0	0	
268481794	0	0	0.0	0	
268481795	0	0	0.0	0	
268481796	0	0	0.0	0	
268481797	0	0	0.0	0	
268481798	0	0	0.0	0	
268481799	0	0	0.0	0	
268481800	0	0	0.0	0	
268481801	0	0	0.0	0	
268481802	0	0	0.0	0	
268481803	0	0	0.0	0	
268481804	0	0	0.0	0	
268481805	0	0	0.0	0	
268481806	0	0	0.0	0	
268481807	0	0	0.0	0	
268481808	0	0	0.0	0	
268481809	0	0	0.0	0	
268481810	0	0	0.0	0	
268481811	0	0	0.0	0	
268481812	0	0	0.0	0	
268481813	0	0	0.0	0	
268481814	0	0	0.0	0	
268481815	0	0	0.0	0	
268481816	0	0	0.0	0	
268481817	0	0	0.0	0	
268481818	0	0	0.0	0	
268481819	0	0	0.0	0	
268481820	0	0	0.0	0	
268481821	0	0	0.0	0	
268481822	0	0	0.0	0	
268481823	0	0	0.0	0	
268481824	0	0	0.0	0	
268481825	0	0	0.0	0	
268481826	0	0	0.0	0	
268481827	0	0	0.0	0	
268484648	0	0	0.0	0	
268484649	0	0	0.0	0	
268484650	0	0	0.0	0	
268484651	0	0	0.0	0	
268484652	0	0	0.0	0	
268484653	0	0	0.0	0	
268484654	0	0	0.0	0	
268484655	0	0	0.0	0	
268484656	0	0	0.0	0	
268484657	0	0	0.0	0	
268484658	0	0	0.0	0	
268484659	0	0	0.0	0	
268484660	0	0	0.0	0	
268484661	0	0	0.0	0	
268484662	0	0	0.0	0	
268484663	0	0	0.0	0	
268484664	0	0	0.0	0	
268484665	0	0	0.0	0	
268484666	0	0	0.0	0	
268484667	0	0	0.0	0	
268484668	0	0	0.0	0	
268484669	0	0	0.0	0	
268484670	0	0	0.0	0	
268484671	0	0	0.0	0	
268485731	0	0	0.0	0	
268485732	0	0	0.0	0	
268485733	0	0	0.0	0	
268485734	0	0	0.0	0	
268485735	0	0	0.0	0	
268485736	0	0	0.0	0	
268485737	0	0	0.0	0	
268485738	0	0	0.0	0	
268485739	0	0	0.0	0	
268485740	0	0	0.0	0	
268485741	0	0	0.0	0	
268485742	0	0	0.0	0	
268485743	0	0	0.0	0	
268485744	0	0	0.0	0	
268485745	0	0	0.0	0	
268485746	0	0	0.0	0	
268485747	0	0	0.0	0	
268485748	0	0	0.0	0	
268485749	0	0	0.0	0	
268485750	0	0	0.0	0	
268485751	0	0	0.0	0	
268485752	0	0	0.0	0	
268485753	0	0	0.0	0	
268485754	0	0	0.0	0	
268487909	0	0	0.0	0	
268487910	0	0	0.0	0	
268487911	0	0	0.0	0	
268487912	0	0	0.0	0	
268487913	0	0	0.0	0	
268487914	0	0	0.0	0	
268487915	0	0	0.0	0	
268487916	0	0	0.0	0	
268487917	0	0	0.0	0	
268487918	0	0	0.0	0	
268487919	0	0	0.0	0	
268487920	0	0	0.0	0	
268488436	0	0	0.0	0	
268488437	0	0	0.0	0	
