ROWID	_ID|INTEGER	_GlyphType|INTEGER	_SkillID|TEXT	_SkillLevelID|INTEGER	_EffectClass1|INTEGER	_EffectClass1ApplyType|INTEGER	_EffectClassValue1|TEXT	_EffectClassValue1Duration|INTEGER	_EffectClass2|INTEGER	_EffectClass2ApplyType|INTEGER	_EffectClassValue2|TEXT	_EffectClassValue2Duration|INTEGER	_EffectClass3|INTEGER	_EffectClass3ApplyType|INTEGER	_EffectClassValue3|TEXT	_EffectClassValue3Duration|INTEGER	_EffectClass4|INTEGER	_EffectClass4ApplyType|INTEGER	_EffectClassValue4|TEXT	_EffectClassValue4Duration|INTEGER	_EffectClass5|INTEGER	_EffectClass5ApplyType|INTEGER	_EffectClassValue5|TEXT	_EffectClassValue5Duration|INTEGER	_GlyphSkillEffect|INTEGER	_GlyphSkillEffectValue|DOUBLE	_ProcessParam1|TEXT	_ProcessParam2|TEXT	_ProcessParam3|TEXT	_ProcessParam4|TEXT	_ProcessParam5|TEXT	_ProcessParam6|TEXT	_ProcessParam7|TEXT	_ProcessParam8|TEXT	_ProcessParam9|TEXT	_ProcessParam10|TEXT	_SummaryDescription|TEXT	_SummaryDescriptionParam|TEXT
440550912	440550912	2	3003	0	12	2	0	0	16	2	0	0	0	1		0	0	1		0	0	1		0	0	0.0												{1000002640},2.0
448939520	448939520	2	3003	0	12	2	0	0	16	2	0	0	0	1		0	0	1		0	0	1		0	0	0.0												{1000002640},3.0
445035904	445035904	2	207	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	11	0.1												{1000003243},10.0
440972672	440972672	2	207	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	11	0.05												{1000003243},5.0
449099136	449099136	2	207	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	11	0.2												{1000003243},20.0
268465696	268465696	2	1618;1629	0	50	0	0.1	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												{1000097174},10.0
268465698	268465698	2	1618;1629	0	50	0	0.2	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												{1000097174},20.0
268464062	268464062	2	1619	0	50	0	0.1	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												{1000097175},10.0
268464064	268464064	2	1619	0	50	0	0.2	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												{1000097175},20.0
268462401	268462401	2	7709	0	50	0	0.1	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												{1000092174},10.0
268462402	268462402	2	7709	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	2	-0.16												{1000092174},16.0
268462403	268462403	2	7709	0	50	0	0.05	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												{1000092174},5.0
268462404	268462404	2	7709	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	2	-0.12												{1000092174},12.0
268462405	268462405	2	7709	0	50	0	0.2	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												{1000092174},20.0
268462406	268462406	2	7709	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	2	-0.2												{1000092174},20.0
268465718	268465718	2	1701;1714	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	4	0.16												{381},16.0
268464042	268464042	2	1701;1714	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	2	-0.16												{381},16.0
268464101	268464101	2	1701;1714	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	4	0.2												{381},20.0
268464043	268464043	2	1701;1714	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	2	-0.2												{381},20.0
268469958	268469958	2	3117	0	50	0	0.2	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												{1000116132},20.0
268469959	268469959	2	3117	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	1	-3000.0												{1000116132},3000
445060352	445060352	2	2213	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	6	-0.1												{1000003315},10.0
440997120	440997120	2	2213	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	6	-0.05												{1000003315},5.0
449123584	449123584	2	2213	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	6	-0.15												{1000003315},15.0
445060480	445060480	2	2214	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	6	-0.1												{1000003316},10.0
440997248	440997248	2	2214	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	6	-0.05												{1000003316},5.0
449123712	449123712	2	2214	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	6	-0.15												{1000003316},15.0
445344513	445344513	2	3501	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	4	0.16												{1000022296},16.0
441281281	441281281	2	3501	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	4	0.12												{1000022296},12.0
449407745	449407745	2	3501	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	4	0.2												{1000022296},20.0
268436655	268436655	2	4501	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	4	0.16												{1000039024},16.0
268436657	268436657	2	4501	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	4	0.12												{1000039024},12.0
268436659	268436659	2	4501	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	4	0.2												{1000039024},20.0
445315841	445315841	2	1501	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	3	0.04												{1000039024},16.0
441252609	441252609	2	1501	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	3	0.02												{1000039024},12.0
449379073	449379073	2	1501	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	3	0.08												{1000039024},20.0
268441981	268441981	2	0	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
268441983	268441983	2	0	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
268441985	268441985	2	0	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
445084033	445084033	2	4204;4306;4805	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
441020801	441020801	2	4204;4306;4805	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
449147265	449147265	2	4204;4306;4805	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
268456224	268456224	2	7302;4802	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	4	0.16												
268456226	268456226	2	7302;4802	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	4	0.12												
268456228	268456228	2	7302;4802	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	4	0.2												
445040640	445040640	2	551;862	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
440977408	440977408	2	551;862	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
449103872	449103872	2	551;862	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
444745217	444745217	2	3003	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
440550913	440550913	2	3003	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
448939521	448939521	2	3003	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
444949376	444949376	2	3403	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
440886144	440886144	2	3403	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
449012608	449012608	2	3403	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
445212673	445212673	2	3412	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
441149441	441149441	2	3412	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
449275905	449275905	2	3412	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
445081088	445081088	2	3422	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
441017856	441017856	2	3422	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
449144320	449144320	2	3422	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
268436576	268436576	2	4404;4834	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
268436578	268436578	2	4404;4834	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
268436580	268436580	2	4404;4834	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
268436648	268436648	2	4553	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
268436650	268436650	2	4553	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
268436652	268436652	2	4553	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
268449396	268449396	2	6601;6631	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
268449398	268449398	2	6601;6631	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
268449400	268449400	2	6601;6631	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
268449402	268449402	2	6314	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
268449404	268449404	2	6314	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
268449406	268449406	2	6314	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
268449723	268449723	2	6302;6605	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
268449725	268449725	2	6302;6605	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
268449727	268449727	2	6302;6605	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
268449365	268449365	2	6303	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
268449366	268449366	2	6303	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
268449367	268449367	2	6303	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
268449368	268449368	2	6303	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
268449369	268449369	2	6303	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
268449370	268449370	2	6303	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
268462455	268462455	2	7724;7857	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
268462457	268462457	2	7724;7857	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
268462459	268462459	2	7724;7857	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
445212288	445212288	2	3418	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
445212289	445212289	2	3418	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
441149056	441149056	2	3418	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
441149057	441149057	2	3418	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
449275520	449275520	2	3418	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
449275521	449275521	2	3418	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	0	0.0												
444737024	444737024	2	1009	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	2	-0.16												
444737025	444737025	2	1009	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	4	0.08												
440673792	440673792	2	1009	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	2	-0.12												
440673793	440673793	2	1009	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	4	0.04												
448931328	448931328	2	1009	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	2	-0.2												
448931329	448931329	2	1009	0	0	0	0	0	0	0	0	0	0	1		0	0	1		0	0	1		0	4	0.12												
