ROWID	_Activate|INTEGER	_OpenLevel|INTEGER	_TitleNameID|INTEGER	_TitleNameIDParam|TEXT	_SubTitleNameID|INTEGER	_SubTitleNameIDParam|TEXT	_SubCategoryID|TEXT	_AchieveEvent|INTEGER	_Achieve1Type|INTEGER	_Achieve1Param|INTEGER	_Achieve1Operator|INTEGER	_Achieve2Type|INTEGER	_Achieve2Param|INTEGER	_Achieve2Operator|INTEGER	_Achieve3Type|INTEGER	_Achieve3Param|INTEGER	_Achieve3Operator|INTEGER	_Achieve4Type|INTEGER	_Achieve4Param|INTEGER	_Achieve4Operator|INTEGER	_Achieve5Type|INTEGER	_Achieve5Param|INTEGER	_Achieve5Operator|INTEGER	_AchieveCheckType|BOOLEAN	_Count|INTEGER	_MailID|INTEGER
70	1	95	1000148533	1	1000148698		130008	86	108	1	4	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4860
71	0	1	1000148540	3600	1000148705	3600	4637	50	47	3600	4	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
72	0	1	1000148538		1000148703		4637	5	13	268442257	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
73	1	24	1000148539		1000148704		4637	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4861
74	0	95	1000148537		1000148702		4637	26	13	536878002	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4862
75	0	95	1000148534		1000148699		4637	12	10	200	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4863
76	1	95	1000148535		1000148700		4637	12	10	304	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4864
77	1	95	1000148541		1000148706		4637	87	109	1	4	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4865
78	1	95	1000148536		1000149958		4637	4	13	805310471	0	13	805310130	0	13	805310672	0	13	805310129	0	0	0	0	true	1	4866
79	1	95	1000148542	1000	1000148707		4637	79	98	1000	4	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4867
80	1	1	1000148543		1000148708		9745	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4868
81	1	1	1000148544		1000148709		9745	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4869
82	1	1	1000148545		1000149959		9745	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4870
83	1	1	1000148546		1000148711		9745	5	13	536880288	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4871
84	0	95	1000148547		1000148712		9745	19	9	579067	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4872
85	1	95	1000148548		1000148713		1301	12	10	88	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4873
86	1	15	1000148549		1000148714		1301	12	10	36	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4874
87	1	9	1000148550		1000148715		1301	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4875
88	1	1	1000148551	1	1000148716		1301	24	33	1	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4876
89	1	95	1000148552		1000148717		1301	47	40	1	4	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4877
90	1	95	1000148553		1000148718		1301	46	41	1	4	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4878
91	1	1	1000148554		1000148719		1301	73	84	10401	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4879
92	1	95	1000148555		1000148720		1301	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4880
93	1	95	1000148556		1000148721		1301	75	85	1	4	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4881
94	1	1	1000148557		1000148722		1000024096	9	18	1	4	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4882
95	1	1	1000148558		1000148723		1000024096	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4883
96	1	1	1000148559		1000148724		1000024096	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4884
97	1	1	1000148560		1000149960		1000024096	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4885
98	1	95	1000148561		1000148726		1000024096	7	13	536878082	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4886
99	1	95	1000148562		1000148727		1000024096	6	13	268475988	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4887
100	1	95	1000148563		1000148727		1000024096	6	13	268475989	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4888
101	1	95	1000148564		1000148727		1000024096	6	13	268475990	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4889
102	1	95	1000148565		1000148727		1000024096	6	13	268475991	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4890
103	1	95	1000148566		1000148727		1000024096	6	13	268475992	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4891
104	0	95	1000148567		1000148727		1000024096	6	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
105	0	95	1000148568		1000148727		1000024096	6	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
106	1	95	1000148569		1000148727		1000024096	6	13	268476231	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4892
107	1	95	1000148570		1000148727		1000024096	6	13	268476230	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4893
108	0	95	1000148571		1000148728		1000148520	6	13	268468852	0	13	268468853	0	0	0	0	0	0	0	0	0	0	true	1	0
109	0	95	1000148572		1000148729		1000148520	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
110	0	95	1000148573		1000148730		1000148520	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
111	0	95	1000148574		1000148731		1000148520	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
112	0	95	1000148575		1000148732		1000148520	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
113	0	95	1000148576		1000148733		1000148520	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
114	1	95	1000148577		1000148734		1000148520	4	13	268466749	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4894
115	1	95	1000148578		1000148735		1000148520	4	13	268466189	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4895
116	1	95	1000148579		1000149975		1000148520	4	13	268477145	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4896
117	1	95	1000148580		1000150100		1000148520	4	13	268483044	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4897
118	1	1	1000148581		1000148738		1000148520	4	13	536879755	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4898
119	1	95	1000148582		1000148739		1000148521	12	10	807	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4899
120	1	95	1000148583		1000148740		1000148521	12	10	62	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4900
121	1	95	1000148584		1000148741		1000148521	12	10	998	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4901
122	1	95	1000148585		1000148742		1000148521	12	10	2162	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4902
123	1	1	1000148586		1000149976		1000148521	4	13	536876096	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4903
124	1	95	1000148587		1000148744		1000148521	25	13	536880369	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4904
125	1	95	1000148588		1000148745		1000148521	25	13	1073906428	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4905
126	0	95	1000148589		1000148746		1000148521	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
127	0	95	1000148590		1000148747		1000148521	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
128	1	95	1000149955		1000149962		1000148521	4	13	536878078	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4906
129	1	95	1000149956		1000149963		1000148521	4	13	536878079	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4907
130	1	95	1000148593		1000148750		1000148521	4	13	1073888709	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4908
131	1	95	1000148594		1000148751		1000148521	25	13	1073880630	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4909
132	1	95	1000148595		1000148752		1000148521	4	13	1073888717	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4910
133	1	95	1000148596		1000148751		1000148521	25	13	1073880631	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4911
134	0	95	1000148597		10101		1000148521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
135	0	95	1000148598		10101		1000148521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
136	1	1	1000148599		1000148753		1000148521	4	13	1073907850	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4912
137	0	1	1000148600		1000148754		1000148521	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
138	1	1	1000148601	60	1000148755	60	1000148521	65	69	60	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4913
139	0	1	1000148602		1000148756		1000148521	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
140	1	95	1000148603		1000148757		1000057569	12	10	735	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4914
141	1	95	1000148604		1000148758		1000057569	25	13	536878215	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4915
142	0	95	1000148605		1000148759		1000057569	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
143	0	95	1000148606		1000148760		1000057569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
144	0	95	1000148607		1000148761		1000057569	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
145	1	95	1000148608		1000148762		1000057569	7	13	268476184	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4916
146	1	95	1000148603		1000148757		1000054149	12	10	735	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4917
147	1	95	1000148609		1000148763		1000054149	25	13	536878213	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4918
148	0	95	1000148610		1000148764		1000054149	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
149	0	95	1000148611		1000148765		1000054149	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
150	1	95	1000148612		1000148766		1000054149	7	13	268476303	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4919
151	1	95	1000148613		1000148767		1000054149	7	13	1073895684	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4920
152	0	95	1000148614		1000148768		1000054149	5	13	1073895684	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
153	1	95	1000148603		1000148757		2230	12	10	735	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4921
154	1	95	1000148616		1000148770		2230	25	13	536880294	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4922
155	0	95	1000148617		1000149964		2230	25	13	268476598	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
156	1	95	1000148618		1000148772		2230	12	10	2015	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4923
157	1	95	1000148619		1000148773		2230	25	13	268477054	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4924
158	0	95	1000148620		1000148774		2230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
159	0	95	1000148621		1000148775		2230	7	13	268476046	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
160	0	95	1000148622		1000148776		2230	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
161	1	95	1000148603		1000148757		9090	12	10	735	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4925
162	1	80	1000148623		1000148777		9090	25	13	805309085	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4926
163	1	80	1000148624		1000148778		9090	25	13	805308875	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4927
164	0	80	1000148625		1000148779		9090	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
165	0	80	1000148626		1000148780		9090	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
166	1	80	1000148627		1000148781		9090	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4928
167	0	80	1000148628		1000148782		9090	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
168	0	1	1000148629		1000148783		1000148522	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
169	0	95	1000148630		1000148784		1000148522	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
170	1	1	1000148631		1000148785		1000148522	5	13	1073742455	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4929
171	0	1	10101		1000148786		401	14	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
172	0	1	10101		1000148787		401	14	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
173	0	1	10101		1000148787		401	14	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
174	0	1	10101		1000148788		401	14	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
175	0	1	10101		1000148788		401	14	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
176	0	1	10101		1000148789		401	14	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
177	0	1	10101		1000148789		401	14	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
178	0	1	10101		1000148789		401	14	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
179	0	1	10101		1000148789		401	14	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
180	0	1	10101		1000148789		401	14	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
181	0	1	10101		1000148789		401	14	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
182	0	1	10101		1000148790		401	14	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
183	0	1	10101		1000148790		401	14	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
184	0	1	10101		1000148790		401	14	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
185	0	1	10101		1000148790		401	14	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
186	0	1	10101		1000148790		401	14	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
187	0	1	1000148632		1000148791		401	14	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
188	0	1	1000148633		1000148791		401	14	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
189	0	1	1000148634		1000148792		401	14	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
190	0	1	1000148635		1000148792		401	14	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
191	0	1	1000148636		1000148791		401	14	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
192	0	1	1000148637		1000148791		401	14	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
193	0	1	1000148638		1000148793		401	14	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
194	0	1	10101		1000148794		401	14	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0
195	1	95	1000148639		1000148795		1000148523	64	74	1	4	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4930
196	1	95	1000148640	3	1000148796		1000148523	84	104	1	4	0	0	0	0	0	0	0	0	0	0	0	0	false	1	4931
197	1	95	1000148641	5	1000148797		1000148524	3	3	19011	0	0	0	0	0	0	0	0	0	0	0	0	0	false	5	4932
198	1	95	1000148642	5	1000148798		1000148524	3	3	19004	0	0	0	0	0	0	0	0	0	0	0	0	0	false	5	4933
199	1	95	1000148643	5	1000148798		1000148524	3	3	19006	0	0	0	0	0	0	0	0	0	0	0	0	0	false	5	4934
200	1	95	1000148644	5	1000148798		1000148524	3	3	19002	0	0	0	0	0	0	0	0	0	0	0	0	0	false	5	4935
201	1	95	1000148645	5	1000148799		1000148524	3	3	19021	0	0	0	0	0	0	0	0	0	0	0	0	0	false	5	4936
202	1	95	1000148646	5	1000149965		1000148524	3	3	19012	0	0	0	0	0	0	0	0	0	0	0	0	0	false	5	4937
203	1	95	1000148647	5	1000148800		1000148524	3	3	19015	0	0	0	0	0	0	0	0	0	0	0	0	0	false	5	4938
204	1	95	1000148648	5	1000148800		1000148524	3	3	19024	0	0	0	0	0	0	0	0	0	0	0	0	0	false	5	4939
205	1	95	1000148649	5	1000148801		1000148524	3	3	19018	0	0	0	0	0	0	0	0	0	0	0	0	0	false	5	4940
206	1	95	1000148650	5	1000148801		1000148524	3	3	19019	0	0	0	0	0	0	0	0	0	0	0	0	0	false	5	4941
