ROWID	_NeedSetNum1|INTEGER	_State1|INTEGER	_State1Value|TEXT	_NeedSetNum2|INTEGER	_State2|INTEGER	_State2Value|TEXT	_NeedSetNum3|INTEGER	_State3|INTEGER	_State3Value|TEXT	_NeedSetNum4|INTEGER	_State4|INTEGER	_State4Value|TEXT	_NeedSetNum5|INTEGER	_State5|INTEGER	_State5Value|TEXT	_NeedSetNum6|INTEGER	_State6|INTEGER	_State6Value|TEXT	_NeedSetNum7|INTEGER	_State7|INTEGER	_State7Value|TEXT	_NeedSetNum8|INTEGER	_State8|INTEGER	_State8Value|TEXT	_NeedSetNum9|INTEGER	_State9|INTEGER	_State9Value|TEXT	_NeedSetNum10|INTEGER	_State10|INTEGER	_State10Value|TEXT	_NeedSetNum11|INTEGER	_State11|INTEGER	_State11Value|TEXT	_NeedSetNum12|INTEGER	_State12|INTEGER	_State12Value|TEXT	_NeedSkinSetNum|INTEGER	_SoundChangeWord|TEXT	_SkillID|INTEGER	_SkillLevel|INTEGER	_NeedCSSetNum|INTEGER	_TransformPartsNum|INTEGER	_TransformItemID|INTEGER
25	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
26	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
27	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
28	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
29	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
30	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
31	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
32	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
33	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
34	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
35	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
36	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
37	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
38	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
39	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
40	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
41	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
42	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
43	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
44	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
45	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
46	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
47	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
48	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
49	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
50	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
101	5	75	0.05	5	107	0.05	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
102	5	75	0.05	5	107	0.05	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
103	5	75	0.05	5	107	0.05	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
104	5	75	0.05	5	107	0.05	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
1001	3	29	2	5	0	3	7	29	3	7	8	70	7	9	30	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
1002	3	29	2	5	1	3	7	29	4	7	8	50	7	9	35	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
1003	3	29	2	5	2	3	7	29	4	7	8	30	7	9	70	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
1004	3	29	2	5	0	3	7	29	3	7	8	80	7	9	60	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
1005	2	20	0.1	2	21	0.1	2	22	0.1	2	23	0.1	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
1006	3	29	2	5	1	3	7	29	4	7	8	50	7	9	50	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
1007	3	29	2	5	0	3	7	29	3	7	8	70	7	9	30	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
1008	3	29	2	5	1	3	7	29	4	7	8	70	7	9	30	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
1009	3	29	2	5	0	3	7	29	4	7	8	70	7	9	30	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
1010	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
1011	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
1012	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
1013	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
1014	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
1015	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
1016	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
1017	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
1018	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
1019	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
1020	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
1021	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
1022	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
1023	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
1024	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
2001	2	8	32	2	9	12	3	0	7	3	3	10	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
2002	2	8	24	2	9	15	3	1	7	3	3	10	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
2003	2	8	30	2	9	18	3	0	7	3	3	10	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
2004	2	8	12	2	9	30	3	2	7	3	3	10	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
2005	2	4	8	2	5	8	2	54	0.01	2	55	0.01	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
2006	2	8	56	2	9	21	3	0	15	3	3	22	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
2007	2	8	42	2	9	26	3	1	15	3	3	22	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
2008	2	8	53	2	9	31	3	0	15	3	3	22	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
2009	2	8	21	2	9	52	3	2	15	3	3	22	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
2010	2	29	5	3	54	0.05	3	55	0.05	4	0	7	4	1	7	4	2	7	4	3	7	0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
2011	2	0	10	2	1	10	2	2	10	2	3	10	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
64	2	54	0.05	2	55	0.05	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
65	2	54	0.05	2	55	0.05	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
66	2	54	0.05	2	55	0.05	0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
67	2	54	0.05	2	55	0.05	1	-1		1	-1		1	-1		1	-1		1	-1		1	-1		1	-1		1	-1		1	-1		1	-1		0		0	0	0	0	0
68	0	-1		2	-1		2	-1		2	-1		2	-1		2	-1		2	-1		2	-1		2	-1		2	-1		2	-1		2	-1		0		0	0	0	0	0
69	0	-1		3	-1		3	-1		3	-1		3	-1		3	-1		3	-1		3	-1		3	-1		3	-1		3	-1		3	-1		0		0	0	0	0	0
70	2	3	103.46427	3	4	359.2509375	3	5	359.2509375	4	29	276.877461	5	12	1034.6427	6	25	4397.231475	7	4	502.9513125	7	5	502.9513125	0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
71	2	3	211.5711675	3	4	734.622109375	3	5	734.622109375	4	29	402.75162025	5	12	2115.711675	6	25	8991.77461875	7	4	1028.470953125	7	4	1028.470953125	0	-1		0	-1		0	-1		0	-1		0		0	0	0	0	0
72	2	25	4692.582379	2	107	4598.730732	3	4	349.643393	3	5	349.643393	4	29	325.4492931	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
1101	2	106	468	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
1102	2	106	468	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
1103	2	106	468	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
1104	2	106	468	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
1105	2	106	468	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
1106	2	106	468	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
1107	2	106	468	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
1108	2	106	468	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
1109	2	29	366.546495	2	25	5968.6779796875	2	106	701	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
1110	2	29	366.546495	2	25	5968.6779796875	2	106	701	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
1111	2	29	366.546495	2	25	5968.6779796875	2	106	701	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
1112	2	29	366.546495	2	25	5968.6779796875	2	106	701	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
1113	2	29	366.546495	2	25	5968.6779796875	2	106	701	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
1114	2	29	366.546495	2	25	5968.6779796875	2	106	701	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
1115	2	29	366.546495	2	25	5968.6779796875	2	106	701	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
1116	2	29	366.546495	2	25	5968.6779796875	2	106	701	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
1201	5	105	701	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
1202	5	105	701	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
1203	5	105	701	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
1204	5	105	701	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
1205	5	105	701	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
1206	5	105	701	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
1207	5	105	701	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
1208	5	105	701	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
1209	2	12	3370.547565	3	11	4494.06342	3	15	5617.579275	4	107	11141.53222875	4	25	20890.3729289063	5	4	1170.329015625	5	5	1170.329015625	5	6	1170.329015625	5	7	1170.329015625	5	105	1052	0	0		0	0		0		0	0	0	0	0
1210	2	12	3370.547565	3	11	4494.06342	3	15	5617.579275	4	107	11141.53222875	4	25	20890.3729289063	5	4	1170.329015625	5	5	1170.329015625	5	6	1170.329015625	5	7	1170.329015625	5	105	1052	0	0		0	0		0		0	0	0	0	0
1211	2	12	3370.547565	3	11	4494.06342	3	15	5617.579275	4	107	11141.53222875	4	25	20890.3729289063	5	4	1170.329015625	5	5	1170.329015625	5	6	1170.329015625	5	7	1170.329015625	5	105	1052	0	0		0	0		0		0	0	0	0	0
1212	2	12	3370.547565	3	11	4494.06342	3	15	5617.579275	4	107	11141.53222875	4	25	20890.3729289063	5	4	1170.329015625	5	5	1170.329015625	5	6	1170.329015625	5	7	1170.329015625	5	105	1052	0	0		0	0		0		0	0	0	0	0
1213	2	12	3370.547565	3	11	4494.06342	3	15	5617.579275	4	107	11141.53222875	4	25	20890.3729289063	5	4	1170.329015625	5	5	1170.329015625	5	6	1170.329015625	5	7	1170.329015625	5	105	1052	0	0		0	0		0		0	0	0	0	0
1214	2	12	3370.547565	3	11	4494.06342	3	15	5617.579275	4	107	11141.53222875	4	25	20890.3729289063	5	4	1170.329015625	5	5	1170.329015625	5	6	1170.329015625	5	7	1170.329015625	5	105	1052	0	0		0	0		0		0	0	0	0	0
1215	2	12	3370.547565	3	11	4494.06342	3	15	5617.579275	4	107	11141.53222875	4	25	20890.3729289063	5	4	1170.329015625	5	5	1170.329015625	5	6	1170.329015625	5	7	1170.329015625	5	105	1052	0	0		0	0		0		0	0	0	0	0
1216	2	12	3370.547565	3	11	4494.06342	3	15	5617.579275	4	107	11141.53222875	4	25	20890.3729289063	5	4	1170.329015625	5	5	1170.329015625	5	6	1170.329015625	5	7	1170.329015625	5	105	1052	0	0		0	0		0		0	0	0	0	0
1121	2	106	935	2	4	794.0625	2	5	794.0625	2	6	794.0625	2	7	794.0625	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
1122	2	106	935	2	4	794.0625	2	5	794.0625	2	6	794.0625	2	7	794.0625	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
1123	2	106	935	2	6	1111.6875	2	7	1111.6875	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
1124	2	106	935	2	4	794.0625	2	5	794.0625	2	6	794.0625	2	7	794.0625	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
1125	2	106	935	2	4	794.0625	2	5	794.0625	2	6	794.0625	2	7	794.0625	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
1126	2	106	935	2	4	794.0625	2	5	794.0625	2	6	794.0625	2	7	794.0625	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
1127	2	106	935	2	4	1111.6875	2	5	1111.6875	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
1128	2	106	935	2	4	794.0625	2	5	794.0625	2	6	794.0625	2	7	794.0625	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
1221	2	25	12149.15625	3	13	6860.7	3	3	457.38	4	4	635.25	4	5	635.25	4	6	635.25	4	7	635.25	5	105	1402	0	0		0	0		0	0		0	0		0		0	0	0	0	0
1222	2	25	12149.15625	3	13	6860.7	3	3	457.38	4	4	635.25	4	5	635.25	4	6	635.25	4	7	635.25	5	105	1402	0	0		0	0		0	0		0	0		0		0	0	0	0	0
1223	2	25	12149.15625	3	13	6860.7	3	3	457.38	4	6	952.875	4	7	952.875	5	105	1402	0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
1224	2	25	12149.15625	3	13	6860.7	3	3	457.38	4	4	635.25	4	5	635.25	4	6	635.25	4	7	635.25	5	105	1402	0	0		0	0		0	0		0	0		0		0	0	0	0	0
1225	2	25	12149.15625	3	13	6860.7	3	3	457.38	4	4	635.25	4	5	635.25	4	6	635.25	4	7	635.25	5	105	1402	0	0		0	0		0	0		0	0		0		0	0	0	0	0
1226	2	25	12149.15625	3	13	6860.7	3	3	457.38	4	4	635.25	4	5	635.25	4	6	635.25	4	7	635.25	5	105	1402	0	0		0	0		0	0		0	0		0		0	0	0	0	0
1227	2	25	12149.15625	3	13	6860.7	3	3	457.38	4	4	952.875	4	5	952.875	5	105	1402	0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
1228	2	25	12149.15625	3	13	6860.7	3	3	457.38	4	4	635.25	4	5	635.25	4	6	635.25	4	7	635.25	5	105	1402	0	0		0	0		0	0		0	0		0		0	0	0	0	0
10001	2	29	366.546495	2	12	2022.328539	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
10002	2	29	366.546495	2	12	2022.328539	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
10003	2	29	366.546495	2	12	2022.328539	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
10004	2	29	366.546495	2	12	2022.328539	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
10005	2	29	366.546495	2	12	2022.328539	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
10006	2	29	366.546495	2	12	2022.328539	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
10007	2	29	366.546495	2	12	2022.328539	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
10008	2	29	366.546495	2	12	2022.328539	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
10100	2	4	1270.5	2	5	1270.5	3	1	762.3	4	4	1905	4	5	1905	5	25	16198.875	7	12	2858.625	0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
10101	2	4	1905.75	2	5	1905.75	3	29	404.1375	4	1	947.2848	4	3	355.2318	5	25	22273.453125	6	12	3716.2125	7	29	497.4	0	0		0	0		0	0		0	0		0		0	0	0	0	0
10102	2	6	1905	2	7	1905	3	29	404.1375	4	2	1420	5	25	22273	6	12	3716.2125	7	29	497.4	0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
10200	2	29	366.546495	2	25	5968.6779796875	2	106	701	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
10201	2	106	935	2	4	1111.6875	2	5	1111.6875	0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0	0		0		0	0	0	0	0
