ROWID	_ItemGainText|TEXT
268443474	#s{1000055957}#y\n{1000061271}
268443475	#s{1000055957}#y\n{1000061271}
268443477	#s{1000055957}#y\n{1000062028}
268449750	#s{1000055957}#y
268443201	#s{1000055957}#y\n{1000062028}
268443479	#s{1000055957}#y\n{1000062028}
268443202	#s{1000055957}#y\n{1000062028}
268443203	#s{1000055957}#y\n{1000062028}
268446240	#s{1000055957}#y
268446243	#s{1000055957}#y
268446246	#s{1000055957}#y
268446249	#s{1000055957}#y
268446252	#s{1000055957}#y
268446255	#s{1000055957}#y
268446258	#s{1000055957}#y
268446261	#s{1000055957}#y
268446264	#s{1000055957}#y
268446267	#s{1000055957}#y
268446270	#s{1000055957}#y
268446271	#s{1000055957}#y\n{1000061271}
268446272	#s{1000055957}#y\n{1000061271}
268446273	#s{1000055957}#y\n{1000061271}
268446276	#s{1000055957}#y
268449751	#s{1000055957}#y
268446279	#s{1000055957}#y
268446282	#s{1000055957}#y
268446285	#s{1000055957}#y
268446288	#s{1000055957}#y
268446773	#s{1000055957}#y
268446776	#s{1000055957}#y
268446779	#s{1000055957}#y
268446782	#s{1000055957}#y
268446785	#s{1000055957}#y
268446788	#s{1000055957}#y
268446791	#s{1000055957}#y
268446794	#s{1000055957}#y
268446797	#s{1000055957}#y
268446800	#s{1000055957}#y
268446803	#s{1000055957}#y
268446804	#s{1000055957}#y\n{1000061271}
268446805	#s{1000055957}#y\n{1000061271}
268446806	#s{1000055957}#y\n{1000061271}
268446809	#s{1000055957}#y
268449752	#s{1000055957}#y
268446812	#s{1000055957}#y
268446815	#s{1000055957}#y
268446818	#s{1000055957}#y
268446821	#s{1000055957}#y
268463369	#s{1000055957}#y
268463370	#s{1000055957}#y
268463371	#s{1000055957}#y
268463372	#s{1000055957}#y
268463373	#s{1000055957}#y
268463374	#s{1000055957}#y
268463375	#s{1000055957}#y
268463376	#s{1000055957}#y
268463377	#s{1000055957}#y
268463378	#s{1000055957}#y
268463379	#s{1000055957}#y
268463380	#s{1000055957}#y\n{1000061271}
268463381	#s{1000055957}#y\n{1000061271}
268463382	#s{1000055957}#y\n{1000061271}
268463383	#s{1000055957}#y
268463384	#s{1000055957}#y
268463385	#s{1000055957}#y
268463386	#s{1000055957}#y
268463387	#s{1000055957}#y
268463388	#s{1000055957}#y
268466772	#s{1000055957}#y
268466773	#s{1000055957}#y
268466774	#s{1000055957}#y
268466775	#s{1000055957}#y
268466776	#s{1000055957}#y
268466777	#s{1000055957}#y
268466778	#s{1000055957}#y
268466779	#s{1000055957}#y
268466780	#s{1000055957}#y
268466781	#s{1000055957}#y
268466782	#s{1000055957}#y
268466783	#s{1000055957}#y\n{1000061271}
268466784	#s{1000055957}#y\n{1000061271}
268466785	#s{1000055957}#y\n{1000061271}
268466786	#s{1000055957}#y
268466787	#s{1000055957}#y
268466788	#s{1000055957}#y
268466789	#s{1000055957}#y
268466790	#s{1000055957}#y
268466791	#s{1000055957}#y
268443075	#s{1000055957}#y\n{1000008237}
268443148	#s{1000055957}#y\n{1000008237}
268443220	#s{1000055957}#y\n{1000062028}
268443293	#s{1000055957}#y\n{1000008237}
268443524	#s{1000055957}#y\n{1000008237}
268443525	#s{1000055957}#y\n{1000062028}
268443076	#s{1000055957}#y\n{1000008237}
268443149	#s{1000055957}#y\n{1000008237}
268443221	#s{1000055957}#y\n{1000062028}
268443294	#s{1000055957}#y\n{1000008237}
268443526	#s{1000055957}#y\n{1000008237}
268443527	#s{1000055957}#y\n{1000062028}
268443077	#s{1000055957}#y\n{1000008237}
268443150	#s{1000055957}#y\n{1000008237}
268443222	#s{1000055957}#y\n{1000062028}
268443295	#s{1000055957}#y\n{1000008237}
268443528	#s{1000055957}#y\n{1000008237}
268443529	#s{1000055957}#y\n{1000062028}
268443078	#s{1000055957}#y\n{1000008237}
268443151	#s{1000055957}#y\n{1000008237}
268443223	#s{1000055957}#y\n{1000062028}
268443296	#s{1000055957}#y\n{1000008237}
268443530	#s{1000055957}#y\n{1000008237}
268443531	#s{1000055957}#y\n{1000062028}
268443297	#s{1000055957}#y\n{1000008237}
268443532	#s{1000055957}#y\n{1000008237}
268443533	#s{1000055957}#y\n{1000062028}
268443079	#s{1000055957}#y\n{1000008237}
268443152	#s{1000055957}#y\n{1000008237}
268443224	#s{1000055957}#y\n{1000062028}
268443298	#s{1000055957}#y\n{1000008237}
268443534	#s{1000055957}#y\n{1000008237}
268443535	#s{1000055957}#y\n{1000062028}
268443536	#s{1000055957}#y\n{1000061271}
268443537	#s{1000055957}#y\n{1000061271}
268443538	#s{1000055957}#y\n{1000061271}
268443299	#s{1000055957}#y\n{1000008237}
268443539	#s{1000055957}#y\n{1000008237}
268443540	#s{1000055957}#y\n{1000062028}
268449753	#s{1000055957}#y
268449754	#s{1000055957}#y
268449755	#s{1000055957}#y
268443080	#s{1000055957}#y\n{1000008237}
268443153	#s{1000055957}#y\n{1000008237}
268443225	#s{1000055957}#y\n{1000062028}
268443300	#s{1000055957}#y\n{1000008237}
268443541	#s{1000055957}#y\n{1000008237}
268443542	#s{1000055957}#y\n{1000062028}
268443081	#s{1000055957}#y\n{1000008237}
268443154	#s{1000055957}#y\n{1000008237}
268443226	#s{1000055957}#y\n{1000062028}
268443082	#s{1000055957}#y\n{1000008237}
268443155	#s{1000055957}#y\n{1000008237}
268443227	#s{1000055957}#y\n{1000062028}
268456362	#s{1000055957}#y
268456238	#s{1000055957}#y
268456363	#s{1000055957}#y
268456239	#s{1000055957}#y
268446292	#s{1000055957}#y\n{1000015062}
268446293	#s{1000055957}#y\n{1000015062}
268446294	#s{1000055957}#y
268446295	#s{1000055957}#y\n{1000015062}
268446296	#s{1000055957}#y\n{1000015062}
268446297	#s{1000055957}#y
268446298	#s{1000055957}#y\n{1000015062}
268446299	#s{1000055957}#y\n{1000015062}
268446300	#s{1000055957}#y
268446301	#s{1000055957}#y\n{1000015062}
268446302	#s{1000055957}#y\n{1000015062}
268446303	#s{1000055957}#y
268446304	#s{1000055957}#y\n{1000015062}
268446305	#s{1000055957}#y\n{1000015062}
268446306	#s{1000055957}#y
268446307	#s{1000055957}#y\n{1000015062}
268446308	#s{1000055957}#y\n{1000015062}
268446309	#s{1000055957}#y
268446310	#s{1000055957}#y\n{1000015062}
268446311	#s{1000055957}#y\n{1000015062}
268446312	#s{1000055957}#y
268446313	#s{1000055957}#y\n{1000015062}
268446314	#s{1000055957}#y\n{1000015062}
268446315	#s{1000055957}#y
268446316	#s{1000055957}#y\n{1000015062}
268446317	#s{1000055957}#y\n{1000015062}
268446318	#s{1000055957}#y
268446319	#s{1000055957}#y\n{1000015062}
268446320	#s{1000055957}#y\n{1000015062}
268446321	#s{1000055957}#y
268446322	#s{1000055957}#y\n{1000015062}
268446323	#s{1000055957}#y\n{1000015062}
268446324	#s{1000055957}#y
268446325	#s{1000055957}#y\n{1000061271}
268446326	#s{1000055957}#y\n{1000061271}
268446327	#s{1000055957}#y\n{1000061271}
268446328	#s{1000055957}#y\n{1000015062}
268446329	#s{1000055957}#y\n{1000015062}
268446330	#s{1000055957}#y
268449756	#s{1000055957}#y
268449757	#s{1000055957}#y
268449758	#s{1000055957}#y
268446331	#s{1000055957}#y\n{1000015062}
268446332	#s{1000055957}#y\n{1000015062}
268446333	#s{1000055957}#y
268446334	#s{1000055957}#y\n{1000015062}
268446335	#s{1000055957}#y\n{1000015062}
268446336	#s{1000055957}#y
268446337	#s{1000055957}#y\n{1000015062}
268446338	#s{1000055957}#y\n{1000015062}
268446339	#s{1000055957}#y
268446340	#s{1000055957}#y\n{1000015062}
268446341	#s{1000055957}#y\n{1000015062}
268446342	#s{1000055957}#y
268456364	#s{1000055957}#y
268456240	#s{1000055957}#y
268456365	#s{1000055957}#y
268456241	#s{1000055957}#y
268446822	#s{1000055957}#y\n{1000078442}
268446824	#s{1000055957}#y
268446825	#s{1000055957}#y\n{1000078442}
268446827	#s{1000055957}#y
268446828	#s{1000055957}#y\n{1000078442}
268446830	#s{1000055957}#y
268446831	#s{1000055957}#y\n{1000078442}
268446833	#s{1000055957}#y
268446834	#s{1000055957}#y\n{1000078442}
268446836	#s{1000055957}#y
268446837	#s{1000055957}#y\n{1000078442}
268446839	#s{1000055957}#y
268446840	#s{1000055957}#y\n{1000078442}
268446842	#s{1000055957}#y
268446843	#s{1000055957}#y\n{1000078442}
268446845	#s{1000055957}#y
268446846	#s{1000055957}#y\n{1000078442}
268446848	#s{1000055957}#y
268446849	#s{1000055957}#y\n{1000078442}
268446851	#s{1000055957}#y
268446852	#s{1000055957}#y\n{1000078442}
268446854	#s{1000055957}#y
268446855	#s{1000055957}#y\n{1000061271}
268446856	#s{1000055957}#y\n{1000061271}
268446857	#s{1000055957}#y\n{1000061271}
268446858	#s{1000055957}#y\n{1000078442}
268446860	#s{1000055957}#y
268449759	#s{1000055957}#y
268449760	#s{1000055957}#y
268449761	#s{1000055957}#y
268446861	#s{1000055957}#y\n{1000078442}
268446863	#s{1000055957}#y
268446864	#s{1000055957}#y\n{1000078442}
268446866	#s{1000055957}#y
268446867	#s{1000055957}#y\n{1000078442}
268446869	#s{1000055957}#y
268446870	#s{1000055957}#y\n{1000078442}
268446872	#s{1000055957}#y
268456366	#s{1000055957}#y\n{1000086321}
268456242	#s{1000055957}#y\n{1000086321}
268456367	#s{1000055957}#y\n{1000086321}
268456243	#s{1000055957}#y\n{1000086321}
268463389	#s{1000055957}#y
268463390	#s{1000055957}#y
268463391	#s{1000055957}#y
268463392	#s{1000055957}#y
268463393	#s{1000055957}#y
268463394	#s{1000055957}#y
268463395	#s{1000055957}#y
268463396	#s{1000055957}#y
268463397	#s{1000055957}#y
268463398	#s{1000055957}#y
268463399	#s{1000055957}#y
268463400	#s{1000055957}#y
268463401	#s{1000055957}#y
268463402	#s{1000055957}#y
268463403	#s{1000055957}#y
268463404	#s{1000055957}#y
268463405	#s{1000055957}#y
268463406	#s{1000055957}#y
268463407	#s{1000055957}#y
268463408	#s{1000055957}#y
268463409	#s{1000055957}#y
268463410	#s{1000055957}#y
268463411	#s{1000055957}#y\n{1000061271}
268463412	#s{1000055957}#y\n{1000061271}
268463413	#s{1000055957}#y\n{1000061271}
268463414	#s{1000055957}#y
268463415	#s{1000055957}#y
268463416	#s{1000055957}#y
268463417	#s{1000055957}#y
268463418	#s{1000055957}#y
268463419	#s{1000055957}#y
268463420	#s{1000055957}#y
268463421	#s{1000055957}#y
268463422	#s{1000055957}#y
268463423	#s{1000055957}#y
268463424	#s{1000055957}#y
268463425	#s{1000055957}#y
268463426	#s{1000055957}#y
268463427	#s{1000055957}#y
268463428	#s{1000055957}#y
268463429	#s{1000055957}#y
268463430	#s{1000055957}#y
268466792	#s{1000055957}#y
268466793	#s{1000055957}#y
268466794	#s{1000055957}#y
268466795	#s{1000055957}#y
268466796	#s{1000055957}#y
268466797	#s{1000055957}#y
268466798	#s{1000055957}#y
268466799	#s{1000055957}#y
268466800	#s{1000055957}#y
268466801	#s{1000055957}#y
268466802	#s{1000055957}#y
268466803	#s{1000055957}#y
268466804	#s{1000055957}#y
268466805	#s{1000055957}#y
268466806	#s{1000055957}#y
268466807	#s{1000055957}#y
268466808	#s{1000055957}#y
268466809	#s{1000055957}#y
268466810	#s{1000055957}#y
268466811	#s{1000055957}#y
268466812	#s{1000055957}#y
268466813	#s{1000055957}#y
268466814	#s{1000055957}#y\n{1000061271}
268466815	#s{1000055957}#y\n{1000061271}
268466816	#s{1000055957}#y\n{1000061271}
268466817	#s{1000055957}#y
268466818	#s{1000055957}#y
268466819	#s{1000055957}#y
268466820	#s{1000055957}#y
268466821	#s{1000055957}#y
268466822	#s{1000055957}#y
268466823	#s{1000055957}#y
268466824	#s{1000055957}#y
268466825	#s{1000055957}#y
268466826	#s{1000055957}#y
268466827	#s{1000055957}#y
268466828	#s{1000055957}#y
268466829	#s{1000055957}#y
268466830	#s{1000055957}#y
268466831	#s{1000055957}#y
268466832	#s{1000055957}#y
268466833	#s{1000055957}#y\n{1000086321}
268476276	#s{1000055957}#y\n{1000086321}
268476277	#s{1000055957}#y\n{1000086321}
268476278	#s{1000055957}#y\n{1000062028}
268476279	#s{1000055957}#y\n{1000062028}
268476280	#s{1000055957}#y\n{1000062028}
268476281	#s{1000055957}#y\n{1000062028}
268476282	#s{1000055957}#y\n{1000062028}
268476283	#s{1000055957}#y\n{1000062028}
268476284	#s{1000055957}#y\n{1000062028}
268476285	#s{1000055957}#y\n{1000062028}\n{1000153784}\n{1000169992}
268476286	#s{1000055957}#y\n{1000062028}
268476287	#s{1000055957}#y\n{1000062028}
268476288	#s{1000055957}#y\n{1000062028}
268476289	#s{1000055957}#y\n{1000062028}
268476290	#s{1000055957}#y\n{1000062028}
268476291	#s{1000055957}#y\n{1000062028}
268476292	#s{1000055957}#y\n{1000062028}
268476293	#s{1000055957}#y\n{1000062028}
268476294	#s{1000055957}#y\n{1000062028}
268476295	#s{1000055957}#y\n{1000062028}
268476296	#s{1000055957}#y\n{1000062028}
268476297	#s{1000055957}#y\n{1000062028}
268476298	#s{1000055957}#y\n{1000062028}
268476299	#s{1000055957}#y\n{1000062028}
268476300	#s{1000055957}#y\n{1000062028}
268476301	#s{1000055957}#y\n{1000062028}
268477855	#s{1000055957}#y
268477856	#s{1000055957}#y
268477857	#s{1000055957}#y
268477858	#s{1000055957}#y
268477859	#s{1000055957}#y
268477860	#s{1000055957}#y
268477861	#s{1000055957}#y
268477862	#s{1000055957}#y
268477863	#s{1000055957}#y
268477864	#s{1000055957}#y
268477865	#s{1000055957}#y
268477866	#s{1000055957}#y
268477869	#s{1000055957}#y
268477870	#s{1000055957}#y
268477871	#s{1000055957}#y
268477872	#s{1000055957}#y
268477873	#s{1000055957}#y
268477874	#s{1000055957}#y
268477875	#s{1000055957}#y
268477876	#s{1000055957}#y
268477877	#s{1000055957}#y
268477878	#s{1000055957}#y
268477879	#s{1000055957}#y
268477880	#s{1000055957}#y
268478533	#s{1000055957}#y
268478534	#s{1000055957}#y
268478535	#s{1000055957}#y
268478536	#s{1000055957}#y
268478537	#s{1000055957}#y
268478538	#s{1000055957}#y
268478539	#s{1000055957}#y
268478540	#s{1000055957}#y
268478541	#s{1000055957}#y
268478542	#s{1000055957}#y
268478543	#s{1000055957}#y
268478544	#s{1000055957}#y
268478545	#s{1000055957}#y
268478546	#s{1000055957}#y
268478547	#s{1000055957}#y
268478548	#s{1000055957}#y
268478549	#s{1000055957}#y
268478550	#s{1000055957}#y
268478551	#s{1000055957}#y
268478552	#s{1000055957}#y
268478553	#s{1000055957}#y
268478554	#s{1000055957}#y
268478555	#s{1000055957}#y
268478556	#s{1000055957}#y
268478557	#s{1000055957}#y
268478558	#s{1000055957}#y
268478559	#s{1000055957}#y
268478560	#s{1000055957}#y
268478561	#s{1000055957}#y
268478562	#s{1000055957}#y
268478563	#s{1000055957}#y
268478564	#s{1000055957}#y
268478565	#s{1000055957}#y
268478566	#s{1000055957}#y
268478567	#s{1000055957}#y
268478568	#s{1000055957}#y
268478569	#s{1000055957}#y
268478570	#s{1000055957}#y
268478571	#s{1000055957}#y
268478572	#s{1000055957}#y
268478573	#s{1000055957}#y
268478574	#s{1000055957}#y
268478575	#s{1000055957}#y
268478576	#s{1000055957}#y
268478577	#s{1000055957}#y
268478578	#s{1000055957}#y
268478579	#s{1000055957}#y
268478580	#s{1000055957}#y
268478581	#s{1000055957}#y
268478582	#s{1000055957}#y
268478583	#s{1000055957}#y
268478584	#s{1000055957}#y
268478585	#s{1000055957}#y
268478586	#s{1000055957}#y
268478587	#s{1000055957}#y
268478588	#s{1000055957}#y
268478589	#s{1000055957}#y
268478590	#s{1000055957}#y
268478591	#s{1000055957}#y
268478592	#s{1000055957}#y
268478593	#s{1000055957}#y
268478594	#s{1000055957}#y
268478595	#s{1000055957}#y
268478596	#s{1000055957}#y
268478597	#s{1000055957}#y
268478598	#s{1000055957}#y
268478599	#s{1000055957}#y
268478600	#s{1000055957}#y
268478601	#s{1000055957}#y
268478602	#s{1000055957}#y
268478603	#s{1000055957}#y
268478604	#s{1000055957}#y
268476264	#s{1000055957}#y\n{10328}
268476265	#s{1000055957}#y\n{10328}
268476266	#s{1000055957}#y\n{10328}
268476267	#s{1000055957}#y\n{10328}
268476268	#s{1000055957}#y\n{10328}
268476269	#s{1000055957}#y\n{10328}
268476270	#s{1000055957}#y\n{10328}
268476271	#s{1000055957}#y\n{1000153784}\n{1000169992}
268476272	#s{1000055957}#y\n{10328}
268476273	#s{1000055957}#y\n{10328}
268476274	#s{1000055957}#y\n{10328}
268476275	#s{1000055957}#y\n{10328}
268481567	#s{1000055957}#y\n{1000062028}
268481568	#s{1000055957}#y\n{1000062028}
268481569	#s{1000055957}#y\n{1000062028}
268481570	#s{1000055957}#y\n{1000062028}
268481571	#s{1000055957}#y\n{1000062028}
268481572	#s{1000055957}#y\n{1000062028}
268481573	#s{1000055957}#y\n{1000062028}
268481578	#s{1000055957}#y\n{1000062028}
268481574	#s{1000055957}#y\n{1000062028}
268481575	#s{1000055957}#y\n{1000062028}
268481576	#s{1000055957}#y\n{1000062028}
268481577	#s{1000055957}#y\n{1000062028}
268481584	#s{1000055957}#y\n{1000062028}
268481585	#s{1000055957}#y\n{1000062028}
268481586	#s{1000055957}#y\n{1000062028}
268481587	#s{1000055957}#y\n{1000062028}
268481588	#s{1000055957}#y\n{1000062028}
268481589	#s{1000055957}#y\n{1000062028}
268481590	#s{1000055957}#y\n{1000062028}
268481591	#s{1000055957}#y\n{1000062028}
268481592	#s{1000055957}#y\n{1000062028}
268481593	#s{1000055957}#y\n{1000062028}
268481594	#s{1000055957}#y\n{1000062028}
268481595	#s{1000055957}#y\n{1000062028}
268481596	#s{1000055957}#y\n{1000062028}
268481597	#s{1000055957}#y\n{1000062028}
268481598	#s{1000055957}#y\n{1000062028}
268481599	#s{1000055957}#y\n{1000062028}
268481600	#s{1000055957}#y\n{1000062028}
268481601	#s{1000055957}#y\n{1000062028}
268481602	#s{1000055957}#y\n{1000062028}
268481603	#s{1000055957}#y\n{1000062028}
268481604	#s{1000055957}#y\n{1000062028}
268481605	#s{1000055957}#y\n{1000062028}
268481606	#s{1000055957}#y\n{1000062028}
268481607	#s{1000055957}#y\n{1000062028}
268481608	#s{1000055957}#y\n{1000062028}
268481609	#s{1000055957}#y\n{1000062028}
268481610	#s{1000055957}#y\n{1000062028}
268481611	#s{1000055957}#y\n{1000062028}
268481612	#s{1000055957}#y\n{1000062028}
268481613	#s{1000055957}#y\n{1000062028}
268481614	#s{1000055957}#y\n{1000062028}
268481615	#s{1000055957}#y\n{1000062028}
268481616	#s{1000055957}#y\n{1000062028}
268481617	#s{1000055957}#y\n{1000062028}
268481618	#s{1000055957}#y\n{1000062028}
268481619	#s{1000055957}#y\n{1000062028}
268481620	#s{1000055957}#y\n{1000062028}
268481621	#s{1000055957}#y\n{1000062028}
268481622	#s{1000055957}#y\n{1000062028}
268481623	#s{1000055957}#y\n{1000062028}
268481624	#s{1000055957}#y\n{1000062028}
268481625	#s{1000055957}#y\n{1000062028}
268481626	#s{1000055957}#y\n{1000062028}
268481627	#s{1000055957}#y\n{1000062028}
268481628	#s{1000055957}#y\n{1000062028}
268481629	#s{1000055957}#y\n{1000062028}
268481630	#s{1000055957}#y\n{1000062028}
268481631	#s{1000055957}#y\n{1000062028}
268481632	#s{1000055957}#y\n{1000062028}
268481633	#s{1000055957}#y\n{1000062028}
268481634	#s{1000055957}#y\n{1000062028}
268481635	#s{1000055957}#y\n{1000062028}
268481636	#s{1000055957}#y\n{1000062028}
268481637	#s{1000055957}#y\n{1000062028}
268481638	#s{1000055957}#y\n{1000062028}
268481639	#s{1000055957}#y\n{1000062028}
268481640	#s{1000055957}#y\n{1000062028}
268481641	#s{1000055957}#y\n{1000062028}
268481642	#s{1000055957}#y\n{1000062028}
268481643	#s{1000055957}#y\n{1000062028}
268481644	#s{1000055957}#y\n{1000062028}
268481645	#s{1000055957}#y\n{1000062028}
268481646	#s{1000055957}#y\n{1000062028}
268481647	#s{1000055957}#y\n{1000062028}
268481648	#s{1000055957}#y\n{1000062028}
268481649	#s{1000055957}#y\n{1000062028}
268481650	#s{1000055957}#y\n{1000062028}
268481651	#s{1000055957}#y\n{1000062028}
268481652	#s{1000055957}#y\n{1000062028}
268481653	#s{1000055957}#y\n{1000062028}
268481654	#s{1000055957}#y\n{1000062028}
268481655	#s{1000055957}#y\n{1000062028}
268481656	#s{1000055957}#y\n{1000062028}
268481657	#s{1000055957}#y\n{1000062028}
268481658	#s{1000055957}#y\n{1000062028}
268481659	#s{1000055957}#y\n{1000062028}
268481660	#s{1000055957}#y\n{1000062028}
268481661	#s{1000055957}#y\n{1000062028}
268481662	#s{1000055957}#y\n{1000062028}
268481663	#s{1000055957}#y\n{1000062028}
268481664	#s{1000055957}#y\n{1000062028}
268481665	#s{1000055957}#y\n{1000062028}
268481666	#s{1000055957}#y\n{1000062028}
268481667	#s{1000055957}#y\n{1000062028}
268481668	#s{1000055957}#y\n{1000062028}
268481669	#s{1000055957}#y\n{1000062028}
268481670	#s{1000055957}#y\n{1000062028}
268481671	#s{1000055957}#y\n{1000062028}
268481672	#s{1000055957}#y\n{1000062028}
268481673	#s{1000055957}#y\n{1000062028}
268481674	#s{1000055957}#y\n{1000062028}
268481675	#s{1000055957}#y\n{1000062028}
268481676	#s{1000055957}#y\n{1000062028}
268481677	#s{1000055957}#y\n{1000062028}
268481678	#s{1000055957}#y\n{1000062028}
268481679	#s{1000055957}#y\n{1000062028}
268481680	#s{1000055957}#y\n{1000062028}
268481681	#s{1000055957}#y\n{1000062028}
268481682	#s{1000055957}#y\n{1000062028}
268481683	#s{1000055957}#y\n{1000062028}
268481684	#s{1000055957}#y\n{1000062028}
268481685	#s{1000055957}#y\n{1000062028}
268481686	#s{1000055957}#y\n{1000062028}
268481687	#s{1000055957}#y\n{1000062028}
268481688	#s{1000055957}#y\n{1000062028}
268481689	#s{1000055957}#y\n{1000062028}
268481690	#s{1000055957}#y\n{1000062028}
268481691	#s{1000055957}#y\n{1000062028}
268481692	#s{1000055957}#y\n{1000062028}
268481693	#s{1000055957}#y\n{1000062028}
268481694	#s{1000055957}#y\n{1000062028}
268481695	#s{1000055957}#y\n{1000062028}
268481696	#s{1000055957}#y\n{1000062028}
