ROWID	_ON|BOOLEAN	_Start_Date|TEXT	_End_Date|TEXT	_Date_Count|INTEGER	_IconHide|BOOLEAN	_MailID|INTEGER	_CashMailID|INTEGER	_Number|INTEGER	_EventType|INTEGER	_Emphasis|BOOLEAN	_RewardRepeat|BOOLEAN
232	false	20130522	20130627	26	false	2097	0	8	0	false	false
233	false	20130522	20130627	27	false	2097	0	8	0	false	false
234	false	20130522	20130627	28	false	2097	0	8	0	false	false
235	false	20130522	20130627	29	false	2097	0	8	0	false	false
236	false	20130522	20130627	30	false	2097	0	8	0	false	false
237	false	20130813	20130911	1	false	2143	0	9	0	false	false
238	false	20130813	20130911	2	false	2143	0	9	0	false	false
239	false	20130813	20130911	3	false	2143	0	9	0	false	false
240	false	20130813	20130911	4	false	2143	0	9	0	false	false
241	false	20130813	20130911	5	false	2143	0	9	0	false	false
242	false	20130813	20130911	6	false	2143	0	9	0	false	false
243	false	20130813	20130911	7	false	2148	0	9	0	false	false
244	false	20130813	20130911	8	false	2144	0	9	0	false	false
245	false	20130813	20130911	9	false	2144	0	9	0	false	false
246	false	20130813	20130911	10	false	2144	0	9	0	false	false
247	false	20130813	20130911	11	false	2144	0	9	0	false	false
248	false	20130813	20130911	12	false	2144	0	9	0	false	false
249	false	20130813	20130911	13	false	2144	0	9	0	false	false
250	false	20130813	20130911	14	false	2149	0	9	0	false	false
251	false	20130813	20130911	15	false	2145	0	9	0	false	false
252	false	20130813	20130911	16	false	2145	0	9	0	false	false
253	false	20130813	20130911	17	false	2145	0	9	0	false	false
254	false	20130813	20130911	18	false	2145	0	9	0	false	false
255	false	20130813	20130911	19	false	2145	0	9	0	false	false
256	false	20130813	20130911	20	false	2145	0	9	0	false	false
257	false	20130813	20130911	21	false	2150	0	9	0	false	false
258	false	20130813	20130911	22	false	2146	0	9	0	false	false
259	false	20130813	20130911	23	false	2146	0	9	0	false	false
260	false	20130813	20130911	24	false	2146	0	9	0	false	false
261	false	20130813	20130911	25	false	2146	0	9	0	false	false
262	false	20130813	20130911	26	false	2146	0	9	0	false	false
263	false	20130813	20130911	27	false	2146	0	9	0	false	false
265	false	20130813	20130911	28	false	2147	2077	9	0	false	false
266	false	20130715	20130911	1	false	2163	0	10	0	false	false
267	false	20130715	20130911	2	false	2163	0	10	0	false	false
268	false	20130715	20130911	3	false	2163	0	10	0	false	false
269	false	20130715	20130911	4	false	2163	0	10	0	false	false
270	false	20130715	20130911	5	false	2163	0	10	0	false	false
271	false	20130715	20130911	6	false	2163	0	10	0	false	false
272	false	20130715	20130911	7	false	2163	0	10	0	false	false
273	false	20130715	20130911	8	false	2163	0	10	0	false	false
274	false	20130715	20130911	9	false	2163	0	10	0	false	false
275	false	20130715	20130911	10	false	2163	0	10	0	false	false
276	false	20130715	20130911	11	false	2163	0	10	0	false	false
277	false	20130715	20130911	12	false	2163	0	10	0	false	false
278	false	20130715	20130911	13	false	2163	0	10	0	false	false
279	false	20130715	20130911	14	false	2163	0	10	0	false	false
280	false	20130715	20130911	15	false	2163	0	10	0	false	false
281	false	20130715	20130911	16	false	2163	0	10	0	false	false
282	false	20130715	20130911	17	false	2163	0	10	0	false	false
283	false	20130715	20130911	18	false	2163	0	10	0	false	false
284	false	20130715	20130911	19	false	2163	0	10	0	false	false
285	false	20130715	20130911	20	false	2163	0	10	0	false	false
286	false	20130715	20130911	21	false	2164	0	10	0	false	false
287	false	20130715	20130911	22	false	2164	0	10	0	false	false
288	false	20130715	20130911	23	false	2164	0	10	0	false	false
289	false	20130715	20130911	24	false	2164	0	10	0	false	false
290	false	20130715	20130911	25	false	2164	0	10	0	false	false
291	false	20130715	20130911	26	false	2164	0	10	0	false	false
292	false	20130715	20130911	27	false	2164	0	10	0	false	false
293	false	20130715	20130911	28	false	2164	0	10	0	false	false
294	false	20130715	20130911	29	false	2164	0	10	0	false	false
295	false	20130715	20130911	30	false	2164	0	10	0	false	false
300	false	20131023	20131120	1	false	2334	0	12	0	false	false
301	false	20131023	20131120	2	false	2334	0	12	0	false	false
302	false	20131023	20131120	3	false	2334	0	12	0	false	false
303	false	20131023	20131120	4	false	2334	0	12	0	false	false
304	false	20131023	20131120	5	false	2334	0	12	0	false	false
305	false	20131023	20131120	6	false	2334	0	12	0	false	false
306	false	20131023	20131120	7	false	2334	0	12	0	false	false
307	false	20131023	20131120	8	false	2334	0	12	0	false	false
308	false	20131023	20131120	9	false	2334	0	12	0	false	false
309	false	20131023	20131120	10	false	2334	0	12	0	false	false
310	false	20131023	20131120	11	false	2335	0	12	0	false	false
311	false	20131023	20131120	12	false	2335	0	12	0	false	false
312	false	20131023	20131120	13	false	2335	0	12	0	false	false
313	false	20131023	20131120	14	false	2335	0	12	0	false	false
314	false	20131023	20131120	15	false	2335	0	12	0	false	false
315	false	20131023	20131120	16	false	2335	0	12	0	false	false
316	false	20131023	20131120	17	false	2335	0	12	0	false	false
317	false	20131023	20131120	18	false	2335	0	12	0	false	false
318	false	20131023	20131120	19	false	2335	0	12	0	false	false
319	false	20131023	20131120	20	false	2336	0	12	0	false	false
320	false	20131023	20131120	21	false	2336	0	12	0	false	false
321	false	20131023	20131120	22	false	2336	0	12	0	false	false
322	false	20131023	20131120	23	false	2336	0	12	0	false	false
323	false	20131023	20131120	24	false	2336	0	12	0	false	false
324	false	20131023	20131120	25	false	2336	0	12	0	false	false
325	false	20131023	20131120	26	false	2336	0	12	0	false	false
326	false	20131023	20131120	27	false	2336	0	12	0	false	false
327	false	20131023	20131120	28	true	2336	2078	12	0	false	false
340	false	20131218	20140123	1	false	2357	0	14	0	false	false
341	false	20131218	20140123	2	false	2357	0	14	0	false	false
342	false	20131218	20140123	3	false	2357	0	14	0	false	false
343	false	20131218	20140123	4	false	2357	0	14	0	false	false
344	false	20131218	20140123	5	false	2357	0	14	0	false	false
345	false	20131218	20140123	6	false	2357	0	14	0	false	false
346	false	20131218	20140123	7	false	2357	0	14	0	false	false
347	false	20131218	20140123	8	false	2358	0	14	0	false	false
348	false	20131218	20140123	9	false	2358	0	14	0	false	false
349	false	20131218	20140123	10	false	2358	0	14	0	false	false
350	false	20131218	20140123	11	false	2358	0	14	0	false	false
351	false	20131218	20140123	12	false	2358	0	14	0	false	false
352	false	20131218	20140123	13	false	2358	0	14	0	false	false
353	false	20131218	20140123	14	false	2358	0	14	0	false	false
354	false	20131218	20140123	15	false	2358	0	14	0	false	false
355	false	20131218	20140123	16	false	0	2362	14	0	false	false
356	false	20131218	20140123	17	false	2360	0	14	0	false	false
357	false	20131218	20140123	18	false	2360	0	14	0	false	false
358	false	20131218	20140123	19	false	2360	0	14	0	false	false
359	false	20131218	20140123	20	false	2360	0	14	0	false	false
360	false	20131218	20140123	21	false	2360	0	14	0	false	false
361	false	20131218	20140123	22	false	2360	0	14	0	false	false
362	false	20131218	20140123	23	false	2360	0	14	0	false	false
363	false	20131218	20140123	24	false	2360	0	14	0	false	false
364	false	20131218	20140123	25	false	2363	0	14	0	false	false
365	false	20131218	20140123	26	false	2363	0	14	0	false	false
366	false	20131218	20140123	27	false	2363	0	14	0	false	false
367	false	20131218	20140123	28	false	2363	0	14	0	false	false
368	false	20131218	20140123	29	false	2363	0	14	0	false	false
369	false	20131218	20140123	30	false	0	2367	14	0	false	false
370	false	20131218	20140123	31	false	2365	0	14	0	false	false
371	false	20131218	20140123	32	false	2365	0	14	0	false	false
372	false	20131218	20140123	33	false	2365	0	14	0	false	false
373	false	20131218	20140123	34	false	2365	0	14	0	false	false
374	false	20131218	20140123	35	false	2365	0	14	0	false	false
375	false	20131218	20140123	36	false	0	2366	14	0	false	false
376	false	20140122	20140212	1	false	2376	0	15	0	false	false
377	false	20140122	20140212	2	false	2376	0	15	0	false	false
378	false	20140122	20140212	3	false	2376	0	15	0	false	false
379	false	20140122	20140212	4	false	2376	0	15	0	false	false
380	false	20140122	20140212	5	false	2376	0	15	0	false	false
381	false	20140122	20140212	6	false	2376	0	15	0	false	false
382	false	20140122	20140212	7	false	2376	0	15	0	false	false
383	false	20140122	20140212	8	false	2376	0	15	0	false	false
384	false	20140122	20140212	9	false	2376	0	15	0	false	false
385	false	20140122	20140212	10	false	2378	0	15	0	false	false
386	false	20140122	20140212	11	false	2377	0	15	0	false	false
387	false	20140122	20140212	12	false	2377	0	15	0	false	false
388	false	20140122	20140212	13	false	2377	0	15	0	false	false
389	false	20140122	20140212	14	false	2377	0	15	0	false	false
390	false	20140122	20140212	15	false	2377	0	15	0	false	false
391	false	20140122	20140212	16	false	2377	0	15	0	false	false
392	false	20140122	20140212	17	false	2377	0	15	0	false	false
393	false	20140122	20140212	18	false	2377	0	15	0	false	false
394	false	20140122	20140212	19	false	2377	0	15	0	false	false
395	false	20140122	20140212	20	false	2379	0	15	0	false	false
396	false	20140122	20140212	21	false	2377	0	15	0	false	false
397	false	20140212	20140312	1	false	2430	0	16	0	false	false
398	false	20140212	20140312	2	false	2430	0	16	0	false	false
399	false	20140212	20140312	3	false	2430	0	16	0	false	false
400	false	20140212	20140312	4	false	2430	0	16	0	false	false
401	false	20140212	20140312	5	false	2430	0	16	0	false	false
402	false	20140212	20140312	6	false	2430	0	16	0	false	false
403	false	20140212	20140312	7	false	2430	0	16	0	false	false
404	false	20140212	20140312	8	false	2430	0	16	0	false	false
405	false	20140212	20140312	9	false	2430	0	16	0	false	false
406	false	20140212	20140312	10	false	2432	0	16	0	false	false
407	false	20140212	20140312	11	false	2431	0	16	0	false	false
408	false	20140212	20140312	12	false	2431	0	16	0	false	false
409	false	20140212	20140312	13	false	2431	0	16	0	false	false
410	false	20140212	20140312	14	false	2431	0	16	0	false	false
411	false	20140212	20140312	15	false	2431	0	16	0	false	false
412	false	20140212	20140312	16	false	2431	0	16	0	false	false
413	false	20140212	20140312	17	false	2431	0	16	0	false	false
414	false	20140212	20140312	18	false	2431	0	16	0	false	false
415	false	20140212	20140312	19	false	2431	0	16	0	false	false
416	false	20140212	20140312	20	false	2433	0	16	0	false	false
417	false	20140212	20140312	21	false	2432	0	16	0	false	false
418	false	20140212	20140312	22	false	2432	0	16	0	false	false
419	false	20140212	20140312	23	false	2432	0	16	0	false	false
420	false	20140212	20140312	24	false	2432	0	16	0	false	false
421	false	20140212	20140312	25	false	2432	0	16	0	false	false
422	false	20140212	20140312	26	false	2432	0	16	0	false	false
423	false	20140212	20140312	27	false	2432	0	16	0	false	false
424	false	20140212	20140312	28	false	2434	2425	16	0	false	false
425	false	20140326	20140424	1	false	0	2549	17	0	false	false
426	false	20140326	20140424	2	false	0	2542	17	0	false	false
427	false	20140326	20140424	3	false	0	2542	17	0	false	false
428	false	20140326	20140424	4	false	0	2542	17	0	false	false
429	false	20140326	20140424	5	false	0	2544	17	0	false	false
430	false	20140326	20140424	6	false	0	2542	17	0	false	false
431	false	20140326	20140424	7	false	0	2542	17	0	false	false
432	false	20140326	20140424	8	false	0	2542	17	0	false	false
433	false	20140326	20140424	9	false	0	2542	17	0	false	false
434	false	20140326	20140424	10	false	0	2544	17	0	false	false
435	false	20140326	20140424	11	false	0	2542	17	0	false	false
436	false	20140326	20140424	12	false	0	2542	17	0	false	false
437	false	20140326	20140424	13	false	0	2542	17	0	false	false
438	false	20140326	20140424	14	false	0	2542	17	0	false	false
439	false	20140326	20140424	15	false	0	2544	17	0	false	false
440	false	20140326	20140424	16	false	0	2542	17	0	false	false
441	false	20140326	20140424	17	false	0	2542	17	0	false	false
442	false	20140326	20140424	18	false	0	2542	17	0	false	false
443	false	20140326	20140424	19	false	0	2542	17	0	false	false
444	false	20140326	20140424	20	false	0	2544	17	0	false	false
445	false	20140326	20140424	21	false	0	2542	17	0	false	false
446	false	20140326	20140424	22	false	0	2542	17	0	false	false
447	false	20140326	20140424	23	false	0	2542	17	0	false	false
448	false	20140326	20140424	24	false	0	2542	17	0	false	false
449	false	20140326	20140424	25	false	0	2544	17	0	false	false
450	false	20140326	20140424	26	false	0	2542	17	0	false	false
451	false	20140326	20140424	27	false	0	2542	17	0	false	false
452	false	20140326	20140424	28	false	0	2542	17	0	false	false
453	false	20140326	20140424	29	false	0	2542	17	0	false	false
482	false	20140423	20140529	1	false	2585	2426	19	0	false	false
483	false	20140423	20140529	2	false	2585	2426	19	0	false	false
484	false	20140423	20140529	3	false	2585	2426	19	0	false	false
485	false	20140423	20140529	4	false	2585	2426	19	0	false	false
486	false	20140423	20140529	5	false	2585	2426	19	0	false	false
487	false	20140423	20140529	6	false	2585	2426	19	0	false	false
488	false	20140423	20140529	7	false	2585	2426	19	0	false	false
489	false	20140423	20140529	8	false	2585	2426	19	0	false	false
490	false	20140423	20140529	9	false	2585	2426	19	0	false	false
491	false	20140423	20140529	10	false	2585	2426	19	0	false	false
492	false	20140423	20140529	11	false	2585	2426	19	0	false	false
493	false	20140423	20140529	12	false	2585	2426	19	0	false	false
494	false	20140423	20140529	13	false	2585	2426	19	0	false	false
495	false	20140423	20140529	14	false	2585	2426	19	0	false	false
496	false	20140423	20140529	15	false	2585	2426	19	0	false	false
497	false	20140423	20140529	16	false	2585	2426	19	0	false	false
498	false	20140423	20140529	17	false	2585	2426	19	0	false	false
499	false	20140423	20140529	18	false	2585	2426	19	0	false	false
500	false	20140423	20140529	19	false	2585	2426	19	0	false	false
501	false	20140423	20140529	20	false	2585	2426	19	0	false	false
502	false	20140423	20140529	21	false	2585	2426	19	0	false	false
503	false	20140423	20140529	22	false	2585	2426	19	0	false	false
504	false	20140423	20140529	23	false	2585	2426	19	0	false	false
505	false	20140423	20140529	24	false	2585	2426	19	0	false	false
506	false	20140423	20140529	25	false	2585	2426	19	0	false	false
507	false	20140423	20140529	26	false	2585	2426	19	0	false	false
508	false	20140423	20140529	27	false	2585	2426	19	0	false	false
509	false	20140423	20140529	28	false	2585	2426	19	0	false	false
510	false	20140423	20140529	29	false	2585	2426	19	0	false	false
511	false	20140423	20140529	30	false	2585	2426	19	0	false	false
512	false	20140423	20140529	31	false	2585	2426	19	0	false	false
513	false	20140423	20140529	32	false	2585	2426	19	0	false	false
514	false	20140423	20140529	33	false	2585	2426	19	0	false	false
515	false	20140423	20140529	34	false	2585	2426	19	0	false	false
516	false	20140423	20140529	35	false	2585	2426	19	0	false	false
517	false	20140423	20140529	36	false	2585	2426	19	0	false	false
518	false	20141022	20141118	1	false	2809	2807	20	0	false	false
519	false	20141022	20141118	2	false	2809	0	20	0	false	false
520	false	20141022	20141118	3	false	2809	0	20	0	false	false
521	false	20141022	20141118	4	false	2809	0	20	0	false	false
522	false	20141022	20141118	5	false	2809	0	20	0	false	false
523	false	20141022	20141118	6	false	2809	0	20	0	false	false
524	false	20141022	20141118	7	false	2809	0	20	0	false	false
525	false	20141022	20141118	8	false	2809	0	20	0	false	false
526	false	20141022	20141118	9	false	2809	0	20	0	false	false
527	false	20141022	20141118	10	false	2809	0	20	0	false	false
528	false	20141022	20141118	11	false	2818	0	20	0	false	false
529	false	20141022	20141118	12	false	2818	0	20	0	false	false
530	false	20141022	20141118	13	false	2818	0	20	0	false	false
531	false	20141022	20141118	14	false	2818	0	20	0	false	false
532	false	20141022	20141118	15	false	2818	0	20	0	false	false
533	false	20141022	20141118	16	false	2818	0	20	0	false	false
534	false	20141022	20141118	17	false	2818	0	20	0	false	false
535	false	20141022	20141118	18	false	2818	0	20	0	false	false
536	false	20141022	20141118	19	false	2818	0	20	0	false	false
537	false	20141022	20141118	20	false	2818	2807	20	0	false	false
538	false	20141022	20141118	21	false	2810	0	20	0	false	false
539	false	20141022	20141118	22	false	2810	0	20	0	false	false
540	false	20141022	20141118	23	false	2810	0	20	0	false	false
541	false	20141022	20141118	24	false	2810	0	20	0	false	false
542	false	20141022	20141118	25	false	2810	0	20	0	false	false
543	false	20141022	20141118	26	false	2810	0	20	0	false	false
544	false	20141022	20141118	27	false	2810	0	20	0	false	false
545	false	20141022	20141118	28	false	2810	2808	20	0	false	false
546	false	20141203	20141216	1	false	2861	0	21	0	false	false
