ROWID	_VehicleClassID|TEXT	_VehicleActorID|INTEGER	_DefaultBodyParts|INTEGER	_DefaultPartsA|INTEGER	_DefaultPartsB|INTEGER	_VehicleSummonTime|INTEGER	_VehicleDefaultSpeed|INTEGER	_PetLevelTypeID|INTEGER	_PetSKILLID1|INTEGER	_PetSKILLID2|INTEGER	_Range|INTEGER	_Petacteffect|TEXT	_RiderString|TEXT	_FoodID|INTEGER	_PetChatID|INTEGER	_PetDyeType|INTEGER	_RideNum|INTEGER	_HidePartsID|INTEGER	_StealthMode|BOOLEAN	_MoveSlope|BOOLEAN	_CameraOffset|INTEGER	_CameraX|DOUBLE	_CameraY|DOUBLE	_CameraZ|DOUBLE	_CameraZoom|INTEGER	_TargetLength|INTEGER	_CharBoneFollowFairy|BOOLEAN	_DarkRideTrans|TEXT	_HeadNameHeight|DOUBLE	_FellowString|TEXT	_SetItemID|INTEGER	_Grade_SetItem|BOOLEAN	_SetItemTextID|INTEGER
1073921375	15	80026	0	0	0	1000	612	0	0	0	0		Vehicle_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		872416800	true	1000174137
1073921373	35;85;15	80301	0	0	0	1000	612	0	0	0	0		Vehicle_Orc_Santa_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	true		-35.0		0	false	0
1073921548	1001;1002	80028	0	0	0	1000	612	0	0	0	0		Vehicle_Dragon_	0	0	0	1	0	false	false	0	0.0	74.0	150.0	178	0	false		-35.0		0	false	0
1073921552	1003	80028	0	0	0	1000	612	0	0	0	0		Vehicle_Dragon_	0	0	0	1	0	false	false	0	0.0	74.0	150.0	178	0	false		-35.0		0	false	0
1073921553	1004	80028	0	0	0	1000	612	0	0	0	0		Vehicle_Dragon_	0	0	0	1	0	false	false	0	0.0	74.0	150.0	178	0	false		-35.0		0	false	0
1073921554	1005	80294	0	0	0	1000	612	0	0	0	0		Vehicle_CrazyDugSwing_	0	0	0	1	0	false	false	0	0.0	125.5	150.0	205	0	false		-35.0		0	false	0
1073742660	7	80015	0	1073742661	1073742662	1000	612	0	0	0	0		Vehicle_Wolf_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073742808	8	80016	0	1073742809	1073742662	1000	612	0	0	0	0		Vehicle_Wolf_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073742910	8	80016	0	1073742809	1073742662	1000	612	0	0	0	0		Vehicle_Wolf_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073742921	7	80015	0	1073742661	1073742662	1000	612	0	0	0	0		Vehicle_Wolf_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073749630	9	80017	0	1073749633	0	1000	612	0	0	0	0		Vehicle_Sheep_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073750082	10	80017	0	1073750081	0	1000	612	0	0	0	0		Vehicle_Sheep_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073862332	9	80157	0	0	0	1000	612	0	0	0	0		Vehicle_Sheep_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073862333	10	80158	0	0	0	1000	612	0	0	0	0		Vehicle_Sheep_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073875587	10	80158	0	0	0	1000	612	0	0	0	0		Vehicle_Sheep_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073875588	9	80157	0	0	0	1000	612	0	0	0	0		Vehicle_Sheep_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073757587	4	80010	0	1073759007	1125125216	1000	612	0	0	0	0		Vehicle_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073758912	3	80009	0	1125124672	1125125216	1000	612	0	0	0	0		Vehicle_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073751478	11	80018	0	1073751479	1073742662	1000	612	0	0	0	0		Vehicle_Wolf_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073760581	11	80018	0	1073751479	1073742662	1000	612	0	0	0	0		Vehicle_Wolf_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073862334	11	80159	0	0	0	1000	612	0	0	0	0		Vehicle_Wolf_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073875589	11	80159	0	0	0	1000	612	0	0	0	0		Vehicle_Wolf_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073762447	12	80019	0	1073760799	1073750033	1000	786	0	0	0	0		Vehicle_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073777061	12	80019	0	1073760799	1073750033	1000	786	0	0	0	0		Vehicle_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073768523	19	80022	0	1073768508	1073768509	1000	612	0	0	0	0		Vehicle_Wolf_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073769217	16	80023	0	0	0	1000	612	0	0	0	0		Vehicle_	0	0	0	1	0	false	false	0	7.5	77.5	150.0	186	0	false		-35.0		0	false	0
1073769218	16	80024	0	0	0	1000	612	0	0	0	0		Vehicle_	0	0	0	1	0	false	false	0	7.5	77.5	150.0	186	0	false		-35.0		0	false	0
1073770122	6	80012	0	1125124720	1125125216	1000	612	0	0	0	0		Vehicle_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073772128	13	80020	0	1073767166	0	1000	612	0	0	0	0		Vehicle_Sheep_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073772129	18	80020	0	1073767167	0	1000	612	0	0	0	0		Vehicle_Sheep_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073862335	13	80160	0	0	0	1000	612	0	0	0	0		Vehicle_Sheep_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073772130	14	80025	0	0	0	1000	612	0	0	0	0		Vehicle_Dragon_	0	0	0	1	0	false	false	0	0.0	74.0	150.0	178	0	false		-35.0		0	false	0
1073772141	14	80027	0	0	0	1000	612	0	0	0	0		Vehicle_Dragon_	0	0	0	1	0	false	false	0	0.0	74.0	150.0	178	0	false		-35.0		0	false	0
1073772142	14	80028	0	0	0	1000	612	0	0	0	0		Vehicle_Dragon_	0	0	0	1	0	false	false	0	0.0	74.0	150.0	178	0	false		-35.0		0	false	0
1073772143	14	80029	0	0	0	1000	612	0	0	0	0		Vehicle_Dragon_	0	0	0	1	0	false	false	0	0.0	74.0	150.0	178	0	false		-35.0		0	false	0
1073777069	17	80017	0	1073777070	0	1000	612	0	0	0	0		Vehicle_Sheep_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073779231	1	80000	0	0	1125125120	1000	540	0	0	0	0		Vehicle_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073779478	4	80010	0	1073779546	1125125216	1000	612	0	0	0	0		Vehicle_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073784355	20	80030	0	1073785989	0	1000	468	0	0	0	0		Vehicle_Cluld_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073784840	1	80003	0	0	1125125136	1000	504	0	0	0	0		Vehicle_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073784841	20	80030	0	0	0	1000	468	0	0	0	0		Vehicle_Cluld_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073791875	9	80017	0	0	0	1000	612	0	0	0	0		Vehicle_Sheep_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073791876	13	80020	0	0	0	1000	612	0	0	0	0		Vehicle_Sheep_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073791877	20	80030	0	0	0	1000	468	0	0	0	0		Vehicle_Cluld_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073793381	21	80033	0	0	0	1000	612	0	0	0	0		Vehicle_Fox_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073796221	21	80034	0	0	0	1000	612	0	0	0	0		Vehicle_Fox_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073796223	21	80035	0	0	0	1000	612	0	0	0	0		Vehicle_Fox_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073796320	21	80044	0	0	0	1000	612	0	0	0	0		Vehicle_Fox_	0	0	0	4	1	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073796637	22	80037	0	0	0	1000	612	0	0	0	0		Vehicle_Sheep_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073796644	23	80038	0	0	0	1000	612	0	0	0	0		Vehicle_Dragon_	0	0	0	1	0	false	false	0	0.0	74.0	150.0	178	0	false		-35.0		0	false	0
1073796646	24	80039	0	0	0	1000	612	0	0	0	0		Vehicle_Dragon_	0	0	0	1	0	false	false	0	0.0	74.0	150.0	178	0	false		-35.0		0	false	0
1073797528	25	80040	0	0	0	1000	612	0	0	0	0		Vehicle_Alpaca_	0	0	0	1	0	false	false	0	0.0	65.0	150.0	157	0	false		-35.0		0	false	0
1073813927	25	80048	0	0	0	1000	612	0	0	0	0		Vehicle_Alpaca_	0	0	0	1	0	false	false	0	0.0	65.0	150.0	157	0	false		-35.0		0	false	0
1073813928	25	80049	0	0	0	1000	612	0	0	0	0		Vehicle_Alpaca_	0	0	0	1	0	false	false	0	0.0	65.0	150.0	157	0	false		-35.0		0	false	0
1073813929	25	80050	0	0	0	1000	612	0	0	0	0		Vehicle_Alpaca_	0	0	0	1	0	false	false	0	0.0	65.0	150.0	157	0	false		-35.0		0	false	0
1073846875	25	80115	0	0	0	1000	612	0	0	0	0		Vehicle_Alpaca_	0	0	0	1	0	false	false	0	0.0	65.0	150.0	157	0	false		-35.0		0	false	0
1073797975	21	80041	0	0	0	1000	612	0	0	0	0		Vehicle_Fox_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073798139	21	80041	0	0	0	1000	612	0	0	0	0		Vehicle_Fox_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073798441	26	80042	0	0	0	1000	612	0	0	0	0		Vehicle_	0	0	0	1	0	false	false	0	7.5	77.5	150.0	186	0	false		-35.0		0	false	0
1073798455	28	80045	0	0	0	1000	612	0	0	0	0		Vehicle_Wolf_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073801168	29	80046	0	0	0	1000	612	0	0	0	0		Vehicle_Pegasus_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073801169	30	80051	0	0	0	1000	612	0	0	0	0		Vehicle_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073805447	86	80052	0	1073807497	0	1000	468	0	0	0	0		Vehicle_Cluld_Gold_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073862336	86	80161	0	0	0	1000	468	0	0	0	0		Vehicle_Cluld_Gold_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073811363	21	80057	0	0	0	1000	612	0	0	0	0		Vehicle_Fox_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
536873867	2	80058	0	0	0	1000	612	0	0	0	0		Vehicle_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073811398	25	80054	0	0	0	1000	612	0	0	0	0		Vehicle_Alpaca_	0	0	0	1	0	false	false	0	0.0	65.0	150.0	157	0	false		-35.0		0	false	0
1073811399	25	80059	0	0	0	1000	612	0	0	0	0		Vehicle_Alpaca_	0	0	0	1	0	false	false	0	0.0	65.0	150.0	157	0	false		-35.0		0	false	0
1073811400	25	80060	0	0	0	1000	612	0	0	0	0		Vehicle_Alpaca_	0	0	0	1	0	false	false	0	0.0	65.0	150.0	157	0	false		-35.0		0	false	0
1073811401	25	80061	0	0	0	1000	612	0	0	0	0		Vehicle_Alpaca_	0	0	0	1	0	false	false	0	0.0	65.0	150.0	157	0	false		-35.0		0	false	0
1073862243	25	80059	0	0	0	1000	612	0	0	0	0		Vehicle_Alpaca_	0	0	0	1	0	false	false	0	0.0	65.0	150.0	157	0	false		-35.0		0	false	0
1073813936	31	80072	0	0	0	1000	612	0	0	0	0		Vehicle_CarBasic_	0	0	0	2	1	false	true	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073816559	31	80085	0	0	0	1000	612	0	0	0	0		Vehicle_CarBasic_	0	0	0	2	1	false	true	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073816561	31	80087	0	0	0	1000	612	0	0	0	0		Vehicle_CarBasic_	0	0	0	2	1	false	true	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073816562	31	80088	0	0	0	1000	612	0	0	0	0		Vehicle_CarBasic_	0	0	0	2	1	false	true	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073815501	22	80083	0	0	0	1000	612	0	0	0	0		Vehicle_Sheep_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073817025	32	80091	0	1073817709	0	1000	468	0	0	0	0		Vehicle_Cluld_Sakura_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073824839	23	80094	0	0	0	1000	612	0	0	0	0		Vehicle_Dragon_	0	0	0	1	0	false	false	0	0.0	74.0	150.0	178	0	false		-35.0		0	false	0
1073826027	33	80092	0	0	0	1000	540	0	0	0	0		Vehicle_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073826028	33	80093	0	0	0	1000	540	0	0	0	0		Vehicle_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073828150	34	80097	0	0	0	1000	612	0	0	0	0		Vehicle_UFO_	0	0	0	2	1	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
536875304	2	80100	0	0	0	1000	612	0	0	0	0		Vehicle_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073829825	25	80099	0	0	0	1000	612	0	0	0	0		Vehicle_Alpaca_	0	0	0	1	0	false	false	0	0.0	65.0	150.0	157	0	false		-35.0		0	false	0
1073835593	35	80101	0	1073835594	0	1000	468	0	0	0	0		Vehicle_Cluld_Black_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073838019	36	80102	0	0	0	1000	419	0	0	0	0		Vehicle_Halloween_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073839263	21	80104	0	0	0	1000	612	0	0	0	0		Vehicle_Fox_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073841948	38	80106	0	0	0	1000	612	0	0	0	0		Vehicle_BlackPhantom_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073841954	39	80107	0	0	0	1000	612	0	0	0	0		Vehicle_Cluld_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073842829	14	80108	0	0	0	1000	612	0	0	0	0		Vehicle_Dragon_	0	0	0	1	0	false	false	0	0.0	74.0	150.0	178	0	false		-35.0		0	false	0
1073842830	14	80109	0	0	0	1000	612	0	0	0	0		Vehicle_Dragon_	0	0	0	1	0	false	false	0	0.0	74.0	150.0	178	0	false		-35.0		0	false	0
1073842831	14	80110	0	0	0	1000	612	0	0	0	0		Vehicle_Dragon_	0	0	0	1	0	false	false	0	0.0	74.0	150.0	178	0	false		-35.0		0	false	0
1073842832	30	80111	0	0	0	1000	648	0	0	0	0		Vehicle_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073843318	40	80112	0	0	0	1000	432	0	0	0	0		Vehicle_Asiadragon_	0	0	0	2	0	false	false	10000	-18.5	134.5	397.0	257	50	true		-35.0		0	false	0
1073845969	16	80116	0	0	0	1000	612	0	0	0	0		Vehicle_	0	0	0	1	0	false	false	0	7.5	77.5	150.0	186	0	false		-35.0		0	false	0
1073848056	41	80117	0	0	0	1000	612	0	0	0	0		Vehicle_Cerberos_	0	0	0	2	0	false	true	10001	0.0	79.5	208.0	259	0	true		-35.0		0	false	0
1073849119	31	80118	0	0	0	1000	612	0	0	0	0		Vehicle_CarBasic_	0	0	0	2	1	false	true	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073851369	42	80119	0	0	0	1000	612	0	0	0	0		Vehicle_Sheep_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073852308	43	80120	0	1073852499	1073852309	1000	612	0	0	0	0		Vehicle_Wolf_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073853511	44	80121	0	0	0	1000	612	0	0	0	0		Vehicle_Wolf_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073853560	16	80116	0	0	0	1000	612	0	0	0	0		Vehicle_	0	0	0	1	0	false	false	0	7.5	77.5	150.0	186	0	false		-35.0		0	false	0
1073854065	31	80122	0	0	0	1000	612	0	0	0	0		Vehicle_CarBasic_	0	0	0	2	1	false	true	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073854923	45	80125	0	0	0	1000	612	0	0	0	0		Vehicle_Wolf_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073855267	45	80130	0	0	0	1000	540	0	0	0	0		Vehicle_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073855891	46	80131	0	0	0	1000	540	0	0	0	0		Vehicle_CrazyDugSwing_	0	0	0	1	0	false	false	0	0.0	125.5	150.0	205	0	false		-35.0		0	false	0
1073855892	46	80132	0	0	0	1000	540	0	0	0	0		Vehicle_CrazyDugSwing_	0	0	0	1	0	false	false	0	0.0	125.5	150.0	205	0	false		-35.0		0	false	0
1073855893	46	80133	0	0	0	1000	540	0	0	0	0		Vehicle_CrazyDugSwing_	0	0	0	1	0	false	false	0	0.0	125.5	150.0	205	0	false		-35.0		0	false	0
1073855894	46	80134	0	0	0	1000	540	0	0	0	0		Vehicle_CrazyDugSwing_	0	0	0	1	0	false	false	0	0.0	125.5	150.0	205	0	false		-35.0		0	false	0
1073855895	47	80135	0	0	0	1000	612	0	0	0	0		Vehicle_UFO_	0	0	0	2	1	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073858510	29	80150	0	0	0	1000	612	0	0	0	0		Vehicle_Pegasus_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073858940	21	80104	0	0	0	1000	612	0	0	0	0		Vehicle_Fox_	0	0	0	1	2	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073858941	31	80122	0	0	0	1000	612	0	0	0	0		Vehicle_CarBasic_	0	0	0	2	2	false	true	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073859086	48	80151	0	0	0	1000	612	0	0	0	0		Vehicle_Manticore1_	0	0	0	2	0	false	true	10001	0.0	79.5	208.0	259	0	true		-35.0		0	false	0
1073859105	49	80152	0	0	0	1000	612	0	0	0	0		Vehicle_CarBasic_	0	0	0	1	1	false	true	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073860796	50	80153	0	0	0	1000	612	0	0	0	0		Vehicle_Sheep_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073861197	50	80154	0	0	0	1000	612	0	0	0	0		Vehicle_WaterDrop_	0	0	0	1	1	false	false	0	0.0	60.0	150.0	144	0	false		18.0		0	false	0
1073862287	25	80155	0	0	0	1000	612	0	0	0	0		Vehicle_Alpaca_	0	0	0	1	0	false	false	0	0.0	65.0	150.0	157	0	false		-35.0		0	false	0
1073862345	29	80156	0	0	0	1000	612	0	0	0	0		Vehicle_Pegasus_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073864149	50	80153	0	0	0	1000	612	0	0	0	0		Vehicle_Sheep_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073864148	30	80162	0	0	0	1000	648	0	0	0	0		Vehicle_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073865781	51	80163	0	0	0	1000	612	0	0	0	0		Vehicle_Robot_	0	0	0	1	1	false	false	0	0.0	79.5	150.0	210	0	false		-35.0		0	false	0
1073866373	43	80164	0	0	0	1000	612	0	0	0	0		Vehicle_Wolf_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073866845	52	80165	0	0	0	1000	612	0	0	0	0		Vehicle_Halloween_	0	0	0	1	2	false	true	10001	0.0	79.5	208.0	259	50	false		110.0		0	false	0
1073867493	25	80169	0	0	0	1000	612	0	0	0	0		Vehicle_Alpaca_	0	0	0	1	0	false	false	0	0.0	65.0	150.0	157	0	false		-35.0		0	false	0
1073867680	45	80166	0	0	0	1000	612	0	0	0	0		Vehicle_Wolf_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073868716	53	80167	0	0	0	1000	612	0	0	0	0		Vehicle_	0	0	0	2	1	false	true	0	0.0	60.0	150.0	144	0	false		-35.0	Vehicle_CarBasic_	0	false	0
1073871141	54	80168	0	0	0	1000	419	0	0	0	0		Vehicle_Halloween_	0	0	0	1	0	false	false	0	0.0	155.5	150.0	199	0	false		-35.0		0	false	0
1073872504	40	80170	0	0	0	1000	432	0	0	0	0		Vehicle_Asiadragon_	0	0	0	2	0	false	false	10000	-18.5	134.5	397.0	257	50	true		-35.0		0	false	0
1073872606	49	80171	0	0	0	1000	612	0	0	0	0		Vehicle_CarBasic_	0	0	0	1	1	false	true	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073875728	31	80172	0	0	0	1000	612	0	0	0	0		Vehicle_CarBasic_	0	0	0	2	1	false	true	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073875788	22	80173	0	0	0	1000	612	0	0	0	0		Vehicle_Sheep_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073877183	16	80174	0	0	0	1000	612	0	0	0	0		Vehicle_	0	0	0	1	0	false	false	0	7.5	77.5	150.0	186	0	false		-35.0		0	false	0
1073878091	14	80175	0	0	0	1000	612	0	0	0	0		Vehicle_Dragon_	0	0	0	1	0	false	false	0	0.0	74.0	150.0	178	0	false		-35.0		0	false	0
1073879808	21	80177	0	0	0	1000	612	0	0	0	0		Vehicle_Fox_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073879817	14	80176	0	0	0	1000	612	0	0	0	0		Vehicle_Dragon_	0	0	0	1	0	false	false	0	0.0	74.0	150.0	178	0	false		-35.0		0	false	0
1073879870	45	80178	0	0	0	1000	612	0	0	0	0		Vehicle_Wolf_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073880474	43	80179	0	0	0	1000	612	0	0	0	0		Vehicle_Wolf_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073880529	21	80180	0	0	0	1000	612	0	0	0	0		Vehicle_Fox_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
536876109	29	80181	0	0	0	1000	612	0	0	0	0		Vehicle_Pegasus_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
1073880558	55	80182	0	0	0	1000	0	0	0	0	0		Vehicle_Chair_	0	0	0	1	6	false	false	0	0.0	60.0	150.0	144	0	false		10.0		0	false	0
1073880920	45	80183	0	0	0	1000	612	0	0	0	0		Vehicle_Wolf_	0	0	0	1	0	false	false	0	0.0	60.0	150.0	144	0	false		-35.0		0	false	0
