ROWID	_SkillTableID|INTEGER	_SubSkillTableID|INTEGER	_SkillConditionID|INTEGER	_SkillNeedJobID|INTEGER	_SkillTapID|INTEGER	_AwakenForceLevel|INTEGER	_TreeSlotIndex|INTEGER	_ParentSkillID1|INTEGER	_ParentSkillID2|INTEGER	_ParentSkillID3|INTEGER	_NeedParentSkillLevel1|INTEGER	_NeedParentSkillLevel2|INTEGER	_NeedParentSkillLevel3|INTEGER	_NeedBasicSP1|INTEGER	_NeedFirstSP1|INTEGER	_NeedSecondSP1|INTEGER	_AdviceSkillLevel1|INTEGER	_AdviceSkillLevel2|INTEGER	_AdviceSkillLevel3|INTEGER	_NeedSkillBook|BOOLEAN	_ServeSkill1|INTEGER	_ServeSkill2|INTEGER	_ChangeSkill|TEXT	_ContentsID|TEXT	_TreeSkill|TEXT
14	20	0	0	1	1	0	13	18	0	0	1	0	0	0	0	0	0	0	0	false	0	0			18
15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
18	24	0	0	1	1	0	17	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
19	30	0	0	1	1	0	18	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
20	31	0	0	1	1	0	19	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
21	33	0	0	1	1	0	20	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
22	17	0	0	1	1	0	21	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
24	32	0	0	1	1	0	23	31	0	0	1	0	0	0	0	0	0	0	0	false	0	0			0
25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
41	206	804	706	11	2	0	0	0	0	0	0	0	0	20	0	0	0	0	0	false	0	0			0
42	201	0	0	11	2	0	1	18	0	0	1	0	0	20	0	0	0	0	0	false	0	0			18
43	220	0	0	11	2	0	2	0	0	0	0	0	0	20	0	0	0	0	0	false	0	0			0
44	208	824	726	11	2	0	3	0	0	0	0	0	0	20	0	0	0	0	0	false	0	0			0
45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
46	215	0	0	11	2	0	5	201	0	0	1	0	0	25	0	0	0	0	0	false	0	0			201
47	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	false	0	0			0
48	221	801	703	11	2	0	13	0	0	0	0	0	0	35	0	0	0	0	0	false	0	0			0
49	204	805	704	11	2	0	8	206	0	0	1	0	0	30	0	0	0	0	0	false	0	0			0
50	210	821	723	11	2	0	9	0	0	0	0	0	0	30	0	0	0	0	0	false	0	0			0
51	219	803	705	11	2	0	6	0	0	0	0	0	0	30	0	0	0	0	0	false	0	0			0
52	203	823	725	11	2	0	11	208	0	0	1	0	0	30	0	0	0	0	0	false	0	0			0
53	207	0	0	11	2	0	12	204	0	0	1	0	0	35	0	0	0	0	0	false	0	0			0
54	0	0	0	0	0	0	14	0	0	0	1	0	0	35	0	0	0	0	0	false	0	0			0
55	0	0	0	0	0	0	0	0	0	0	1	0	0	35	0	0	0	0	0	false	0	0			0
56	209	0	0	11	2	0	15	203	0	0	1	0	0	35	0	0	0	0	0	false	0	0			0
57	205	0	0	11	2	0	16	207	0	0	1	0	0	40	0	0	0	0	0	false	0	0	310		0
58	212	822	724	11	2	0	14	0	0	0	0	0	0	40	0	0	0	0	0	false	0	0			0
59	218	0	0	11	2	0	10	0	0	0	0	0	0	40	0	0	0	0	0	false	0	0			0
60	211	0	0	11	2	0	19	209	0	0	1	0	0	40	0	0	0	0	0	false	0	0	361		0
61	213	0	0	11	2	0	20	205	0	0	1	0	0	45	0	0	0	0	0	false	0	0			0
62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
64	214	0	0	11	2	0	23	211	0	0	1	0	0	45	0	0	0	0	0	false	0	0			0
66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
81	408	841	744	12	2	0	0	0	0	0	0	0	0	20	0	0	0	0	0	false	0	0			0
82	405	0	0	12	2	0	1	0	0	0	0	0	0	20	0	0	0	0	0	false	0	0	560		0
83	403	0	0	12	2	0	7	420	0	0	1	0	0	20	0	0	0	0	0	false	0	0			0
84	418	0	0	12	2	0	3	18	0	0	1	0	0	20	0	0	0	0	0	false	0	0			18
85	409	842	745	12	2	0	4	408	0	0	1	0	0	25	0	0	0	0	0	false	0	0			0
86	406	0	0	12	2	0	5	405	0	0	1	0	0	25	0	0	0	0	0	false	0	0			0
87	412	0	0	12	2	0	6	0	0	0	0	0	0	25	0	0	0	0	0	false	0	0			0
88	420	0	0	12	2	0	2	0	0	0	0	0	0	25	0	0	0	0	0	false	0	0			0
89	407	0	0	12	2	0	8	409	0	0	1	0	0	30	0	0	0	0	0	false	0	0	423;517		0
90	410	0	0	12	2	0	9	406	0	0	1	0	0	30	0	0	0	0	0	false	0	0			0
91	404	0	0	12	2	0	10	0	0	0	0	0	0	30	0	0	0	0	0	false	0	0			0
92	419	0	0	12	2	0	11	9	0	0	1	0	0	30	0	0	0	0	0	false	0	0			5;9;418
93	401	0	0	12	2	0	12	407	0	0	1	0	0	35	0	0	0	0	0	false	0	0	516		0
94	411	863	766	12	2	0	13	410	0	0	1	0	0	35	0	0	0	0	0	false	0	0			0
95	414	0	0	12	2	0	14	420	0	0	1	0	0	35	0	0	0	0	0	false	0	0			0
96	402	562	557	12	2	0	15	0	0	0	0	0	0	35	0	0	0	0	0	false	0	0			0
97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
99	413	0	0	12	2	0	18	420	0	0	1	0	0	40	0	0	0	0	0	false	0	0			0
100	417	843	746	12	2	0	19	0	0	0	0	0	0	40	0	0	0	0	0	false	0	0			0
101	415	0	0	12	2	0	20	401	0	0	1	0	0	45	0	0	0	0	0	false	0	0			0
102	416	0	0	12	2	0	21	411	0	0	1	0	0	45	0	0	0	0	0	false	0	0			0
103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1001	1001	1579	1571	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	1598		0
1002	1026	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	1548		0
1003	1017	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1004	1013	0	0	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1005	1008	0	0	2	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1006	1019	0	0	2	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1007	1003	0	0	2	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1008	1027	0	0	2	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1009	1028	0	0	2	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			1019
1010	1023	0	0	2	1	0	11	1013	0	0	1	0	0	0	0	0	0	0	0	false	0	0			1013
1011	1021	0	0	2	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1012	1018	0	0	2	1	0	14	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1013	1016	0	0	2	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1014	1009	0	0	2	1	0	16	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1015	1024	0	0	2	1	0	17	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1016	1029	0	0	2	1	0	18	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1017	1030	0	0	2	1	0	19	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1018	1032	0	0	2	1	0	20	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1019	1031	0	0	2	1	0	23	1030	0	0	1	0	0	0	0	0	0	0	0	false	0	0			0
1020	1035	0	0	2	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			1013
1021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1041	1201	0	0	14	2	0	0	0	0	0	0	0	0	20	0	0	0	0	0	false	0	0	1237		0
1042	1208	0	0	14	2	0	1	0	0	0	0	0	0	20	0	0	0	0	0	false	0	0			0
1043	1205	0	0	14	2	0	3	1013	0	0	1	0	0	20	0	0	0	0	0	false	0	0			1013;1035
1044	1234	0	0	14	2	0	4	1201	0	0	1	0	0	25	0	0	0	0	0	false	0	0	1238		0
1045	1209	0	0	14	2	0	5	1208	0	0	1	0	0	25	0	0	0	0	0	false	0	0			0
1046	1215	0	0	14	2	0	6	0	0	0	0	0	0	25	0	0	0	0	0	false	0	0			0
1047	1217	1807	1801	14	2	0	7	0	0	0	0	0	0	25	0	0	0	0	0	false	0	0			1013;1035
1048	1212	0	0	14	2	0	10	0	0	0	0	0	0	30	0	0	0	0	0	false	0	0			0
1049	1206	0	0	14	2	0	11	0	0	0	0	0	0	30	0	0	0	0	0	false	0	0			1017
1050	1220	0	0	14	2	0	16	1207	0	0	1	0	0	40	0	0	0	0	0	false	0	0	1311;1230		1201;1234;1235;1207
1051	1210	0	0	14	2	0	9	1209	0	0	1	0	0	30	0	0	0	0	0	false	0	0	1362		0
1052	1202	0	0	14	2	0	14	0	0	0	0	0	0	35	0	0	0	0	0	false	0	0			0
1053	1221	0	0	14	2	0	15	0	0	0	0	0	0	35	0	0	0	0	0	false	0	0			0
1054	1207	0	0	14	2	0	12	1235	0	0	1	0	0	35	0	0	0	0	0	false	0	0	1240		0
1055	1203	0	0	14	2	0	13	1210	0	0	1	0	0	35	0	0	0	0	0	false	0	0	1223		0
1056	1218	0	0	14	2	0	18	0	0	0	0	0	0	40	0	0	0	0	0	false	0	0			0
1057	1219	0	0	14	2	0	19	0	0	0	0	0	0	40	0	0	0	0	0	false	0	0			0
1058	1204	0	0	14	2	0	20	1220	0	0	1	0	0	45	0	0	0	0	0	false	0	0	1242		0
1059	1211	0	0	14	2	0	21	1236	0	0	1	0	0	45	0	0	0	0	0	false	0	0	1363		0
1060	1235	0	0	14	2	0	8	1234	0	0	1	0	0	30	0	0	0	0	0	false	0	0	1239		0
1061	1236	0	0	14	2	0	17	1203	0	0	1	0	0	40	0	0	0	0	0	false	0	0			0
1062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1081	1405	0	0	15	2	0	0	0	0	0	0	0	0	20	0	0	0	0	0	false	0	0			0
1082	1416	0	0	15	2	0	1	0	0	0	0	0	0	20	0	0	0	0	0	false	0	0			1013;1035
1083	1408	0	0	15	2	0	2	0	0	0	0	0	0	20	0	0	0	0	0	false	0	0			0
1084	1404	0	0	15	2	0	3	0	0	0	0	0	0	20	0	0	0	0	0	false	0	0			1013;1035
1085	1417	0	0	15	2	0	5	0	0	0	0	0	0	25	0	0	0	0	0	false	0	0			1013;1035
1086	1409	0	0	15	2	0	6	1408	0	0	1	0	0	25	0	0	0	0	0	false	0	0	1581		1408
1087	1402	0	0	15	2	0	8	1405	0	0	1	0	0	30	0	0	0	0	0	false	0	0			1018
1088	1401	0	0	15	2	0	9	0	0	0	0	0	0	30	0	0	0	0	0	false	0	0			0
1089	1418	0	0	15	2	0	10	0	0	0	0	0	0	30	0	0	0	0	0	false	0	0			0
1090	1403	0	0	15	2	0	11	1404	1409	0	1	1	0	30	0	0	0	0	0	false	0	0	1517		1017
1091	1411	0	0	15	2	0	12	1402	1018	0	1	1	0	35	0	0	0	0	0	false	0	0			1018
1092	1415	0	0	15	2	0	13	0	0	0	0	0	0	35	0	0	0	0	0	false	0	0			0
1093	1412	1578	1535	15	2	0	14	0	0	0	0	0	0	35	0	0	0	0	0	false	0	0			0
1094	1406	0	0	15	2	0	16	1411	0	0	1	0	0	40	0	0	0	0	0	false	0	0	1515		0
1095	1410	0	0	15	2	0	17	0	0	0	0	0	0	40	0	0	0	0	0	false	0	0			0
1096	1419	0	0	15	2	0	18	0	0	0	0	0	0	40	0	0	0	0	0	false	0	0			0
1097	1407	0	0	15	2	0	19	1403	0	0	1	0	0	40	0	0	0	0	0	false	0	0	1560;1580		0
1098	1413	0	0	15	2	0	20	1406	0	0	1	0	0	45	0	0	0	0	0	false	0	0	1510		0
1099	1414	1591	1572	15	2	0	23	1407	0	0	1	0	0	45	0	0	1	0	0	false	0	0	1420;1592		0
1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
1150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
2001	2002	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	3149		0
2002	2031	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
2003	2015	0	0	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
2004	2013	0	0	3	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
2005	2034	0	0	3	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	2361		0
2006	2026	0	0	3	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
2007	2012	0	0	3	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
2008	2016	0	0	3	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
2009	2035	0	0	3	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
2010	2022	0	0	3	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
2011	2014	0	0	3	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
2012	2033	0	0	3	1	0	16	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
2013	2029	0	0	3	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
2014	2023	0	0	3	1	0	14	2012	0	0	1	0	0	0	0	0	0	0	0	false	0	0			2012
2015	2024	0	0	3	1	0	17	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
2016	2036	0	0	3	1	0	18	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
2017	2037	0	0	3	1	0	19	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
2018	2039	0	0	3	1	0	20	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
2019	2038	0	0	3	1	0	23	2037	0	0	1	0	0	0	0	0	0	0	0	false	0	0			0
2020	2042	0	0	3	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			2012
2021	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
2022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
2023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
2024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
2025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
2026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
2027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0			0
