ROWID	_MonsterTableIndex|INTEGER	_Difficulty|INTEGER	_CustomAI|TEXT	_DeadExperienceWeight|DOUBLE	_CompleteExperienceWeight|DOUBLE	_HPWeight|FLOAT	_AttackPMinWeight|FLOAT	_AttackPMaxWeight|FLOAT	_AttackMMinWeight|FLOAT	_AttackMMaxWeight|FLOAT	_DefensePWeight|FLOAT	_DefenseMWeight|FLOAT	_StiffWeight|FLOAT	_CriticalWeight|FLOAT	_StunWeight|FLOAT	_StiffResistanceWeight|FLOAT	_CriticalResistanceWeight|FLOAT	_StunResistanceWeight|FLOAT	_SuperAmmorWeight|FLOAT	_Element_Str_Weight|FLOAT	_Fire_Def_Weight|FLOAT	_Ice_Def_Weight|FLOAT	_Light_Def_Weight|FLOAT	_Dark_Def_Weight|FLOAT	_MoveSpeedWeight|INTEGER	_DownDelayWeight|FLOAT	_DurabilityWeight|FLOAT	_DeadDurabilityWeight|DOUBLE
1503111	503111	0	GuardianNest_Gate1_HideMonster.lua	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503112	503112	0	GuardianNest_Gate1_FrogMagician_Fake.lua	0.0	0.0	1.0	0.072	0.072	0.072	0.072	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503113	503113	0	GuardianNest_Gate1_FrogMagician_Stomp.lua	0.0	0.0	0.75	0.072	0.072	0.072	0.072	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503114	503114	0	GuardianNest_Gate1_FrogMagician_Real.lua	0.0	0.0	1.0	0.072	0.072	0.072	0.072	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503115	503115	0	GuardianNest_Gate1_FrogWarrior_Assualt.lua	0.0	0.0	0.0225	0.048	0.048	0.048	0.048	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503121	503121	0	GuardianNest_Easy_Gate2_SpiritPoision.lua	0.0	1336.8164	0.06	0.072	0.072	0.072	0.072	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503122	503122	0	GuardianNest_Gate2_Squirrel.lua	0.0	0.0	1.0	0.00504	0.00504	0.00504	0.00504	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503131	503131	0	GuardianNest_Easy_Gate3_Grizzly.lua	0.0	1336.8164	0.06	0.12	0.12	0.12	0.12	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503132	503132	0	GuardianNest_Easy_Gate3_Broo_Lich.lua	0.0	0.0	1.005	3.24	3.24	3.24	3.24	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503133	503133	0	GuardianNest_Easy_Gate3_BabyEnt_Green.lua	0.0	0.0	0.7575	2.16	2.16	2.16	2.16	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503134	503134	0	GuardianNest_Easy_Gate3_DropElf_Green.lua	0.0	0.0	0.7575	2.16	2.16	2.16	2.16	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503135	503135	0	GuardianNest_Easy_Gate3_BoarWarrior_Red.lua	0.0	0.0	0.7575	2.16	2.16	2.16	2.16	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503136	503136	0	GuardianNest_Easy_Gate3_BoarGunner_Red.lua	0.0	0.0	0.7575	2.16	2.16	2.16	2.16	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503137	503137	0	GuardianNest_Easy_Gate3_Crow_Eagle.lua	0.0	0.0	0.7575	2.16	2.16	2.16	2.16	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503138	503138	0	GuardianNest_Easy_Gate3_Crow_Owl.lua	0.0	0.0	0.7575	2.16	2.16	2.16	2.16	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503139	503139	0	GuardianNest_Easy_Gate3_ClawWolf_Black.lua	0.0	0.0	0.7575	2.16	2.16	2.16	2.16	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503141	503141	0	GuardianNest_Easy_Gate4_Ignacio.lua	0.0	1336.8164	0.1725	0.12	0.12	0.12	0.12	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503142	503142	0	GuardianNest_Gate4_RelicOfLightning_EX.lua	0.0	0.0	0.75	0.048	0.048	0.048	0.048	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503143	503143	0	GuardianNest_Gate4_RelicOfHold_EX.lua	0.0	0.0	0.00375	0.048	0.048	0.048	0.048	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503144	503144	0	GuardianNest_Easy_Gate4_DragonSycophantDevotee_Black.lua	0.0	0.0	0.7575	1.08	1.08	1.08	1.08	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503145	503145	0	GuardianNest_Easy_Gate4_DragonSycophantCleric_White.lua	0.0	0.0	1.26	3.6	3.6	3.6	3.6	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503146	503146	0	GuardianNest_Easy_Gate4_DragonSycophantMagician_Blue.lua	0.0	0.0	1.3875	3.6	3.6	3.6	3.6	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503147	503147	0	GuardianNest_Gate4_RelicOfLightning_Event.lua	0.0	0.0	0.00336	0.0072	0.0072	0.0072	0.0072	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503148	503148	0	GuardianNest_Easy_Gate4_DragonSycophantDevotee_Black_Named.lua	0.0	0.0	1.512	1.296	1.296	1.296	1.296	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503149	503149	0	GuardianNest_Easy_Gate4_DragonSycophantCleric_White_Named.lua	0.0	0.0	2.52	4.32	4.32	4.32	4.32	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503150	503150	0	GuardianNest_Easy_Gate4_DragonSycophantMagician_Blue_Named.lua	0.0	0.0	2.772	4.32	4.32	4.32	4.32	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503151	503151	0	GuardianNest_Easy_Gate5_Guardian.lua	0.0	1336.8164	0.2	0.12	0.12	0.12	0.12	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503401	503401	0	MistNest_Easy_Gate1_Ent_Boss.lua	0.0	1671.0205	0.07	0.14	0.14	0.14	0.14	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503402	503402	0	MistNest_Gate1_EntSeed_Black.lua	0.0	0.0	0.001	0.14	0.14	0.14	0.14	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503403	503403	0	MistNest_Gate1_EntSeed_Blue.lua	0.0	0.0	0.01	0.01	0.01	0.01	0.01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503404	503404	0	MistNest_Gate1_EntSeed_Green.lua	0.0	0.0	0.01	0.01	0.01	0.01	0.01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503405	503405	0	MistNest_Gate1_EntSeed_Blue.lua	0.0	0.0	0.01	0.01	0.01	0.01	0.01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503406	503406	0	MistNest_Easy_Gate1_EntSeed_Red.lua	0.0	0.0	0.01	0.14	0.14	0.14	0.14	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503407	503407	0	MistNest_Gate1_EntSeed_Black.lua	0.0	0.0	0.001	0.14	0.14	0.14	0.14	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503408	503408	0	MistNest_Gate1_EntSeed_Black.lua	0.0	0.0	0.001	0.14	0.14	0.14	0.14	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503409	503409	0	MistNest_Gate1_EntSeed_Black.lua	0.0	0.0	0.001	0.14	0.14	0.14	0.14	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503431	503431	0	MistNest_Easy_Gate2_Wraith_Boss.lua	0.0	1671.0205	0.07	0.14	0.14	0.14	0.14	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503432	503432	0	MistNest_Easy_Gate2_Shadow_Dark.lua	0.0	0.0	0.001	0.1	0.1	0.1	0.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503449	503449	0	MistNest_Gate2_Ghoul_Red.lua	0.0	0.0	0.002	0.14	0.14	0.14	0.14	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503455	503455	0	MistNest_Trapzone_Switchmonster.lua	0.0	0.0	0.01	0.01	0.01	0.01	0.01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503460	503460	0	MistNest_Easy_Gate3_Clawwolf_Boss.lua	0.0	1671.0205	0.07	0.14	0.14	0.14	0.14	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503461	503461	0	MistNest_Gate3_ClawWolf_Underling.lua	0.0	0.0	0.01	0.14	0.14	0.14	0.14	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503462	503462	0	MistNest_Gate3_ClawWolf_Trap.lua	0.0	0.0	0.01	0.14	0.14	0.14	0.14	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503481	503481	0	MistNest_Easy_Trapzone_DropElfMonster.lua	0.0	0.0	0.04	0.9	0.9	0.9	0.9	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503482	503482	0	MistNest_Trapzone_ElfDrop.lua	0.0	0.0	0.04	0.9	0.9	0.9	0.9	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503483	503483	0	MistNest_Trapzone_Switchmonster.lua	0.0	0.0	0.3	0.01	0.01	0.01	0.01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503484	503484	0	MistNest_Trapzone_Gravitymonster.lua	0.0	0.0	0.5	0.01	0.01	0.01	0.01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503485	503485	0	MistNest_Trapzone_Switchmonster.lua	0.0	0.0	0.005	0.01	0.01	0.01	0.01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503486	503486	0	MistNest_Trapzone_Switchmonster.lua	0.0	0.0	0.4	0.01	0.01	0.01	0.01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503487	503487	0	MistNest_Trapzone_Switchmonster.lua	0.0	0.0	0.4	0.01	0.01	0.01	0.01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503488	503488	0	MistNest_Trapzone_Switchmonster.lua	0.0	0.0	0.4	0.01	0.01	0.01	0.01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503489	503489	0	MistNest_Trapzone_Switchmonster.lua	0.0	0.0	0.01	0.9	0.9	0.9	0.9	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503490	503490	0	GreenDragonNest_Gate2_DragonSycophantPuni_Gold.lua	0.0	0.0	0.01	0.14	0.14	0.14	0.14	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503491	503491	0	MistNest_Trapzone_DropElfMonster.lua	0.0	0.0	0.01	0.01	0.01	0.01	0.01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503492	503492	0	GreenDragonNest_Gate2_DragonSycophantPuni_Gold.lua	0.0	0.0	0.01	0.5	0.9	0.9	0.9	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503493	503493	0	GreenDragonNest_Gate2_DragonSycophantPuni_Gold.lua	0.0	0.0	0.01	0.5	0.9	0.9	0.9	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503494	503494	0	GuardianNest_Gate2_Squirrel.lua	0.0	0.0	0.01	0.01	0.01	0.01	0.01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503495	503495	0	MistNest_Trapzone_Switchmonster.lua	0.0	0.0	0.4	0.01	0.01	0.01	0.01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503496	503496	0	MistNest_Easy_Gate4_Segyesu_Boss.lua	0.0	1671.0205	0.25	0.14	0.14	0.14	0.14	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503500	503500	0	MistNest_Easy_Gate4_Ent_Boss.lua	0.0	0.0	0.03	0.12	0.12	0.12	0.12	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503501	503501	0	MistNest_Easy_Gate4_Wraith_Boss.lua	0.0	0.0	0.03	0.12	0.12	0.12	0.12	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503502	503502	0	MistNest_Easy_Gate4_Clawwolf_Boss.lua	0.0	0.0	0.03	0.12	0.12	0.12	0.12	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503503	503503	0	MistNest_Gate4_BabyEnt.lua	0.0	0.0	0.01	0.01	0.01	0.01	0.01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503504	503504	0	MistNest_Gate4_Popcone.lua	0.0	0.0	0.01	0.14	0.14	0.14	0.14	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503510	503510	0	Trial_Anu_Gate1_FrogMagician_Boss.lua	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503511	503511	0	Trial_Anu_Gate1_Wraith_Combo.lua	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503512	503512	0	Trial_Anu_Gate1_Wraith_SummonGhoul.lua	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503513	503513	0	Trial_Anu_Gate1_Wraith_Verticalshot.lua	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503514	503514	0	GuardianNest_Gate1_FrogMagician_Stomp.lua	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503515	503515	0	GuardianNest_Gate1_FrogMagician_Stomp.lua	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503516	503516	0	Trial_Anu_Gate1_FrogMagician_Real.lua	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503517	503517	0	Trial_Anu_Gate1_FrogMagician_Fake.lua	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503518	503518	0	Trial_Anu_Gate1_FrogWarrior_Assualt.lua	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503519	503519	0	Trial_Anu_Gate1_FrogWarrior_Assualt.lua	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503520	503520	0	MistNest_Gate2_Ghoul_Red.lua	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503562	503562	0	Trial_Anu_Gate1_FrogMagician_Real_2.lua	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503563	503563	0	Trial_Anu_Gate1_FrogMagician_Real_3.lua	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503564	503564	0	Trial_Anu_Gate1_FrogMagician_Real_4.lua	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503521	503521	0	Trial_Anu_Gate2_SpiritPoison.lua	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503522	503522	0	Trial_Anu_Gate2_Ent_Boss.lua	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503523	503523	0	MistNest_Gate1_EntSeed_Black.lua	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503524	503524	0	Trial_Anu_Gate2_Ent_Boss.lua	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503531	503531	0	Trial_Anu_Gate3_Clawwolf.lua	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503532	503532	0	Trial_Anu_Gate3_Grizzly.lua	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503533	503533	0	MistNest_Gate3_ClawWolf_Trap.lua	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503551	503551	0	Trial_Anu_Gate4_Ignacio.lua	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503552	503552	0	Trial_Anu_Gate4_Relic_Lightning.lua	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
1503553	503553	0	Trial_Anu_Gate4_Relic_Hold.lua	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	2.0	0.0
