ROWID	_ItemID|INTEGER
591	268461849
592	268461862
593	268461863
594	268461852
595	268461853
596	268461854
597	268461855
598	268461856
599	268461864
600	268461865
601	268461866
602	268461867
603	268461868
604	268461913
605	268461914
606	268461915
607	268461916
608	268461917
609	268461918
610	268461919
611	268461920
612	268461921
613	268461922
614	268461923
615	268461924
616	268461925
617	268461926
618	268460618
619	268460619
620	268460620
621	268460621
622	268460622
623	268460623
624	268460624
625	268460625
626	268460626
627	268460627
628	268460628
629	268460629
630	268460630
631	268460631
632	268460632
633	268460633
634	268460634
635	268460635
636	268460636
637	268460637
638	268460638
639	268460639
640	268460640
641	268460641
642	268460642
643	268460643
644	268460644
645	268460645
646	268460646
647	268460647
648	268460648
649	268460649
650	268460650
651	268460651
652	268460652
653	268460653
654	268460654
655	268460655
656	268460656
657	268460657
658	268460658
659	268460659
660	268460660
661	268460661
662	268460662
663	268460663
664	268460664
665	268460665
666	268460666
667	268460667
668	268460668
669	268460669
670	268460670
671	268460671
672	268460672
673	268460673
674	268460674
675	268460675
676	268463251
677	268463252
678	268463253
679	268463254
680	268463255
681	268463256
682	268463257
683	268463258
684	268463259
685	268463260
686	268463261
687	268463262
688	268463263
689	268463264
690	268463265
691	268463266
692	268463267
693	268463268
694	268463269
695	268463270
696	268463271
697	268463272
698	268463273
699	268463274
700	268463275
701	268463276
702	268463277
703	268463278
704	268463279
705	268463280
706	268463281
707	268463282
708	268463283
709	268463284
710	268463285
711	268463286
712	268463287
713	268463288
714	268463289
715	268463290
716	268463291
717	268463292
718	268463293
719	268463294
720	268463295
721	268463296
722	268463297
723	268463298
724	268463299
725	268463300
726	268463301
727	268463302
728	268463303
729	268463304
730	268463305
731	268463306
732	268463307
733	268463308
734	268463309
735	268463310
736	268463311
737	268463312
738	268463313
739	268463314
740	268463315
741	268463316
742	268463317
743	268463318
744	268463319
745	268463320
746	268463321
747	268463322
748	268463323
749	268463324
750	268463325
751	268463326
752	268463327
753	268463328
754	268463329
755	268463330
756	268463331
757	268463332
758	268463333
759	268463334
760	268463335
761	268463336
762	268463337
763	268460705
764	268460706
765	268460707
766	268460708
767	268460709
768	268460710
769	268460711
770	268460712
771	268460713
772	268460714
773	268460715
774	268460716
775	268460717
776	268460718
777	268460719
778	268460720
779	268460721
780	268460722
781	268460723
782	268460724
783	268460725
784	268460726
785	268460727
786	268460728
787	268460729
788	268460730
789	268460731
790	268460732
791	268460733
792	268460763
793	268460764
794	268460765
795	268460766
796	268460767
797	268460768
798	268460769
799	268460770
800	268460771
801	268460772
802	268460773
803	268460774
804	268460775
805	268460776
806	268460777
807	268460778
808	268460779
809	268460780
810	268460781
811	268460782
812	268460783
813	268460784
814	268460785
815	268460786
816	268460787
817	268460788
818	268460789
819	268460790
820	268460791
821	268461200
822	268461201
823	268461202
824	268460805
825	268461203
826	268461204
827	268461205
828	268461206
829	268460810
830	268461207
831	268461212
832	268461213
833	268461214
834	268460820
835	268461215
836	268461220
837	268461221
838	268461222
839	268460830
840	268461223
841	268463338
842	268463339
843	268463340
844	268463341
845	268463342
846	268463343
847	268463344
848	268463345
849	268463346
850	268463347
851	268463348
852	268463349
853	268463350
854	268463351
855	268463352
856	268463539
857	268463541
858	268463542
859	268463544
860	268463568
861	268463569
862	268463570
863	268463571
864	268463572
865	268463565
866	268463543
867	268463547
868	268463560
869	268463548
870	268463554
871	268463556
872	268463552
873	268463551
874	268463545
875	268463564
876	268463553
877	268463562
878	268463559
879	268463558
880	268463557
881	268463563
882	268463555
883	268463561
884	268463550
885	268463540
886	268463546
887	268463549
888	268463567
889	268463566
890	268463923
891	268463924
892	268463925
893	268463926
894	268463927
895	268463928
896	268463929
897	268463930
898	268463931
899	268463932
900	268463933
901	268463934
902	268463935
903	268463936
904	268463937
905	268463938
906	268463939
907	268463940
908	268463941
909	268463942
910	268463943
911	268463944
912	268463945
913	268463946
914	268463947
915	268463948
916	268463949
917	268463950
918	268463951
919	268463952
920	268463953
921	268463954
922	268463955
923	268463956
924	268463960
925	268463961
926	268463962
927	268463963
928	268463964
929	268463965
930	268463966
931	268463967
932	268463968
933	268463969
934	268463970
935	268463971
936	268463972
937	268463973
938	268463974
939	268463975
940	268463976
941	268463977
942	268463978
943	268463979
944	268463980
945	268463981
946	268463982
947	268463983
948	268463984
949	268463985
950	268463986
951	268463987
952	268463988
953	268453210
954	268453211
955	268453214
956	268453228
957	268453235
958	268453243
959	268453246
960	268453250
961	268462101
962	268462102
963	268462103
964	268462104
965	268462105
966	268462106
967	268462107
968	268462108
969	268462109
970	268462110
971	268462111
972	268462112
973	268462113
974	268462114
975	268462115
976	268462116
977	268462117
978	268462118
979	268462119
980	268462120
981	268462121
982	268462122
983	268462123
984	268462124
985	268462125
986	268462126
987	268462127
988	268462128
989	268462129
990	268462130
991	268462131
992	268462132
993	268462133
994	268462134
995	268462135
996	268462136
997	268462137
998	268462138
999	268462139
1000	268462140
1001	268462141
1002	268462142
1003	268462143
1004	268462144
1005	268462145
1006	268462146
1007	268462147
1008	268462148
1009	268462149
1010	268462150
1011	268462151
1012	268462152
1013	268462153
1014	268462154
1015	268462155
1016	268462156
1017	268462157
1018	268462158
1019	268462189
1020	268462190
1021	268462191
1022	268462192
1023	268462193
1024	268462194
1025	268462195
1026	268462196
1027	268462197
1028	268462198
1029	268460705
1030	268460706
1031	268460707
1032	268460708
1033	268460709
1034	268460710
1035	268460711
1036	268460712
1037	268460713
1038	268460714
1039	268460715
1040	268460716
1041	268460717
1042	268460718
1043	268460719
1044	268460720
1045	268460721
1046	268460722
1047	268460723
1048	268460724
1049	268460725
1050	268460726
1051	268460727
1052	268460728
1053	268460729
1054	268460730
1055	268460731
1056	268460732
1057	268460733
1058	268465983
1059	268465984
1060	268465985
1061	268465986
1062	268465987
1063	268465988
1064	268465989
1065	268465990
1066	268465991
1067	268465992
1068	268465993
1069	268465994
1070	268465995
1071	268465996
1072	268465997
1073	268465998
1074	268465999
1075	268466000
1076	268466001
1077	268466002
1078	268466003
1079	268466004
1080	268466005
1081	268466006
1082	268466007
1083	268466008
1084	268466009
1085	268466010
1086	268466011
1087	268466012
1088	268466013
1089	268466014
1090	268466015
1091	268466016
1092	268466017
1093	268466018
1094	268466019
1095	268466020
1096	268466021
1097	268466022
1098	268466023
1099	268466024
1100	268466025
1101	268466026
1102	268466027
1103	268466028
1104	268466029
1105	268466030
1106	268466031
1107	268466032
1108	268466033
1109	268466034
1110	268466035
1111	268466036
1112	268466037
1113	268466038
1114	268466039
1115	268466040
1116	268466041
1117	268466042
1118	268466043
1119	268466044
1120	268466045
1121	268466046
1122	268466047
1123	268466048
1124	268466049
1125	268466050
1126	268466051
1127	268466052
1128	268466053
1129	268466054
1130	268466055
1131	268466056
1132	268466057
1133	268466058
1134	268466059
1135	268466060
1136	268466061
1137	268466062
1138	268466063
1139	268466064
1140	268466065
1141	268466066
1142	268466067
1143	268466068
1144	268466069
1145	268466070
1146	268466071
1147	268466072
1148	268466073
1149	268466074
1150	268466075
1151	268466076
1152	268466077
1153	268466078
1154	268466079
1155	268466080
1156	268466081
1157	268466082
1158	268466083
1159	268466084
1160	268466085
1161	268466086
1162	268466087
1163	268466088
1164	268466089
1165	268466090
1166	268466091
1167	268466092
1168	268466093
1169	268466094
1170	268466095
1171	268466096
1172	268466097
1173	268466098
1174	268461212
1175	268461213
1176	268461214
1177	268460820
1178	268461215
1179	268466099
1180	268466100
1181	268466101
1182	268466102
1183	268466103
1184	268466104
1185	268466105
1186	268466106
1187	268466107
1188	268466108
1189	268466109
1190	268466110
1191	268466111
1192	268466112
1193	268466113
1194	268466217
1195	268466218
1196	268466219
1197	268466220
1198	268466221
1199	268466222
1200	268466223
1201	268466224
1202	268466225
1203	268466226
1204	268466227
1205	268466228
1206	268466229
1207	268466230
1208	268466231
1209	268466232
1210	268466233
1211	268466234
1212	268466235
1213	268466236
1214	268466237
1215	268466238
1216	268466239
1217	268466240
1218	268466241
1219	268466242
1220	268466243
1221	268466275
1222	268466276
1223	268466282
1224	268466283
1225	268466284
1226	268466285
1227	268466286
1228	268466325
1229	268466326
1230	268466327
1231	268466328
1232	268466329
1233	268466330
1234	268466331
1235	268466332
1236	268466333
1237	268466334
1238	268466335
1239	268466336
1240	268466337
1241	268466338
1242	268466339
1243	268466340
1244	268466341
1245	268466342
1246	268466343
1247	268466344
1248	268466345
1249	268466346
1250	268466347
1251	268466348
1252	268466349
1253	268466350
1254	268466351
1255	268466380
1256	268466381
1257	268466383
1258	268466384
1259	268466385
1260	268466386
1261	268466387
1262	268461870
1263	268461871
1264	268461872
1265	268461873
1266	268461874
1267	268461875
1268	268461876
1269	268465680
1270	268465681
1271	268465682
1272	268465683
1273	268465684
1274	268465685
1275	268465686
1276	268465687
1277	268465688
1278	268466559
1279	268466560
1280	268466561
1281	268466562
1282	268466563
1283	268466564
1284	268466565
1285	268466566
1286	268466567
1287	268466568
1288	268466569
1289	268466570
1290	268466571
1291	268466572
1292	268466573
1293	268466574
1294	268466575
1295	268466576
1296	268466577
1297	268466578
1298	268466579
1299	268466580
1300	268466581
1301	268466582
1302	268466583
1303	268466584
1304	268466585
1305	268466586
1306	268466587
1307	268466588
1308	268466589
1309	268466590
1310	268466591
1311	268466592
1312	268466593
1313	268466594
1314	268466595
1315	268466596
1316	268466597
1317	268466598
1318	268466599
1319	268466600
1320	268466601
1321	268466602
1322	268466603
1323	268466604
1324	268466605
1325	268466606
1326	268466607
1327	268466608
1328	268466609
1329	268466610
1330	268466611
1331	268466612
1332	268466613
1333	268466614
1334	268466615
1335	268466616
1336	268466617
1337	268466618
1338	268466619
1339	268466620
1340	268466621
1341	268466622
1342	268466623
1343	268466624
1344	268466625
1345	268466626
1346	268466627
1347	268466628
1348	268466629
1349	268466630
1350	268466631
1351	268466632
1352	268466633
1353	268466634
1354	268466635
1355	268466636
1356	268466637
1357	268466638
1358	268466639
1359	268466640
1360	268466641
1361	268466642
1362	268466643
1363	268466644
1364	268466645
1365	268466646
1366	268466647
1367	268466648
1368	268466649
1369	268466650
1370	268466651
1371	268466652
1372	268466653
1373	268466654
1374	268466655
1375	268466656
1376	268466657
1377	268466658
1378	268466659
1379	268466660
1380	268468268
1381	268468269
1382	268468270
1383	268468271
1384	268468272
1385	268468273
1386	268468274
1387	268468275
1388	268468276
1389	268468277
1390	268468278
1391	268468279
1392	268468280
1393	268468281
1394	268468282
1395	268468283
1396	268468284
1397	268468285
1398	268468286
1399	268468287
1400	268468288
1401	268468289
1402	268468290
1403	268468291
1404	268468292
1405	268468293
1406	268468294
1407	268468295
1408	268468296
1409	268468303
1410	268468304
1411	268468305
1412	268468306
1413	268468307
1414	268468308
1415	268468309
1416	268468310
1417	268468311
1418	268468312
1419	268468313
1420	268468314
1421	268468315
1422	268468316
1423	268468317
1424	268468318
1425	268468319
1426	268468320
1427	268468321
1428	268468322
1429	268468323
1430	268468324
1431	268468325
1432	268468326
1433	268468327
1434	268468328
1435	268468329
1436	268468330
1437	268468331
1438	268468332
1439	268468333
1440	268468334
1441	268468335
1442	268468336
1443	268468670
1444	268468671
1445	268468672
1446	268468673
1447	268468674
1448	268468675
1449	268468676
1450	268468677
1451	268468678
1452	268468679
1453	268468680
1454	268468681
1455	268468682
1456	268468683
1457	268468684
1458	268468685
1459	268468686
1460	268468687
1461	268468688
1462	268468689
1463	268468690
1464	268468691
1465	268468692
1466	268468693
1467	268468694
1468	268468695
1469	268468696
1470	268468697
1471	268468698
1472	268468699
1473	268468700
1474	268468701
1475	268468702
1476	268468703
1477	268466975
1478	268466977
1479	268466978
1480	268466980
1481	268467004
1482	268467005
1483	268467006
1484	268467007
1485	268467008
1486	268467001
1487	268466979
1488	268466983
1489	268466996
1490	268466984
1491	268466990
1492	268466992
1493	268466988
1494	268466987
1495	268466981
1496	268467000
1497	268466989
1498	268466998
1499	268466995
1500	268466994
1501	268466993
1502	268466999
1503	268466991
1504	268466997
1505	268466986
1506	268466976
1507	268466982
1508	268466985
1509	268467003
1510	268467002
1511	268465759
1512	268465760
1513	268465761
1514	268465762
1515	268465763
1516	268465764
1517	268465765
1518	268465766
1519	268465767
1520	268465768
1521	268465769
1522	268465770
1523	268465771
1524	268465772
1525	268465773
1526	268465774
1527	268465775
1528	268465776
1529	268465777
1530	268465778
1531	268465779
1532	268465780
1533	268465781
1534	268465782
1535	268465783
1536	268465784
1537	268465785
1538	268465786
1539	268465787
1540	268469459
1541	268469460
1542	268469461
1543	268469462
1544	268469463
1545	268469464
1546	268469465
1547	268469466
1548	268469467
1549	268469468
1550	268469469
1551	268469470
1552	268469471
1553	268469472
1554	268469473
1555	268469474
1556	268469475
1557	268469476
1558	268469477
1559	268469478
1560	268469479
1561	268469480
1562	268469481
1563	268469482
1564	268469483
1565	268469484
1566	268469485
1567	268469486
1568	268469487
1569	268469488
1570	268469489
1571	268469490
1572	268469491
1573	268469492
1574	268469493
1575	268469494
1576	268469495
1577	268469496
1578	268469497
1579	268469498
1580	268469499
1581	268469500
1582	268469501
1583	268469502
1584	268469503
1585	268469504
1586	268469505
1587	268469506
1588	268469507
1589	268469508
1590	268469509
1591	268469510
1592	268469511
1593	268469512
1594	268469513
1595	268469514
1596	268469515
1597	268469516
1598	268469517
1599	268469518
1600	268469519
1601	268469520
1602	268469521
1603	268469522
1604	268469523
1605	268469524
1606	268469525
1607	268469526
1608	268469527
1609	268469528
1610	268469529
1611	268469530
1612	268469531
1613	268469532
1614	268469533
1615	268469534
1616	268469535
1617	268469536
1618	268469537
1619	268469538
1620	268469539
1621	268469540
1622	268469541
1623	268469542
1624	268469543
1625	268469544
1626	268469545
1627	268469546
1628	268469547
1629	268469548
1630	268469549
1631	268469550
1632	268469551
1633	268469552
1634	268469553
1635	268469554
1636	268469555
1637	268469556
1638	268469557
1639	268469558
1640	268469559
1641	268469560
1642	268469561
1643	268469562
1644	268469563
1645	268469564
1646	268469565
1647	268469566
1648	268469567
1649	268469568
1650	268469569
1651	268469570
1652	268469571
1653	268469572
1654	268469573
1655	268469574
1656	268469575
1657	268469576
1658	268469577
1659	268469578
1660	268469579
1661	268469580
1662	268469581
1663	268469582
1664	268469583
1665	268469584
1666	268469585
1667	268469586
1668	268469587
1669	268469588
1670	268469589
1671	268469590
1672	268469591
1673	268469592
1674	268469593
1675	268469594
1676	268469595
1677	268469596
1678	268469597
1679	268469598
1680	268469599
1681	268469600
1682	268469601
1683	268469602
1684	268469603
1685	268465904
1686	268465905
1687	268465906
1688	268465907
1689	268465908
1690	268469604
1691	268469605
1692	268469606
1693	268469607
1694	268469608
1695	268469609
1696	268469610
1697	268469611
1698	268469612
1699	268469613
1700	268469614
1701	268469615
1702	268469616
1703	268469617
1704	268469618
1705	268469619
1706	268469620
1707	268469621
1708	268469622
1709	268469623
1710	268469920
1711	268469921
1712	268469922
1713	268469923
1714	268469924
1715	268469891
1716	268469892
1717	268469893
1718	268469894
1719	268469895
1720	268469896
1721	268469897
1722	268469898
1723	268469899
1724	268469900
1725	268469901
1726	268469902
1727	268469903
1728	268469904
1729	268469905
1730	268469906
1731	268469907
1732	268469908
1733	268469909
1734	268469910
1735	268469911
1736	268469912
1737	268469913
1738	268469914
1739	268469915
1740	268469916
1741	268469917
1742	268469918
1743	268469919
1744	268470230
1745	268470231
1746	268470232
1747	268470233
1748	268470234
1749	268470235
1750	268470236
1751	268470237
1752	268470238
1753	268470239
1754	268470240
1755	268470241
1756	268470242
1757	268470243
1758	268470244
1759	268470245
1760	268470246
1761	268470247
1762	268470248
1763	268470249
1764	268470250
1765	268470251
1766	268470252
1767	268470253
1768	268470254
1769	268470255
1770	268470256
1771	268470257
1772	268470258
1773	268470259
1774	268470260
1775	268470261
1776	268470262
1777	268470263
1778	268470264
1779	268470265
1780	268470266
1781	268470267
1782	268470268
1783	268470269
1784	268470270
1785	268470271
1786	268470272
1787	268470273
1788	268470274
1789	268470275
1790	268470276
1791	268470277
1792	268470278
1793	268470279
1794	268470280
1795	268470281
1796	268470282
1797	268470283
1798	268470284
1799	268470285
1800	268470286
1801	268470287
1802	268470288
1803	268470289
1804	268470290
1805	268470291
1806	268470292
1807	268470293
1808	268470294
1809	268470295
1810	268470296
1811	268470297
1812	268469848
1813	268469849
1814	268469850
1815	268469851
1816	268469852
1817	268469853
1818	268469854
1819	268469855
1820	268469856
1821	268469857
1822	268469858
1823	268469859
1824	268469860
1825	268469861
1826	268469862
1827	268469863
1828	268469864
1829	268469865
1830	268469866
1831	268469867
1832	268469868
1833	268469869
1834	268469870
1835	268469871
1836	268469872
1837	268469873
1838	268469874
1839	268469875
1840	268469876
1841	268469877
1842	268469878
1843	268469879
1844	268469880
1845	268469881
1846	268480005
1847	268477634
1848	268477842
1849	268477843
1850	268477845
1851	268480681
1852	268480921
1853	268480922
1854	268480923
1855	268480924
1856	268480925
1857	268480926
1858	268480927
1859	268480928
1860	268480929
1861	268481144
1862	268481145
1863	268481146
1864	268481153
1865	268481154
1866	268481155
1867	268481156
1868	268481166
1869	268481167
1870	268481168
1871	268481169
1872	268481170
1873	268481172
1874	268481173
1875	268481184
1876	268477579
1877	268481185
