ROWID	_SN|INTEGER	_StartDate|TEXT	_EndDate|TEXT	_BuyAbleCount|INTEGER	_Sellcount|INTEGER	_BuyAbleReset|INTEGER
143	200000325	10/12/23	11/01/06	0	0	0
144	200000326	10/12/23	11/01/06	0	0	0
145	200000327	10/12/23	11/01/06	0	0	0
146	200000328	10/12/23	11/01/06	0	0	0
147	200000329	10/12/23	11/01/06	0	0	0
148	200000330	10/12/23	11/01/06	0	0	0
149	200000331	10/12/23	11/01/06	0	0	0
150	200000332	10/12/23	11/01/06	0	0	0
151	200000333	10/12/23	11/01/06	0	0	0
152	200000334	10/12/23	11/01/06	0	0	0
153	200000335	10/12/23	11/01/06	0	0	0
154	200000336	10/12/23	11/01/06	0	0	0
155	200000337	10/12/23	11/01/06	0	0	0
156	200000338	10/12/23	11/01/06	0	0	0
157	200000339	10/12/23	11/01/06	0	0	0
158	200000340	10/12/23	11/01/06	0	0	0
159	200000341	10/12/23	11/01/06	0	0	0
160	200000342	10/12/23	11/01/06	0	0	0
161	200000343	10/12/23	11/01/06	0	0	0
162	200000344	10/12/23	11/01/06	0	0	0
163	200000345	10/12/23	11/01/06	0	0	0
164	201000469	10/12/23	11/01/06	0	0	0
165	201000470	10/12/23	11/01/06	0	0	0
166	201000471	10/12/23	11/01/06	0	0	0
167	201000472	10/12/23	11/01/06	0	0	0
168	201000473	10/12/23	11/01/06	0	0	0
169	201000474	10/12/23	11/01/06	0	0	0
170	201000475	10/12/23	11/01/06	0	0	0
171	201000476	10/12/23	11/01/06	0	0	0
172	201000477	10/12/23	11/01/06	0	0	0
173	201000478	10/12/23	11/01/06	0	0	0
174	201000479	10/12/23	11/01/06	0	0	0
175	201000480	10/12/23	11/01/06	0	0	0
176	201000481	10/12/23	11/01/06	0	0	0
177	201000482	10/12/23	11/01/06	0	0	0
178	201000483	10/12/23	11/01/06	0	0	0
179	201000484	10/12/23	11/01/06	0	0	0
180	201000485	10/12/23	11/01/06	0	0	0
181	201000486	10/12/23	11/01/06	0	0	0
182	201000487	10/12/23	11/01/06	0	0	0
183	201000488	10/12/23	11/01/06	0	0	0
184	201000489	10/12/23	11/01/06	0	0	0
185	201000490	10/12/23	11/01/06	0	0	0
186	201000491	10/12/23	11/01/06	0	0	0
187	201000492	10/12/23	11/01/06	0	0	0
188	202000466	10/12/23	11/01/06	0	0	0
189	202000467	10/12/23	11/01/06	0	0	0
190	202000468	10/12/23	11/01/06	0	0	0
191	202000469	10/12/23	11/01/06	0	0	0
192	202000470	10/12/23	11/01/06	0	0	0
193	202000471	10/12/23	11/01/06	0	0	0
194	202000472	10/12/23	11/01/06	0	0	0
195	202000473	10/12/23	11/01/06	0	0	0
196	202000474	10/12/23	11/01/06	0	0	0
197	202000475	10/12/23	11/01/06	0	0	0
198	202000476	10/12/23	11/01/06	0	0	0
199	202000477	10/12/23	11/01/06	0	0	0
200	202000478	10/12/23	11/01/06	0	0	0
201	202000479	10/12/23	11/01/06	0	0	0
202	202000480	10/12/23	11/01/06	0	0	0
203	202000481	10/12/23	11/01/06	0	0	0
204	202000482	10/12/23	11/01/06	0	0	0
205	202000483	10/12/23	11/01/06	0	0	0
206	202000484	10/12/23	11/01/06	0	0	0
207	202000485	10/12/23	11/01/06	0	0	0
208	202000486	10/12/23	11/01/06	0	0	0
209	202000487	10/12/23	11/01/06	0	0	0
210	202000488	10/12/23	11/01/06	0	0	0
211	202000489	10/12/23	11/01/06	0	0	0
212	203000466	10/12/23	11/01/06	0	0	0
213	203000467	10/12/23	11/01/06	0	0	0
214	203000468	10/12/23	11/01/06	0	0	0
215	203000469	10/12/23	11/01/06	0	0	0
216	203000470	10/12/23	11/01/06	0	0	0
217	203000471	10/12/23	11/01/06	0	0	0
218	203000472	10/12/23	11/01/06	0	0	0
219	203000473	10/12/23	11/01/06	0	0	0
220	203000474	10/12/23	11/01/06	0	0	0
221	203000475	10/12/23	11/01/06	0	0	0
222	203000476	10/12/23	11/01/06	0	0	0
223	203000477	10/12/23	11/01/06	0	0	0
224	203000478	10/12/23	11/01/06	0	0	0
225	203000479	10/12/23	11/01/06	0	0	0
226	203000480	10/12/23	11/01/06	0	0	0
227	203000481	10/12/23	11/01/06	0	0	0
228	203000482	10/12/23	11/01/06	0	0	0
229	203000483	10/12/23	11/01/06	0	0	0
230	203000484	10/12/23	11/01/06	0	0	0
231	203000485	10/12/23	11/01/06	0	0	0
232	203000486	10/12/23	11/01/06	0	0	0
233	203000487	10/12/23	11/01/06	0	0	0
234	203000488	10/12/23	11/01/06	0	0	0
235	203000489	10/12/23	11/01/06	0	0	0
236	204000466	10/12/23	11/01/06	0	0	0
237	204000467	10/12/23	11/01/06	0	0	0
238	204000468	10/12/23	11/01/06	0	0	0
239	204000469	10/12/23	11/01/06	0	0	0
240	204000470	10/12/23	11/01/06	0	0	0
241	204000471	10/12/23	11/01/06	0	0	0
242	204000472	10/12/23	11/01/06	0	0	0
243	204000473	10/12/23	11/01/06	0	0	0
244	204000474	10/12/23	11/01/06	0	0	0
245	204000475	10/12/23	11/01/06	0	0	0
246	204000476	10/12/23	11/01/06	0	0	0
247	204000477	10/12/23	11/01/06	0	0	0
248	204000478	10/12/23	11/01/06	0	0	0
249	204000479	10/12/23	11/01/06	0	0	0
250	204000480	10/12/23	11/01/06	0	0	0
251	204000481	10/12/23	11/01/06	0	0	0
252	204000482	10/12/23	11/01/06	0	0	0
253	204000483	10/12/23	11/01/06	0	0	0
254	204000484	10/12/23	11/01/06	0	0	0
255	204000485	10/12/23	11/01/06	0	0	0
256	204000486	10/12/23	11/01/06	0	0	0
257	204000487	10/12/23	11/01/06	0	0	0
258	204000488	10/12/23	11/01/06	0	0	0
259	204000489	10/12/23	11/01/06	0	0	0
260	205300024	10/12/23	11/01/06	0	0	0
261	205300025	10/12/23	11/01/06	0	0	0
262	205300026	10/12/23	11/01/06	0	0	0
263	205300027	10/12/23	11/01/06	0	0	0
264	205300028	10/12/23	11/01/06	0	0	0
265	205300029	10/12/23	11/01/06	0	0	0
266	205300030	10/12/23	11/01/06	0	0	0
267	205300031	10/12/23	11/01/06	0	0	0
268	205300032	10/12/23	11/01/06	0	0	0
269	205300033	10/12/23	11/01/06	0	0	0
270	205300034	10/12/23	11/01/06	0	0	0
271	205300035	10/12/23	11/01/06	0	0	0
272	205300036	10/12/23	11/01/06	0	0	0
273	205300037	10/12/23	11/01/06	0	0	0
274	205300038	10/12/23	11/01/06	0	0	0
275	205300039	10/12/23	11/01/06	0	0	0
276	205300040	10/12/23	11/01/06	0	0	0
277	205300041	10/12/23	11/01/06	0	0	0
278	205300042	10/12/23	11/01/06	0	0	0
279	205300043	10/12/23	11/01/06	0	0	0
280	205300044	10/12/23	11/01/06	0	0	0
281	205300045	10/12/23	11/01/06	0	0	0
282	205300046	10/12/23	11/01/06	0	0	0
283	205300047	10/12/23	11/01/06	0	0	0
284	100000201	11/01/20	11/02/10	0	0	0
285	100000202	11/01/20	11/02/10	0	0	0
286	100000203	11/01/20	11/02/10	0	0	0
287	100000204	11/01/20	11/02/10	0	0	0
288	100000205	11/01/20	11/02/10	0	0	0
289	100000206	11/01/20	11/02/10	0	0	0
290	100000207	11/01/20	11/02/10	0	0	0
291	100000208	11/01/20	11/02/10	0	0	0
292	100000209	11/01/20	11/02/10	0	0	0
293	100000210	11/01/20	11/02/10	0	0	0
294	100000211	11/01/20	11/02/10	0	0	0
295	100000212	11/01/20	11/02/10	0	0	0
296	100000213	11/01/20	11/02/10	1	0	0
297	100000217	11/04/28	11/05/19	0	0	0
298	100000218	11/04/28	11/05/19	0	0	0
299	100000219	11/04/28	11/05/19	0	0	0
300	100000220	11/04/28	11/05/19	0	0	0
301	100000221	11/04/28	11/05/19	0	0	0
302	100000222	11/04/28	11/05/19	0	0	0
303	100000223	11/04/28	11/05/19	0	0	0
304	100000224	11/04/28	11/05/19	0	0	0
305	100000225	11/04/28	11/05/19	0	0	0
306	100000226	11/04/28	11/05/19	0	0	0
307	100000227	11/04/28	11/05/19	0	0	0
308	100000228	11/04/28	11/05/19	0	0	0
309	100000230	11/04/28	11/05/19	0	0	0
310	100000231	11/04/28	11/05/19	0	0	0
311	100000232	11/04/28	11/05/19	0	0	0
312	100000233	11/04/28	11/05/19	0	0	0
313	100000234	11/04/28	11/05/19	0	0	0
314	100000235	11/04/28	11/05/19	0	0	0
315	100000236	11/04/28	11/05/19	0	0	0
316	100000237	11/04/28	11/05/19	0	0	0
317	100000238	11/04/28	11/05/19	0	0	0
318	100000239	11/04/28	11/05/19	0	0	0
319	100000240	11/04/28	11/05/19	0	0	0
320	100000241	11/04/28	11/05/19	0	0	0
321	100000242	11/05/04	11/06/01	0	0	0
322	100000243	11/05/04	11/06/01	0	0	0
323	100000244	11/05/04	11/06/01	0	0	0
324	100000245	11/05/04	11/06/01	0	0	0
325	100000246	11/05/04	11/06/01	0	0	0
326	100000247	11/05/04	11/06/01	0	0	0
327	100000248	11/05/04	11/06/01	0	0	0
328	100000249	11/05/04	11/06/01	0	0	0
329	100000250	11/05/04	11/06/01	0	0	0
330	100000251	11/05/04	11/06/01	0	0	0
331	100000252	11/04/28	11/05/19	0	0	0
332	100000253	11/04/28	11/05/19	0	0	0
333	100000254	11/04/28	11/05/19	0	0	0
334	100000255	11/04/28	11/05/19	0	0	0
335	100000256	11/04/28	11/05/19	0	0	0
336	100000257	11/04/28	11/05/19	0	0	0
337	100000258	11/04/28	11/05/19	0	0	0
338	100000259	11/04/28	11/05/19	0	0	0
339	100000260	11/04/28	11/05/19	0	0	0
340	100000261	11/04/28	11/05/19	0	0	0
341	100000262	11/04/28	11/05/19	0	0	0
342	100000263	11/04/28	11/05/19	0	0	0
343	200000454	11/05/04	11/06/01	0	0	0
344	200000455	11/05/04	11/06/01	0	0	0
345	200000456	11/05/04	11/06/01	0	0	0
346	200000457	11/05/04	11/06/01	0	0	0
347	200000458	11/05/04	11/06/01	0	0	0
348	200000459	11/05/04	11/06/01	0	0	0
349	200000460	11/05/04	11/06/01	0	0	0
350	200000461	11/05/04	11/06/01	0	0	0
351	200000462	11/05/04	11/06/01	0	0	0
352	200000463	11/05/04	11/06/01	0	0	0
353	200000464	11/05/04	11/06/01	0	0	0
354	200000465	11/05/04	11/06/01	0	0	0
355	206000108	11/05/04	11/06/01	0	0	0
356	206000109	11/05/04	11/06/01	0	0	0
357	206000110	11/05/04	11/06/01	0	0	0
358	206000111	11/05/04	11/06/01	0	0	0
359	206000112	11/05/04	11/06/01	0	0	0
360	206000113	11/05/04	11/06/01	0	0	0
361	206000114	11/05/04	11/06/01	0	0	0
362	206000115	11/05/04	11/06/01	0	0	0
363	206000116	11/05/04	11/06/01	0	0	0
364	206000117	11/05/04	11/06/01	0	0	0
365	206000118	11/05/04	11/06/01	0	0	0
366	206000119	11/05/04	11/06/01	0	0	0
367	206000120	11/05/04	11/06/01	0	0	0
368	206000121	11/05/04	11/06/01	0	0	0
369	206000122	11/05/04	11/06/01	0	0	0
370	206000123	11/05/04	11/06/01	0	0	0
371	206000124	11/05/04	11/06/01	0	0	0
372	206000125	11/05/04	11/06/01	0	0	0
373	206000126	11/05/04	11/06/01	0	0	0
374	206000127	11/05/04	11/06/01	0	0	0
375	206000128	11/05/04	11/06/01	0	0	0
376	206000129	11/05/04	11/06/01	0	0	0
377	206000130	11/05/04	11/06/01	0	0	0
378	206000131	11/05/04	11/06/01	0	0	0
379	100000264	11/06/16	11/07/14	0	0	0
380	100000265	11/06/16	11/07/14	0	0	0
381	100000266	11/06/16	11/07/14	0	0	0
382	100000267	11/06/16	11/07/14	0	0	0
383	100000268	11/06/16	11/07/14	0	0	0
384	100000269	11/06/16	11/07/14	0	0	0
385	100000270	11/06/16	11/07/14	0	0	0
386	100000271	11/06/16	11/07/14	0	0	0
387	100000272	11/06/16	11/07/14	0	0	0
388	100000273	11/06/16	11/07/14	0	0	0
389	100000274	11/06/16	11/07/14	0	0	0
390	100000275	11/06/16	11/07/14	0	0	0
391	100000277	11/08/04	11/09/08	0	0	0
392	100000278	11/08/04	11/09/08	0	0	0
393	100000279	11/08/04	11/09/08	0	0	0
394	100000280	11/08/04	11/09/08	0	0	0
395	100000281	11/08/04	11/09/08	0	0	0
396	100000282	11/08/04	11/09/08	0	0	0
397	100000283	11/08/04	11/09/08	0	0	0
398	100000284	11/08/04	11/09/08	0	0	0
399	100000285	11/08/04	11/09/08	0	0	0
400	100000286	11/08/04	11/09/08	0	0	0
401	100000287	11/08/04	11/09/08	0	0	0
402	100000288	11/08/04	11/09/08	0	0	0
403	100000289	11/08/04	11/09/08	0	0	0
404	100000290	11/08/04	11/09/08	0	0	0
405	100000291	11/08/04	11/09/08	0	0	0
406	100000292	11/08/04	11/09/08	0	0	0
407	100000293	11/08/04	11/09/08	0	0	0
408	100000294	11/08/04	11/09/08	0	0	0
409	100000295	11/08/04	11/09/08	0	0	0
410	100000296	11/08/04	11/09/08	0	0	0
411	100000297	11/08/04	11/09/08	0	0	0
412	100000298	11/08/04	11/09/08	0	0	0
413	100000299	11/08/04	11/09/08	0	0	0
414	100000300	11/08/04	11/09/08	0	0	0
415	100000301	11/08/04	11/09/08	0	0	0
416	100000302	11/08/04	11/09/08	0	0	0
417	100000303	11/08/04	11/09/08	0	0	0
418	100000304	11/08/04	11/09/08	0	0	0
419	100000305	11/08/04	11/09/08	0	0	0
420	100000306	11/08/04	11/09/08	0	0	0
421	100000307	11/08/04	11/09/08	0	0	0
422	100000308	11/08/04	11/09/08	0	0	0
423	100000309	11/08/04	11/09/08	0	0	0
424	100000310	11/08/04	11/09/08	0	0	0
425	100000311	11/08/04	11/09/08	0	0	0
426	100000312	11/08/04	11/09/08	0	0	0
427	100000313	11/08/04	11/09/08	0	0	0
428	100000314	11/08/04	11/09/08	0	0	0
429	100000315	11/08/04	11/09/08	0	0	0
430	100000316	11/08/04	11/09/08	0	0	0
431	100000317	11/08/04	11/09/08	0	0	0
432	100000318	11/08/04	11/09/08	0	0	0
433	100000319	11/08/04	11/09/08	0	0	0
434	100000320	11/08/04	11/09/08	0	0	0
435	100000321	11/08/04	11/09/08	0	0	0
436	200000538	11/08/04	11/09/08	0	0	0
437	200000539	11/08/04	11/09/08	0	0	0
438	200000540	11/08/04	11/09/08	0	0	0
439	200000541	11/08/04	11/09/08	0	0	0
440	200000542	11/08/04	11/09/08	0	0	0
441	200000543	11/08/04	11/09/08	0	0	0
442	200000544	11/08/04	11/09/08	0	0	0
443	200000545	11/08/04	11/09/08	0	0	0
444	200000546	11/08/04	11/09/08	0	0	0
445	200000547	11/08/04	11/09/08	0	0	0
446	200000548	11/08/04	11/09/08	0	0	0
447	200000549	11/08/04	11/09/08	0	0	0
448	200000550	11/08/04	11/09/08	0	0	0
449	200000551	11/08/04	11/09/08	0	0	0
450	200000552	11/08/04	11/09/08	0	0	0
451	200000553	11/08/04	11/09/08	0	0	0
452	200000554	11/08/04	11/09/08	0	0	0
453	200000555	11/08/04	11/09/08	0	0	0
454	200000556	11/08/04	11/09/08	0	0	0
455	200000557	11/08/04	11/09/08	0	0	0
456	200000558	11/08/04	11/09/08	0	0	0
457	200000559	11/08/04	11/09/08	0	0	0
458	200000560	11/08/04	11/09/08	0	0	0
459	200000561	11/08/04	11/09/08	0	0	0
460	200000562	11/08/04	11/09/08	0	0	0
461	200000563	11/08/04	11/09/08	0	0	0
462	200000564	11/08/04	11/09/08	0	0	0
463	200000565	11/08/04	11/09/08	0	0	0
464	200000566	11/08/04	11/09/08	0	0	0
465	200000567	11/08/04	11/09/08	0	0	0
466	200000568	11/08/04	11/09/08	0	0	0
467	200000569	11/08/04	11/09/08	0	0	0
468	200000570	11/08/04	11/09/08	0	0	0
469	200000571	11/08/04	11/09/08	0	0	0
470	200000572	11/08/04	11/09/08	0	0	0
471	200000573	11/08/04	11/09/08	0	0	0
472	200000574	11/08/04	11/09/08	0	0	0
473	200000575	11/08/04	11/09/08	0	0	0
474	200000576	11/08/04	11/09/08	0	0	0
475	200000577	11/08/04	11/09/08	0	0	0
476	200000578	11/08/04	11/09/08	0	0	0
477	200000579	11/08/04	11/09/08	0	0	0
478	200000580	11/08/04	11/09/08	0	0	0
479	200000581	11/08/04	11/09/08	0	0	0
480	200000582	11/08/04	11/09/08	0	0	0
481	206000132	11/08/04	11/09/08	0	0	0
482	206000133	11/08/04	11/09/08	0	0	0
483	206000134	11/08/04	11/09/08	0	0	0
484	206000135	11/08/04	11/09/08	0	0	0
485	206000136	11/08/04	11/09/08	0	0	0
486	206000137	11/08/04	11/09/08	0	0	0
487	206000138	11/08/04	11/09/08	0	0	0
488	206000139	11/08/04	11/09/08	0	0	0
489	206000140	11/08/04	11/09/08	0	0	0
490	206000141	11/08/04	11/09/08	0	0	0
491	206000142	11/08/04	11/09/08	0	0	0
492	206000143	11/08/04	11/09/08	0	0	0
493	206000144	11/08/04	11/09/08	0	0	0
494	206000145	11/08/04	11/09/08	0	0	0
495	206000146	11/08/04	11/09/08	0	0	0
496	206000147	11/08/04	11/09/08	0	0	0
497	206000148	11/08/04	11/09/08	0	0	0
498	206000149	11/08/04	11/09/08	0	0	0
499	206000150	11/08/04	11/09/08	0	0	0
500	206000151	11/08/04	11/09/08	0	0	0
501	206000152	11/08/04	11/09/08	0	0	0
502	206000153	11/08/04	11/09/08	0	0	0
503	206000154	11/08/04	11/09/08	0	0	0
504	206000155	11/08/04	11/09/08	0	0	0
505	206000156	11/08/04	11/09/08	0	0	0
506	206000157	11/08/04	11/09/08	0	0	0
507	206000158	11/08/04	11/09/08	0	0	0
508	206000159	11/08/04	11/09/08	0	0	0
509	206000160	11/08/04	11/09/08	0	0	0
510	206000161	11/08/04	11/09/08	0	0	0
511	206000162	11/08/04	11/09/08	0	0	0
512	206000163	11/08/04	11/09/08	0	0	0
513	206000164	11/08/04	11/09/08	0	0	0
514	206000165	11/08/04	11/09/08	0	0	0
515	206000166	11/08/04	11/09/08	0	0	0
516	206000167	11/08/04	11/09/08	0	0	0
517	206000168	11/08/04	11/09/08	0	0	0
518	206000169	11/08/04	11/09/08	0	0	0
519	206000170	11/08/04	11/09/08	0	0	0
520	206000171	11/08/04	11/09/08	0	0	0
521	206000172	11/08/04	11/09/08	0	0	0
522	206000173	11/08/04	11/09/08	0	0	0
523	206000174	11/08/04	11/09/08	0	0	0
524	206000175	11/08/04	11/09/08	0	0	0
525	206000176	11/08/04	11/09/08	0	0	0
526	100000333	12/06/07	12/08/09	3	0	0
527	100000338	11/09/08	11/09/22	0	0	0
528	100000339	11/09/08	11/09/22	0	0	0
529	100000340	11/09/08	11/09/22	0	0	0
530	100000341	11/09/08	11/09/22	0	0	0
531	100000342	11/09/08	11/09/22	0	0	0
532	100000325	11/08/25	11/10/06	0	0	0
533	100000326	11/08/25	11/10/06	0	0	0
534	100000327	11/08/25	11/10/06	0	0	0
535	100000328	11/08/25	11/10/06	0	0	0
536	100000329	11/08/25	11/10/06	0	0	0
537	100000330	11/08/25	11/10/06	0	0	0
538	100000334	11/09/08	11/10/06	0	0	0
539	100000335	11/09/08	11/10/06	0	0	0
540	100000336	11/09/08	11/10/06	0	0	0
541	200000619	11/09/08	11/09/22	0	0	0
542	200000620	11/09/08	11/09/22	0	0	0
543	200000621	11/09/08	11/09/22	0	0	0
544	200000622	11/09/08	11/09/22	0	0	0
545	200000623	11/09/08	11/09/22	0	0	0
546	100000382	11/10/20	11/11/24	0	0	0
547	100000383	11/10/20	11/11/24	0	0	0
548	100000384	11/10/20	11/11/24	0	0	0
549	100000385	11/10/20	11/11/24	0	0	0
550	100000386	11/10/20	11/11/24	0	0	0
551	100000387	11/10/20	11/11/24	0	0	0
552	100000388	11/10/20	11/11/24	0	0	0
553	100000389	11/10/20	11/11/24	0	0	0
554	100000390	11/10/20	11/11/24	0	0	0
555	100000391	11/10/20	11/11/24	0	0	0
556	100000392	11/10/20	11/11/24	0	0	0
557	100000393	11/10/20	11/11/24	0	0	0
558	100000394	11/10/20	11/11/24	0	0	0
559	100000395	11/10/20	11/11/24	0	0	0
560	100000396	11/10/20	11/11/24	0	0	0
561	100000397	11/10/20	11/11/24	0	0	0
562	100000398	11/10/20	11/11/24	0	0	0
563	100000399	11/10/20	11/11/24	0	0	0
564	100000400	11/10/20	11/11/24	0	0	0
565	100000401	11/10/20	11/11/24	0	0	0
566	100000402	11/10/20	11/11/24	0	0	0
567	100000403	11/10/20	11/11/24	0	0	0
568	100000404	11/10/20	11/11/24	0	0	0
569	100000405	11/10/20	11/11/24	0	0	0
570	100000406	11/10/20	11/11/24	0	0	0
571	100000407	11/10/20	11/11/24	0	0	0
572	100000408	11/10/20	11/11/24	0	0	0
573	100000409	11/10/20	11/11/24	0	0	0
574	100000410	11/10/20	11/11/24	0	0	0
575	100000411	11/10/20	11/11/24	0	0	0
576	100000412	11/10/20	11/11/24	0	0	0
