ROWID	_SN|INTEGER	_CommodityID00|INTEGER	_CommodityID01|INTEGER	_CommodityID02|INTEGER	_CommodityID03|INTEGER	_CommodityID04|INTEGER	_CommodityID05|INTEGER	_CommodityID06|INTEGER	_CommodityID07|INTEGER	_CommodityID08|INTEGER	_CommodityID09|INTEGER	_CommodityID10|INTEGER	_CommodityID11|INTEGER	_CommodityID12|INTEGER	_CommodityID13|INTEGER	_CommodityID14|INTEGER	_CommodityID15|INTEGER	_CommodityID16|INTEGER	_CommodityID17|INTEGER	_CommodityID18|INTEGER	_CommodityID19|INTEGER
105011	910000070	910000109	910000110	910000147	910000148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105012	910000071	910000111	910000112	910000149	910000150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105013	910000072	910000113	910000114	910000149	910000150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105014	910000073	910000115	910000116	910000149	910000150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105015	910000074	910000117	910000118	910000151	910000152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105016	910000075	910000119	910000120	910000151	910000152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105017	910000076	910000121	910000122	910000151	910000152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105018	910000077	910000123	910000124	910000153	910000154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105019	910000078	910000125	910000126	910000153	910000154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105020	910000079	910000127	910000128	910000153	910000154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105021	910000080	910000129	910000130	910000155	910000156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105022	910000081	910000131	910000132	910000155	910000156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105023	910000082	910000133	910000134	910000155	910000156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105024	910000083	910000135	910000136	910000157	910000158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105025	910000084	910000137	910000138	910000157	910000158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105026	910000085	910000139	910000140	910000157	910000158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105108	910000775	910000778	910000779	910000784	910000785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105109	910000776	910000780	910000781	910000784	910000785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105110	910000777	910000782	910000783	910000784	910000785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105027	910000173	910000308	910000309	910000310	910000311	910000312	910000254	910000255	0	0	0	0	0	0	0	0	0	0	0	0	0
105028	910000174	910000313	910000314	910000315	910000316	910000317	910000254	910000255	0	0	0	0	0	0	0	0	0	0	0	0	0
105029	910000175	910000318	910000319	910000320	910000321	910000322	910000254	910000255	0	0	0	0	0	0	0	0	0	0	0	0	0
105030	910000176	910000443	910000444	910000445	910000446	910000447	910000272	910000273	0	0	0	0	0	0	0	0	0	0	0	0	0
105031	910000177	910000448	910000449	910000450	910000451	910000452	910000272	910000273	0	0	0	0	0	0	0	0	0	0	0	0	0
105032	910000178	910000453	910000454	910000455	910000456	910000457	910000272	910000273	0	0	0	0	0	0	0	0	0	0	0	0	0
105033	910000179	910000578	910000579	910000580	910000581	910000582	910000290	910000291	0	0	0	0	0	0	0	0	0	0	0	0	0
105034	910000180	910000583	910000584	910000585	910000586	910000587	910000290	910000291	0	0	0	0	0	0	0	0	0	0	0	0	0
105035	910000181	910000588	910000589	910000590	910000591	910000592	910000290	910000291	0	0	0	0	0	0	0	0	0	0	0	0	0
105036	910000182	910000323	910000324	910000325	910000326	910000327	910000256	910000257	0	0	0	0	0	0	0	0	0	0	0	0	0
105037	910000183	910000328	910000329	910000330	910000331	910000332	910000256	910000257	0	0	0	0	0	0	0	0	0	0	0	0	0
105038	910000184	910000333	910000334	910000335	910000336	910000337	910000256	910000257	0	0	0	0	0	0	0	0	0	0	0	0	0
105039	910000185	910000458	910000459	910000460	910000461	910000462	910000274	910000275	0	0	0	0	0	0	0	0	0	0	0	0	0
105040	910000186	910000463	910000464	910000465	910000466	910000467	910000274	910000275	0	0	0	0	0	0	0	0	0	0	0	0	0
105041	910000187	910000468	910000469	910000470	910000471	910000472	910000274	910000275	0	0	0	0	0	0	0	0	0	0	0	0	0
105042	910000188	910000593	910000594	910000595	910000596	910000597	910000292	910000293	0	0	0	0	0	0	0	0	0	0	0	0	0
105043	910000189	910000598	910000599	910000600	910000601	910000602	910000292	910000293	0	0	0	0	0	0	0	0	0	0	0	0	0
105044	910000190	910000603	910000604	910000605	910000606	910000607	910000292	910000293	0	0	0	0	0	0	0	0	0	0	0	0	0
105045	910000191	910000338	910000339	910000340	910000341	910000342	910000258	910000259	0	0	0	0	0	0	0	0	0	0	0	0	0
105046	910000192	910000343	910000344	910000345	910000346	910000347	910000258	910000259	0	0	0	0	0	0	0	0	0	0	0	0	0
105047	910000193	910000348	910000349	910000350	910000351	910000352	910000258	910000259	0	0	0	0	0	0	0	0	0	0	0	0	0
105048	910000194	910000473	910000474	910000475	910000476	910000477	910000276	910000277	0	0	0	0	0	0	0	0	0	0	0	0	0
105049	910000195	910000478	910000479	910000480	910000481	910000482	910000276	910000277	0	0	0	0	0	0	0	0	0	0	0	0	0
105050	910000196	910000483	910000484	910000485	910000486	910000487	910000276	910000277	0	0	0	0	0	0	0	0	0	0	0	0	0
105051	910000197	910000608	910000609	910000610	910000611	910000612	910000294	910000295	0	0	0	0	0	0	0	0	0	0	0	0	0
105052	910000198	910000613	910000614	910000615	910000616	910000617	910000294	910000295	0	0	0	0	0	0	0	0	0	0	0	0	0
105053	910000199	910000618	910000619	910000620	910000621	910000622	910000294	910000295	0	0	0	0	0	0	0	0	0	0	0	0	0
105054	910000200	910000353	910000354	910000355	910000356	910000357	910000260	910000261	0	0	0	0	0	0	0	0	0	0	0	0	0
105055	910000201	910000358	910000359	910000360	910000361	910000362	910000260	910000261	0	0	0	0	0	0	0	0	0	0	0	0	0
105056	910000202	910000363	910000364	910000365	910000366	910000367	910000260	910000261	0	0	0	0	0	0	0	0	0	0	0	0	0
105057	910000203	910000488	910000489	910000490	910000491	910000492	910000278	910000279	0	0	0	0	0	0	0	0	0	0	0	0	0
105058	910000204	910000493	910000494	910000495	910000496	910000497	910000278	910000279	0	0	0	0	0	0	0	0	0	0	0	0	0
105059	910000205	910000498	910000499	910000500	910000501	910000502	910000278	910000279	0	0	0	0	0	0	0	0	0	0	0	0	0
105060	910000206	910000623	910000624	910000625	910000626	910000627	910000296	910000297	0	0	0	0	0	0	0	0	0	0	0	0	0
105061	910000207	910000628	910000629	910000630	910000631	910000632	910000296	910000297	0	0	0	0	0	0	0	0	0	0	0	0	0
105062	910000208	910000633	910000634	910000635	910000636	910000637	910000296	910000297	0	0	0	0	0	0	0	0	0	0	0	0	0
105063	910000209	910000368	910000369	910000370	910000371	910000372	910000262	910000263	0	0	0	0	0	0	0	0	0	0	0	0	0
105064	910000210	910000373	910000374	910000375	910000376	910000377	910000262	910000263	0	0	0	0	0	0	0	0	0	0	0	0	0
105065	910000211	910000378	910000379	910000380	910000381	910000382	910000262	910000263	0	0	0	0	0	0	0	0	0	0	0	0	0
105066	910000212	910000503	910000504	910000505	910000506	910000507	910000280	910000281	0	0	0	0	0	0	0	0	0	0	0	0	0
105067	910000213	910000508	910000509	910000510	910000511	910000512	910000280	910000281	0	0	0	0	0	0	0	0	0	0	0	0	0
105068	910000214	910000513	910000514	910000515	910000516	910000517	910000280	910000281	0	0	0	0	0	0	0	0	0	0	0	0	0
105069	910000215	910000638	910000639	910000640	910000641	910000642	910000298	910000299	0	0	0	0	0	0	0	0	0	0	0	0	0
105070	910000216	910000643	910000644	910000645	910000646	910000647	910000298	910000299	0	0	0	0	0	0	0	0	0	0	0	0	0
105071	910000217	910000648	910000649	910000650	910000651	910000652	910000298	910000299	0	0	0	0	0	0	0	0	0	0	0	0	0
105072	910000218	910000383	910000384	910000385	910000386	910000387	910000264	910000265	0	0	0	0	0	0	0	0	0	0	0	0	0
105073	910000219	910000388	910000389	910000390	910000391	910000392	910000264	910000265	0	0	0	0	0	0	0	0	0	0	0	0	0
105074	910000220	910000393	910000394	910000395	910000396	910000397	910000264	910000265	0	0	0	0	0	0	0	0	0	0	0	0	0
105075	910000221	910000518	910000519	910000520	910000521	910000522	910000282	910000283	0	0	0	0	0	0	0	0	0	0	0	0	0
105076	910000222	910000523	910000524	910000525	910000526	910000527	910000282	910000283	0	0	0	0	0	0	0	0	0	0	0	0	0
105077	910000223	910000528	910000529	910000530	910000531	910000532	910000282	910000283	0	0	0	0	0	0	0	0	0	0	0	0	0
105078	910000224	910000653	910000654	910000655	910000656	910000657	910000300	910000301	0	0	0	0	0	0	0	0	0	0	0	0	0
105079	910000225	910000658	910000659	910000660	910000661	910000662	910000300	910000301	0	0	0	0	0	0	0	0	0	0	0	0	0
105080	910000226	910000663	910000664	910000665	910000666	910000667	910000300	910000301	0	0	0	0	0	0	0	0	0	0	0	0	0
105081	910000227	910000398	910000399	910000400	910000401	910000402	910000266	910000267	0	0	0	0	0	0	0	0	0	0	0	0	0
105082	910000228	910000403	910000404	910000405	910000406	910000407	910000266	910000267	0	0	0	0	0	0	0	0	0	0	0	0	0
105083	910000229	910000408	910000409	910000410	910000411	910000412	910000266	910000267	0	0	0	0	0	0	0	0	0	0	0	0	0
105084	910000230	910000533	910000534	910000535	910000536	910000537	910000284	910000285	0	0	0	0	0	0	0	0	0	0	0	0	0
105085	910000231	910000538	910000539	910000540	910000541	910000542	910000284	910000285	0	0	0	0	0	0	0	0	0	0	0	0	0
105086	910000232	910000543	910000544	910000545	910000546	910000547	910000284	910000285	0	0	0	0	0	0	0	0	0	0	0	0	0
105087	910000233	910000668	910000669	910000670	910000671	910000672	910000302	910000303	0	0	0	0	0	0	0	0	0	0	0	0	0
105088	910000234	910000673	910000674	910000675	910000676	910000677	910000302	910000303	0	0	0	0	0	0	0	0	0	0	0	0	0
105089	910000235	910000678	910000679	910000680	910000681	910000682	910000302	910000303	0	0	0	0	0	0	0	0	0	0	0	0	0
105090	910000236	910000413	910000414	910000415	910000416	910000417	910000268	910000269	0	0	0	0	0	0	0	0	0	0	0	0	0
105091	910000237	910000418	910000419	910000420	910000421	910000422	910000268	910000269	0	0	0	0	0	0	0	0	0	0	0	0	0
105092	910000238	910000423	910000424	910000425	910000426	910000427	910000268	910000269	0	0	0	0	0	0	0	0	0	0	0	0	0
105093	910000239	910000548	910000549	910000550	910000551	910000552	910000286	910000287	0	0	0	0	0	0	0	0	0	0	0	0	0
105094	910000240	910000553	910000554	910000555	910000556	910000557	910000286	910000287	0	0	0	0	0	0	0	0	0	0	0	0	0
105095	910000241	910000558	910000559	910000560	910000561	910000562	910000286	910000287	0	0	0	0	0	0	0	0	0	0	0	0	0
105096	910000242	910000683	910000684	910000685	910000686	910000687	910000304	910000305	0	0	0	0	0	0	0	0	0	0	0	0	0
105097	910000243	910000688	910000689	910000690	910000691	910000692	910000304	910000305	0	0	0	0	0	0	0	0	0	0	0	0	0
105098	910000244	910000693	910000694	910000695	910000696	910000697	910000304	910000305	0	0	0	0	0	0	0	0	0	0	0	0	0
105099	910000245	910000428	910000429	910000430	910000431	910000432	910000270	910000271	0	0	0	0	0	0	0	0	0	0	0	0	0
105100	910000246	910000433	910000434	910000435	910000436	910000437	910000270	910000271	0	0	0	0	0	0	0	0	0	0	0	0	0
105101	910000247	910000438	910000439	910000440	910000441	910000442	910000270	910000271	0	0	0	0	0	0	0	0	0	0	0	0	0
105102	910000248	910000563	910000564	910000565	910000566	910000567	910000288	910000289	0	0	0	0	0	0	0	0	0	0	0	0	0
105103	910000249	910000568	910000569	910000570	910000571	910000572	910000288	910000289	0	0	0	0	0	0	0	0	0	0	0	0	0
105104	910000250	910000573	910000574	910000575	910000576	910000577	910000288	910000289	0	0	0	0	0	0	0	0	0	0	0	0	0
105105	910000251	910000698	910000699	910000700	910000701	910000702	910000306	910000307	0	0	0	0	0	0	0	0	0	0	0	0	0
105106	910000252	910000703	910000704	910000705	910000706	910000707	910000306	910000307	0	0	0	0	0	0	0	0	0	0	0	0	0
105107	910000253	910000708	910000709	910000710	910000711	910000712	910000306	910000307	0	0	0	0	0	0	0	0	0	0	0	0	0
1	100000004	201000000	202000000	203000000	204000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	100000006	300000017	300000018	300000015	301000001	300000001	900000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	100000008	300000012	301000002	300000001	300000015	300000008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	100000009	300000017	300000019	300000001	300000015	900000000	301000001	300000012	0	0	0	0	0	0	0	0	0	0	0	0	0
5	100000012	201000183	202000180	203000180	204000180	300000012	301000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	100000013	201000186	202000183	203000183	204000183	300000012	301000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	100000014	201000189	202000186	203000186	204000186	300000012	301000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	100000015	200000008	201000039	202000036	203000036	204000036	300000012	301000001	0	0	0	0	0	0	0	0	0	0	0	0	0
9	100000016	200000011	201000042	202000039	203000039	204000039	300000012	301000001	0	0	0	0	0	0	0	0	0	0	0	0	0
10	100000017	200000014	201000045	202000042	203000042	204000042	300000012	301000001	0	0	0	0	0	0	0	0	0	0	0	0	0
11	100000018	201000156	202000153	203000153	204000153	300000012	301000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	100000019	201000159	202000156	203000156	204000156	300000012	301000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	100000020	201000162	202000159	203000159	204000159	300000012	301000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	100000021	201000093	202000090	203000090	204000090	300000012	301000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	100000022	201000096	202000093	203000093	204000093	300000012	301000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	100000023	201000099	202000096	203000096	204000096	300000012	301000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	900000002	900000001	301000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	900000003	900000004	900000005	900000006	900000007	900000008	900000009	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	100000025	300000001	300000007	301000002	300000012	900000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	100000028	201000219	202000216	203000216	204000216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	100000029	201000222	202000219	203000219	204000219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	100000030	201000225	202000222	203000222	204000222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	100000031	201000228	202000225	203000225	204000225	200000060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	100000032	201000231	202000228	203000228	204000228	200000063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	100000033	201000234	202000231	203000231	204000231	200000066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	100000034	201000237	202000234	203000234	204000234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	100000035	201000240	202000237	203000237	204000237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	100000036	201000243	202000240	203000240	204000240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	100000037	201000246	202000243	203000243	204000243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	100000038	201000249	202000246	203000246	204000246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	100000039	201000252	202000249	203000249	204000249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	100000040	205000002	205100002	205200002	300000015	301000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	100000041	205000005	205100002	205200002	300000015	301000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	100000042	205000008	205200002	205100002	300000015	301000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	900000042	900000026	900000027	900000028	900000029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	900000043	900000030	900000031	900000032	900000033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	900000044	900000034	900000035	900000036	900000037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	900000045	900000038	900000039	900000040	900000041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51	900000050	900000051	900000052	900000053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	900000054	900000055	900000056	900000008	900000009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53	100000089	205000011	205100005	205200005	300000015	301000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54	100000090	205000014	205100005	205200005	300000015	301000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55	100000091	205000017	205100005	205200005	300000015	301000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56	100000092	200000071	201000255	202000252	203000252	204000252	300000012	300000015	0	0	0	0	0	0	0	0	0	0	0	0	0
57	100000093	200000074	201000258	202000255	203000255	204000255	300000012	300000015	0	0	0	0	0	0	0	0	0	0	0	0	0
58	100000094	200000077	201000261	202000258	203000258	204000258	300000012	300000015	0	0	0	0	0	0	0	0	0	0	0	0	0
59	100000095	200000080	201000264	202000261	203000261	204000261	300000012	300000015	0	0	0	0	0	0	0	0	0	0	0	0	0
60	100000096	200000083	201000267	202000264	203000264	204000264	300000012	300000015	0	0	0	0	0	0	0	0	0	0	0	0	0
61	100000097	200000086	201000270	202000267	203000267	204000267	300000012	300000015	0	0	0	0	0	0	0	0	0	0	0	0	0
62	100000098	200000089	201000273	202000270	203000270	204000270	300000012	300000015	0	0	0	0	0	0	0	0	0	0	0	0	0
63	100000099	200000092	201000276	202000273	203000273	204000273	300000012	300000015	0	0	0	0	0	0	0	0	0	0	0	0	0
64	100000100	200000095	201000279	202000276	203000276	204000276	300000012	300000015	0	0	0	0	0	0	0	0	0	0	0	0	0
65	100000101	200000098	201000282	202000279	203000279	204000279	300000012	300000015	0	0	0	0	0	0	0	0	0	0	0	0	0
66	100000102	200000101	201000285	202000282	203000282	204000282	300000012	300000015	0	0	0	0	0	0	0	0	0	0	0	0	0
67	100000103	200000104	201000288	202000285	203000285	204000285	300000012	300000015	0	0	0	0	0	0	0	0	0	0	0	0	0
68	100000104	200000107	206000038	300000007	300000001	301000003	301000002	300000021	300000015	900000000	0	0	0	0	0	0	0	0	0	0	0
69	100000105	200000110	206000041	300000007	300000001	301000003	301000002	300000021	300000015	900000000	0	0	0	0	0	0	0	0	0	0	0
70	100000106	200000113	206000044	300000007	300000001	301000003	301000002	300000021	300000015	900000000	0	0	0	0	0	0	0	0	0	0	0
71	100000107	200000116	206000047	300000007	300000001	301000003	301000002	300000021	300000015	900000000	0	0	0	0	0	0	0	0	0	0	0
72	100000108	200000119	206000050	300000007	300000001	301000003	301000002	300000021	300000015	900000000	0	0	0	0	0	0	0	0	0	0	0
73	100000109	200000122	206000053	300000007	300000001	301000003	301000002	300000021	300000015	900000000	0	0	0	0	0	0	0	0	0	0	0
74	100000110	200000125	206000056	300000007	300000001	301000003	301000002	300000021	300000015	900000000	0	0	0	0	0	0	0	0	0	0	0
75	100000111	200000128	206000059	300000007	300000001	301000003	301000002	300000021	300000015	900000000	0	0	0	0	0	0	0	0	0	0	0
76	100000112	200000131	206000062	300000007	300000001	301000003	301000002	300000021	300000015	900000000	0	0	0	0	0	0	0	0	0	0	0
77	100000113	200000134	206000065	300000007	300000001	301000003	301000002	300000021	300000015	900000000	0	0	0	0	0	0	0	0	0	0	0
78	100000114	200000137	206000068	300000007	300000001	301000003	301000002	300000021	300000015	900000000	0	0	0	0	0	0	0	0	0	0	0
79	100000115	200000140	206000071	300000007	300000001	301000003	301000002	300000021	300000015	900000000	0	0	0	0	0	0	0	0	0	0	0
80	900000085	900000086	900000087	900000004	900000005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81	100000116	200000143	201000291	202000288	203000288	204000288	300000030	301000000	301000001	0	0	0	0	0	0	0	0	0	0	0	0
82	100000117	200000146	201000294	202000291	203000291	204000291	300000030	301000000	301000001	0	0	0	0	0	0	0	0	0	0	0	0
83	100000118	200000149	201000297	202000294	203000294	204000294	300000030	301000000	301000001	0	0	0	0	0	0	0	0	0	0	0	0
84	100000131	200000188	201000336	202000333	203000333	204000333	300000030	301000000	301000001	0	0	0	0	0	0	0	0	0	0	0	0
85	100000132	200000191	201000339	202000336	203000336	204000336	300000030	301000000	301000001	0	0	0	0	0	0	0	0	0	0	0	0
86	100000133	200000194	201000342	202000339	203000339	204000339	300000030	301000000	301000001	0	0	0	0	0	0	0	0	0	0	0	0
87	100000122	200000161	201000309	202000306	203000306	204000306	300000030	301000000	301000001	0	0	0	0	0	0	0	0	0	0	0	0
88	100000123	200000164	201000312	202000309	203000309	204000309	300000030	301000000	301000001	0	0	0	0	0	0	0	0	0	0	0	0
89	100000124	200000167	201000315	202000312	203000312	204000312	300000030	301000000	301000001	0	0	0	0	0	0	0	0	0	0	0	0
90	100000137	200000206	201000354	202000351	203000351	204000351	300000030	301000000	301000001	0	0	0	0	0	0	0	0	0	0	0	0
