ROWID	_ListID|INTEGER	_CompoundGroupID|INTEGER	_MainCategory|INTEGER	_CompoundGroupType|INTEGER	_PartsNameID|INTEGER	_SetID|INTEGER	_Level|INTEGER	_Rank|INTEGER	_JobClass|INTEGER	_ActivateLevel|INTEGER	_PreviewState|BOOLEAN	_PreviewDescription|INTEGER
930107	1001	268475378	2	12	2229	0	93	4	2	90	false	0
930108	1001	268475379	2	12	2229	0	93	4	2	90	false	0
930109	1001	268475380	2	12	2229	0	93	4	2	90	false	0
930110	1001	268475381	2	12	2229	0	93	4	2	90	false	0
930111	1001	268475382	2	12	2229	0	93	4	2	90	false	0
930112	1001	268475383	2	12	2229	0	93	4	2	90	false	0
930113	1001	268475384	2	12	2229	0	93	4	2	90	false	0
930114	1001	268475385	2	12	2229	0	93	4	2	90	false	0
930115	1001	268475386	2	12	2229	0	93	4	2	90	false	0
930116	1001	268475387	2	12	2229	0	93	4	2	90	false	0
930117	1001	268475388	2	12	2229	0	93	4	3	90	false	0
930118	1001	268475389	2	12	2229	0	93	4	3	90	false	0
930119	1001	268475390	2	12	2229	0	93	4	3	90	false	0
930120	1001	268475391	2	12	2229	0	93	4	3	90	false	0
930121	1001	268475392	2	12	2229	0	93	4	3	90	false	0
930122	1001	268475393	2	12	2229	0	93	4	3	90	false	0
930123	1001	268475394	2	12	2229	0	93	4	3	90	false	0
930124	1001	268475395	2	12	2229	0	93	4	3	90	false	0
930125	1001	268475396	2	12	2229	0	93	4	3	90	false	0
930126	1001	268475397	2	12	2229	0	93	4	3	90	false	0
930127	1001	268475398	2	12	2229	0	93	4	3	90	false	0
930128	1001	268475399	2	12	2229	0	93	4	4	90	false	0
930129	1001	268475400	2	12	2229	0	93	4	4	90	false	0
930130	1001	268475401	2	12	2229	0	93	4	4	90	false	0
930131	1001	268475402	2	12	2229	0	93	4	4	90	false	0
930132	1001	268475403	2	12	2229	0	93	4	4	90	false	0
930133	1001	268475404	2	12	2229	0	93	4	4	90	false	0
930134	1001	268475405	2	12	2229	0	93	4	4	90	false	0
930135	1001	268475406	2	12	2229	0	93	4	4	90	false	0
930136	1001	268475407	2	12	2229	0	93	4	4	90	false	0
930137	1001	268475408	2	12	2229	0	93	4	4	90	false	0
930138	1001	268475409	2	12	2229	0	93	4	4	90	false	0
930139	1001	268475410	2	12	2229	0	93	4	4	90	false	0
930140	1001	268475411	2	12	2229	0	93	4	5	90	false	0
930141	1001	268475412	2	12	2229	0	93	4	5	90	false	0
930142	1001	268475413	2	12	2229	0	93	4	5	90	false	0
930143	1001	268475414	2	12	2229	0	93	4	5	90	false	0
930144	1001	268475415	2	12	2229	0	93	4	5	90	false	0
930145	1001	268475416	2	12	2229	0	93	4	5	90	false	0
930146	1001	268475417	2	12	2229	0	93	4	5	90	false	0
930147	1001	268475418	2	12	2229	0	93	4	5	90	false	0
930148	1001	268475419	2	12	2229	0	93	4	5	90	false	0
930149	1001	268475420	2	12	2229	0	93	4	5	90	false	0
930150	1001	268475421	2	12	2229	0	93	4	5	90	false	0
930151	1001	268475422	2	12	2229	0	93	4	5	90	false	0
930152	1001	268475423	2	12	2229	0	93	4	6	90	false	0
930153	1001	268475424	2	12	2229	0	93	4	6	90	false	0
930154	1001	268475425	2	12	2229	0	93	4	6	90	false	0
930155	1001	268475426	2	12	2229	0	93	4	6	90	false	0
930156	1001	268475427	2	12	2229	0	93	4	6	90	false	0
930157	1001	268475428	2	12	2229	0	93	4	6	90	false	0
930158	1001	268475429	2	12	2229	0	93	4	6	90	false	0
930159	1001	268475430	2	12	2229	0	93	4	6	90	false	0
930160	1001	268475431	2	12	2229	0	93	4	6	90	false	0
930161	1001	268475432	2	12	2229	0	93	4	6	90	false	0
930162	1001	268475433	2	12	2229	0	93	4	6	90	false	0
930163	1001	268475434	2	12	2229	0	93	4	6	90	false	0
930164	1001	268475435	2	12	2229	0	93	4	7	90	false	0
930165	1001	268475436	2	12	2229	0	93	4	7	90	false	0
930166	1001	268475437	2	12	2229	0	93	4	7	90	false	0
930167	1001	268475438	2	12	2229	0	93	4	7	90	false	0
930168	1001	268475439	2	12	2229	0	93	4	7	90	false	0
930169	1001	268475440	2	12	2229	0	93	4	7	90	false	0
930170	1001	268475441	2	12	2229	0	93	4	7	90	false	0
930171	1001	268475442	2	12	2229	0	93	4	7	90	false	0
930172	1001	268475443	2	12	2229	0	93	4	7	90	false	0
930173	1001	268475444	2	12	2229	0	93	4	7	90	false	0
930174	1001	268475445	2	12	2229	0	93	4	7	90	false	0
930175	1001	268475446	2	12	2229	0	93	4	8	90	false	0
930176	1001	268475447	2	12	2229	0	93	4	8	90	false	0
930177	1001	268475448	2	12	2229	0	93	4	8	90	false	0
930178	1001	268475449	2	12	2229	0	93	4	8	90	false	0
930179	1001	268475450	2	12	2229	0	93	4	8	90	false	0
930180	1001	268475451	2	12	2229	0	93	4	8	90	false	0
930181	1001	268475452	2	12	2229	0	93	4	9	90	false	0
930182	1001	268475453	2	12	2229	0	93	4	9	90	false	0
930183	1001	268475454	2	12	2229	0	93	4	9	90	false	0
930184	1001	268475455	2	12	2229	0	93	4	9	90	false	0
930185	1001	268475456	2	12	2229	0	93	4	9	90	false	0
930186	1001	268475457	2	12	2229	0	93	4	9	90	false	0
930187	1001	268475458	2	13	2228	0	93	4	3	90	false	0
930188	1001	268475459	2	13	2228	0	93	4	3	90	false	0
930189	1001	268475460	2	14	2227	0	93	4	3	90	false	0
930190	1001	268475461	2	12	2229	0	93	4	3	90	false	0
930191	1001	268475462	2	12	2229	0	93	4	3	90	false	0
930192	1001	268475463	2	12	2229	0	93	4	3	90	false	0
930193	1001	268469305	2	13	2228	0	93	3	1	90	false	0
930194	1001	268469306	2	13	2228	0	93	3	2	90	false	0
930195	1001	268469307	2	13	2228	0	93	3	3	90	false	0
930196	1001	268469308	2	13	2228	0	93	3	4	90	false	0
930197	1001	268469309	2	13	2228	0	93	3	5	90	false	0
930198	1001	268469310	2	13	2228	0	93	3	6	90	false	0
930199	1001	268469311	2	13	2228	0	93	3	7	90	false	0
930200	1001	268469312	2	13	2228	0	93	3	8	90	false	0
930201	1001	268469313	2	13	2228	0	93	3	9	90	false	0
930202	1001	268469314	2	14	2227	0	93	3	1	90	false	0
930203	1001	268469315	2	14	2227	0	93	3	2	90	false	0
930204	1001	268469316	2	14	2227	0	93	3	3	90	false	0
930205	1001	268469317	2	14	2227	0	93	3	4	90	false	0
930206	1001	268469318	2	14	2227	0	93	3	5	90	false	0
930207	1001	268469319	2	14	2227	0	93	3	6	90	false	0
930208	1001	268469320	2	14	2227	0	93	3	7	90	false	0
930209	1001	268469321	2	14	2227	0	93	3	8	90	false	0
930210	1001	268469322	2	14	2227	0	93	3	9	90	false	0
930211	1001	268469323	2	12	2229	0	93	3	1	90	false	0
930212	1001	268469324	2	12	2229	0	93	3	2	90	false	0
930213	1001	268469325	2	12	2229	0	93	3	3	90	false	0
930214	1001	268469326	2	12	2229	0	93	3	4	90	false	0
930215	1001	268469327	2	12	2229	0	93	3	5	90	false	0
930216	1001	268469328	2	12	2229	0	93	3	6	90	false	0
930217	1001	268469329	2	12	2229	0	93	3	7	90	false	0
930218	1001	268469330	2	12	2229	0	93	3	8	90	false	0
930219	1001	268469331	2	12	2229	0	93	3	9	90	false	0
930220	1001	268476118	2	13	2228	0	93	4	5	90	false	0
930221	1001	268476119	2	13	2228	0	93	4	5	90	false	0
930222	1001	268476120	2	14	2227	0	93	4	5	90	false	0
930223	1001	268476121	2	12	2229	0	93	4	5	90	false	0
930224	1001	268476122	2	12	2229	0	93	4	5	90	false	0
930225	1001	268476123	2	12	2229	0	93	4	5	90	false	0
930226	1001	268476455	2	13	2228	0	93	4	6	90	false	0
930227	1001	268476457	2	13	2228	0	93	4	6	90	false	0
930228	1001	268476459	2	13	2228	0	93	4	6	90	false	0
930229	1001	268476461	2	14	2227	0	93	4	6	90	false	0
930230	1001	268476463	2	12	2229	0	93	4	6	90	false	0
930231	1001	268476465	2	12	2229	0	93	4	6	90	false	0
930232	1001	268476467	2	12	2229	0	93	4	6	90	false	0
930233	1001	268476469	2	14	2227	0	93	4	6	90	false	0
930234	1001	268476801	2	13	2228	0	93	4	7	90	false	0
930235	1001	268476802	2	13	2228	0	93	4	7	90	false	0
930236	1001	268476803	2	14	2227	0	93	4	7	90	false	0
930237	1001	268476804	2	12	2229	0	93	4	7	90	false	0
930238	1001	268476805	2	12	2229	0	93	4	7	90	false	0
930239	1001	268476806	2	14	2227	0	93	4	7	90	false	0
940002	2001	268475273	2	13	2228	0	93	4	1	90	false	0
940003	2001	268475274	2	13	2228	0	93	4	1	90	false	0
940004	2001	268475275	2	13	2228	0	93	4	1	90	false	0
940005	2001	268475276	2	13	2228	0	93	4	1	90	false	0
940006	2001	268475277	2	13	2228	0	93	4	1	90	false	0
940007	2001	268475278	2	13	2228	0	93	4	1	90	false	0
940008	2001	268475279	2	13	2228	0	93	4	1	90	false	0
940009	2001	268475280	2	13	2228	0	93	4	1	90	false	0
940010	2001	268475281	2	13	2228	0	93	4	2	90	false	0
940011	2001	268475282	2	13	2228	0	93	4	2	90	false	0
940012	2001	268475283	2	13	2228	0	93	4	2	90	false	0
940013	2001	268475284	2	13	2228	0	93	4	2	90	false	0
940014	2001	268475285	2	13	2228	0	93	4	2	90	false	0
940015	2001	268475286	2	13	2228	0	93	4	2	90	false	0
940016	2001	268475287	2	13	2228	0	93	4	3	90	false	0
940017	2001	268475288	2	13	2228	0	93	4	3	90	false	0
940018	2001	268475289	2	13	2228	0	93	4	3	90	false	0
940019	2001	268475290	2	13	2228	0	93	4	3	90	false	0
940020	2001	268475291	2	13	2228	0	93	4	4	90	false	0
940021	2001	268475292	2	13	2228	0	93	4	4	90	false	0
940022	2001	268475293	2	13	2228	0	93	4	4	90	false	0
940023	2001	268475294	2	13	2228	0	93	4	4	90	false	0
940024	2001	268475295	2	13	2228	0	93	4	4	90	false	0
940025	2001	268475296	2	13	2228	0	93	4	4	90	false	0
940026	2001	268475297	2	13	2228	0	93	4	5	90	false	0
940027	2001	268475298	2	13	2228	0	93	4	5	90	false	0
940028	2001	268475299	2	13	2228	0	93	4	5	90	false	0
940029	2001	268475300	2	13	2228	0	93	4	5	90	false	0
940030	2001	268475301	2	13	2228	0	93	4	5	90	false	0
940031	2001	268475302	2	13	2228	0	93	4	5	90	false	0
940032	2001	268475303	2	13	2228	0	93	4	5	90	false	0
940033	2001	268475304	2	13	2228	0	93	4	6	90	false	0
940034	2001	268475305	2	13	2228	0	93	4	6	90	false	0
940035	2001	268475306	2	13	2228	0	93	4	6	90	false	0
940036	2001	268475307	2	13	2228	0	93	4	6	90	false	0
940037	2001	268475308	2	13	2228	0	93	4	6	90	false	0
940038	2001	268475309	2	13	2228	0	93	4	6	90	false	0
940039	2001	268475310	2	13	2228	0	93	4	6	90	false	0
940040	2001	268475311	2	13	2228	0	93	4	7	90	false	0
940041	2001	268475312	2	13	2228	0	93	4	7	90	false	0
940042	2001	268475313	2	13	2228	0	93	4	7	90	false	0
940043	2001	268475314	2	13	2228	0	93	4	7	90	false	0
940044	2001	268475315	2	13	2228	0	93	4	7	90	false	0
940045	2001	268475316	2	13	2228	0	93	4	8	90	false	0
940046	2001	268475317	2	13	2228	0	93	4	8	90	false	0
940047	2001	268475318	2	13	2228	0	93	4	8	90	false	0
940048	2001	268475319	2	13	2228	0	93	4	8	90	false	0
940049	2001	268475320	2	13	2228	0	93	4	9	90	false	0
940050	2001	268475321	2	13	2228	0	93	4	9	90	false	0
940051	2001	268475322	2	14	2227	0	93	4	1	90	false	0
940052	2001	268475323	2	14	2227	0	93	4	1	90	false	0
940053	2001	268475324	2	14	2227	0	93	4	1	90	false	0
940054	2001	268475325	2	14	2227	0	93	4	1	90	false	0
940055	2001	268475326	2	14	2227	0	93	4	1	90	false	0
940056	2001	268475327	2	14	2227	0	93	4	2	90	false	0
940057	2001	268475328	2	14	2227	0	93	4	2	90	false	0
940058	2001	268475329	2	14	2227	0	93	4	2	90	false	0
940059	2001	268475330	2	14	2227	0	93	4	2	90	false	0
940060	2001	268475331	2	14	2227	0	93	4	2	90	false	0
940061	2001	268475332	2	14	2227	0	93	4	3	90	false	0
940062	2001	268475333	2	14	2227	0	93	4	3	90	false	0
940063	2001	268475334	2	14	2227	0	93	4	3	90	false	0
940064	2001	268475335	2	14	2227	0	93	4	3	90	false	0
940065	2001	268475336	2	14	2227	0	93	4	4	90	false	0
940066	2001	268475337	2	14	2227	0	93	4	4	90	false	0
940067	2001	268475338	2	14	2227	0	93	4	4	90	false	0
940068	2001	268475339	2	14	2227	0	93	4	4	90	false	0
940069	2001	268475340	2	14	2227	0	93	4	4	90	false	0
940070	2001	268475341	2	14	2227	0	93	4	4	90	false	0
940071	2001	268475342	2	14	2227	0	93	4	5	90	false	0
940072	2001	268475343	2	14	2227	0	93	4	5	90	false	0
940073	2001	268475344	2	14	2227	0	93	4	5	90	false	0
940074	2001	268475345	2	14	2227	0	93	4	5	90	false	0
940075	2001	268475346	2	14	2227	0	93	4	6	90	false	0
940076	2001	268475347	2	14	2227	0	93	4	6	90	false	0
940077	2001	268475348	2	14	2227	0	93	4	6	90	false	0
940078	2001	268475349	2	14	2227	0	93	4	6	90	false	0
940079	2001	268475350	2	14	2227	0	93	4	7	90	false	0
940080	2001	268475351	2	14	2227	0	93	4	7	90	false	0
940081	2001	268475352	2	14	2227	0	93	4	7	90	false	0
940082	2001	268475353	2	14	2227	0	93	4	7	90	false	0
940083	2001	268475354	2	14	2227	0	93	4	8	90	false	0
940084	2001	268475355	2	14	2227	0	93	4	8	90	false	0
940085	2001	268475356	2	14	2227	0	93	4	9	90	false	0
940086	2001	268475357	2	14	2227	0	93	4	9	90	false	0
940087	2001	268475358	2	12	2229	0	93	4	1	90	false	0
940088	2001	268475359	2	12	2229	0	93	4	1	90	false	0
940089	2001	268475360	2	12	2229	0	93	4	1	90	false	0
940090	2001	268475361	2	12	2229	0	93	4	1	90	false	0
940091	2001	268475362	2	12	2229	0	93	4	1	90	false	0
940092	2001	268475363	2	12	2229	0	93	4	1	90	false	0
940093	2001	268475364	2	12	2229	0	93	4	1	90	false	0
940094	2001	268475365	2	12	2229	0	93	4	1	90	false	0
940095	2001	268475366	2	12	2229	0	93	4	1	90	false	0
940096	2001	268475367	2	12	2229	0	93	4	1	90	false	0
940097	2001	268475368	2	12	2229	0	93	4	1	90	false	0
940098	2001	268475369	2	12	2229	0	93	4	1	90	false	0
940099	2001	268475370	2	12	2229	0	93	4	1	90	false	0
940100	2001	268475371	2	12	2229	0	93	4	1	90	false	0
940101	2001	268475372	2	12	2229	0	93	4	1	90	false	0
940102	2001	268475373	2	12	2229	0	93	4	2	90	false	0
940103	2001	268475374	2	12	2229	0	93	4	2	90	false	0
940104	2001	268475375	2	12	2229	0	93	4	2	90	false	0
940105	2001	268475376	2	12	2229	0	93	4	2	90	false	0
940106	2001	268475377	2	12	2229	0	93	4	2	90	false	0
940107	2001	268475378	2	12	2229	0	93	4	2	90	false	0
940108	2001	268475379	2	12	2229	0	93	4	2	90	false	0
940109	2001	268475380	2	12	2229	0	93	4	2	90	false	0
940110	2001	268475381	2	12	2229	0	93	4	2	90	false	0
940111	2001	268475382	2	12	2229	0	93	4	2	90	false	0
940112	2001	268475383	2	12	2229	0	93	4	2	90	false	0
940113	2001	268475384	2	12	2229	0	93	4	2	90	false	0
940114	2001	268475385	2	12	2229	0	93	4	2	90	false	0
940115	2001	268475386	2	12	2229	0	93	4	2	90	false	0
940116	2001	268475387	2	12	2229	0	93	4	2	90	false	0
940117	2001	268475388	2	12	2229	0	93	4	3	90	false	0
940118	2001	268475389	2	12	2229	0	93	4	3	90	false	0
940119	2001	268475390	2	12	2229	0	93	4	3	90	false	0
940120	2001	268475391	2	12	2229	0	93	4	3	90	false	0
940121	2001	268475392	2	12	2229	0	93	4	3	90	false	0
940122	2001	268475393	2	12	2229	0	93	4	3	90	false	0
940123	2001	268475394	2	12	2229	0	93	4	3	90	false	0
940124	2001	268475395	2	12	2229	0	93	4	3	90	false	0
940125	2001	268475396	2	12	2229	0	93	4	3	90	false	0
940126	2001	268475397	2	12	2229	0	93	4	3	90	false	0
940127	2001	268475398	2	12	2229	0	93	4	3	90	false	0
940128	2001	268475399	2	12	2229	0	93	4	4	90	false	0
940129	2001	268475400	2	12	2229	0	93	4	4	90	false	0
940130	2001	268475401	2	12	2229	0	93	4	4	90	false	0
940131	2001	268475402	2	12	2229	0	93	4	4	90	false	0
940132	2001	268475403	2	12	2229	0	93	4	4	90	false	0
940133	2001	268475404	2	12	2229	0	93	4	4	90	false	0
940134	2001	268475405	2	12	2229	0	93	4	4	90	false	0
940135	2001	268475406	2	12	2229	0	93	4	4	90	false	0
940136	2001	268475407	2	12	2229	0	93	4	4	90	false	0
940137	2001	268475408	2	12	2229	0	93	4	4	90	false	0
940138	2001	268475409	2	12	2229	0	93	4	4	90	false	0
940139	2001	268475410	2	12	2229	0	93	4	4	90	false	0
940140	2001	268475411	2	12	2229	0	93	4	5	90	false	0
940141	2001	268475412	2	12	2229	0	93	4	5	90	false	0
940142	2001	268475413	2	12	2229	0	93	4	5	90	false	0
940143	2001	268475414	2	12	2229	0	93	4	5	90	false	0
940144	2001	268475415	2	12	2229	0	93	4	5	90	false	0
940145	2001	268475416	2	12	2229	0	93	4	5	90	false	0
940146	2001	268475417	2	12	2229	0	93	4	5	90	false	0
940147	2001	268475418	2	12	2229	0	93	4	5	90	false	0
940148	2001	268475419	2	12	2229	0	93	4	5	90	false	0
940149	2001	268475420	2	12	2229	0	93	4	5	90	false	0
940150	2001	268475421	2	12	2229	0	93	4	5	90	false	0
940151	2001	268475422	2	12	2229	0	93	4	5	90	false	0
940152	2001	268475423	2	12	2229	0	93	4	6	90	false	0
940153	2001	268475424	2	12	2229	0	93	4	6	90	false	0
940154	2001	268475425	2	12	2229	0	93	4	6	90	false	0
940155	2001	268475426	2	12	2229	0	93	4	6	90	false	0
940156	2001	268475427	2	12	2229	0	93	4	6	90	false	0
940157	2001	268475428	2	12	2229	0	93	4	6	90	false	0
940158	2001	268475429	2	12	2229	0	93	4	6	90	false	0
940159	2001	268475430	2	12	2229	0	93	4	6	90	false	0
940160	2001	268475431	2	12	2229	0	93	4	6	90	false	0
940161	2001	268475432	2	12	2229	0	93	4	6	90	false	0
940162	2001	268475433	2	12	2229	0	93	4	6	90	false	0
940163	2001	268475434	2	12	2229	0	93	4	6	90	false	0
940164	2001	268475435	2	12	2229	0	93	4	7	90	false	0
940165	2001	268475436	2	12	2229	0	93	4	7	90	false	0
940166	2001	268475437	2	12	2229	0	93	4	7	90	false	0
940167	2001	268475438	2	12	2229	0	93	4	7	90	false	0
940168	2001	268475439	2	12	2229	0	93	4	7	90	false	0
940169	2001	268475440	2	12	2229	0	93	4	7	90	false	0
940170	2001	268475441	2	12	2229	0	93	4	7	90	false	0
940171	2001	268475442	2	12	2229	0	93	4	7	90	false	0
940172	2001	268475443	2	12	2229	0	93	4	7	90	false	0
940173	2001	268475444	2	12	2229	0	93	4	7	90	false	0
940174	2001	268475445	2	12	2229	0	93	4	7	90	false	0
940175	2001	268475446	2	12	2229	0	93	4	8	90	false	0
940176	2001	268475447	2	12	2229	0	93	4	8	90	false	0
940177	2001	268475448	2	12	2229	0	93	4	8	90	false	0
940178	2001	268475449	2	12	2229	0	93	4	8	90	false	0
940179	2001	268475450	2	12	2229	0	93	4	8	90	false	0
940180	2001	268475451	2	12	2229	0	93	4	8	90	false	0
940181	2001	268475452	2	12	2229	0	93	4	9	90	false	0
940182	2001	268475453	2	12	2229	0	93	4	9	90	false	0
940183	2001	268475454	2	12	2229	0	93	4	9	90	false	0
940184	2001	268475455	2	12	2229	0	93	4	9	90	false	0
940185	2001	268475456	2	12	2229	0	93	4	9	90	false	0
940186	2001	268475457	2	12	2229	0	93	4	9	90	false	0
940187	2001	268475458	2	13	2228	0	93	4	3	90	false	0
940188	2001	268475459	2	13	2228	0	93	4	3	90	false	0
940189	2001	268475460	2	14	2227	0	93	4	3	90	false	0
940190	2001	268475461	2	12	2229	0	93	4	3	90	false	0
940191	2001	268475462	2	12	2229	0	93	4	3	90	false	0
940192	2001	268475463	2	12	2229	0	93	4	3	90	false	0
940193	2001	268469305	2	13	2228	0	93	3	1	90	false	0
940194	2001	268469306	2	13	2228	0	93	3	2	90	false	0
940195	2001	268469307	2	13	2228	0	93	3	3	90	false	0
940196	2001	268469308	2	13	2228	0	93	3	4	90	false	0
940197	2001	268469309	2	13	2228	0	93	3	5	90	false	0
940198	2001	268469310	2	13	2228	0	93	3	6	90	false	0
940199	2001	268469311	2	13	2228	0	93	3	7	90	false	0
940200	2001	268469312	2	13	2228	0	93	3	8	90	false	0
940201	2001	268469313	2	13	2228	0	93	3	9	90	false	0
940202	2001	268469314	2	14	2227	0	93	3	1	90	false	0
940203	2001	268469315	2	14	2227	0	93	3	2	90	false	0
940204	2001	268469316	2	14	2227	0	93	3	3	90	false	0
