ROWID	_Type|INTEGER	_Period|INTEGER	_ApplicableValue|INTEGER	_CanApplySealedItem|BOOLEAN	_Charge|INTEGER	_ElementalType|INTEGER
268446705	2	0	536821759	false	0	-1
268449810	2	0	536821759	false	0	-1
268445965	1	0	536821759	false	0	-1
268445966	1	0	536821759	false	0	-1
268445967	1	0	536821759	false	0	-1
268450019	1	0	536821759	false	0	-1
268450020	1	0	536821759	false	0	-1
268450021	1	0	536821759	false	0	-1
268446706	2	0	536821759	false	0	-1
268446707	2	0	536821759	false	0	-1
268446708	2	0	536821759	false	0	-1
268449812	2	0	536821759	false	0	-1
268445459	1	0	536821759	false	0	-1
268445968	1	0	536821759	false	0	-1
268445969	1	0	536821759	false	0	-1
268449813	1	0	536821759	false	0	-1
268445970	1	0	536821759	false	0	-1
268445971	1	0	536821759	false	0	-1
268445972	1	0	536821759	false	0	-1
268450022	1	0	536821759	false	0	-1
268450023	1	0	536821759	false	0	-1
268450024	1	0	536821759	false	0	-1
268446709	2	0	536821759	false	0	-1
268446710	2	0	536821759	false	0	-1
268446711	2	0	536821759	false	0	-1
268449815	2	0	536821759	false	0	-1
268445460	2	0	536821759	false	0	-1
268445973	2	0	536821759	false	0	-1
268445974	2	0	536821759	false	0	-1
268449816	2	0	536821759	false	0	-1
268445461	1	0	536821759	false	0	-1
268445975	1	0	536821759	false	0	-1
268445976	1	0	536821759	false	0	-1
268449817	1	0	536821759	false	0	-1
268445463	2	0	536821759	false	0	-1
268445977	2	0	536821759	false	0	-1
268445978	2	0	536821759	false	0	-1
268449818	2	0	536821759	false	0	-1
268445464	2	0	536821759	false	0	-1
268445979	2	0	536821759	false	0	-1
268445980	2	0	536821759	false	0	-1
268450025	2	0	536821759	false	0	-1
268450026	2	0	536821759	false	0	-1
268445465	2	0	536821759	false	0	-1
268445981	2	0	536821759	false	0	-1
268445982	2	0	536821759	false	0	-1
268450027	2	0	536821759	false	0	-1
268450028	2	0	536821759	false	0	-1
268445983	1	0	536821759	false	0	-1
268445984	1	0	536821759	false	0	-1
268445985	1	0	536821759	false	0	-1
268449821	1	0	536821759	false	0	-1
268445986	1	0	536821759	false	0	-1
268445987	1	0	536821759	false	0	-1
268445988	1	0	536821759	false	0	-1
268450029	1	0	536821759	false	0	-1
268450030	1	0	536821759	false	0	-1
268445989	2	0	536821759	false	0	-1
268445990	2	0	536821759	false	0	-1
268445991	2	0	536821759	false	0	-1
268445504	1	0	536821759	false	0	-1
268445505	1	0	536821759	false	0	-1
268445506	1	0	536821759	false	0	-1
268450031	1	0	536821759	false	0	-1
268450032	1	0	536821759	false	0	-1
268445992	2	0	536821759	false	0	-1
268445993	2	0	536821759	false	0	-1
268445994	2	0	536821759	false	0	-1
268445995	1	0	536821759	false	0	-1
268445996	1	0	536821759	false	0	-1
268445997	1	0	536821759	false	0	-1
268450033	1	0	536821759	false	0	-1
268450034	1	0	536821759	false	0	-1
268450035	1	0	536821759	false	0	-1
268446712	2	0	536821759	false	0	-1
268446713	2	0	536821759	false	0	-1
268446714	2	0	536821759	false	0	-1
268449825	2	0	536821759	false	0	-1
268445998	2	0	536821759	false	0	-1
268445999	2	0	536821759	false	0	-1
268446000	2	0	536821759	false	0	-1
268449826	2	0	536821759	false	0	-1
268446001	1	0	536821759	false	0	-1
268446002	1	0	536821759	false	0	-1
268446003	1	0	536821759	false	0	-1
268450036	1	0	536821759	false	0	-1
268450037	1	0	536821759	false	0	-1
268450038	1	0	536821759	false	0	-1
268446715	2	0	536821759	false	0	-1
268446716	2	0	536821759	false	0	-1
268446717	2	0	536821759	false	0	-1
268449828	2	0	536821759	false	0	-1
268446004	1	0	536821759	false	0	-1
268446005	1	0	536821759	false	0	-1
268446006	1	0	536821759	false	0	-1
268450039	1	0	536821759	false	0	-1
268450040	1	0	536821759	false	0	-1
268450041	1	0	536821759	false	0	-1
268446718	2	0	536821759	false	0	-1
268446719	2	0	536821759	false	0	-1
268446720	2	0	536821759	false	0	-1
268449830	2	0	536821759	false	0	-1
268446007	1	0	536821759	false	0	-1
268446008	1	0	536821759	false	0	-1
268446009	1	0	536821759	false	0	-1
268449831	1	0	536821759	false	0	-1
268446010	1	0	536821759	false	0	-1
268446011	1	0	536821759	false	0	-1
268446012	1	0	536821759	false	0	-1
268450042	1	0	536821759	false	0	-1
268450043	1	0	536821759	false	0	-1
268450044	1	0	536821759	false	0	-1
268446721	2	0	536821759	false	0	-1
268446722	2	0	536821759	false	0	-1
268446723	2	0	536821759	false	0	-1
268449833	2	0	536821759	false	0	-1
268446013	2	0	536821759	false	0	-1
268446014	2	0	536821759	false	0	-1
268446015	2	0	536821759	false	0	-1
268449834	2	0	536821759	false	0	-1
268446016	1	0	536821759	false	0	-1
268446017	1	0	536821759	false	0	-1
268446018	1	0	536821759	false	0	-1
268449835	1	0	536821759	false	0	-1
268446019	2	0	536821759	false	0	-1
268446020	2	0	536821759	false	0	-1
268446021	2	0	536821759	false	0	-1
268449836	2	0	536821759	false	0	-1
268446022	2	0	536821759	false	0	-1
268446023	2	0	536821759	false	0	-1
268446024	2	0	536821759	false	0	-1
268450045	2	0	536821759	false	0	-1
268450046	2	0	536821759	false	0	-1
268446025	2	0	536821759	false	0	-1
268446026	2	0	536821759	false	0	-1
268446027	2	0	536821759	false	0	-1
268450047	2	0	536821759	false	0	-1
268450049	2	0	536821759	false	0	-1
268452786	1	0	536821759	false	0	-1
268452787	1	0	536821759	false	0	-1
268452789	1	0	536821759	false	0	-1
268452790	1	0	536821759	false	0	-1
268452791	1	0	536821759	false	0	-1
268452793	2	0	536821759	false	0	-1
268452795	1	0	536821759	false	0	-1
268452796	1	0	536821759	false	0	-1
268452797	1	0	536821759	false	0	-1
268452799	2	0	536821759	false	0	-1
268452801	1	0	536821759	false	0	-1
268452802	1	0	536821759	false	0	-1
268452803	1	0	536821759	false	0	-1
268452804	1	0	536821759	false	0	-1
268452806	2	0	536821759	false	0	-1
268452807	2	0	536821759	false	0	-1
268452809	2	0	536821759	false	0	-1
268452810	2	0	536821759	false	0	-1
268452812	1	0	536821759	false	0	-1
268452813	1	0	536821759	false	0	-1
268452814	1	0	536821759	false	0	-1
268452815	1	0	536821759	false	0	-1
268452817	2	0	536821759	false	0	-1
268452818	2	0	536821759	false	0	-1
268452820	1	0	536821759	false	0	-1
268452821	1	0	536821759	false	0	-1
268452822	1	0	536821759	false	0	-1
268452823	1	0	536821759	false	0	-1
268452825	2	0	536821759	false	0	-1
268452826	2	0	536821759	false	0	-1
268452828	1	0	536821759	false	0	-1
268452829	1	0	536821759	false	0	-1
268452831	1	0	536821759	false	0	-1
268452832	1	0	536821759	false	0	-1
268452833	1	0	536821759	false	0	-1
268452834	1	0	536821759	false	0	-1
268452836	2	0	536821759	false	0	-1
268452837	2	0	536821759	false	0	-1
268452839	2	0	536821759	false	0	-1
268452840	2	0	536821759	false	0	-1
268452842	1	0	536821759	false	0	-1
268452843	1	0	536821759	false	0	-1
268452845	2	0	536821759	false	0	-1
268452846	2	0	536821759	false	0	-1
268452848	2	0	536821759	false	0	-1
268452849	2	0	536821759	false	0	-1
268452850	2	0	536821759	false	0	-1
268452852	2	0	536821759	false	0	-1
268452853	2	0	536821759	false	0	-1
268452854	2	0	536821759	false	0	-1
268445466	1	0	536821759	false	0	-1
268446028	1	0	536821759	false	0	-1
268446029	1	0	536821759	false	0	-1
268445403	1	0	536821759	false	0	-1
268446030	1	0	536821759	false	0	-1
268446031	1	0	536821759	false	0	-1
268445404	2	0	536821759	false	0	-1
268446032	2	0	536821759	false	0	-1
268446033	2	0	536821759	false	0	-1
268445382	1	0	536821759	false	0	-1
268446034	1	0	536821759	false	0	-1
268446035	1	0	536821759	false	0	-1
268445405	2	0	536821759	false	0	-1
268446036	2	0	536821759	false	0	-1
268446037	2	0	536821759	false	0	-1
268446038	1	0	536821759	false	0	-1
268446039	1	0	536821759	false	0	-1
268446040	1	0	536821759	false	0	-1
268446724	2	0	536821759	false	0	-1
268446725	2	0	536821759	false	0	-1
268446726	2	0	536821759	false	0	-1
268445467	2	0	536821759	false	0	-1
268446041	2	0	536821759	false	0	-1
268446042	2	0	536821759	false	0	-1
268446043	1	0	536821759	false	0	-1
268446044	1	0	536821759	false	0	-1
268446045	1	0	536821759	false	0	-1
268446727	2	0	536821759	false	0	-1
268446728	2	0	536821759	false	0	-1
268446729	2	0	536821759	false	0	-1
268446046	1	0	536821759	false	0	-1
268446047	1	0	536821759	false	0	-1
268446048	1	0	536821759	false	0	-1
268446730	2	0	536821759	false	0	-1
268446731	2	0	536821759	false	0	-1
268446732	2	0	536821759	false	0	-1
268445468	1	0	536821759	false	0	-1
268446049	1	0	536821759	false	0	-1
268446050	1	0	536821759	false	0	-1
268446051	1	0	536821759	false	0	-1
268446052	1	0	536821759	false	0	-1
268446053	1	0	536821759	false	0	-1
268446733	2	0	536821759	false	0	-1
268446734	2	0	536821759	false	0	-1
268446735	2	0	536821759	false	0	-1
268445469	2	0	536821759	false	0	-1
268446054	2	0	536821759	false	0	-1
268446055	2	0	536821759	false	0	-1
268445470	1	0	536821759	false	0	-1
268446056	1	0	536821759	false	0	-1
268446057	1	0	536821759	false	0	-1
268445472	2	0	536821759	false	0	-1
268446058	2	0	536821759	false	0	-1
268446059	2	0	536821759	false	0	-1
268445473	2	0	536821759	false	0	-1
268446060	2	0	536821759	false	0	-1
268446061	2	0	536821759	false	0	-1
268445474	2	0	536821759	false	0	-1
268446062	2	0	536821759	false	0	-1
268446063	2	0	536821759	false	0	-1
268445475	1	0	536821759	false	0	-1
268446064	1	0	536821759	false	0	-1
268446065	1	0	536821759	false	0	-1
268445406	1	0	536821759	false	0	-1
268446066	1	0	536821759	false	0	-1
268446067	1	0	536821759	false	0	-1
268445407	2	0	536821759	false	0	-1
268446068	2	0	536821759	false	0	-1
268446069	2	0	536821759	false	0	-1
268445383	1	0	536821759	false	0	-1
268446070	1	0	536821759	false	0	-1
268446071	1	0	536821759	false	0	-1
268445408	2	0	536821759	false	0	-1
268446072	2	0	536821759	false	0	-1
268446073	2	0	536821759	false	0	-1
268446074	1	0	536821759	false	0	-1
268446075	1	0	536821759	false	0	-1
268446076	1	0	536821759	false	0	-1
268446736	2	0	536821759	false	0	-1
268446737	2	0	536821759	false	0	-1
268446738	2	0	536821759	false	0	-1
268445476	2	0	536821759	false	0	-1
268446077	2	0	536821759	false	0	-1
268446078	2	0	536821759	false	0	-1
268446079	1	0	536821759	false	0	-1
268446080	1	0	536821759	false	0	-1
268446081	1	0	536821759	false	0	-1
268446739	2	0	536821759	false	0	-1
268446740	2	0	536821759	false	0	-1
268446741	2	0	536821759	false	0	-1
268446082	1	0	536821759	false	0	-1
268446083	1	0	536821759	false	0	-1
268446084	1	0	536821759	false	0	-1
268446742	2	0	536821759	false	0	-1
268446743	2	0	536821759	false	0	-1
268446744	2	0	536821759	false	0	-1
268445477	1	0	536821759	false	0	-1
268446085	1	0	536821759	false	0	-1
268446086	1	0	536821759	false	0	-1
268446087	1	0	536821759	false	0	-1
268446088	1	0	536821759	false	0	-1
268446089	1	0	536821759	false	0	-1
268446745	2	0	536821759	false	0	-1
268446746	2	0	536821759	false	0	-1
268446747	2	0	536821759	false	0	-1
268445478	2	0	536821759	false	0	-1
268446090	2	0	536821759	false	0	-1
268446091	2	0	536821759	false	0	-1
268445479	1	0	536821759	false	0	-1
268446092	1	0	536821759	false	0	-1
268446093	1	0	536821759	false	0	-1
268445481	2	0	536821759	false	0	-1
268446094	2	0	536821759	false	0	-1
268446095	2	0	536821759	false	0	-1
268445482	2	0	536821759	false	0	-1
268446096	2	0	536821759	false	0	-1
268446097	2	0	536821759	false	0	-1
268445483	2	0	536821759	false	0	-1
268446098	2	0	536821759	false	0	-1
268446099	2	0	536821759	false	0	-1
268445484	1	0	536821759	false	0	-1
268446100	1	0	536821759	false	0	-1
268446101	1	0	536821759	false	0	-1
268445409	1	0	536821759	false	0	-1
268446102	1	0	536821759	false	0	-1
268446103	1	0	536821759	false	0	-1
268445410	2	0	536821759	false	0	-1
268446104	2	0	536821759	false	0	-1
268446105	2	0	536821759	false	0	-1
268445384	1	0	536821759	false	0	-1
268446106	1	0	536821759	false	0	-1
268446107	1	0	536821759	false	0	-1
268445411	2	0	536821759	false	0	-1
268446108	2	0	536821759	false	0	-1
268446109	2	0	536821759	false	0	-1
268446110	1	0	536821759	false	0	-1
268446111	1	0	536821759	false	0	-1
268446112	1	0	536821759	false	0	-1
268446748	2	0	536821759	false	0	-1
268446749	2	0	536821759	false	0	-1
268446750	2	0	536821759	false	0	-1
268445485	2	0	536821759	false	0	-1
268446113	2	0	536821759	false	0	-1
268446114	2	0	536821759	false	0	-1
268446115	1	0	536821759	false	0	-1
268446116	1	0	536821759	false	0	-1
268446117	1	0	536821759	false	0	-1
268446751	2	0	536821759	false	0	-1
268446752	2	0	536821759	false	0	-1
268446753	2	0	536821759	false	0	-1
268446118	1	0	536821759	false	0	-1
268446119	1	0	536821759	false	0	-1
268446120	1	0	536821759	false	0	-1
268446754	2	0	536821759	false	0	-1
268446755	2	0	536821759	false	0	-1
268446756	2	0	536821759	false	0	-1
