ROWID	_Activate|INTEGER	_CategoryMID|INTEGER	_CategoryOrder|INTEGER	_SubCategoryMID|INTEGER	_SubCategoryOrder|INTEGER	_TitleMID|INTEGER	_SubTitleMID|INTEGER	_TipMID|INTEGER	_JobID|TEXT	_AchieveEvent|INTEGER	_Achieve1Type|INTEGER	_Achieve1Param|INTEGER	_Achieve1Operator|INTEGER	_Achieve2Type|INTEGER	_Achieve2Param|INTEGER	_Achieve2Operator|INTEGER	_Achieve3Type|INTEGER	_Achieve3Param|INTEGER	_Achieve3Operator|INTEGER	_Achieve4Type|INTEGER	_Achieve4Param|INTEGER	_Achieve4Operator|INTEGER	_Achieve5Type|INTEGER	_Achieve5Param|INTEGER	_Achieve5Operator|INTEGER	_AchieveCheckType|BOOLEAN	_CounterParam|INTEGER	_MailID|INTEGER	_GuideImage01|TEXT	_GuideImage02|TEXT	_GuideImage03|TEXT	_GuideImage04|TEXT	_GuideImage05|TEXT	_HelpID|INTEGER
484	1	1000174785	2	1000149993	214	1000175203	1000175296	1000175346	0	13	20	5392	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6402	2_214_BuyJewel.dds	0	0	0	0	138
485	1	1000174785	2	1000097876	215	1000175204	1000175297	1000175347	0	13	20	5394	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6403	2_215_EnchantJewel.dds	0	0	0	0	160
486	1	1000174785	2	2178	216	1000175205	1000175298	1000175348	0	13	20	5396	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6404	2_216_EquipJewel.dds	0	0	0	0	0
487	1	1000174785	2	1000175104	217	1000175206	1000175299	1000175344	0	13	20	5398	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6405	2_212_217_225_ManticoreNest.dds	0	0	0	0	228
488	1	1000174785	2	1000175105	218	1000175207	1000175300	1000175345	0	13	20	5400	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6406	2_213_218_226_SurpentraNest.dds	0	0	0	0	214
489	1	1000174785	2	1000175106	219	1000175208	1000175301	1000175351	0	13	20	5402	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6407	2_219_227_ProfessorKNest.dds	0	0	0	0	212
490	1	1000174785	2	1000175107	220	1000175209	1000175302	1000175352	0	13	20	5404	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6408	2_220_228_ArchbishopNest.dds	0	0	0	0	227
491	1	1000174785	2	1000175108	221	1000175210	1000175303	1000175353	0	13	20	5406	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6409	2_221_229_GigantesNest.dds	0	0	0	0	239
492	1	1000174785	2	1000175109	222	1000175211	1000175304	1000175354	0	13	20	5408	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6410	2_222_230_VolcanoNest.dds	0	0	0	0	207
493	1	1000174785	2	1000175110	223	1000175212	1000175305	1000175355	0	13	20	5410	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6411	2_223_231_GardianNest.dds	0	0	0	0	208
494	1	1000174785	2	1000175111	224	1000175213	1000175306	1000175356	0	13	20	5412	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6412	2_224_232_MistNest.dds	0	0	0	0	209
495	1	1000174785	2	1000175112	225	1000175214	1000175307	1000175344	0	13	20	5414	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6413	2_212_217_225_ManticoreNest.dds	0	0	0	0	228
496	1	1000174785	2	1000175113	226	1000175215	1000175308	1000175345	0	13	20	5416	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6414	2_213_218_226_SurpentraNest.dds	0	0	0	0	214
497	1	1000174785	2	1000175114	227	1000175216	1000175309	1000175351	0	13	20	5418	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6415	2_219_227_ProfessorKNest.dds	0	0	0	0	212
498	1	1000174785	2	1000175115	228	1000175217	1000175310	1000175352	0	13	20	5420	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6416	2_220_228_ArchbishopNest.dds	0	0	0	0	227
499	1	1000174785	2	1000175116	229	1000175218	1000175311	1000175353	0	13	20	5422	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6417	2_221_229_GigantesNest.dds	0	0	0	0	239
500	1	1000174785	2	1000175117	230	1000175219	1000175312	1000175354	0	13	20	5424	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6418	2_222_230_VolcanoNest.dds	0	0	0	0	207
501	1	1000174785	2	1000175118	231	1000175220	1000175313	1000175355	0	13	20	5426	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6419	2_223_231_GardianNest.dds	0	0	0	0	208
502	1	1000174785	2	1000175119	232	1000175221	1000175314	1000175356	0	13	20	5428	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6420	2_224_232_MistNest.dds	0	0	0	0	209
503	1	1000174785	2	10328	233	1000175222	1000155921	1000169686	0	13	20	5430	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6421	nightmare01.dds	nightmare02.dds	0	0	0	265
504	1	1000174785	2	1000054149	234	1000175223	1000175315	1000175365	0	13	20	5432	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6422	2_234_MakeTalisman.dds	0	0	0	0	137
505	1	1000174785	2	1000175120	235	1000175224	1000175316	1000175366	0	13	20	5434	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6423	2_235_ResetTalisman.dds	0	0	0	0	0
506	1	1000174785	2	1000175121	236	1000175225	1000175317	1000175367	0	13	20	5436	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6424	2_236_UpgradeTalisman.dds	0	0	0	0	0
507	1	1000174785	2	1000175122	237	1000175226	1000175318	1000175368	0	13	20	5438	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6425	2_237_EquipTalisman.dds	0	0	0	0	0
508	1	1000174785	2	1000175094	238	1000175227	1000175319	1000175369	0	13	20	5363	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6426	Growup_Graduate.dds	0	0	0	0	0
509	1	1000174786	3	1000151490	301	1000175228	1000151565	1000151960	0	13	20	5440	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6427	2_209_1.dds	2_209_2.dds	0	0	0	0
510	1	1000174786	3	1000151491	302	1000175229	1000151566	1000151961	0	13	20	5442	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6428	2_210_1.dds	0	0	0	0	0
511	1	1000174786	3	1000152309	303	1000175230	1000152317	1000152333	0	13	20	5444	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6429	4_407_1.dds	0	0	0	0	250
512	1	1000174786	3	1000152308	304	1000175231	1000152316	1000152328	0	13	20	5446	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6430	5_501_1.dds	0	0	0	0	195
513	1	1000174786	3	140457	305	1000175232	1000151598	1000152326	0	13	20	5448	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6431	4_406_1.dds	requestboard.dds	0	0	0	203
514	1	1000174786	3	5411	306	1000175233	1000164810	1000164807	1;11;12;23;24;25;26;2;14;15;29;30;31;32;3;17;18;35;36;37;38;4;20;22;41;42;43;44;5;46;47;48;49;50;51;6;54;55;56;57;58;59;7;62;63;64;67;68;69;8;72;73;74;92;93;94;9;77;78;79;95;96;97;75;76;80;81;84;85;82;83;86;87;88;89;90;91;98;99	13	20	5450	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6432	Herolevel_S.dds	0	0	0	0	0
515	1	1000174786	3	5411	306	1000175233	1000164810	1000164808	201;100;101;102;103;104;105	13	20	5450	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6432	Herolevel_L.dds	0	0	0	0	0
516	1	1000174786	3	1000037934	307	1000175234	1000151642	1000152022	0	13	20	5452	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6433	8_801_1.dds	8_801_2.dds	0	0	0	0
517	1	1000174786	3	10385	308	1000175235	1000151636	1000152017	0	13	20	5454	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6434	7_702_1.dds	7_702_2.dds	0	0	0	240
518	1	1000174786	3	10403	309	1000175236	1000175320	1000154567	0	13	20	5456	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6435	5_504b_1.dds	0	0	0	0	0
519	1	1000174786	3	10382	310	1000175237	1000175321	1000151994	0	13	20	5458	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6436	5_503_1.dds	5_503_2.dds	0	0	0	219
520	1	1000174786	3	1000179061	311	1000179063	1000179065	1000179067	0	13	20	5460	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6437	3_Balkov_2.dds	3_Balkov_1.dds	0	0	0	268
521	1	1000174786	3	1000179062	312	1000179064	1000179066	1000179068	0	13	20	5462	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6438	3_Muertos_2.dds	3_Muertos_1.dds	0	0	0	269
522	1	1000174786	3	1000175125	313	1000175240	1000151638	1000175372	0	13	20	5464	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6439	3_313_GreenDragonNest_T.dds	3_313_GreenDragonNest_T_2.dds	0	0	0	218
523	1	1000174786	3	1000175126	314	1000175241	1000175324	1000175373	0	13	20	5466	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6440	3_314_BlackDragonNest_T.dds	3_314_BlackDragonNest_T_2.dds	0	0	0	237
524	1	1000174786	3	1000175127	315	1000175242	1000175325	1000175374	0	13	20	5468	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6441	3_315_ForestDragonNest.dds	3_315_ForestDragonNest_2.dds	0	0	0	197
525	1	1000174786	3	1000107034	316	1000175243	1000151556	1000151931	0	13	20	5470	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6442	2_201_1.dds	2_201_2.dds	0	0	0	0
526	1	1000174786	3	1000175095	317	1000175244	1000175327	1000175375	0	13	20	5364	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6443	Growup_Graduate.dds	0	0	0	0	0
527	1	1000174752	4	1000151777	401	1000175245	1000151901	1000163280	0	4	13	1126301728	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6444	1_105_1.dds	1_105_2.dds	0	0	0	94
528	1	1000174752	4	1000151540	402	1000175246	1000151902	1000163281	0	65	69	2	4	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6445	1_106_1.dds	0	0	0	0	94
529	1	1000174752	4	9234	403	1000175247	1000151658	1000163285	0	5	51	78	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6446	2_213_1.dds	0	0	0	0	94
530	1	1000174752	4	1000151778	404	1000175248	1000151903	1000163998	0	4	13	1073907500	0	13	536879768	0	0	0	0	0	0	0	0	0	0	true	1	6447	1_108_1.dds	1_108_2.dds	0	0	0	0
531	1	1000174752	4	1000151534	405	1000175249	1000151648	1000152024	0	25	13	536880369	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6448	8_807_1.dds	8_807_2.dds	0	0	0	92
532	1	1000174752	4	1000151535	406	1000175250	1000151649	1000152327	0	25	13	1073906428	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6449	8_808_1.dds	0	0	0	0	92
533	1	1000162710	5	1000151497	501	1000175251	1000151582	1000161216	0	25	13	805309085	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6450	5_507_1.dds	5_507_2.dds	0	0	0	147
534	1	1000162710	5	9881	502	1000175252	1000151583	1000164063	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6451	3_311_1.dds	3_311_2.dds	3_311_3.dds	0	0	0
535	1	1000162710	5	1000151498	503	1000175253	1000151584	1000151975	0	98	120	1	4	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6452	3_312_1.dds	3_312_2.dds	0	0	0	0
536	1	1000162710	5	1000151499	504	1000175254	1000151585	1000155922	0	25	13	805308875	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6453	3_313_1.dds	3_313_2.dds	0	0	0	0
538	1	1000162707	6	1213	601	1000175256	1000151558	1000151953	0	12	10	351	0	0	0	0	0	0	0	0	0	0	0	0	0	true	1	6455	2_202_1.dds	2_202_2.dds	0	0	0	108
539	1	1000162707	6	1000081517	602	1000175257	1000151563	1000152757	0	12	10	994	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6456	2_207_1.dds	2_207_2.dds	0	0	0	149
540	1	1000162707	6	1000151488	603	1000175258	1000151560	1000151955	0	100	122	2	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6457	2_204_1.dds	2_204_2.dds	2_204_3.dds	0	0	110
541	1	1000162707	6	1000151489	604	1000175259	1000151561	1000151956	0	100	122	1	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6458	2_205_1.dds	0	0	0	0	110
542	1	1000162707	6	7301	605	1000175260	1000174755	1000151954	0	104	0	0	0	13	268456668	0	0	0	0	0	0	0	0	0	0	false	1	6459	2_203_1.dds	2_203_2.dds	2_203_3.dds	2_203_4.dds	0	109
543	1	1000162707	6	7300	606	1000175261	1000174756	1000152321	0	105	0	0	0	13	268456763	0	0	0	0	0	0	0	0	0	0	false	1	6460	2_206_1.dds	2_206_2.dds	0	0	0	111
544	1	1000162707	6	1000018020	607	1000175262	1000174757	1000152016	0	4	13	268456736	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6461	6_607_Recipe.dds	7_701_2.dds	7_701_3.dds	0	0	0
545	1	1000162709	7	1000026438	701	1000175263	1000151569	1000151939	0	12	10	304	0	10	303	0	10	305	0	10	2655	0	0	0	0	true	1	6462	3_307_1.dds	0	0	0	0	89
546	1	1000162709	7	1000026434	702	1000175264	1000151568	1000152760	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6463	3_306_1.dds	3_306_2.dds	0	0	0	88
547	1	1000162713	8	126040	801	1000175265	1000151632	1000151941	0	64	74	1	4	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6464	6_606_1.dds	0	0	0	0	169
548	1	1000162713	8	1000086321	802	1000175266	1000175328	1000175376	0	12	10	348	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6465	8_802_PVPShop.dds	0	0	0	0	0
549	1	1000151484	9	1000151541	901	1000175267	1000151660	1000168475	0	5	51	24	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6466	FTG.dds	0	0	0	0	0
551	1	1000151484	9	1000147745	903	1000175269	1000151624	1000152009	0	4	13	268483930	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6468	5_521_1.dds	0	0	0	0	0
552	1	1000151484	9	1015903	904	1000175270	1000152421	1000174316	0	2	3	19602	4	3	19609	5	0	0	0	0	0	0	0	0	0	false	1	6469	redlotus_maze.dds	0	0	0	0	243
553	1	1000151484	9	1000120817	905	1000175271	1000151631	1000153773	0	4	13	268476584	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6470	6_605_1.dds	0	0	0	0	184
554	1	1000151484	9	1000151782	906	1000175272	1000151643	1000151944	0	12	10	807	0	10	2668	0	0	0	0	0	0	0	0	0	0	true	1	6471	8_802_1.dds	0	0	0	0	0
555	1	1000151484	9	1000137633	907	1000175273	1000151645	1000151946	0	12	10	998	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	6472	8_804_1.dds	0	0	0	0	0
556	1	1000151484	9	1000151532	908	1000175274	1000151646	1000151947	0	12	10	2162	0	10	2693	0	0	0	0	0	0	0	0	0	0	true	1	6473	8_805_1.dds	0	0	0	0	0
557	1	1000151484	9	1000151492	909	1000175275	1000151570	1000151934	0	12	10	991	0	10	2673	0	0	0	0	0	0	0	0	0	0	true	1	6474	7_708_1.dds	0	0	0	0	0
558	1	1000151484	9	1000151779	910	1000175276	1000151904	1000152335	0	5	13	805307758	0	13	872415282	0	13	1107339264	0	13	1073742455	0	0	0	0	true	1	6475	8_817_1.dds	0	0	0	0	0
