ROWID	_EnchantID|INTEGER	_EnchantLevel|INTEGER	_EnchantRatio|FLOAT	_BreakRatio|FLOAT	_MinDown|INTEGER	_MaxDown|INTEGER	_NeedItemID1|INTEGER	_NeedItemCount1|INTEGER	_NeedItemID2|INTEGER	_NeedItemCount2|INTEGER	_NeedItemID3|INTEGER	_NeedItemCount3|INTEGER	_NeedItemID4|INTEGER	_NeedItemCount4|INTEGER	_NeedItemID5|INTEGER	_NeedItemCount5|INTEGER	_NeedCoin|INTEGER	_State1|INTEGER	_State1Value|TEXT	_State2|INTEGER	_State2Value|TEXT	_State3|INTEGER	_State3Value|TEXT	_State4|INTEGER	_State4Value|TEXT	_State5|INTEGER	_State5Value|TEXT	_State6|INTEGER	_State6Value|TEXT	_State7|INTEGER	_State7Value|TEXT	_State8|INTEGER	_State8Value|TEXT	_State9|INTEGER	_State9Value|TEXT	_State10|INTEGER	_State10Value|TEXT	_FailResultDropItemTableID|INTEGER	_PotentialID|INTEGER	_PotentialRatio|FLOAT	_ActionChangeValue|INTEGER	_ProtectItemCount|INTEGER	_ShieldItemCount|INTEGER	_BreakProtectItemCount|INTEGER	_DisjointDrop|INTEGER	_RandFunction|INTEGER	_NeedPoint|INTEGER	_NeedPointCount|INTEGER	_GearScore|INTEGER	_ProtectType|INTEGER	_Msg|BOOLEAN	_Skill_ApplyType|INTEGER	_SkillID|INTEGER	_SkillLevel|INTEGER
54707	847258166	11	0.25	0.0	0	0	0	1	0	0	0	0	0	0	0	0	1	4	76	5	103	6	65	7	88	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	1	0.005	1	1	0	0	0	0	0	0	0	0	false	0	0	0
54708	847258166	12	0.2	0.0	0	0	0	1	0	0	0	0	0	0	0	0	1	4	89	5	120	6	76	7	103	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	1	0.005	1	1	0	0	0	0	0	0	0	0	false	0	0	0
54709	847258037	1	1.0	0.0	0	0	0	0	0	1	0	1	0	0	0	0	55485	4	34.2498971957359	5	34.2498971957359	6	34.2498971957359	7	34.2498971957359	1	12.2468081919848	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	false	0	0	0
54710	847258037	2	1.0	0.0	0	0	0	0	0	1	0	1	0	0	0	0	69417	4	68.4997943914718	5	68.4997943914718	6	68.4997943914718	7	68.4997943914718	1	24.4936163839697	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	false	0	0	0
54711	847258037	3	1.0	0.0	0	0	0	0	0	1	0	1	0	0	0	0	83268	4	102.749691587208	5	102.749691587208	6	102.749691587208	7	102.749691587208	1	36.7404245759545	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	false	0	0	0
54712	847258037	4	1.0	0.0	0	0	0	0	0	1	0	1	0	0	0	0	97200	4	136.999588782944	5	136.999588782944	6	136.999588782944	7	136.999588782944	1	48.9872327679394	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	false	0	0	0
54713	847258037	5	1.0	0.0	0	0	0	0	0	1	0	2	0	0	0	0	111051	4	308.249074761623	5	308.249074761623	6	308.249074761623	7	308.249074761623	1	110.221273727864	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	false	0	0	0
54714	847258037	6	1.0	0.0	0	0	0	0	0	1	0	2	0	0	0	0	124983	4	342.498971957359	5	342.498971957359	6	342.498971957359	7	342.498971957359	1	122.468081919848	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	false	0	0	0
54715	847258037	7	0.7	0.0	0	0	0	0	0	2	0	2	0	0	0	0	138834	4	376.748869153095	5	376.748869153095	6	376.748869153095	7	376.748869153095	1	134.714890111833	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	5	0	0	0	0	0	0	0	0	false	0	0	0
54716	847258037	8	0.7	0.0	0	0	0	1	0	2	0	2	0	0	0	0	152766	4	410.998766348831	5	410.998766348831	6	410.998766348831	7	410.998766348831	1	146.961698303818	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	5	0	0	0	0	0	0	0	0	false	0	0	0
54717	847258037	9	0.7	0.0	0	0	0	1	0	3	0	3	0	0	0	0	166617	4	445.248663544567	5	445.248663544567	6	445.248663544567	7	445.248663544567	1	159.208506495803	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	5	0	0	0	0	0	0	0	0	false	0	0	0
54718	847258037	10	0.7	0.0	0	0	0	2	0	3	0	3	0	0	0	0	277749	4	616.498149523246	5	616.498149523246	6	616.498149523246	7	616.498149523246	1	220.442547455727	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	5	0	0	0	0	0	0	0	0	false	0	0	0
54719	847258037	11	0.5	0.0	0	0	0	2	0	3	0	9	0	7	0	0	298881	4	650.748046718982	5	650.748046718982	6	650.748046718982	7	650.748046718982	1	232.689355647712	29	3	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	30	0	0	0	0	0	0	0	0	false	0	0	0
54720	847258037	12	0.5	0.0	0	0	0	3	0	3	0	14	0	11	0	0	313352	4	924.747224284869	5	924.747224284869	6	924.747224284869	7	924.747224284869	1	355.157437567561	29	6	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	30	0	0	0	0	0	0	0	0	false	0	0	0
54721	847258037	13	0.3	0.0	0	0	0	3	0	4	0	20	0	13	0	5	344687	4	958.997121480605	5	958.997121480605	6	958.997121480605	7	958.997121480605	1	367.404245759545	29	9	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	50	0	0	0	0	0	0	0	0	false	0	0	0
54722	847258037	14	0.3	0.0	0	0	0	5	0	4	0	24	0	16	0	9	379156	4	1232.99629904649	5	1232.99629904649	6	1232.99629904649	7	1232.99629904649	1	489.872327679394	29	12	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	50	0	0	0	0	0	0	0	0	false	0	0	0
54723	847258037	15	0.3	0.0	0	0	0	5	0	4	0	18	0	12	0	15	2127065	4	1506.99547661238	5	1506.99547661238	6	1506.99547661238	7	1506.99547661238	1	612.340409599242	29	25	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	100	0	0	0	0	0	0	0	0	false	0	0	0
54724	847258038	1	1.0	0.0	0	0	0	0	0	1	0	1	0	0	0	0	55485	4	34.2498971957359	5	34.2498971957359	6	34.2498971957359	7	34.2498971957359	2	12.2468081919848	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	false	0	0	0
54725	847258038	2	1.0	0.0	0	0	0	0	0	1	0	1	0	0	0	0	69417	4	68.4997943914718	5	68.4997943914718	6	68.4997943914718	7	68.4997943914718	2	24.4936163839697	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	false	0	0	0
54726	847258038	3	1.0	0.0	0	0	0	0	0	1	0	1	0	0	0	0	83268	4	102.749691587208	5	102.749691587208	6	102.749691587208	7	102.749691587208	2	36.7404245759545	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	false	0	0	0
54727	847258038	4	1.0	0.0	0	0	0	0	0	1	0	1	0	0	0	0	97200	4	136.999588782944	5	136.999588782944	6	136.999588782944	7	136.999588782944	2	48.9872327679394	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	false	0	0	0
54728	847258038	5	1.0	0.0	0	0	0	0	0	1	0	2	0	0	0	0	111051	4	308.249074761623	5	308.249074761623	6	308.249074761623	7	308.249074761623	2	110.221273727864	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	false	0	0	0
54729	847258038	6	1.0	0.0	0	0	0	0	0	1	0	2	0	0	0	0	124983	4	342.498971957359	5	342.498971957359	6	342.498971957359	7	342.498971957359	2	122.468081919848	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	false	0	0	0
54730	847258038	7	0.7	0.0	0	0	0	0	0	2	0	2	0	0	0	0	138834	4	376.748869153095	5	376.748869153095	6	376.748869153095	7	376.748869153095	2	134.714890111833	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	5	0	0	0	0	0	0	0	0	false	0	0	0
54731	847258038	8	0.7	0.0	0	0	0	1	0	2	0	2	0	0	0	0	152766	4	410.998766348831	5	410.998766348831	6	410.998766348831	7	410.998766348831	2	146.961698303818	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	5	0	0	0	0	0	0	0	0	false	0	0	0
54732	847258038	9	0.7	0.0	0	0	0	1	0	3	0	3	0	0	0	0	166617	4	445.248663544567	5	445.248663544567	6	445.248663544567	7	445.248663544567	2	159.208506495803	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	5	0	0	0	0	0	0	0	0	false	0	0	0
54733	847258038	10	0.7	0.0	0	0	0	2	0	3	0	3	0	0	0	0	277749	4	616.498149523246	5	616.498149523246	6	616.498149523246	7	616.498149523246	2	220.442547455727	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	5	0	0	0	0	0	0	0	0	false	0	0	0
54734	847258038	11	0.5	0.0	0	0	0	2	0	3	0	9	0	7	0	0	298881	4	650.748046718982	5	650.748046718982	6	650.748046718982	7	650.748046718982	2	232.689355647712	29	3	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	30	0	0	0	0	0	0	0	0	false	0	0	0
54735	847258038	12	0.5	0.0	0	0	0	3	0	3	0	14	0	11	0	0	313352	4	924.747224284869	5	924.747224284869	6	924.747224284869	7	924.747224284869	2	355.157437567561	29	6	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	30	0	0	0	0	0	0	0	0	false	0	0	0
54736	847258038	13	0.3	0.0	0	0	0	3	0	4	0	20	0	13	0	5	344687	4	958.997121480605	5	958.997121480605	6	958.997121480605	7	958.997121480605	2	367.404245759545	29	9	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	50	0	0	0	0	0	0	0	0	false	0	0	0
54737	847258038	14	0.3	0.0	0	0	0	5	0	4	0	24	0	16	0	9	379156	4	1232.99629904649	5	1232.99629904649	6	1232.99629904649	7	1232.99629904649	2	489.872327679394	29	12	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	50	0	0	0	0	0	0	0	0	false	0	0	0
54738	847258038	15	0.3	0.0	0	0	0	5	0	4	0	18	0	12	0	15	2127065	4	1506.99547661238	5	1506.99547661238	6	1506.99547661238	7	1506.99547661238	2	612.340409599242	29	25	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	100	0	0	0	0	0	0	0	0	false	0	0	0
54739	847258039	1	1.0	0.0	0	0	0	0	0	1	0	1	0	0	0	0	55485	4	34.2498971957359	5	34.2498971957359	6	34.2498971957359	7	34.2498971957359	1	12.2468081919848	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	false	0	0	0
54740	847258039	2	1.0	0.0	0	0	0	0	0	1	0	1	0	0	0	0	69417	4	68.4997943914718	5	68.4997943914718	6	68.4997943914718	7	68.4997943914718	1	24.4936163839697	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	false	0	0	0
54741	847258039	3	1.0	0.0	0	0	0	0	0	1	0	1	0	0	0	0	83268	4	102.749691587208	5	102.749691587208	6	102.749691587208	7	102.749691587208	1	36.7404245759545	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	false	0	0	0
54742	847258039	4	1.0	0.0	0	0	0	0	0	1	0	1	0	0	0	0	97200	4	136.999588782944	5	136.999588782944	6	136.999588782944	7	136.999588782944	1	48.9872327679394	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	false	0	0	0
54743	847258039	5	1.0	0.0	0	0	0	0	0	1	0	2	0	0	0	0	111051	4	308.249074761623	5	308.249074761623	6	308.249074761623	7	308.249074761623	1	110.221273727864	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	false	0	0	0
54744	847258039	6	1.0	0.0	0	0	0	0	0	1	0	2	0	0	0	0	124983	4	342.498971957359	5	342.498971957359	6	342.498971957359	7	342.498971957359	1	122.468081919848	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	false	0	0	0
54745	847258039	7	0.7	0.0	0	0	0	0	0	2	0	2	0	0	0	0	138834	4	376.748869153095	5	376.748869153095	6	376.748869153095	7	376.748869153095	1	134.714890111833	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	5	0	0	0	0	0	0	0	0	false	0	0	0
54746	847258039	8	0.7	0.0	0	0	0	1	0	2	0	2	0	0	0	0	152766	4	410.998766348831	5	410.998766348831	6	410.998766348831	7	410.998766348831	1	146.961698303818	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	5	0	0	0	0	0	0	0	0	false	0	0	0
54747	847258039	9	0.7	0.0	0	0	0	1	0	3	0	3	0	0	0	0	166617	4	445.248663544567	5	445.248663544567	6	445.248663544567	7	445.248663544567	1	159.208506495803	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	5	0	0	0	0	0	0	0	0	false	0	0	0
54748	847258039	10	0.7	0.0	0	0	0	2	0	3	0	3	0	0	0	0	277749	4	616.498149523246	5	616.498149523246	6	616.498149523246	7	616.498149523246	1	220.442547455727	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	5	0	0	0	0	0	0	0	0	false	0	0	0
54749	847258039	11	0.5	0.0	0	0	0	2	0	3	0	9	0	7	0	0	298881	4	650.748046718982	5	650.748046718982	6	650.748046718982	7	650.748046718982	1	232.689355647712	29	3	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	30	0	0	0	0	0	0	0	0	false	0	0	0
54750	847258039	12	0.5	0.0	0	0	0	3	0	3	0	14	0	11	0	0	313352	4	924.747224284869	5	924.747224284869	6	924.747224284869	7	924.747224284869	1	355.157437567561	29	6	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	30	0	0	0	0	0	0	0	0	false	0	0	0
54751	847258039	13	0.3	0.0	0	0	0	3	0	4	0	20	0	13	0	5	344687	4	958.997121480605	5	958.997121480605	6	958.997121480605	7	958.997121480605	1	367.404245759545	29	9	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	50	0	0	0	0	0	0	0	0	false	0	0	0
54752	847258039	14	0.3	0.0	0	0	0	5	0	4	0	24	0	16	0	9	379156	4	1232.99629904649	5	1232.99629904649	6	1232.99629904649	7	1232.99629904649	1	489.872327679394	29	12	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	50	0	0	0	0	0	0	0	0	false	0	0	0
54753	847258039	15	0.3	0.0	0	0	0	5	0	4	0	18	0	12	0	15	2127065	4	1506.99547661238	5	1506.99547661238	6	1506.99547661238	7	1506.99547661238	1	612.340409599242	29	25	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	100	0	0	0	0	0	0	0	0	false	0	0	0
54754	847258040	1	1.0	0.0	0	0	0	0	0	1	0	1	0	0	0	0	55485	4	34.2498971957359	5	34.2498971957359	6	34.2498971957359	7	34.2498971957359	0	12.2468081919848	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	false	0	0	0
54755	847258040	2	1.0	0.0	0	0	0	0	0	1	0	1	0	0	0	0	69417	4	68.4997943914718	5	68.4997943914718	6	68.4997943914718	7	68.4997943914718	0	24.4936163839697	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	false	0	0	0
54756	847258040	3	1.0	0.0	0	0	0	0	0	1	0	1	0	0	0	0	83268	4	102.749691587208	5	102.749691587208	6	102.749691587208	7	102.749691587208	0	36.7404245759545	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	false	0	0	0
54757	847258040	4	1.0	0.0	0	0	0	0	0	1	0	1	0	0	0	0	97200	4	136.999588782944	5	136.999588782944	6	136.999588782944	7	136.999588782944	0	48.9872327679394	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	false	0	0	0
54758	847258040	5	1.0	0.0	0	0	0	0	0	1	0	2	0	0	0	0	111051	4	308.249074761623	5	308.249074761623	6	308.249074761623	7	308.249074761623	0	110.221273727864	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	false	0	0	0
54759	847258040	6	1.0	0.0	0	0	0	0	0	1	0	2	0	0	0	0	124983	4	342.498971957359	5	342.498971957359	6	342.498971957359	7	342.498971957359	0	122.468081919848	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	false	0	0	0
54760	847258040	7	0.7	0.0	0	0	0	0	0	2	0	2	0	0	0	0	138834	4	376.748869153095	5	376.748869153095	6	376.748869153095	7	376.748869153095	0	134.714890111833	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	5	0	0	0	0	0	0	0	0	false	0	0	0
54761	847258040	8	0.7	0.0	0	0	0	1	0	2	0	2	0	0	0	0	152766	4	410.998766348831	5	410.998766348831	6	410.998766348831	7	410.998766348831	0	146.961698303818	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	5	0	0	0	0	0	0	0	0	false	0	0	0
54762	847258040	9	0.7	0.0	0	0	0	1	0	3	0	3	0	0	0	0	166617	4	445.248663544567	5	445.248663544567	6	445.248663544567	7	445.248663544567	0	159.208506495803	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	5	0	0	0	0	0	0	0	0	false	0	0	0
54763	847258040	10	0.7	0.0	0	0	0	2	0	3	0	3	0	0	0	0	277749	4	616.498149523246	5	616.498149523246	6	616.498149523246	7	616.498149523246	0	220.442547455727	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	5	0	0	0	0	0	0	0	0	false	0	0	0
54764	847258040	11	0.5	0.0	0	0	0	2	0	3	0	9	0	7	0	0	298881	4	650.748046718982	5	650.748046718982	6	650.748046718982	7	650.748046718982	0	232.689355647712	29	3	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	30	0	0	0	0	0	0	0	0	false	0	0	0
54765	847258040	12	0.5	0.0	0	0	0	3	0	3	0	14	0	11	0	0	313352	4	924.747224284869	5	924.747224284869	6	924.747224284869	7	924.747224284869	0	355.157437567561	29	6	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	30	0	0	0	0	0	0	0	0	false	0	0	0
54766	847258040	13	0.3	0.0	0	0	0	3	0	4	0	20	0	13	0	5	344687	4	958.997121480605	5	958.997121480605	6	958.997121480605	7	958.997121480605	0	367.404245759545	29	9	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	50	0	0	0	0	0	0	0	0	false	0	0	0
54767	847258040	14	0.3	0.0	0	0	0	5	0	4	0	24	0	16	0	9	379156	4	1232.99629904649	5	1232.99629904649	6	1232.99629904649	7	1232.99629904649	0	489.872327679394	29	12	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	50	0	0	0	0	0	0	0	0	false	0	0	0
54768	847258040	15	0.3	0.0	0	0	0	5	0	4	0	18	0	12	0	15	2127065	4	1506.99547661238	5	1506.99547661238	6	1506.99547661238	7	1506.99547661238	0	612.340409599242	29	25	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	100	0	0	0	0	0	0	0	0	false	0	0	0
54769	847258041	1	1.0	0.0	0	0	0	0	0	1	0	1	0	0	0	0	55485	4	34.2498971957359	5	34.2498971957359	6	34.2498971957359	7	34.2498971957359	12	138.888888888889	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	false	0	0	0
54770	847258041	2	1.0	0.0	0	0	0	0	0	1	0	1	0	0	0	0	69417	4	68.4997943914718	5	68.4997943914718	6	68.4997943914718	7	68.4997943914718	12	277.777777777778	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	false	0	0	0
54771	847258041	3	1.0	0.0	0	0	0	0	0	1	0	1	0	0	0	0	83268	4	102.749691587208	5	102.749691587208	6	102.749691587208	7	102.749691587208	12	416.666666666667	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	false	0	0	0
54772	847258041	4	1.0	0.0	0	0	0	0	0	1	0	1	0	0	0	0	97200	4	136.999588782944	5	136.999588782944	6	136.999588782944	7	136.999588782944	12	555.555555555556	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	false	0	0	0
54773	847258041	5	1.0	0.0	0	0	0	0	0	1	0	2	0	0	0	0	111051	4	308.249074761623	5	308.249074761623	6	308.249074761623	7	308.249074761623	12	1250	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	false	0	0	0
54774	847258041	6	1.0	0.0	0	0	0	0	0	1	0	2	0	0	0	0	124983	4	342.498971957359	5	342.498971957359	6	342.498971957359	7	342.498971957359	12	1388.88888888889	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	0	0	0	0	0	0	0	0	0	false	0	0	0
54775	847258041	7	0.7	0.0	0	0	0	0	0	2	0	2	0	0	0	0	138834	4	376.748869153095	5	376.748869153095	6	376.748869153095	7	376.748869153095	12	1527.77777777778	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	5	0	0	0	0	0	0	0	0	false	0	0	0
54776	847258041	8	0.7	0.0	0	0	0	1	0	2	0	2	0	0	0	0	152766	4	410.998766348831	5	410.998766348831	6	410.998766348831	7	410.998766348831	12	1666.66666666667	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	5	0	0	0	0	0	0	0	0	false	0	0	0
54777	847258041	9	0.7	0.0	0	0	0	1	0	3	0	3	0	0	0	0	166617	4	445.248663544567	5	445.248663544567	6	445.248663544567	7	445.248663544567	12	1805.55555555556	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	5	0	0	0	0	0	0	0	0	false	0	0	0
54778	847258041	10	0.7	0.0	0	0	0	2	0	3	0	3	0	0	0	0	277749	4	616.498149523246	5	616.498149523246	6	616.498149523246	7	616.498149523246	12	2500	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	5	0	0	0	0	0	0	0	0	false	0	0	0
54779	847258041	11	0.5	0.0	0	0	0	2	0	3	0	9	0	7	0	0	298881	4	650.748046718982	5	650.748046718982	6	650.748046718982	7	650.748046718982	12	2638.88888888889	29	3	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	30	0	0	0	0	0	0	0	0	false	0	0	0
54780	847258041	12	0.5	0.0	0	0	0	3	0	3	0	14	0	11	0	0	313352	4	924.747224284869	5	924.747224284869	6	924.747224284869	7	924.747224284869	12	2916.66666666667	29	6	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	30	0	0	0	0	0	0	0	0	false	0	0	0
54781	847258041	13	0.3	0.0	0	0	0	3	0	4	0	20	0	13	0	5	344687	4	958.997121480605	5	958.997121480605	6	958.997121480605	7	958.997121480605	12	3055.55555555556	29	9	-1	0	-1	0	-1	0	-1	0	0	0	0.0	1	50	0	0	0	0	0	0	0	0	false	0	0	0
