ROWID	_SN|INTEGER	_Category|INTEGER	_SubCategory|INTEGER	_NameID|INTEGER	_DescriptionID|INTEGER	_ItemID01|INTEGER	_ItemID02|INTEGER	_ItemID03|INTEGER	_ItemID04|INTEGER	_ItemID05|INTEGER	_LinkSN01|INTEGER	_LinkSN02|INTEGER	_LinkSN03|INTEGER	_LinkSN04|INTEGER	_LinkSN05|INTEGER	_Period|INTEGER	_VIPSell|BOOLEAN	_VIPLevel|INTEGER	_Pay|BOOLEAN	_PaySale|INTEGER	_Price|INTEGER	_Count|INTEGER	_Priority|INTEGER	_OnSale|BOOLEAN	_State|INTEGER	_Limit|BOOLEAN	_ReserveGive|BOOLEAN	_Reserve|INTEGER	_validity|TEXT	_ReserveAble|BOOLEAN	_PresentAble|BOOLEAN	_ItemSort|INTEGER	_PriceFix|INTEGER	_CartAble|BOOLEAN	_KeyLinkSN|INTEGER	_OnSaleREAL|BOOLEAN	_SNDACash|BOOLEAN	_3rdCash|BOOLEAN	_VIPPoint|INTEGER	_SNJPN|TEXT	_SyncDate|TEXT	_OverlapBuy|INTEGER	_NoRefund|BOOLEAN	_CreditAble|BOOLEAN	_CreditAbleLV|INTEGER	_UseCoupon|BOOLEAN	_ShowBanner|INTEGER	_CashAble|BOOLEAN	_SeedAble|BOOLEAN	_Seed|INTEGER	_SeedGive|BOOLEAN	_StateDuplicate|TEXT	_IsHiddenCashShop|BOOLEAN	_PeriodType|INTEGER	_buylevel|INTEGER	_DolisPackageAble|BOOLEAN	_TooltipCharmNum|TEXT
1090000030	1090000030	0	0	1000039718	1000039918	536871165	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000031	1090000031	0	0	1000039719	1000039918	536871166	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000032	1090000032	0	0	1000039720	1000039918	536871167	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000033	1090000033	0	0	1000039721	1000039918	536871168	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000034	1090000034	0	0	1000039722	1000039918	536871169	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000035	1090000035	0	0	1000039723	1000039918	536871170	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000036	1090000036	0	0	1000039724	1000039918	536871171	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000037	1090000037	0	0	1000039725	1000039918	536871172	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000038	1090000038	0	0	1000039726	1000039918	536871173	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000039	1090000039	0	0	1000039727	1000039918	536871174	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000040	1090000040	0	0	1000039728	1000039918	536871175	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000041	1090000041	0	0	1000039729	1000039918	536871176	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000042	1090000042	0	0	1000039729	1000039918	536871177	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000043	1090000043	0	0	1000039729	1000039918	536871178	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000044	1090000044	0	0	1000039730	1000039918	536871179	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000045	1090000045	0	0	1000039731	1000039919	536871180	0	0	0	0	0	0	0	0	0	-1	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	0	0	false	
1090000046	1090000046	0	0	1000039731	1000039919	536871181	0	0	0	0	0	0	0	0	0	-1	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	0	0	false	
1090000047	1090000047	0	0	1000039731	1000039919	536871182	0	0	0	0	0	0	0	0	0	-1	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	0	0	false	
1090000048	1090000048	0	0	1000039731	1000039919	536871183	0	0	0	0	0	0	0	0	0	-1	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	0	0	false	
1090000049	1090000049	0	0	1000039731	1000039919	536871184	0	0	0	0	0	0	0	0	0	-1	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	0	0	false	
1090000050	1090000050	0	0	1000039731	1000039914	536871194	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000051	1090000051	0	0	1000039731	1000039914	536871195	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000052	1090000052	0	0	1000039731	1000039914	536871196	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000053	1090000053	0	0	1000039731	1000039914	536871197	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000054	1090000054	0	0	1000039731	1000039914	536871198	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000055	1090000055	0	0	1000039265	1000039920	536871199	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000056	1090000056	0	0	1000039266	1000039921	536871200	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000057	1090000057	0	0	1000039732	1000039922	536871201	0	0	0	0	0	0	0	0	0	-1	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	1	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	0	0	false	
1090000058	1090000058	0	0	1000039733	1000039923	536871202	0	0	0	0	0	0	0	0	0	-1	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	1	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	0	0	false	
1090000059	1090000059	0	0	1000039734	1000039924	536871203	0	0	0	0	0	0	0	0	0	-1	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	1	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	0	0	false	
1090000060	1090000060	0	0	1000039735	1000039925	536871204	0	0	0	0	0	0	0	0	0	-1	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	1	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	0	0	false	
1090000061	1090000061	0	0	1000039736	1000039926	536871205	0	0	0	0	0	0	0	0	0	-1	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	1	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	0	0	false	
1090000062	1090000062	0	0	1000039653	1000039655	536871206	0	0	0	0	0	0	0	0	0	-1	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	1	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	0	0	false	
1090000063	1090000063	0	0	1000039654	1000039656	536871207	0	0	0	0	0	0	0	0	0	-1	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	1	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	0	0	false	
1090000064	1090000064	0	0	1000048784	1000039918	536871662	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000065	1090000065	0	0	1000048785	1000039918	536871663	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000066	1090000066	0	0	1000048786	1000039918	536871664	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000067	1090000067	0	0	1000048787	1000039918	536871665	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000068	1090000068	0	0	1000048788	1000039918	536871666	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000069	1090000069	0	0	1000039731	1000039914	536871668	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000074	1090000074	0	0	1000061712	1000039918	536871659	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000075	1090000075	0	0	1000061713	1000039918	536871660	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000076	1090000076	0	0	1000061714	1000039918	536871661	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000077	1090000077	0	0	1000061715	1000039918	536872769	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000078	1090000078	0	0	1000061716	1000039918	536872770	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000079	1090000079	0	0	1000061717	1000039918	536872771	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000080	1090000080	0	0	1000061718	1000039918	536872772	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000081	1090000081	0	0	1000061719	1000039918	536872773	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000082	1090000082	0	0	1000039731	1000039919	536872774	0	0	0	0	0	0	0	0	0	-1	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	0	0	false	
1090000083	1090000083	0	0	1000039731	1000039914	536872775	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000084	1090000084	0	0	1000061720	1000039918	536872767	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000085	1090000085	0	0	1000061721	1000039918	536872768	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000086	1090000086	0	0	1000068291	1000039918	536873856	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000087	1090000087	0	0	1000069027	1000069029	536873866	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000088	1090000088	0	0	1000069028	1000069030	536873867	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000089	1090000089	0	0	1000079751	1000069029	536875287	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000090	1090000090	0	0	1000079752	1000069030	536875304	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000093	1090000093	0	0	1000092392	1000039918	536875944	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000094	1090000094	0	0	1000092393	1000039918	536875945	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000095	1090000095	0	0	1000092394	1000039918	536875939	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000096	1090000096	0	0	1000092395	1000039918	536875940	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000097	1090000097	0	0	1000092396	1000039918	536875941	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000098	1090000098	0	0	1000092397	1000039918	536875942	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000099	1090000099	0	0	1000092398	1000039918	536875943	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000100	1090000100	0	0	1000039731	1000039914	536875947	0	0	0	0	0	0	0	0	0	30	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
1090000101	1090000101	0	0	1000106897	1000106902	536875897	0	0	0	0	0	0	0	0	0	7	false	0	false	0	0	1	0	false	0	false	false	0	0	false	false	0	0	false	0	false	true	true	0		2011-12-09	0	false	false	0	false	0	true	false	0	false		false	3	0	false	
