ROWID	_NameID|INTEGER	_NameIDParam|TEXT	_Level|INTEGER	_HP|INTEGER	_HPUI|INTEGER	_StrPMin|INTEGER	_StrPMax|INTEGER	_AttackUI|INTEGER	_StrMMin|INTEGER	_StrMMax|INTEGER	_DefP|INTEGER	_DefM|INTEGER	_Stiff|INTEGER	_Critical|INTEGER	_Stun|INTEGER	_StiffResistance|INTEGER	_CriticalResistance|INTEGER	_StunResistance|INTEGER	_Element_Str_Type|INTEGER	_Element_Str|FLOAT	_Fire_Def|FLOAT	_Ice_Def|FLOAT	_Light_Def|FLOAT	_Dark_Def|FLOAT	_DeadExperience|INTEGER	_CompleteExperience|INTEGER	_DeadDurability|INTEGER	_MoveSpeed|INTEGER	_DownDelay|FLOAT	_ActorTableID|INTEGER	_SizeMin|FLOAT	_SizeMax|FLOAT	_CustomAI|TEXT	_Weapon1Index|INTEGER	_Weapon2Index|INTEGER	_ThreatRange|INTEGER	_ThreatAggro|INTEGER	_CognizanceGentleRange|INTEGER	_CognizanceThreatRange|INTEGER	_RefreshTargetType|INTEGER	_RefreshTargetValue1|DOUBLE	_RefreshTargetValue2|DOUBLE	_SkillTable|INTEGER	_MonsterPartsIndex1|INTEGER	_MonsterPartsIndex2|INTEGER	_MonsterPartsIndex3|INTEGER	_MonsterPartsIndex4|INTEGER	_MonsterPartsIndex5|INTEGER	_SuperAmmor|INTEGER	_ImmunedStateBlow|TEXT	_ImmunePercent|TEXT	_DecreaseAggro|FLOAT	_RangeAttackAdditionalAggro|FLOAT	_StunStateAdditionalAggro|FLOAT	_DownStateAdditionalAggro|FLOAT	_CantMoveStateAdditionalAggro|FLOAT	_SleepStateAdditionalAggro|FLOAT	_UnderHPStateAdditionalAggro|FLOAT	_AllowSEDiffuseVariation|INTEGER	_Grade|INTEGER	_AllowEffectIndex|INTEGER	_UseGaugeBalloon|BOOLEAN	_ItemDropGroupID|INTEGER	_MonsterRaceID|INTEGER	_MonsterGrade|INTEGER	_SlowEffectByDeath|BOOLEAN	_EffectScale|BOOLEAN	_BossKillCheck|BOOLEAN	_ImmuneReduceTime|TEXT	_EffectByStart|TEXT	_EffectByEnd|TEXT	_StateResist|BOOLEAN	_AllowEffectIndex_New|TEXT	_NoSpin|BOOLEAN	_ShowGauge|BOOLEAN	_OffSetID|INTEGER	_HPBarOrder|INTEGER	_ItemDropType|INTEGER	_ItemDropIntervalTime|TEXT	_LimboConstantFlag|INTEGER	_NewBalanceFlagException|INTEGER
11	1000000194		25	777	0	104	127	0	104	127	1328	1991	239	295	442	239	738	369	-1	0.0	-0.15	0.3	-0.3	0.5	0	0	0	0	0.34	10103	0.95	1.0	AiGhoul_Blue_Normal.lua	21	0	1400	5	1400	3000	0	0.0	0.0	8	0	0	0	0	0	100	45	100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	51	1	false	true	false	100			false	0	false	true	0	0	0	0	0	0
12	1000000195		25	914	0	143	175	0	143	175	1328	1328	239	295	442	239	738	369	-1	0.0	-0.15	0.15	0.3	0.3	0	0	0	0	0.34	10104	0.95	1.0	AiGhoul_Gray_Normal.lua	21	0	1400	5	1400	3000	0	0.0	0.0	8	0	0	0	0	0	100	45	100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	53	1	false	true	false	100			false	0	false	true	0	0	0	0	0	0
13	1000000021		25	777	0	127	156	0	127	156	996	996	239	295	442	239	738	369	-1	0.0	-0.15	0.0	-0.3	0.5	0	0	0	0	0.34	10105	0.95	1.0	AiGhoul_Red_Normal.lua	21	0	1400	5	1400	3000	0	0.0	0.0	8	0	0	0	0	0	100	45	100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	52	1	false	true	false	100			false	0	false	true	0	0	0	0	0	0
14	1000000007		25	502	0	73	90	0	73	90	996	996	175	1475	111	112	0	46	-1	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	10201	0.95	1.0	AiKoboldWarrior_Yellow_Normal.lua	3	3	1400	5	1400	3000	0	0.0	0.0	40	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	25	1	false	true	false				false	0	false	true	0	0	0	0	0	0
15	1000000096		25	548	0	83	101	0	83	101	996	996	175	1770	111	112	0	46	-1	0.0	-0.15	0.0	0.0	0.15	0	0	0	0	0.0	10202	0.95	1.0	AiKoboldWarrior_Green_Normal.lua	211	211	1400	5	1400	3000	0	0.0	0.0	40	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	26	1	false	true	false				false	0	false	true	0	0	0	0	0	0
16	1000000098		25	457	0	96	117	0	96	117	1062	1062	175	3540	332	112	0	46	-1	0.0	0.0	0.0	0.0	0.15	0	0	0	0	0.0	10203	0.95	1.0	AiKoboldWarrior_Gray_Normal.lua	213	213	1400	5	1400	3000	0	0.0	0.0	40	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	27	1	false	true	false				false	0	false	true	0	0	0	0	0	0
17	1000000099		25	594	0	91	111	0	91	111	996	996	175	1475	221	112	369	46	-1	0.0	-0.3	0.3	0.0	0.0	0	0	0	0	0.0	10204	0.95	1.0	AiKoboldWarrior_Yellow_Normal.lua	212	212	1400	5	1400	3000	0	0.0	0.0	40	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	28	1	false	true	false				false	0	false	true	0	0	0	0	0	0
18	1000000194		25	667	0	100	123	0	100	123	1195	1195	239	885	111	112	369	46	-1	0.0	0.0	0.0	-0.3	0.3	0	0	0	0	0.0	10205	0.95	1.0	AiKoboldWarrior_Black_Normal.lua	214	214	1400	5	1400	3000	0	0.0	0.0	40	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	29	1	false	true	false				false	0	false	true	0	0	0	0	0	0
19	1000000010		25	594	0	100	123	0	100	123	1035	1035	239	1770	111	112	0	46	-1	0.0	0.6	-0.3	0.0	0.0	0	0	0	0	0.0	10206	0.95	1.0	AiKoboldWarrior_Red_Normal.lua	210	210	1400	5	1400	3000	0	0.0	0.0	40	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	30	1	false	true	false				false	0	false	true	0	0	0	0	0	0
20	1000000011		25	502	0	49	60	0	49	60	996	996	239	885	221	112	0	92	-1	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	10301	0.95	1.0	AiGoblin_Green_Normal.lua	3	0	1400	5	1400	3000	0	0.0	0.0	1	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	19	1	false	true	false				false	0	false	true	0	0	0	0	0	0
21	1000000012		25	457	0	61	74	0	61	74	996	996	239	2950	442	112	0	92	-1	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	10302	0.95	1.0	AiGoblin_Blue_Normal.lua	68	0	1400	5	1400	3000	0	0.0	0.0	1	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	20	1	false	true	false				false	0	false	true	0	0	0	0	0	0
22	1000000013		25	548	0	56	68	0	56	68	996	1195	239	885	221	112	0	92	-1	0.0	-0.3	0.3	0.0	0.0	0	0	0	0	0.0	10303	0.95	1.0	AiGoblin_White_Normal.lua	69	0	1400	5	1400	3000	0	0.0	0.0	1	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	21	1	false	true	false				false	0	false	true	0	0	0	0	0	0
23	1000000101		25	594	0	76	93	0	76	93	1328	1328	271	1180	221	143	1475	92	-1	0.0	0.0	0.0	-0.3	0.3	0	0	0	0	0.0	10304	0.95	1.0	AiGoblin_Black_Normal.lua	70	119	1400	5	1400	3000	0	0.0	0.0	1	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	22	1	false	true	false				false	0	false	true	0	0	0	0	0	0
24	1000000014		25	594	0	76	93	0	76	93	996	996	239	2950	221	127	0	92	-1	0.0	0.3	-0.3	0.0	0.0	0	0	0	0	0.0	10305	0.95	1.0	AiGoblin_Red_Normal.lua	71	0	1400	5	1400	3000	0	0.0	0.0	1	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	23	1	false	true	false				false	0	false	true	0	0	0	0	0	0
25	1000000196		25	594	0	72	88	0	72	88	664	1328	159	1770	332	80	738	369	-1	0.0	0.0	0.0	-0.3	0.5	0	0	0	0	0.0	10501	0.95	1.0	AiSkeleton_Gray_Normal.lua	26	0	1400	5	1400	3000	0	0.0	0.0	18	0	0	0	0	0	100	45	100	0.1	1.5	1.2	1.2	1.0	1.0	1.0	1	1	0	true	0	42	1	false	true	false	100			false	0	false	true	0	0	0	0	0	0
26	1000000016		25	640	0	88	107	0	88	107	664	1328	159	1770	332	80	738	369	-1	0.0	-0.3	0.3	-0.3	0.5	0	0	0	0	0.0	10502	0.95	1.0	AiSkeleton_Blue_Normal.lua	141	0	1400	5	1400	3000	0	0.0	0.0	18	0	0	0	0	0	100	45	100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	43	1	false	true	false	100			false	0	false	true	0	0	0	0	0	0
27	1000000102		25	640	0	127	156	0	127	156	664	1328	159	1770	332	80	738	369	-1	0.0	0.0	0.0	0.3	0.3	0	0	0	0	0.0	10503	0.95	1.0	AiSkeleton_White_Normal.lua	142	0	1400	5	1400	3000	0	0.0	0.0	18	0	0	0	0	0	100	45	100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	44	1	false	true	false	100			false	0	false	true	0	0	0	0	0	0
28	1000000103		25	777	0	104	127	0	104	127	996	1991	159	1770	332	80	738	369	-1	0.0	0.0	0.0	-0.5	0.5	0	0	0	0	0.0	10504	0.95	1.0	AiSkeleton_Black_Normal.lua	143	0	1400	5	1400	3000	0	0.0	0.0	18	0	0	0	0	0	100	45	100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	45	1	false	true	false	100			false	0	false	true	0	0	0	0	0	0
29	1000000104		25	731	0	104	127	0	104	127	996	1991	159	1770	332	80	738	369	-1	0.0	0.3	-0.3	-0.3	0.5	0	0	0	0	0.0	10505	0.95	1.0	AiSkeleton_Gray_Normal.lua	144	0	1400	5	1400	3000	0	0.0	0.0	18	0	0	0	0	0	100	45	100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	48	1	false	true	false	100			false	0	false	true	0	0	0	0	0	0
30	1000000197		25	137	0	24	29	0	24	29	358	358	96	1180	0	0	0	277	-1	0.0	-0.3	0.0	0.0	0.3	0	0	0	0	0.0	10601	0.95	1.0	AiBat_Black_Normal.lua	11	0	1400	5	1400	3000	0	0.0	0.0	0	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	9	1	false	true	false				false	0	false	true	0	0	0	0	0	0
31	1000000023		25	868	0	88	107	0	88	107	996	1659	159	2950	221	239	738	184	-1	0.0	0.0	0.0	-0.15	0.15	0	0	0	0	0.0	10701	0.95	1.0	AiDarkElf_Gray_Boss_Normal.lua	18	0	1400	5	1400	3000	0	0.0	0.0	20	0	0	0	0	0	100			0.1	1.5	1.5	0.8	1.0	1.0	1.0	1	1	0	true	0	92	1	false	true	false				false	0	false	true	0	0	0	0	0	0
32	1000000024		25	1142	0	96	117	0	135	165	996	1659	159	2950	221	239	738	184	-1	0.0	0.0	0.0	0.3	-0.3	0	0	0	0	0.0	10702	0.95	1.0	AiDarkElf_Blue_Boss_Normal.lua	18	0	1400	5	1400	3000	0	0.0	0.0	21	0	0	0	0	0	100	43	100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	93	1	false	true	false	100			false	0	false	true	0	0	0	0	0	0
33	1000000025		25	1051	0	104	127	0	104	127	996	1659	159	2950	221	239	738	184	-1	0.0	0.0	0.0	-0.3	0.3	0	0	0	0	0.0	10703	0.95	1.0	AiDarkElf_Gray_Boss_Normal.lua	18	0	1400	5	1400	3000	0	0.0	0.0	20	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	95	1	false	true	false				false	0	false	true	0	0	0	0	0	0
34	1000000040		25	1005	0	104	127	0	104	127	996	1659	159	2950	221	239	738	184	-1	0.0	0.3	-0.3	0.0	0.0	0	0	0	0	0.0	10706	0.95	1.0	AiDarkElf_Red_Boss_Normal.lua	18	0	1400	5	1400	3000	0	0.0	0.0	20	0	0	0	0	0	100	42	100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	94	1	false	true	false	100			false	0	false	true	0	0	0	0	0	0
35	1000000027		25	914	0	159	195	0	159	195	1328	1328	319	1180	442	319	1475	184	-1	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	10801	0.95	1.0	AiOrc_Green_Normal.lua	18	0	1400	5	1400	3000	0	0.0	0.0	20	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	96	1	false	true	false				false	0	false	true	0	0	0	0	0	0
36	1000000041		25	914	0	143	175	0	143	175	1195	1460	319	885	442	319	1844	184	-1	0.0	-0.3	0.3	0.0	0.0	0	0	0	0	0.0	10802	0.95	1.0	AiOrc_Blue_Normal.lua	72	53	1400	5	1400	3000	0	0.0	0.0	5	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	97	1	false	true	false				false	0	false	true	0	0	0	0	0	0
37	1000000198		25	1051	0	199	243	0	199	243	2058	1328	478	1180	553	478	1475	277	-1	0.0	0.0	0.0	-0.3	0.3	0	0	0	0	0.0	10803	0.95	1.0	AiOrc_Black_Normal.lua	73	56	1400	5	1400	3000	0	0.0	0.0	5	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	99	1	false	true	false				false	0	false	true	0	0	0	0	0	0
38	1000000028		25	1051	0	183	224	0	183	224	1394	1394	478	1180	553	319	1475	184	-1	0.0	0.3	-0.3	0.0	0.0	0	0	0	0	0.0	10804	0.95	1.0	AiOrc_Red_Normal.lua	74	75	1400	5	1400	3000	0	0.0	0.0	5	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	98	1	false	true	false				false	0	false	true	0	0	0	0	0	0
39	1000000029		25	1051	0	143	175	0	143	175	1062	1062	319	2360	266	239	738	184	-1	0.0	-0.15	0.0	0.0	0.0	0	0	0	0	0.0	10901	0.95	1.0	AiLizardman_Green_Normal.lua	27	28	1400	5	1400	3000	0	0.0	0.0	14	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	101	1	false	true	false				false	0	false	true	0	0	0	0	0	0
40	1000000030		25	1325	0	159	195	0	159	195	1328	1991	319	2360	266	239	738	184	-1	0.0	-0.45	0.3	0.0	0.0	0	0	0	0	0.0	10902	0.95	1.0	AiLizardman_Blue_Normal.lua	111	115	1400	5	1400	3000	0	0.0	0.0	14	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	102	1	false	true	false				false	0	false	true	0	0	0	0	0	0
41	1000000031		25	1142	0	143	175	0	143	175	1195	1991	319	2360	266	239	738	184	-1	0.0	-0.15	0.0	0.3	-0.3	0	0	0	0	0.0	10903	0.95	1.0	AiLizardman_White_Normal.lua	112	116	1400	5	1400	3000	0	0.0	0.0	14	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	103	1	false	true	false				false	0	false	true	0	0	0	0	0	0
42	1000000032		25	1462	0	167	204	0	167	204	1593	1328	319	2360	266	239	738	184	-1	0.0	-0.15	0.0	-0.3	0.3	0	0	0	0	0.0	10904	0.95	1.0	AiLizardman_Black_Normal.lua	113	117	1400	5	1400	3000	0	0.0	0.0	14	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	104	1	false	true	false				false	0	false	true	0	0	0	0	0	0
43	1000000033		25	1462	0	183	224	0	183	224	1659	1659	319	2360	266	239	738	184	-1	0.0	0.15	-0.3	0.0	0.0	0	0	0	0	0.0	10905	0.95	1.0	AiLizardman_Green_Normal.lua	114	118	1400	5	1400	3000	0	0.0	0.0	14	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	105	1	false	true	false				false	0	false	true	0	0	0	0	0	0
44	1000000199		25	502	0	72	88	0	72	88	1328	664	159	0	0	159	0	369	-1	0.0	-0.3	0.0	0.0	0.0	0	0	0	0	0.0	11001	0.95	1.0	AiSpider_Yellow_Normal.lua	17	0	1400	5	1400	3000	0	0.0	0.0	4	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	16	1	false	true	false				false	0	false	true	0	0	0	0	0	0
45	1000000200		25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0.0	0.0	0.0	0.0	0.0	0	0	0	0	1.0	11002	0.95	1.0	AiSpider_Yellow_Normal.lua	17	0	1400	5	1400	3000	0	0.0	0.0	4	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	18	1	false	true	false				false	0	false	true	0	0	0	0	0	0
46	1000000044		25	402	0	54	66	0	54	66	1659	664	159	0	0	159	0	369	-1	0.0	-0.3	0.0	0.0	0.3	0	0	0	0	0.0	11003	0.95	1.0	AiSpider_Black_Normal.lua	17	0	1400	5	1400	3000	0	0.0	0.0	4	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	17	1	false	true	false				false	0	false	true	0	0	0	0	0	0
47	1000000035		25	530	0	88	107	0	88	107	996	996	112	885	111	239	369	46	-1	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.0	11101	0.95	1.0	AiKoboldArcher_Yellow_Normal.lua	24	25	1400	5	1400	3000	0	0.0	0.0	0	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	31	1	false	true	false				false	0	false	true	0	0	0	0	0	0
48	1000000036		25	603	0	92	113	0	92	113	996	996	112	1180	111	239	369	46	-1	0.0	-0.15	0.0	0.0	0.15	0	0	0	0	0.0	11102	0.95	1.0	AiKoboldArcher_Green_Normal.lua	167	166	1400	5	1400	3000	0	0.0	0.0	0	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	32	1	false	true	false				false	0	false	true	0	0	0	0	0	0
49	1000000037		25	685	0	100	123	0	100	123	1062	1062	112	1475	111	239	369	46	-1	0.0	-0.3	0.3	0.0	0.0	0	0	0	0	0.0	11103	0.95	1.0	AiKoboldArcher_Yellow_Normal.lua	24	25	1400	5	1400	3000	0	0.0	0.0	0	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	33	1	false	true	false				false	0	false	true	0	0	0	0	0	0
50	1000000201		25	685	0	100	123	0	100	123	1062	1062	112	1475	111	239	369	46	-1	0.0	0.3	-0.3	0.0	0.0	0	0	0	0	0.0	11104	0.95	1.0	AiKoboldArcher_Black_Normal.lua	165	164	1400	5	1400	3000	0	0.0	0.0	0	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	35	1	false	true	false				false	0	false	true	0	0	0	0	0	0
51	1000000111		25	914	0	143	175	0	112	136	1659	996	319	1475	221	398	738	184	-1	0.0	-0.15	0.15	0.0	0.0	0	0	0	0	0.0	11201	0.95	1.0	AiTroll_Blue_Normal.lua	12	0	1400	5	1400	3000	0	0.0	0.0	26	0	0	0	0	0	100			0.5	1.5	1.2	0.5	1.0	1.0	1.0	1	1	0	true	0	114	1	false	true	false				false	0	false	true	0	0	0	0	0	0
52	1000000113		25	914	0	159	195	0	159	195	1659	1659	319	1475	221	398	738	184	-1	0.0	0.0	0.0	0.15	-0.15	0	0	0	0	0.0	11202	0.95	1.0	AiTroll_Blue_Normal.lua	12	0	1400	5	1400	3000	0	0.0	0.0	26	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	116	1	false	true	false				false	0	false	true	0	0	0	0	0	0
53	1000000114		25	1142	0	183	224	0	151	185	1991	1991	319	1475	221	398	738	184	-1	0.0	0.0	0.0	-0.15	0.15	0	0	0	0	0.0	11203	0.95	1.0	AiTroll_Black_Normal.lua	12	0	1400	5	1400	3000	0	0.0	0.0	27	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	115	1	false	true	false				false	0	false	true	0	0	0	0	0	0
