ROWID	_SkillID|INTEGER	_SkillVideoFile|TEXT	_SkillDescription|INTEGER	_ContentsID|TEXT
116	1418	Acrobat_SpiritExcellation.avi	0	0
117	1419	Acrobat_ShotBowMastery.avi	0	0
118	2002	Sorceress_FlameWorm.avi	0	0
119	2012	Sorceress_Blink.avi	0	0
120	2013	Sorceress_SlapAttack.avi	0	0
121	2014	Sorceress_PoorKick.avi	0	0
122	2015	Sorceress_HeelAttack.avi	0	0
123	2016	Sorceress_HammerAttack.avi	0	0
124	2022	Sorceress_CounterSpell.avi	0	0
125	2023	Sorceress_Escape.avi	0	0
126	2024	Sorceress_AerialEvasion.avi	0	0
127	2026	Sorceress_PoisonMissile.avi	0	0
128	2029	Sorceress_ChargeMissile.avi	0	0
129	2031	Sorceress_WhirlingStaff.avi	0	0
130	2033	Sorceress_ShockWave.avi	0	0
131	2034	Sorceress_GlacialSpike.avi	0	0
132	2035	Sorceress_ForceExplosion.avi	0	0
133	2036	Sorceress_PhysicalMastery.avi	0	0
134	2037	Sorceress_MentalMastery.avi	0	0
135	2038	Sorceress_MentalTraining.avi	0	0
136	2039	Sorceress_MysticMeditation.avi	0	0
137	2202	Elementallord_FireWall.avi	1000061741	0
138	2203	Elementallord_FreezingField.avi	0	0
139	2204	Elementallord_FreezingSword.avi	0	0
140	2205	Elementallord_FlameLoad.avi	1000061742	0
141	2206	Elementallord_Inferno.avi	0	0
142	2207	Elementallord_FireBird.avi	0	0
143	2208	Elementallord_Ignition.avi	0	0
144	2209	Elementallord_GlacialWave.avi	0	0
145	2210	Elementallord_ChillingMist.avi	1000061743	0
146	2211	Elementallord_FreezingSpike.avi	1000061744	0
147	2212	Elementallord_IcyFraction.avi	0	0
148	2213	Elementallord_FireShield.avi	0	0
149	2214	Elementallord_FreezingShield.avi	0	0
150	2215	Elementallord_FrameVortex.avi	0	0
151	2216	Elementallord_BlizzardStorm.avi	0	0
152	2217	Elementallord_FlameSpark.avi	0	0
153	2218	Elementallord_FrostWind.avi	0	0
154	2219	Elementallord_ElementalShield.avi	0	0
155	2220	Elementallord_Fireball.avi	0	0
156	2401	Forceuser_RaiseGravity.avi	1000061745	0
157	2402	Forceuser_MeteorSwarm.avi	0	0
158	2403	Forceuser_GravityBall.avi	0	0
159	2404	Forceuser_MicroHole.avi	0	0
160	2405	Forceuser_SummonBlackHole.avi	1000061746	0
161	2406	Forceuser_LinearRay.avi	0	0
162	2407	Forceuser_SpectrumShower.avi	1000061747	0
163	2408	Forceuser_SummonComet.avi	0	0
164	2409	Forceuser_Teleport.avi	0	0
165	2410	Forceuser_ForceMirror.avi	0	0
166	2411	Forceuser_SlowArea.avi	0	0
167	2412	Forceuser_TimeRestriction.avi	0	0
168	2413	Forceuser_ForceShield.avi	0	0
169	2414	Forceuser_Eraser.avi	0	0
170	2415	Forceuser_TimeAcceleration.avi	0	0
171	2416	Forceuser_GravitySphere.avi	0	0
172	2417	Forceuser_ForceWave.avi	0	0
173	2418	Forceuser_TimeInterruption.avi	0	0
174	2419	Forceuser_PaybackMana.avi	0	0
175	2420	Forceuser_NineTailLaser.avi	1000061748	0
176	3002	Cleric_LightningUpper.avi	0	0
177	3003	Cleric_Heal.avi	0	0
178	3015	Cleric_HalfTurnKick.avi	0	0
179	3016	Cleric_AxeKick.avi	0	0
180	3017	Cleric_StompingKick.avi	0	0
181	3018	Cleric_DiveKick.avi	0	0
182	3019	Cleric_ChargeVolt.avi	0	0
183	3020	Cleric_SlidingStep.avi	0	0
184	3021	Cleric_Block.avi	0	0
185	3022	Cleric_CounterBlow.avi	0	0
186	3023	Cleric_SlidingKneeKick.avi	0	0
187	3024	Cleric_AerialEvasion.avi	0	0
188	3028	Cleric_ShieldBlow.avi	0	0
189	3029	Cleric_HolyBolt.avi	0	0
190	3030	Cleric_DivineCombo.avi	0	0
191	3031	Cleric_DirectKick.avi	0	0
192	3032	Cleric_Toughness.avi	0	0
193	3033	Cleric_PhysicalMastery.avi	0	0
194	3034	Cleric_MentalMastery.avi	0	0
195	3035	Cleric_MentalTraining.avi	0	0
196	3036	Cleric_PrayOfHealing.avi	0	0
197	3201	Paladin_ShieldCharge.avi	1000061749	0
198	3202	Paladin_LightningCharger.avi	0	0
199	3203	Paladin_Smite.avi	1000061750	0
200	3205	Paladin_DivinePunishment.avi	1000061751	0
201	3207	Paladin_ArmorBreak.avi	0	0
202	3208	Paladin_Provoke.avi	0	0
203	3209	Paladin_Thor`sHammer.avi	0	0
204	3210	Paladin_DivineAvatar.avi	0	0
205	3211	Paladin_ElementalAura.avi	0	0
206	3213	Paladin_ConvictionAura.avi	1000061752	0
207	3214	Paladin_WillOfIron.avi	0	0
208	3217	Paladin_AutoBlock.avi	0	0
209	3218	Paladin_DivineAscension.avi	0	0
210	3219	Paladin_DivineVengeance.avi	0	0
211	3220	Paladin_AerialBlock.avi	0	0
212	3221	Paladin_StanceOfFaith.avi	0	0
213	3222	Paladin_HolyCross.avi	0	0
214	3223	Paladin_SinBreaker.avi	0	0
215	3224	Paladin_SacredHammering.avi	0	0
216	3401	Priest_GrandCross.avi	0	0
217	3402	Priest_LightningVolt.avi	0	0
218	3403	Priest_RelicOfHeal.avi	1000061753	0
219	3406	Priest_HolyBurst.avi	1000061754	0
220	3407	Priest_ChainLightning.avi	0	0
221	3408	Priest_ElectricDetonation.avi	1000061755	0
222	3409	Priest_RelicOfLightning.avi	0	0
223	3411	Priest_Heaven`sJudgement.avi	0	0
224	3412	Priest_RelicOfMiracle.avi	0	0
225	3414	Priest_ProtectionShell.avi	0	0
226	3416	Priest_Striking.avi	1000061756	0
227	3418	Priest_BlessOfLight.avi	0	0
228	3420	Priest_ FirstAid.avi	0	0
229	3421	Priest_HolyWave.avi	0	0
230	3422	Priest_RelicOfCure.avi	0	0
231	3423	Priest_RelicOfHold.avi	0	0
232	3425	Priest_MindBreaker.avi	0	0
233	3426	Priest_WandMastery.avi	0	0
234	301	Gladiator_EvasionSlash.avi	0	0
235	302	Gladiator_TripleSlash_EX.avi	0	0
236	303	Gladiator_FinishAttack.avi	0	0
237	351	Moonload_MoonBladeDance.avi	0	0
238	352	Moonload_MoonLightSplitter_EX.avi	0	0
239	353	Moonload_FlashStance.avi	0	0
240	501	Babarian_AppendHit.avi	0	0
241	502	Babarian_Stomp_EX.avi	0	0
242	503	Babarian_BoneCrash.avi	0	0
243	551	Mercenary_PanicHowl.avi	0	0
244	552	Destroyer_FlyingSwing_EX.avi	0	0
245	553	Destroyer_MaelstromHawl.avi	0	0
246	1302	Sniper_ChargeShot_EX.avi	0	0
247	1303	Sniper_CheatingPoint.avi	0	0
248	1351	Artillery_MagicalBreeze.avi	0	
249	1352	Artillery_ExtentionArrow_EX.avi	0	0
250	1353	Artillery_DetonatingArrow.avi	0	0
251	1501	Tempest_Evade.avi	0	0
252	1502	Tempest_KickAndShot_EX.avi	0	0
253	1503	Tempest_HurricaneDance.avi	0	0
254	1551	Windwalker_ShowTime.avi	0	0
255	1552	Windwalker_SpiralKick_EX.avi	0	0
256	1553	Windwalker_Rising Storm.avi	0	0
257	2302	Saleana_FireBall_EX.avi	0	0
258	2303	Saleana_RollingLava.avi	0	0
259	2351	Elestra_IceBarrier.avi	0	0
260	2352	Elestra_FreezingSword_EX.avi	0	0
261	2353	Elestra_IceSphere.avi	0	0
262	2501	Smasher_Arcanefocus.avi	0	0
263	2502	Smasher_LinearRay_EX.avi	0	0
264	2503	Smasher_LaserCutter.avi	0	0
265	2551	Majesy_StealMagic.avi	0	0
266	2552	Majesy_GravityBall_EX.avi	0	0
267	2553	Majesy_SwitchGravity.avi	0	0
268	3302	Guardian_GuardianForce.avi	0	0
269	3303	Guardian_JusticeCrash.avi	0	0
270	3351	Crusades_Judge'sPower.avi	0	0
271	3352	Crusades_HolyCross_EX.avi	0	0
272	3353	Crusades_JudgmentHammer.avi	0	0
273	3501	Saint_GreatHeal.avi	0	0
274	3502	Saint_RelicOfLightning_EX.avi	0	0
275	3503	Saint_ShockOfRelic.avi	0	0
276	3552	Inquisitor_LightningVolt_EX.avi	0	0
277	3553	Inquisitor_LightningStorm.avi	0	0
278	4001	Academic_Quick Shoot.avi	0	0
279	4002	Academic_Air Shoot.avi	0	0
280	4003	Academic_Dodge.avi	0	0
281	4004	Academic_Spanner Smashing.avi	0	0
282	4005	Academic_Wax.avi	0	0
283	4006	Academic_Magnifier Attack.avi	0	0
284	4007	Academic_Circle Bomb.avi	0	0
285	4008	Academic_Bubble Bubble.avi	0	0
286	4009	Academic_Air Bomb.avi	0	0
287	4010	Academic_Mega Hammer.avi	0	0
288	4011	Academic_Force Out.avi	0	0
289	4012		0	0
290	4013		0	0
291	4014	Academic_Stun Grenade.avi	0	0
292	4015	Academic_Summon Alfredo.avi	0	0
293	4016	Academic_Aerial Evasion.avi	0	0
294	4017	Academic_Mental Mastery.avi	0	0
295	4018	Academic_Physical Mastery.avi	0	0
296	4019	Academic_Mental Training.avi	0	0
297	4020	Academic_Automat.avi	0	0
298	4222	Academic_Napalm.avi	0	0
299	4223	Academic_ReCall Alfredo.avi	0	0
300	4201	Engineer_PingPong Bomb.avi	1000061757	0
301	4202	Engineer_Mine Thrower.avi	0	0
302	4203	Engineer_Gravity Grenade.avi	1000061758	0
303	4204	Engineer_Chemical Missile.avi	1000102617	0
304	4205	Engineer_Buster_Call.avi	0	0
305	4206	Engineer_Rocket Jump.avi	0	0
306	4207	Engineer_Gatling Tower.avi	0	0
307	4208	Engineer_Ice Pump Tower.avi	0	0
308	4209	Engineer_Cannon Tower.avi	1000061760	0
309	4210		0	0
310	4211	Engineer_Fake Bomb.avi	0	0
311	4212	Engineer_Alfredo Stomp.avi	0	0
312	4213	Engineer_Alfredo Berserker.avi	0	0
313	4214	Engineer_Alfredo WhirlWind.avi	0	0
314	4215	Engineer_Alfredo Beam.avi	0	0
315	4216	Engineer_MechaDug.avi	0	0
316	4217	Engineer_Mecha Shock.avi	0	0
317	4218	Engineer_Mecha Bomber.avi	0	0
318	4219	Engineer_Mecha Siren.avi	0	0
320	4221	Engineer_Flash Grenade.avi	0	0
321	4301	ShootingStar_Splash.avi	0	0
322	4302	ShootingStar_PingPong BombEX.avi	0	0
323	4303	ShootingStar_Damage Transitions.avi	0	0
324	4351	GearMaster_ChainSawTower.avi	0	0
325	4352	GearMaster_Skill_MechaDuckEX.avi	0	0
326	4353	GearMaster_BigMechaBomber.avi	0	0
327	250001	BattleGround_TimeRestriction.avi	0	0
328	250002	BattleGround_IronSkin.avi	0	0
329	250003	BattleGround_Spiritboost.avi	0	0
330	250004	BattleGround_HighLander.avi	0	0
331	250005	BattleGround_ProtectionShell.avi	0	0
332	250006	BattleGround_Striking.avi	0	0
333	250007	BattleGround_BlessOfLight.avi	0	0
334	250008	BattleGround_DemiGod.avi	0	0
335	250009	BattleGround_OperatePortal.avi	0	0
336	250010	BattleGround_DefenseUp.avi	0	0
337	250011	BattleGround_SummonTrebuchet_Fire.avi	0	0
338	250012	BattleGround_SummonBallista_Fire.avi	0	0
339	250013	BattleGround_SummonTrebuchet_Fire.avi	0	0
340	250014	BattleGround_SummonBallista_Fire.avi	0	0
341	250015	BattleGround_GuildRadar.avi	0	0
342	4401	Alchemist_Cocktail.avi	0	0
343	4402	Alchemist_Slip.avi	0	0
344	4403		0	0
345	4404	Alchemist_Sacrifice.avi	0	0
346	4405	Alchemist_SummonSlime.avi	0	0
347	4406	Alchemist_IcingMass.avi	0	0
348	4407	Alchemist_IcePunch.avi	0	0
349	4408	Alchemist_IcePalm.avi	1000061761	0
350	4409	Alchemist_MagmaPunch.avi	0	0
351	4410	Alchemist_MagmaWall.avi	0	0
352	4411	Alchemist_MagmaWave.avi	1000061762	0
353	4412		0	0
354	4413	Alchemist_IceExpression.avi	0	0
355	4414	Alchemist_PoisonCharging.avi	0	0
356	4415	Alchemist_Injector.avi	0	0
357	4416	Alchemist_PoisonBreak.avi	1000061763	0
358	4417	Alchemist_Disease.avi	0	0
359	4418	Alchemist_MixedInfection.avi	1000061764	0
360	4419		0	0
361	4420	Alchemist_PoisonPool.avi	0	0
362	4501	Adept_C2H5OH.avi	0	0
363	4502	Adept_MagmaPunch_EX.avi	0	0
364	4503	Adept_IceBeam.avi	0	0
365	4551	Physician_LoveVirus.avi	0	0
366	4552	Physician_Injector_Ex.avi	0	0
367	4553	Physician_HealShower.avi	0	0
368	5000	Kali_Soul Wind.avi	0	0
369	5001	Kali_Sting Breeze.avi	0	0
370	5002	Kali_Fancy Turn.avi	0	0
371	5003	Kali_Despair Needle.avi	0	0
372	5004	Kali_Negative Ghost.avi	0	0
373	5005	Kali_Spirit Blow.avi	0	0
374	5006	Kali_Phantom Guard.avi	0	0
375	5007	Kali_Spirit Of Genie.avi	0	0
376	5008	Kali_Slight Turn.avi	0	0
377	5009	Kali_Soul Kiss.avi	0	0
378	5010	Kali_Turning Step.avi	0	0
379	5011	Kali_Return Spin.avi	0	0
380	5012	Kali_Ghost Kick.avi	0	0
381	5013	Kali_Slave Hand.avi	0	0
382	5014	Kali_Dummy Ghost.avi	0	0
383	5015	Kali_AerialEvasion.avi	0	0
384	5016		0	0
385	5017		0	0
386	5018		0	0
387	5201	Screamer_Phantom Claw.avi	0	0
388	5202	Screamer_Spirit Twig.avi	0	0
389	5203	Screamer_Rampage Claw.avi	1000061765	0
390	5204	Screamer_Phantom's Rage.avi	0	0
391	5205	Screamer_Chain Claw.avi	0	0
392	5206	Screamer_Blitz Claw.avi	0	0
393	5207	Screamer_Resent Area.avi	0	0
394	5208	Screamer_Revenge Hand.avi	1000061766	0
395	5209	Screamer_Increase Soul.avi	0	0
396	5210	Screamer_Phantom's Avenger.avi	0	0
397	5211	Screamer_Stigma of cuse.avi	0	0
398	5212	Screamer_Ghost Scream.avi	0	0
399	5213	Screamer_Summon Puppet.avi	0	0
400	5214	Screamer_Spirit Paper.avi	0	0
401	5215	Screamer_Cling Snake.avi	0	0
402	5216	Screamer_Soul Gate.avi	1000061767	0
403	5217	Screamer_Beast Spirit.avi	1000061768	0
404	5218	Screamer_Grudge Formation.avi	0	0
405	5219		0	0
406	5220	Screamer_Dragon's Soul.avi	0	0
407	5301	DarkSummoner_Sadism Pleasure.avi	0	0
408	5302	DarkSummoner_Phantom Claw EX.avi	0	0
409	5303	DarkSummoner_Chaos Formation.avi	0	0
410	5401	SoulEater_Specter Of Pain.avi	0	0
411	5402	SoulEater_Spirit Paper EX.avi	0	0
412	5403	SoulEater_Soul Scream.avi	0	0
413	304	Gladiator_DeepStraight_EX.avi	0	0
414	354	Moonload_CycloneSlash_EX.avi	0	0
415	504	Babarian_DemolitionFist_EX.avi	0	0
416	554	Destroyer_PunishingSwing_EX.avi	0	0
417	1304	Sniper_AerialChainShot_EX.avi	0	0
418	1354	Artillery_RapidShot_EX.avi	0	0
419	1504	Tempest_BindingShot_EX.avi	0	0
420	1554	Windwalker_Eagle`sDescent_EX.avi	0	0
421	2304	Saleana_Inferno_EX.avi	0	0
422	2354	Elestra_FreezingField_EX.avi	0	0
423	2504	Smasher_NineTailLaser_EX.avi	0	0
424	2554	Majesy_MicroHole_EX.avi	0	0
425	3304	Guardian_StanceOfFaith_EX.avi	0	0
426	3354	Crusades_SacredHammering_EX.avi	0	0
427	3504	Saint_RelicOfHeal_EX.avi	0	0
428	3554	Inquisitor_MindBreaker_EX.avi	0	0
429	4304	ShootingStar_APLauncher_EX.avi	0	0
430	4354	GearMaster_MechaShock_EX.avi	0	0
431	4504	Adept_IcePunch_EX.avi	0	0
432	4554	Physician_Disease_EX.avi	0	0
433	5304	DarkSummoner_ChainClaw_EX.avi	0	0
434	5404	SoulEater_ClingSnake_EX.avi	0	0
435	221	Swordmaster_Brave.avi	0	0
436	305	Gladiator_HackingStance_EX.avi	0	0
437	355	Moonload_CrecentCleave_EX.avi	0	0
438	505	Babarian_CircleSwing_EX.avi	0	0
439	555	Destroyer_Circlebomber_EX.avi	0	0
440	1305	Sniper_SiegeStance_EX.avi	0	0
441	1355	Artillery_SwiftStormEX.avi	0	보마리메후
442	1505	Tempest_DoubleSomerSaultKick_EX.avi	0	0
443	1555	Windwalker_BloomingKick_EX.avi	0	0
444	2305	Saleana_FireWall_EX.avi	0	0
445	2355	Elestra_FreezingSpike_EX.avi	0	0
446	2505	Smasher_ForceMirror_EX.avi	0	0
447	2555	Majesy_SummonBlackHole_EX.avi	0	0
448	3305	Guardian_DivineAscension_EX.avi	0	0
449	3355	Crusades_LightningCharger_EX.avi	0	0
450	3505	Saint_RelicOfCure_EX.avi	0	0
451	3555	Inquisitor_ChainLightning_EX.avi	0	0
452	4305	ShootingStar_Mine Thrower_EX.avi	0	0
453	4355	GearMaster_Mecha Siren_EX.avi	0	0
454	4505	Adept_MagmaWall_EX.avi	0	0
455	4555	Physician_PoisonCharging_EX.avi	0	0
456	5305	DarkSummoner_Revenge Hand_EX.avi	0	0
457	5405	SoulEater_Soul Gate_EX.avi	0	0
458	5101	Dancer_BreezecallDance.avi	0	0
459	5102	Dancer_Breezecall.avi	0	0
460	5103	Dancer_GrazeDance.avi	0	0
461	5104	Dancer_SweetCircle.avi	0	0
462	5105	Dancer_TwinkleSpin.avi	1000061769	0
463	5106	Dancer_RefreshingScrew.avi	0	0
464	5107	Dancer_EleganceStorm.avi	1000061770	0
465	5108	Dancer_InnerFire .avi	0	0
466	5109	Dancer_IllusionDance.avi	0	0
467	5110	Dancer_IllusionGaze.avi	0	0
468	5111	Dancer_Stalker.avi	0	0
469	5112	Dancer_DuskHunter.avi	0	0
470	5113	Dancer_Abolisher .avi	1000062354	0
471	5114	Dancer_SufiDancer.avi	0	0
472	5115	Dancer_GeneralDawnBlade.avi	1000061772	0
473	5116	Dancer_StormofEwinia.avi	0	0
474	5117	Dancer_EcstaticDance.avi	0	0
475	5118	Dancer_EcstaticDanceP2.avi	0	0
476	5119	Dancer_EcstaticDanceP3.avi	0	0
477	5120	Dancer_EcstaticDanceP4.avi	0	0
478	5121	Dancer_SiniaTurn.avi	0	0
479	5122	Dancer_MistStep.avi	0	0
480	5501	BladeDancer_SquallFlaker.avi	0	0
481	5502	BladeDancer_GrazeDanceEX.avi	0	0
482	5503	BladeDancer_SweetCircleEX.avi	0	0
483	5504	BladeDancer_TwinkleSpinEX.avi	0	0
484	5505	BladeDancer_GustDemensia.avi	0	0
485	5601	SpiritDancer_WideStinger.avi	0	0
486	5602	SpiritDancer_StalkerEX.avi	0	0
487	5603	SpiritDancer_DuskHunterEX.avi	0	0
488	5604	SpiritDancer_AbolisherEX.avi	0	0
489	5605	SpiritDancer_Praetor.avi	0	0
490	1301	Sniper_CriticalBreak.avi	0	0
491	306	Gladiator_LineDrive_EX.avi	0	0
492	356	Moonload_HalfMoonSlash_EX.avi	0	0
493	506	Babarian_WhirlWind_EX.avi	0	0
494	556	Destroyer_RollingAttack_EX.avi	0	0
495	1306	Sniper_ArrowShower_EX.avi	0	0
496	1356	Artillery_GuidedShot_EX.avi	0	0
497	1506	Tempest_SpiralVortex_EX.avi	0	0
498	1556	Windwalker_CycloneKick_EX.avi	0	0
499	2306	Saleana_FlameLoad_EX.avi	0	0
500	2356	Elestra_ChillingMist_EX.avi	0	0
501	2506	Smasher_SpectrumShower_EX.avi	0	0
502	2556	Majesy_RaiseGravity_EX.avi	0	0
503	3306	Guardian_DivinePunishment_EX.avi	0	0
504	3356	Crusades_Smite_EX.avi	0	0
505	3506	Saint_RelicOfHold_EX.avi	0	0
506	3556	Inquisitor_ElectricDetonation_EX.avi	0	0
507	4306	ShootingStar_Chemical Missile_EX.avi	0	0
508	4356	GearMaster_Mecha Bomber_EX.avi	0	0
509	4506	Adept_MagmaWave_EX.avi	0	0
510	4556	Physician_PoisonBreak_EX.avi	0	0
511	5306	DarkSummoner_Rampage Claw_EX.avi	0	0
512	5406	SoulEater_Beast Spirit_EX.avi	0	0
513	5506	BladeDancer_EleganceStorm_EX.avi	0	0
514	5606	SpiritDancer_General DawnBlade_EX.avi	0	0
515	6001	Assassin_SpeedyCut.avi	0	0
516	6002	Assassin_DurtyTrick.avi	0	0
517	6003	Assassin_PiercingStar.avi	0	0
518	6004	Assassin_FenOfEdge.avi	0	0
519	6005	Assassin_ShadowHand.avi	0	0
520	6006	Assassin_TripleEdge.avi	0	0
521	6007	Assassin_Sprint.avi	0	0
522	6008	Assassin_Feint.avi	0	0
523	6009	Assassin_Raid.avi	0	0
524	6010	Assassin_GoreKick.avi	0	0
525	6011	Assassin_Swipe.avi	0	0
526	6012	Assassin_Tumbling.avi	0	0
527	6013	Assassin_CircleGore.avi	0	0
528	6014	Assassin_Leap.avi	0	0
529	6015	Assassin_Smoke.avi	0	0
530	6016	Assassin_FakeClog.avi	0	0
531	6017	Assassin_AerialEvasion.avi	0	0
532	6018		0	0
533	6019		0	0
534	6020		0	0
535	6201	Chaser_OpenEdge.avi	0	0
536	6202	Chaser_Applause.avi	0	0
537	6203	Chaser_Rake.avi	0	0
538	6204	Chaser_Raindrop.avi	1000061836	0
539	6205	Chaser_Punishment.avi	1000061837	0
540	6206	Chaser_TheEnd.avi	0	0
541	6207	Chaser_ShiftBlow.avi	0	0
542	6209	Chaser_Camouflage.avi	0	0
543	6210	Chaser_BladeRunner.avi	0	0
544	6208	Chaser_MotalBlow.avi	1000061838	0
545	6211	Chaser_IzunaDrop.avi	1000061839	0
546	6212	Chaser_CripplePunisher.avi	0	0
547	6213	Chaser_ReciveEdge.avi	0	0
548	6214	Chaser_Fade.avi	0	0
549	6215	Chaser_IllusionStep.avi	0	0
550	6216	Chaser_AccessChain.avi	0	0
551	6217	Chaser_BunningCall.avi	0	0
552	6218	Chaser_DedicateShadow.avi	0	0
553	6219	Chaser_DedicateCrow.avi	0	0
554	6401	Raven_Umbra.avi	0	0
555	6402	Raven_CrookingDeadfall.avi	0	0
556	6403	Raven_OpenEdgeEX.avi	0	0
557	6404	Raven_ApplauseEX.avi	0	0
558	6405	Raven_RakeEX.avi	0	0
