ROWID	_Period|INTEGER
268477200	30
268477201	30
268477202	30
268477134	30
268477135	30
268477136	30
268477137	30
268477138	30
268477139	30
268477205	30
268477214	30
268477284	30
268477490	30
268484647	30
268477694	30
268477695	30
268477696	30
268477697	30
268477698	30
268477699	30
268477700	30
268477701	30
268477702	30
268477703	30
268477704	30
268477705	30
268477706	30
268477707	30
268477708	30
268477709	30
268477710	30
268477711	30
268477712	30
268477713	30
268477714	30
268477715	30
268477716	30
268477717	30
268477718	30
268477719	30
268477720	30
268477721	30
268477722	30
268477723	30
268477724	30
268477725	30
268477726	30
268477727	30
268477728	30
268477729	30
268477730	30
268477731	30
268477732	30
268477733	30
268477734	30
268477735	30
268477736	30
268477737	30
268477738	30
268477739	30
268477740	30
268477741	30
268477742	30
268477743	30
268483932	30
268483933	30
268483934	30
268483935	30
268483936	30
268483937	30
268483938	30
268483939	30
268483940	30
268478047	30
268478048	30
268478049	30
268478051	30
268478052	30
268478053	30
268478054	30
268478055	30
268478056	30
268478057	30
268478058	30
268478059	30
268478060	30
268478061	30
268478062	30
268478063	30
268478064	30
268478065	30
268478066	30
268478067	30
268478068	30
268478069	30
268478070	30
268478071	30
268478072	30
268478073	30
268478074	30
268478075	30
268478076	30
268478077	30
268478078	30
268478079	30
268478080	30
268478081	30
268478082	30
268478083	30
268478084	30
268478085	30
268478086	30
268478087	30
268478088	30
268478089	30
268478090	30
268478091	30
268478092	30
268478093	30
268478094	30
268478095	30
268478096	30
268478097	30
268478098	30
268478099	30
268478100	30
268478101	30
268478102	30
268478103	30
268478104	30
268478105	30
268478106	30
268478107	30
268478108	30
268478109	30
268478110	30
268478111	30
268478112	30
268478113	30
268478114	30
268478115	30
268478116	30
268478117	30
268478118	30
268478119	30
268478120	30
268478121	30
268478122	30
268478123	30
268478124	30
268478125	30
268478126	30
268478127	30
268478128	30
268478129	30
268478130	30
268478131	30
268478132	30
268478133	30
268478134	30
268478135	30
268478136	30
268478137	30
268478138	30
268478139	30
268478140	30
268478141	30
268478142	30
268478143	30
268478144	30
268478145	30
268478146	30
268478147	30
268478148	30
268478149	30
268478150	30
268478151	30
268478152	30
268478153	30
268478154	30
268478155	30
268478156	30
268478157	30
268478158	30
268478159	30
268478160	30
268478161	30
268478162	30
268478163	30
268478164	30
268478165	30
268478166	30
268478167	30
268478168	30
268478169	30
268478170	30
268478171	30
268478172	30
268478173	30
268478174	30
268478175	30
268478176	30
268478177	30
268478178	30
268478179	30
268478180	30
268478181	30
268478182	30
268478183	30
268478184	30
268478185	30
268478186	30
268478187	30
268478188	30
268478189	30
268478190	30
268478191	30
268478192	30
268478193	30
268478194	30
268478195	30
268478196	30
268478197	30
268478198	30
268478199	30
268478200	30
268478201	30
268478202	30
268478203	30
268478204	30
268478205	30
268478206	30
268478207	30
268478208	30
268478209	30
268478210	30
268478211	30
268478212	30
268478213	30
268478214	30
268478215	30
268478216	30
268478217	30
268478218	30
268478329	30
268478330	30
268478331	30
268478332	30
268478333	30
268478334	30
268478335	30
268478219	30
268478220	30
268478221	30
268478222	30
268478223	30
268478224	30
268478225	30
268478226	30
268478227	30
268478228	30
268478229	30
268478230	30
268478231	30
268478232	30
268478233	30
268478234	30
268478235	30
268478236	30
268478237	30
268478238	30
268478241	30
268478242	30
268478243	30
268478244	30
268478245	30
268478246	30
268478247	30
268478248	30
268478249	30
268478250	30
268478251	30
268478252	30
268478253	30
268478254	30
268478255	30
268478256	30
268478257	30
268478258	30
268478259	30
268478260	30
268478261	30
268478262	30
268478263	30
268478264	30
268478265	30
268478266	30
268478267	30
268478268	30
268478269	30
268478270	30
268478271	30
268478272	30
268478273	30
268478274	30
268478275	30
268478276	30
268478277	30
268478278	30
268478279	30
268478280	30
268478281	30
268478282	30
268478283	30
268478284	30
268478285	30
268478286	30
268478287	30
268478288	30
268478289	30
268478290	30
268478291	30
268478292	30
268478293	30
268478294	30
268478295	30
268478296	30
268478297	30
268478298	30
268478299	30
268478300	30
268478301	30
268478302	30
268478303	30
268478304	30
268478305	30
268478306	30
268478307	30
268478308	30
268478309	30
268478310	30
268478311	30
268478312	30
268478313	30
268478314	30
268478315	30
268478316	30
268478317	30
268478318	30
268478319	30
268478320	30
268478321	30
268478322	30
268478323	30
268477143	30
268478324	30
268478325	30
268478326	30
268478327	30
268478328	30
268478239	30
268478240	30
268479789	30
268479790	30
268479836	30
268479837	30
268479838	30
268479839	30
268479840	30
268479841	30
268479842	30
268479843	30
268479844	30
268479845	30
268479846	30
268479847	30
268479848	30
268479849	30
268479850	30
268479851	30
268479852	30
268479853	30
268479854	30
268479855	30
268479856	30
268479857	30
268479858	30
268479859	30
268479860	30
268479861	30
268479862	30
268479863	30
268479864	30
268479865	30
268479866	30
268479867	30
268479868	30
268479869	30
268479870	30
268479871	30
268479872	30
268479873	30
268479874	30
268479875	30
268479876	30
268479877	30
268479878	30
268479879	30
268479880	30
268479881	30
268479882	30
268479883	30
268479884	30
268479885	30
268479886	30
268479887	30
268479888	30
268479889	30
268479890	30
268479891	30
268479892	30
268479893	30
268479894	30
268479895	30
268479896	30
268479897	30
268479898	30
268479899	30
268479900	30
268479901	30
268479902	30
268479903	30
268479904	30
268479905	30
268479906	30
268479907	30
268479908	30
268479909	30
268479910	30
268479911	30
268479912	30
268479913	30
268479914	30
268479915	30
268479916	30
268479917	30
268479918	30
268479919	30
268479920	30
268479921	30
268479922	30
268479923	30
268479924	30
268479925	30
268479926	30
268479927	30
268479928	30
268479929	30
268479930	30
268479931	30
268479932	30
268479933	30
268479934	30
268479935	30
268479936	30
268479937	30
268479938	30
268479939	30
268479940	30
268479941	30
268479942	30
268479943	30
268479944	30
268479945	30
268479946	30
268479947	30
268479948	30
268479949	30
268479950	30
268479951	30
268479952	30
268479953	30
268479954	30
268479955	30
268479956	30
268479957	30
268479958	30
268479959	30
268479960	30
268479961	30
268479962	30
268479963	30
268479964	30
268479965	30
268479966	30
268479967	30
268479968	30
268479969	30
268479970	30
268479971	30
268479972	30
268479973	30
268479974	30
268479975	30
268479976	30
268479977	30
268479978	30
268479979	30
268479980	30
268479981	30
268479982	30
268479983	30
268479984	30
268479985	30
268479986	30
268479987	30
268479988	30
268479989	30
268479990	30
268479991	30
268479992	30
268479993	30
268479994	30
268481212	30
268481349	30
268481350	30
268481351	30
268481352	30
268481353	30
268481354	30
268481355	30
268481356	30
268481442	30
268481509	30
268481510	30
268481511	30
268484310	30
268483775	30
268483776	30
268483777	30
268483778	30
268483779	30
268483780	30
268483781	30
268483782	30
268483783	30
268483784	30
268483785	30
268483865	30
268483866	30
268483867	30
268483868	30
268483869	30
268483870	30
268483871	30
268483872	30
268483873	30
268483874	30
268483875	30
268483876	30
268483877	30
268483878	30
268483879	30
268483880	30
268484239	30
268484240	30
268484241	30
268484242	30
268484243	30
268484244	30
268484245	30
268484246	30
268484247	30
268484248	30
268484249	30
268484250	30
268484251	30
268484252	30
268484253	30
268484254	30
268484255	30
268484256	30
268484257	30
268484258	30
268484259	30
268484260	30
268484261	30
268484262	30
268484263	30
268484287	30
268484321	30
268484322	30
268484323	30
268484324	30
268484325	30
268484326	30
268484327	30
268484328	30
268484329	30
268484330	30
268484331	30
268484332	30
268484337	30
268484338	30
268484339	30
268484347	30
268484348	30
268484350	30
268484351	30
268484454	30
268484680	30
268484800	30
268484801	30
268484802	30
268484803	30
268484804	30
268484805	30
268484806	30
268484872	30
268484873	30
268484874	30
268476786	30
268476787	30
268476788	30
268476765	30
268476766	30
268476767	30
268476768	30
268476769	30
268476770	30
268476771	30
268476772	30
268476773	30
268476774	30
268476775	30
268476776	30
268476777	30
268476778	30
268476779	30
268490661	30
268484943	30
268476780	30
268476781	30
268476782	30
268476783	30
268476892	30
268476893	30
268476907	30
268476908	30
268477212	30
268477213	30
268477349	30
268477350	30
268477351	30
268477744	30
268477745	30
268477746	30
268477747	30
268477748	30
268477749	30
268477750	30
268477751	30
268477752	30
268477753	30
268478336	30
268478337	30
268478338	30
268478339	30
268478340	30
268478341	30
268478342	30
268478343	30
268478344	30
268478345	30
268478346	30
268478347	30
268478348	30
268478349	30
268478350	30
268478351	30
268478352	30
268478353	30
268478354	30
268478355	30
268478356	30
268478357	30
268478393	30
268484289	30
268478358	30
268478359	30
268478360	30
268470007	30
268478361	30
268478362	30
268478363	30
268478364	30
268478365	30
268478366	30
268478367	30
268478368	30
268478369	30
268478370	30
268478371	30
268478372	30
268478373	30
268478374	30
268478375	30
268478376	30
268478394	30
268478395	30
268478396	30
268481019	30
268481020	30
268481021	30
268481022	30
268481023	30
268481024	30
268481025	30
268481026	30
268481027	30
268481028	30
268481029	30
268481030	30
268481031	30
268483928	30
268481032	30
268481033	30
268481034	30
268481035	30
268481036	30
268481037	30
268481038	30
268478377	30
268478378	30
268478379	30
268478380	30
268478381	30
268478382	30
268478383	30
268478384	30
268478385	30
268478386	30
268478387	30
268478388	30
268478389	30
268478390	30
268478391	30
268478392	30
268478849	30
268466179	30
268465146	30
268466180	30
268478846	30
268478847	30
268478848	30
268483960	30
268479995	30
268479996	30
268479997	30
268479998	30
268479999	30
268480000	30
268480001	30
268480002	30
268480003	30
268488697	30
268484744	30
268484745	30
268490495	30
268476357	30
268477828	30
268477829	30
268477830	30
268477831	30
268477832	30
268477833	30
268477834	30
268477835	30
268481443	30
268480030	30
268480031	30
268480032	30
268480033	30
268480034	30
268480035	30
268480036	30
268480037	30
268480038	30
268480039	30
268480040	30
268480041	30
268480042	30
268480043	30
268480044	30
268480045	30
268480046	30
268480047	30
268480048	30
268480049	30
268480050	30
268480051	30
268480052	30
268480053	30
268480054	30
268480055	30
268480056	30
268480057	30
268480058	30
268480059	30
268480060	30
268480061	30
268480062	30
268480063	30
268480064	30
268480065	30
268480066	30
268480067	30
268480068	30
268480069	30
268480070	30
268480071	30
268480072	30
268480073	30
268480074	30
268480075	30
268480076	30
268480077	30
268484346	30
268484478	30
268484681	30
268484685	30
268484686	30
268484687	30
268484688	30
268484689	30
268484690	30
268484691	30
268484692	30
268484693	30
268484694	30
268484695	30
268484696	30
268484697	30
268484698	30
268484699	30
268484700	30
268483962	30
268483963	30
268483964	30
268483965	30
268483966	30
268483967	30
268483968	30
268483969	30
268483970	30
268483971	30
268484264	30
268484265	30
268484266	30
268484267	30
268484268	30
268484269	30
268484270	30
268484271	30
268484272	30
268484273	30
268484274	30
268484275	30
268484276	30
268484277	30
268484278	30
268484279	30
268484280	30
268484281	30
268484282	30
268484283	30
268484284	30
268484285	30
268484290	30
268484291	30
268484292	30
268484293	30
268484294	30
268484295	30
268484296	30
268484297	30
268484298	30
268484299	30
268484300	30
268484301	30
268484302	30
268484303	30
268484304	30
268484305	30
268484306	30
268484307	30
268484308	30
268484918	30
268484919	30
268484920	30
268484921	30
268484922	30
268484923	30
268484924	30
268484925	30
268484926	30
268484927	30
268484950	30
268484928	30
268484930	30
268484944	30
268484945	30
268484946	30
268484947	30
268487692	30
268487693	30
268487694	30
268487695	30
268487696	30
268488005	30
268489719	30
268489007	30
268490578	30
268484349	30
268470177	30
268470178	30
268470181	30
268470182	30
268470139	30
268470140	30
268477025	30
268483959	30
268484320	30
268488448	30
268489673	30
268489674	30
268489675	30
268493823	30
268493822	30
268475475	30
268475476	30
268476711	30
268476712	30
268476713	30
268476714	30
268476715	30
268476716	30
268476717	30
268476718	30
268476719	30
268476720	30
268476784	30
268475477	30
268475478	30
268476309	30
268476310	30
268476311	30
268476581	30
268476582	30
268476583	30
268476956	30
268476957	30
268476958	30
268476977	30
268476978	30
268476979	30
268481444	30
268481445	30
268481446	30
268481447	30
