ROWID	_ItemID|INTEGER	_Count|INTEGER	_Prob|INTEGER	_Period|INTEGER	_ChaoscubeNum|INTEGER	_Msg|BOOLEAN	_Gold|INTEGER	_Chaosmatchingnum|INTEGER	_Resultgrade|INTEGER
5000129	1073922855	1	416	0	900301427	false	0	1	0
5000130	1073922856	1	313	0	900301427	false	0	1	0
5000131	1073922857	1	211	0	900301427	false	0	1	0
5000132	1073922858	1	49	0	900301427	false	0	1	0
5000133	1073922859	1	11	0	900301427	false	0	1	0
5000134	1073922860	1	416	0	900301427	false	0	1	0
5000135	1073922861	1	313	0	900301427	false	0	1	0
5000136	1073922862	1	211	0	900301427	false	0	1	0
5000137	1073922863	1	49	0	900301427	false	0	1	0
5000138	1073922864	1	11	0	900301427	false	0	1	0
5000139	1073922865	1	416	0	900301427	false	0	1	0
5000140	1073922866	1	313	0	900301427	false	0	1	0
5000141	1073922867	1	211	0	900301427	false	0	1	0
5000142	1073922868	1	49	0	900301427	false	0	1	0
5000143	1073922869	1	11	0	900301427	false	0	1	0
5000144	1073922870	1	416	0	900301427	false	0	1	0
5000145	1073922871	1	313	0	900301427	false	0	1	0
5000146	1073922872	1	211	0	900301427	false	0	1	0
5000147	1073922873	1	49	0	900301427	false	0	1	0
5000148	1073922874	1	11	0	900301427	false	0	1	0
5000149	1073922875	1	416	0	900301427	false	0	1	0
5000150	1073922876	1	313	0	900301427	false	0	1	0
5000151	1073922877	1	211	0	900301427	false	0	1	0
5000152	1073922878	1	49	0	900301427	false	0	1	0
5000153	1073922879	1	11	0	900301427	false	0	1	0
5000154	1073922880	1	416	0	900301427	false	0	1	0
5000155	1073922881	1	313	0	900301427	false	0	1	0
5000156	1073922882	1	211	0	900301427	false	0	1	0
5000157	1073922883	1	49	0	900301427	false	0	1	0
5000158	1073922884	1	11	0	900301427	false	0	1	0
5000159	1073922885	1	940	0	900301427	false	0	1	0
5000160	1073922886	1	49	0	900301427	false	0	1	0
5000161	1073922887	1	11	0	900301427	false	0	1	0
5000162	1073922888	1	582	0	900301427	false	0	1	2
5000163	1073922889	1	438	0	900301427	false	0	1	2
5000164	1073922890	1	295	0	900301427	false	0	1	2
5000165	1073922891	1	69	0	900301427	false	0	1	2
5000166	1073922892	1	15	0	900301427	false	0	1	2
5000167	1073922893	1	582	0	900301427	false	0	1	2
5000168	1073922894	1	438	0	900301427	false	0	1	2
5000169	1073922895	1	295	0	900301427	false	0	1	2
5000170	1073922896	1	69	0	900301427	false	0	1	2
5000171	1073922897	1	15	0	900301427	false	0	1	2
5000172	1073922898	1	582	0	900301427	false	0	1	2
5000173	1073922899	1	438	0	900301427	false	0	1	2
5000174	1073922900	1	295	0	900301427	false	0	1	2
5000175	1073922901	1	69	0	900301427	false	0	1	2
5000176	1073922902	1	15	0	900301427	false	0	1	2
5000177	1073922903	1	582	0	900301427	false	0	1	2
5000178	1073922904	1	438	0	900301427	false	0	1	2
5000179	1073922905	1	295	0	900301427	false	0	1	2
5000180	1073922906	1	69	0	900301427	false	0	1	2
5000181	1073922907	1	15	0	900301427	false	0	1	2
5000182	1073922908	1	582	0	900301427	false	0	1	2
5000183	1073922909	1	438	0	900301427	false	0	1	2
5000184	1073922910	1	295	0	900301427	false	0	1	2
5000185	1073922911	1	69	0	900301427	false	0	1	2
5000186	1073922912	1	15	0	900301427	false	0	1	2
5000187	1073922913	1	582	0	900301427	false	0	1	2
5000188	1073922914	1	438	0	900301427	false	0	1	2
5000189	1073922915	1	295	0	900301427	false	0	1	2
5000190	1073922916	1	69	0	900301427	false	0	1	2
5000191	1073922917	1	15	0	900301427	false	0	1	2
5000192	1073922918	1	582	0	900301427	false	0	1	2
5000193	1073922919	1	438	0	900301427	false	0	1	2
5000194	1073922920	1	295	0	900301427	false	0	1	2
5000195	1073922921	1	69	0	900301427	false	0	1	2
5000196	1073922922	1	15	0	900301427	false	0	1	2
5000197	1073922923	1	1315	0	900301427	false	0	1	2
5000198	1073922924	1	69	0	900301427	false	0	1	2
5000199	1073922925	1	15	0	900301427	false	0	1	2
5000200	1073922926	1	333	0	900301427	false	0	1	2
5000201	1073922927	1	250	0	900301427	false	0	1	2
5000202	1073922928	1	169	0	900301427	false	0	1	2
5000203	1073922929	1	39	0	900301427	false	0	1	2
5000204	1073922930	1	9	0	900301427	false	0	1	2
5000205	1073922931	1	333	0	900301427	false	0	1	2
5000206	1073922932	1	250	0	900301427	false	0	1	2
5000207	1073922933	1	169	0	900301427	false	0	1	2
5000208	1073922934	1	39	0	900301427	false	0	1	2
5000209	1073922935	1	9	0	900301427	false	0	1	2
5000210	1073922936	1	333	0	900301427	false	0	1	2
5000211	1073922937	1	250	0	900301427	false	0	1	2
5000212	1073922938	1	169	0	900301427	false	0	1	2
5000213	1073922939	1	39	0	900301427	false	0	1	2
5000214	1073922940	1	9	0	900301427	false	0	1	2
5000215	1073922941	1	333	0	900301427	false	0	1	2
5000216	1073922942	1	250	0	900301427	false	0	1	2
5000217	1073922943	1	169	0	900301427	false	0	1	2
5000218	1073922944	1	39	0	900301427	false	0	1	2
5000219	1073922945	1	9	0	900301427	false	0	1	2
5000220	1073922946	1	333	0	900301427	false	0	1	2
5000221	1073922947	1	250	0	900301427	false	0	1	2
5000222	1073922948	1	169	0	900301427	false	0	1	2
5000223	1073922949	1	39	0	900301427	false	0	1	2
5000224	1073922950	1	9	0	900301427	false	0	1	2
5000225	1073922951	1	333	0	900301427	false	0	1	2
5000226	1073922952	1	250	0	900301427	false	0	1	2
5000227	1073922953	1	169	0	900301427	false	0	1	2
5000228	1073922954	1	39	0	900301427	false	0	1	2
5000229	1073922955	1	9	0	900301427	false	0	1	2
5000230	1073922956	1	333	0	900301427	false	0	1	2
5000231	1073922957	1	250	0	900301427	false	0	1	2
5000232	1073922958	1	169	0	900301427	false	0	1	2
5000233	1073922959	1	39	0	900301427	false	0	1	2
5000234	1073922960	1	9	0	900301427	false	0	1	2
5000235	1073922961	1	752	0	900301427	false	0	1	2
5000236	1073922962	1	39	0	900301427	false	0	1	2
5000237	1073922963	1	9	0	900301427	false	0	1	2
5000238	1073922964	1	125	0	900301427	false	0	1	2
5000239	1073922965	1	94	0	900301427	false	0	1	2
5000240	1073922966	1	63	0	900301427	false	0	1	2
5000241	1073922967	1	15	0	900301427	false	0	1	2
5000242	1073922968	1	3	0	900301427	false	0	1	2
5000243	1073922969	1	125	0	900301427	false	0	1	2
5000244	1073922970	1	94	0	900301427	false	0	1	2
5000245	1073922971	1	63	0	900301427	false	0	1	2
5000246	1073922972	1	15	0	900301427	false	0	1	2
5000247	1073922973	1	3	0	900301427	false	0	1	2
5000248	1073922974	1	125	0	900301427	false	0	1	2
5000249	1073922975	1	94	0	900301427	false	0	1	2
5000250	1073922976	1	63	0	900301427	false	0	1	2
5000251	1073922977	1	15	0	900301427	false	0	1	2
5000252	1073922978	1	3	0	900301427	false	0	1	2
5000253	1073922979	1	125	0	900301427	false	0	1	2
5000254	1073922980	1	94	0	900301427	false	0	1	2
5000255	1073922981	1	63	0	900301427	false	0	1	2
5000256	1073922982	1	15	0	900301427	false	0	1	2
5000257	1073922983	1	3	0	900301427	false	0	1	2
5000258	1073922984	1	125	0	900301427	false	0	1	2
5000259	1073922985	1	94	0	900301427	false	0	1	2
5000260	1073922986	1	63	0	900301427	false	0	1	2
5000261	1073922987	1	15	0	900301427	false	0	1	2
5000262	1073922988	1	3	0	900301427	false	0	1	2
5000263	1073922989	1	125	0	900301427	false	0	1	2
5000264	1073922990	1	94	0	900301427	false	0	1	2
5000265	1073922991	1	63	0	900301427	false	0	1	2
5000266	1073922992	1	15	0	900301427	false	0	1	2
5000267	1073922993	1	3	0	900301427	false	0	1	2
5000268	1073922994	1	125	0	900301427	false	0	1	2
5000269	1073922995	1	94	0	900301427	false	0	1	2
5000270	1073922996	1	63	0	900301427	false	0	1	2
5000271	1073922997	1	15	0	900301427	false	0	1	2
5000272	1073922998	1	3	0	900301427	false	0	1	2
5000273	1073922999	1	282	0	900301427	false	0	1	2
5000274	1073923000	1	15	0	900301427	false	0	1	2
5000275	1073923001	1	3	0	900301427	false	0	1	2
5000276	1073923002	1	104	0	900301427	false	0	1	4
5000277	1073923003	1	78	0	900301427	false	0	1	4
5000278	1073923004	1	53	0	900301427	false	0	1	4
5000279	1073923005	1	12	0	900301427	false	0	1	4
5000280	1073923006	1	3	0	900301427	false	0	1	4
5000281	1073923007	1	104	0	900301427	false	0	1	4
5000282	1073923008	1	78	0	900301427	false	0	1	4
5000283	1073923009	1	53	0	900301427	false	0	1	4
5000284	1073923010	1	12	0	900301427	false	0	1	4
5000285	1073923011	1	3	0	900301427	false	0	1	4
5000286	1073923012	1	104	0	900301427	false	0	1	4
5000287	1073923013	1	78	0	900301427	false	0	1	4
5000288	1073923014	1	53	0	900301427	false	0	1	4
5000289	1073923015	1	12	0	900301427	false	0	1	4
5000290	1073923016	1	3	0	900301427	false	0	1	4
5000291	1073923017	1	104	0	900301427	false	0	1	4
5000292	1073923018	1	78	0	900301427	false	0	1	4
5000293	1073923019	1	53	0	900301427	false	0	1	4
5000294	1073923020	1	12	0	900301427	false	0	1	4
5000295	1073923021	1	3	0	900301427	false	0	1	4
5000296	1073923022	1	104	0	900301427	false	0	1	4
5000297	1073923023	1	78	0	900301427	false	0	1	4
5000298	1073923024	1	53	0	900301427	false	0	1	4
5000299	1073923025	1	12	0	900301427	false	0	1	4
5000300	1073923026	1	3	0	900301427	false	0	1	4
5000301	1073923027	1	104	0	900301427	false	0	1	4
5000302	1073923028	1	78	0	900301427	false	0	1	4
5000303	1073923029	1	53	0	900301427	false	0	1	4
5000304	1073923030	1	12	0	900301427	false	0	1	4
5000305	1073923031	1	3	0	900301427	false	0	1	4
5000306	1073923032	1	104	0	900301427	false	0	1	4
5000307	1073923033	1	78	0	900301427	false	0	1	4
5000308	1073923034	1	53	0	900301427	false	0	1	4
5000309	1073923035	1	12	0	900301427	false	0	1	4
5000310	1073923036	1	3	0	900301427	false	0	1	4
5000311	1073923037	1	235	0	900301427	false	0	1	4
5000312	1073923038	1	12	0	900301427	false	0	1	4
5000313	1073923039	1	3	0	900301427	false	0	1	4
5000314	1073923040	1	58	0	900301427	false	0	1	4
5000315	1073923041	1	44	0	900301427	false	0	1	4
5000316	1073923042	1	30	0	900301427	false	0	1	4
5000317	1073923043	1	7	0	900301427	false	0	1	4
5000318	1073923044	1	2	0	900301427	false	0	1	4
5000319	1073923045	1	58	0	900301427	false	0	1	4
5000320	1073923046	1	44	0	900301427	false	0	1	4
5000321	1073923047	1	30	0	900301427	false	0	1	4
5000322	1073923048	1	7	0	900301427	false	0	1	4
5000323	1073923049	1	2	0	900301427	false	0	1	4
5000324	1073923050	1	58	0	900301427	false	0	1	4
5000325	1073923051	1	44	0	900301427	false	0	1	4
5000326	1073923052	1	30	0	900301427	false	0	1	4
5000327	1073923053	1	7	0	900301427	false	0	1	4
5000328	1073923054	1	2	0	900301427	false	0	1	4
5000329	1073923055	1	58	0	900301427	false	0	1	4
5000330	1073923056	1	44	0	900301427	false	0	1	4
5000331	1073923057	1	30	0	900301427	false	0	1	4
5000332	1073923058	1	7	0	900301427	false	0	1	4
5000333	1073923059	1	2	0	900301427	false	0	1	4
5000334	1073923060	1	58	0	900301427	false	0	1	4
5000335	1073923061	1	44	0	900301427	false	0	1	4
5000336	1073923062	1	30	0	900301427	false	0	1	4
5000337	1073923063	1	7	0	900301427	false	0	1	4
5000338	1073923064	1	2	0	900301427	false	0	1	4
5000339	1073923065	1	58	0	900301427	false	0	1	4
5000340	1073923066	1	44	0	900301427	false	0	1	4
5000341	1073923067	1	30	0	900301427	false	0	1	4
5000342	1073923068	1	7	0	900301427	false	0	1	4
5000343	1073923069	1	2	0	900301427	false	0	1	4
5000344	1073923070	1	58	0	900301427	false	0	1	4
5000345	1073923071	1	44	0	900301427	false	0	1	4
5000346	1073923072	1	30	0	900301427	false	0	1	4
5000347	1073923073	1	7	0	900301427	false	0	1	4
5000348	1073923074	1	2	0	900301427	false	0	1	4
5000349	1073923075	1	132	0	900301427	false	0	1	4
5000350	1073923076	1	7	0	900301427	false	0	1	4
5000351	1073923077	1	2	0	900301427	false	0	1	4
5000352	1073923078	1	37	0	900301427	false	0	1	4
5000353	1073923079	1	28	0	900301427	false	0	1	4
5000354	1073923080	1	19	0	900301427	false	0	1	4
5000355	1073923081	1	4	0	900301427	false	0	1	4
5000356	1073923082	1	1	0	900301427	false	0	1	4
5000357	1073923083	1	37	0	900301427	false	0	1	4
5000358	1073923084	1	28	0	900301427	false	0	1	4
5000359	1073923085	1	19	0	900301427	false	0	1	4
5000360	1073923086	1	4	0	900301427	false	0	1	4
5000361	1073923087	1	1	0	900301427	false	0	1	4
5000362	1073923088	1	37	0	900301427	false	0	1	4
5000363	1073923089	1	28	0	900301427	false	0	1	4
5000364	1073923090	1	19	0	900301427	false	0	1	4
5000365	1073923091	1	4	0	900301427	false	0	1	4
5000366	1073923092	1	1	0	900301427	false	0	1	4
5000367	1073923093	1	37	0	900301427	false	0	1	4
5000368	1073923094	1	28	0	900301427	false	0	1	4
5000369	1073923095	1	19	0	900301427	false	0	1	4
5000370	1073923096	1	4	0	900301427	false	0	1	4
5000371	1073923097	1	1	0	900301427	false	0	1	4
5000372	1073923098	1	37	0	900301427	false	0	1	4
5000373	1073923099	1	28	0	900301427	false	0	1	4
5000374	1073923100	1	19	0	900301427	false	0	1	4
5000375	1073923101	1	4	0	900301427	false	0	1	4
5000376	1073923102	1	1	0	900301427	false	0	1	4
5000377	1073923103	1	37	0	900301427	false	0	1	4
5000378	1073923104	1	28	0	900301427	false	0	1	4
5000379	1073923105	1	19	0	900301427	false	0	1	4
5000380	1073923106	1	4	0	900301427	false	0	1	4
5000381	1073923107	1	1	0	900301427	false	0	1	4
5000382	1073923108	1	37	0	900301427	false	0	1	4
5000383	1073923109	1	28	0	900301427	false	0	1	4
5000384	1073923110	1	19	0	900301427	false	0	1	4
5000385	1073923111	1	4	0	900301427	false	0	1	4
5000386	1073923112	1	1	0	900301427	false	0	1	4
5000387	1073923113	1	65	0	900301427	false	0	1	4
5000388	1073923114	1	4	0	900301427	false	0	1	4
5000389	1073923115	1	1	0	900301427	false	0	1	4
5000390	1073923116	1	8	0	900301427	false	0	1	4
5000391	1073923117	1	6	0	900301427	false	0	1	4
5000392	1073923118	1	4	0	900301427	false	0	1	4
5000393	1073923119	1	3	0	900301427	false	0	1	4
5000394	1073923120	1	1	0	900301427	true	0	1	4
5000395	1073923121	1	8	0	900301427	false	0	1	4
5000396	1073923122	1	6	0	900301427	false	0	1	4
5000397	1073923123	1	4	0	900301427	false	0	1	4
5000398	1073923124	1	3	0	900301427	false	0	1	4
5000399	1073923125	1	1	0	900301427	true	0	1	4
5000400	1073923126	1	8	0	900301427	false	0	1	4
5000401	1073923127	1	6	0	900301427	false	0	1	4
5000402	1073923128	1	4	0	900301427	false	0	1	4
5000403	1073923129	1	3	0	900301427	false	0	1	4
5000404	1073923130	1	1	0	900301427	true	0	1	4
5000405	1073923131	1	8	0	900301427	false	0	1	4
5000406	1073923132	1	6	0	900301427	false	0	1	4
5000407	1073923133	1	4	0	900301427	false	0	1	4
5000408	1073923134	1	3	0	900301427	false	0	1	4
5000409	1073923135	1	1	0	900301427	true	0	1	4
5000410	1073923136	1	8	0	900301427	false	0	1	4
5000411	1073923137	1	6	0	900301427	false	0	1	4
5000412	1073923138	1	4	0	900301427	false	0	1	4
5000413	1073923139	1	3	0	900301427	false	0	1	4
5000414	1073923140	1	1	0	900301427	true	0	1	4
5000415	1073923141	1	8	0	900301427	false	0	1	4
5000416	1073923142	1	6	0	900301427	false	0	1	4
5000417	1073923143	1	4	0	900301427	false	0	1	4
5000418	1073923144	1	3	0	900301427	false	0	1	4
5000419	1073923145	1	1	0	900301427	true	0	1	4
5000420	1073923146	1	8	0	900301427	false	0	1	4
5000421	1073923147	1	6	0	900301427	false	0	1	4
5000422	1073923148	1	4	0	900301427	false	0	1	4
5000423	1073923149	1	3	0	900301427	false	0	1	4
5000424	1073923150	1	1	0	900301427	true	0	1	4
5000425	1073923151	1	18	0	900301427	false	0	1	4
5000426	1073923152	1	3	0	900301427	false	0	1	4
5000427	1073923153	1	1	0	900301427	true	0	1	4
5000428	1073922888	1	1291	0	900301427	false	0	2	2
5000429	1073922889	1	972	0	900301427	false	0	2	2
5000430	1073922890	1	655	0	900301427	false	0	2	2
5000431	1073922891	1	152	0	900301427	false	0	2	2
5000432	1073922892	1	34	0	900301427	false	0	2	2
5000433	1073922893	1	1291	0	900301427	false	0	2	2
5000434	1073922894	1	972	0	900301427	false	0	2	2
5000435	1073922895	1	655	0	900301427	false	0	2	2
5000436	1073922896	1	152	0	900301427	false	0	2	2
5000437	1073922897	1	34	0	900301427	false	0	2	2
5000438	1073922898	1	1291	0	900301427	false	0	2	2
5000439	1073922899	1	972	0	900301427	false	0	2	2
5000440	1073922900	1	655	0	900301427	false	0	2	2
5000441	1073922901	1	152	0	900301427	false	0	2	2
5000442	1073922902	1	34	0	900301427	false	0	2	2
5000443	1073922903	1	1291	0	900301427	false	0	2	2
5000444	1073922904	1	972	0	900301427	false	0	2	2
5000445	1073922905	1	655	0	900301427	false	0	2	2
5000446	1073922906	1	152	0	900301427	false	0	2	2
5000447	1073922907	1	34	0	900301427	false	0	2	2
5000448	1073922908	1	1291	0	900301427	false	0	2	2
5000449	1073922909	1	972	0	900301427	false	0	2	2
5000450	1073922910	1	655	0	900301427	false	0	2	2
5000451	1073922911	1	152	0	900301427	false	0	2	2
5000452	1073922912	1	34	0	900301427	false	0	2	2
5000453	1073922913	1	1291	0	900301427	false	0	2	2
5000454	1073922914	1	972	0	900301427	false	0	2	2
5000455	1073922915	1	655	0	900301427	false	0	2	2
5000456	1073922916	1	152	0	900301427	false	0	2	2
5000457	1073922917	1	34	0	900301427	false	0	2	2
5000458	1073922918	1	1291	0	900301427	false	0	2	2
5000459	1073922919	1	972	0	900301427	false	0	2	2
5000460	1073922920	1	655	0	900301427	false	0	2	2
5000461	1073922921	1	152	0	900301427	false	0	2	2
5000462	1073922922	1	34	0	900301427	false	0	2	2
5000463	1073922923	1	2918	0	900301427	false	0	2	2
5000464	1073922924	1	152	0	900301427	false	0	2	2
5000465	1073922925	1	34	0	900301427	false	0	2	2
5000466	1073922926	1	1004	0	900301427	false	0	2	2
5000467	1073922927	1	756	0	900301427	false	0	2	2
5000468	1073922928	1	509	0	900301427	false	0	2	2
5000469	1073922929	1	118	0	900301427	false	0	2	2
5000470	1073922930	1	27	0	900301427	false	0	2	2
5000471	1073922931	1	1004	0	900301427	false	0	2	2
5000472	1073922932	1	756	0	900301427	false	0	2	2
5000473	1073922933	1	509	0	900301427	false	0	2	2
5000474	1073922934	1	118	0	900301427	false	0	2	2
5000475	1073922935	1	27	0	900301427	false	0	2	2
5000476	1073922936	1	1004	0	900301427	false	0	2	2
5000477	1073922937	1	756	0	900301427	false	0	2	2
5000478	1073922938	1	509	0	900301427	false	0	2	2
5000479	1073922939	1	118	0	900301427	false	0	2	2
5000480	1073922940	1	27	0	900301427	false	0	2	2
5000481	1073922941	1	1004	0	900301427	false	0	2	2
5000482	1073922942	1	756	0	900301427	false	0	2	2
5000483	1073922943	1	509	0	900301427	false	0	2	2
5000484	1073922944	1	118	0	900301427	false	0	2	2
5000485	1073922945	1	27	0	900301427	false	0	2	2
5000486	1073922946	1	1004	0	900301427	false	0	2	2
5000487	1073922947	1	756	0	900301427	false	0	2	2
5000488	1073922948	1	509	0	900301427	false	0	2	2
5000489	1073922949	1	118	0	900301427	false	0	2	2
5000490	1073922950	1	27	0	900301427	false	0	2	2
5000491	1073922951	1	1004	0	900301427	false	0	2	2
5000492	1073922952	1	756	0	900301427	false	0	2	2
5000493	1073922953	1	509	0	900301427	false	0	2	2
5000494	1073922954	1	118	0	900301427	false	0	2	2
5000495	1073922955	1	27	0	900301427	false	0	2	2
5000496	1073922956	1	1004	0	900301427	false	0	2	2
5000497	1073922957	1	756	0	900301427	false	0	2	2
5000498	1073922958	1	509	0	900301427	false	0	2	2
5000499	1073922959	1	118	0	900301427	false	0	2	2
5000500	1073922960	1	27	0	900301427	false	0	2	2
5000501	1073922961	1	2269	0	900301427	false	0	2	2
5000502	1073922962	1	118	0	900301427	false	0	2	2
5000503	1073922963	1	27	0	900301427	false	0	2	2
5000504	1073922964	1	754	0	900301427	false	0	2	2
5000505	1073922965	1	567	0	900301427	false	0	2	2
5000506	1073922966	1	383	0	900301427	false	0	2	2
5000507	1073922967	1	89	0	900301427	false	0	2	2
