ROWID	_questID|INTEGER	_step|INTEGER	_class|INTEGER	_Gold|INTEGER	_Exp|INTEGER	_StringIndex|INTEGER	_Type|INTEGER	_SelectMax|INTEGER	_ItemIndex1|INTEGER	_ItemCount1|INTEGER	_ItemIndex2|INTEGER	_ItemCount2|INTEGER	_ItemIndex3|INTEGER	_ItemCount3|INTEGER	_ItemIndex4|INTEGER	_ItemCount4|INTEGER	_ItemIndex5|INTEGER	_ItemCount5|INTEGER	_ItemIndex6|INTEGER	_ItemCount6|INTEGER	_StageLevel|INTEGER	_StageLevelOperator|INTEGER	_MailID|INTEGER	_ItemOptionID1|INTEGER	_ItemOptionID2|INTEGER	_ItemOptionID3|INTEGER	_ItemOptionID4|INTEGER	_ItemOptionID5|INTEGER	_ItemOptionID6|INTEGER	_LevelCabStringIndex|INTEGER	_GiveFTG|INTEGER
172	17	4	2	10000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
181	18	4	1	10000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
182	18	4	2	10000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
191	19	2	1	10000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
192	19	2	2	10000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
201	20	3	1	10000	10000	1250000	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260173	600
202	20	3	2	10000	10000	1250000	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260173	600
211	21	2	1	0	10000	1250002	1	1	268489673	1	268484678	1	805311710	1	0	0	0	0	0	0	0	4	5644	0	0	0	0	0	0	1260172	600
212	21	2	2	0	10000	1250002	1	1	268489673	1	268484678	1	805311710	1	0	0	0	0	0	0	0	4	5643	0	0	0	0	0	0	1260172	600
260	26	4	6	10000	20000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
270	27	5	6	10000	20000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
280	28	3	6	10000	20000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
290	29	4	6	10000	20000	1250000	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260173	600
300	30	4	6	0	20000	1250002	1	1	268489673	1	268484678	1	805311710	1	0	0	0	0	0	0	0	4	5645	0	0	0	0	0	0	1260172	600
310	31	4	7	10000	20000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
320	32	7	7	10000	20000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
330	33	5	7	10000	20000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
340	34	5	7	10000	20000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
350	35	5	7	0	20000	1250002	1	1	268489673	1	268484678	1	805311710	1	0	0	0	0	0	0	0	4	5646	0	0	0	0	0	0	1260173	600
657	65	4	7	424	0	1250002	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	0
910	91	2	5	10000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
920	92	4	5	10000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
930	93	3	5	10000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
940	94	3	5	10000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
950	95	3	5	10000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
960	96	3	5	10000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
970	97	3	5	10000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
980	98	2	5	10000	10000	1250000	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260173	600
990	99	3	5	10000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1000	100	2	5	0	10000	1250002	1	1	268489673	1	268484678	1	805311710	1	0	0	0	0	0	0	0	4	5647	0	0	0	0	0	0	1260172	600
1010	101	2	4	0	10000	1250002	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1020	102	4	4	1183	10000	1250002	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1030	103	5	4	700	10000	1250002	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1040	104	2	4	700	10000	1250002	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1050	105	2	4	700	10000	1250002	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1060	106	6	4	1263	10000	1250002	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1070	107	5	4	1389	10000	1250002	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1080	108	3	4	1515	10000	1250002	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1090	109	3	4	1691	10000	1250000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260173	600
1100	110	6	4	10000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1110	111	2	3	0	10000	1250002	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1120	112	4	3	1183	10000	1250002	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1130	113	6	3	700	10000	1250002	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1140	114	3	3	700	10000	1250002	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1150	115	4	3	700	10000	1250002	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1160	116	5	3	1263	10000	1250002	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1170	117	4	3	1389	10000	1250002	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1180	118	4	3	1515	10000	1250002	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1190	119	4	3	1691	10000	1250000	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260173	600
1200	120	5	3	2678	10000	1250002	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1210	121	3	4	0	10000	1250002	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1220	122	4	3	0	10000	1250002	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1250	125	2	4	10000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1260	126	1	4	10000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1270	127	4	4	10000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1280	128	7	4	10000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1290	129	2	4	10000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1300	130	6	4	10000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1310	131	4	4	10000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1320	132	3	4	10000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1330	133	3	4	10000	10000	1250000	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260173	600
1340	134	6	4	10000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1350	135	2	3	10000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1360	136	4	3	10000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1370	137	4	3	10000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1380	138	7	3	10000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1390	139	4	3	10000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1400	140	5	3	10000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1410	141	4	3	10000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1420	142	4	3	10000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1430	143	4	3	10000	10000	1250000	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260173	600
1440	144	5	3	0	10000	1250002	1	1	268489673	1	268484678	1	805311710	1	0	0	0	0	0	0	0	4	5648	0	0	0	0	0	0	1260172	600
1550	155	6	4	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1560	156	3	4	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1570	157	5	4	0	10000	1250002	1	1	268489673	1	268484678	1	805311710	1	0	0	0	0	0	0	0	4	5649	0	0	0	0	0	0	1260172	600
1860	186	4	7	10000	20000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1870	187	5	7	10000	20000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1880	188	6	7	10000	20000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1890	189	5	7	10000	20000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1900	190	2	7	10000	20000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1910	191	3	7	0	10000	1250002	1	1	268489673	1	268484678	1	805311711	1	0	0	0	0	0	0	0	4	5652	0	0	0	0	0	0	1260172	600
1920	192	4	7	10000	10000	1250000	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260173	600
1930	193	3	7	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1940	194	4	7	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1950	195	2	7	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1960	196	3	7	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1970	197	6	7	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1980	198	4	7	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
1990	199	5	7	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2000	200	6	7	0	10000	1250002	1	1	268489673	1	268484678	1	805311712	1	0	0	0	0	0	0	0	4	5661	0	0	0	0	0	0	1260172	600
2011	201	5	1	10000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2012	201	5	2	10000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2013	201	5	3	10000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2016	201	5	6	10000	20000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2014	201	5	4	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2021	202	4	1	10000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2022	202	4	2	10000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2026	202	4	6	10000	20000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2023	202	4	3	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2024	202	4	4	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2036	203	6	6	10000	20000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2031	203	6	1	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2032	203	6	2	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2033	203	6	3	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2034	203	6	4	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2046	204	4	6	10000	20000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2041	204	4	1	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2042	204	4	2	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2043	204	4	3	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2044	204	4	4	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2056	205	4	6	10000	20000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2051	205	4	1	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2052	205	4	2	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2053	205	4	3	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2054	205	4	4	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2061	206	3	1	0	10000	1250002	1	1	268489673	1	268484678	1	805311711	1	0	0	0	0	0	0	0	4	5657	0	0	0	0	0	0	1260172	600
2062	206	3	2	0	10000	1250002	1	1	268489673	1	268484678	1	805311711	1	0	0	0	0	0	0	0	4	5656	0	0	0	0	0	0	1260172	600
2063	206	3	3	0	10000	1250002	1	1	268489673	1	268484678	1	805311711	1	0	0	0	0	0	0	0	4	5655	0	0	0	0	0	0	1260172	600
2064	206	3	4	0	10000	1250002	1	1	268489673	1	268484678	1	805311711	1	0	0	0	0	0	0	0	4	5654	0	0	0	0	0	0	1260172	600
2066	206	3	6	0	10000	1250002	1	1	268489673	1	268484678	1	805311711	1	0	0	0	0	0	0	0	4	5653	0	0	0	0	0	0	1260172	600
2076	207	6	6	10000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2071	207	6	1	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2072	207	6	2	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2073	207	6	3	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2074	207	6	4	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2081	208	5	1	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2082	208	5	2	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2083	208	5	3	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2084	208	5	4	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2086	208	5	6	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2088	208	5	8	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2091	209	1	1	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2092	209	1	2	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2093	209	1	3	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2094	209	1	4	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2096	209	1	6	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2101	210	3	1	100000	10000	1250000	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260173	600
2102	210	3	2	100000	10000	1250000	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260173	600
2103	210	3	3	100000	10000	1250000	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260173	600
2104	210	3	4	100000	10000	1250000	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260173	600
2105	210	3	6	100000	10000	1250000	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260173	600
2111	211	3	1	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2112	211	3	2	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2113	211	3	3	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2114	211	3	4	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2116	211	3	6	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2118	211	3	8	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2121	212	3	1	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2122	212	3	2	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2123	212	3	3	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2124	212	3	4	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2126	212	3	6	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2128	212	3	8	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
2131	213	3	1	100000	10000	1250002	1	1	536879753	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1260172	600
