ROWID	_ItemID|INTEGER	_Count|INTEGER	_ChaoscubeNum|INTEGER	_GaugeValue|INTEGER	_Chaosmatchingnum|INTEGER
100221	1073905019	1	100115	0	0
100222	1073905034	1	100115	0	0
100223	1073905049	1	100115	0	0
100224	1073905064	1	100115	0	0
100225	1073904949	1	100115	0	0
100226	1073904964	1	100115	0	0
100227	1073904979	1	100115	0	0
100228	1073904994	1	100115	0	0
100229	1073905009	1	100115	0	0
100230	1073905024	1	100115	0	0
100231	1073905039	1	100115	0	0
100232	1073905054	1	100115	0	0
100233	1073905069	1	100115	0	0
100234	1073904940	1	100116	0	0
100235	1073904955	1	100116	0	0
100236	1073904970	1	100116	0	0
100237	1073904985	1	100116	0	0
100238	1073905000	1	100116	0	0
100239	1073905015	1	100116	0	0
100240	1073905030	1	100116	0	0
100241	1073905045	1	100116	0	0
100242	1073905060	1	100116	0	0
100243	1073904945	1	100116	0	0
100244	1073904960	1	100116	0	0
100245	1073904975	1	100116	0	0
100246	1073904990	1	100116	0	0
100247	1073905005	1	100116	0	0
100248	1073905020	1	100116	0	0
100249	1073905035	1	100116	0	0
100250	1073905050	1	100116	0	0
100251	1073905065	1	100116	0	0
100252	1073904950	1	100116	0	0
100253	1073904965	1	100116	0	0
100254	1073904980	1	100116	0	0
100255	1073904995	1	100116	0	0
100256	1073905010	1	100116	0	0
100257	1073905025	1	100116	0	0
100258	1073905040	1	100116	0	0
100259	1073905055	1	100116	0	0
100260	1073905070	1	100116	0	0
100261	1073904941	1	100117	0	0
100262	1073904956	1	100117	0	0
100263	1073904971	1	100117	0	0
100264	1073904986	1	100117	0	0
100265	1073905001	1	100117	0	0
100266	1073905016	1	100117	0	0
100267	1073905031	1	100117	0	0
100268	1073905046	1	100117	0	0
100269	1073905061	1	100117	0	0
100270	1073904946	1	100117	0	0
100271	1073904961	1	100117	0	0
100272	1073904976	1	100117	0	0
100273	1073904991	1	100117	0	0
100274	1073905006	1	100117	0	0
100275	1073905021	1	100117	0	0
100276	1073905036	1	100117	0	0
100277	1073905051	1	100117	0	0
100278	1073905066	1	100117	0	0
100279	1073904951	1	100117	0	0
100280	1073904966	1	100117	0	0
100281	1073904981	1	100117	0	0
100282	1073904996	1	100117	0	0
100283	1073905011	1	100117	0	0
100284	1073905026	1	100117	0	0
100285	1073905041	1	100117	0	0
100286	1073905056	1	100117	0	0
100287	1073905071	1	100117	0	0
100288	1073905072	1	100118	0	0
100289	1073905074	1	100118	0	0
100290	1073905076	1	100118	0	0
100291	1073905078	1	100118	0	0
100292	1073905081	1	100118	0	0
100293	1073905082	1	100118	0	0
100294	1073905084	1	100118	0	0
100295	1073905086	1	100118	0	0
100296	1073905088	1	100118	0	0
100297	1073905073	1	100119	0	0
100298	1073905075	1	100119	0	0
100299	1073905077	1	100119	0	0
100300	1073905079	1	100119	0	0
100301	1073905080	1	100119	0	0
100302	1073905083	1	100119	0	0
100303	1073905085	1	100119	0	0
100304	1073905087	1	100119	0	0
100305	1073905089	1	100119	0	0
100306	268493873	1	1732	0	0
100307	268493875	1	1732	0	0
100308	268493876	1	1732	0	0
100309	268493877	1	1732	0	0
100310	268493878	1	1732	0	0
100311	268493879	1	1732	0	0
100312	268493880	1	1732	0	0
100313	268493881	1	1732	0	0
100314	268493882	1	1732	0	0
100315	268493883	1	1732	0	0
100316	268493884	1	1732	0	0
100317	268493885	1	1732	0	0
100318	268493886	1	1732	0	0
100319	268493887	1	1732	0	0
100320	268493888	1	1732	0	0
100321	268493889	1	1732	0	0
100322	268493890	1	1732	0	0
100323	268493891	1	1732	0	0
100324	268493892	1	1732	0	0
100325	268493893	1	1732	0	0
100326	268493894	1	1732	0	0
100327	268493895	1	1732	0	0
100328	268493896	1	1732	0	0
100329	268493897	1	1732	0	0
100330	268493898	1	1732	0	0
100331	268493899	1	1732	0	0
100332	268493900	1	1732	0	0
100333	268493901	1	1732	0	0
100334	268493902	1	1732	0	0
100335	268493903	1	1732	0	0
100336	268493904	1	1732	0	0
100337	268493905	1	1732	0	0
100338	268493906	1	1732	0	0
100339	268493907	1	1732	0	0
100340	268493908	1	1732	0	0
100341	268493909	1	1732	0	0
100342	268493910	1	1732	0	0
100343	268493911	1	1732	0	0
100344	268493912	1	1732	0	0
100345	268493913	1	1732	0	0
100346	268493914	1	1732	0	0
100347	268493915	1	1732	0	0
100348	268493916	1	1732	0	0
100349	268493917	1	1732	0	0
100350	268493918	1	1732	0	0
100351	268493919	1	1732	0	0
100352	268493920	1	1732	0	0
100353	268493921	1	1732	0	0
100354	268493922	1	1732	0	0
100355	268493923	1	1732	0	0
100356	268493924	1	1732	0	0
100357	268493925	1	1732	0	0
100358	268493926	1	1732	0	0
100359	268493927	1	1732	0	0
100360	268493928	1	1732	0	0
100361	268493929	1	1732	0	0
100362	268493930	1	1732	0	0
100363	268493931	1	1732	0	0
100364	268493932	1	1732	0	0
100365	268493933	1	1732	0	0
100366	268493934	1	1732	0	0
100367	268493935	1	1732	0	0
100368	268493936	1	1732	0	0
100369	268493937	1	1732	0	0
100370	268493938	1	1732	0	0
100371	268493939	1	1732	0	0
100372	268493940	1	1732	0	0
100373	268493941	1	1732	0	0
100374	268493942	1	1732	0	0
100375	268493943	1	1732	0	0
100376	268493944	1	1732	0	0
100377	268493945	1	1732	0	0
100378	268493946	1	1732	0	0
100379	268493947	1	1732	0	0
100380	268493948	1	1732	0	0
100381	268493949	1	1732	0	0
100382	268493950	1	1732	0	0
100383	268493951	1	1732	0	0
100384	268493952	1	1732	0	0
100385	268493953	1	1732	0	0
100386	268493954	1	1732	0	0
100387	268493955	1	1732	0	0
100388	268493956	1	1732	0	0
100389	268493957	1	1732	0	0
100390	268493958	1	1732	0	0
100391	268493959	1	1732	0	0
100392	268493960	1	1732	0	0
100393	268493961	1	1732	0	0
100394	268493962	1	1732	0	0
100395	268493963	1	1732	0	0
100396	268493964	1	1732	0	0
100397	268493965	1	1732	0	0
100398	268493966	1	1732	0	0
100399	268493967	1	1732	0	0
100400	268493968	1	1732	0	0
100401	268493969	1	1732	0	0
100402	268493970	1	1732	0	0
100403	268493971	1	1732	0	0
100404	268493972	1	1732	0	0
100405	268493973	1	1732	0	0
100406	268493974	1	1732	0	0
100407	268493975	1	1732	0	0
100408	268493976	1	1732	0	0
100409	268493977	1	1732	0	0
100410	268493978	1	1732	0	0
100411	268493979	1	1732	0	0
100412	268493980	1	1732	0	0
100413	268493981	1	1732	0	0
100414	268493982	1	1732	0	0
100415	268493983	1	1732	0	0
100416	268493984	1	1732	0	0
100417	268493985	1	1732	0	0
100418	268493986	1	1732	0	0
100419	268493987	1	1732	0	0
100420	268493988	1	1732	0	0
100421	268493989	1	1732	0	0
100422	268493990	1	1732	0	0
100423	268493991	1	1732	0	0
100424	268493992	1	1732	0	0
100425	268493993	1	1732	0	0
100426	268493994	1	1732	0	0
100427	268493995	1	1732	0	0
100428	268493996	1	1732	0	0
100429	268493997	1	1732	0	0
100430	268493998	1	1732	0	0
100431	268493999	1	1732	0	0
100432	268494000	1	1732	0	0
100433	268494001	1	1732	0	0
100434	268494002	1	1732	0	0
100435	268494003	1	1732	0	0
100436	268494004	1	1732	0	0
100437	268494005	1	1732	0	0
100438	268494006	1	1732	0	0
100439	268494007	1	1732	0	0
100440	268494008	1	1732	0	0
100441	268494009	1	1732	0	0
100442	268494010	1	1732	0	0
100443	268494011	1	1732	0	0
100444	268494012	1	1732	0	0
100445	268493874	1	1733	0	0
100446	268494013	1	1733	0	0
100447	268494014	1	1733	0	0
100448	268494015	1	1733	0	0
100449	268494016	1	1733	0	0
100450	268494017	1	1733	0	0
100451	268494018	1	1733	0	0
100452	268494019	1	1733	0	0
100453	268494020	1	1733	0	0
100454	268494021	1	1733	0	0
100455	268494022	1	1733	0	0
100456	268494023	1	1733	0	0
100457	268494024	1	1733	0	0
100458	268494025	1	1733	0	0
100459	268494026	1	1733	0	0
100460	268494027	1	1733	0	0
100461	268494028	1	1733	0	0
100462	268494029	1	1733	0	0
100463	268494030	1	1733	0	0
100464	268494031	1	1733	0	0
100465	268494032	1	1733	0	0
100466	268494033	1	1733	0	0
100467	268494034	1	1733	0	0
100468	268494035	1	1733	0	0
100469	268494036	1	1733	0	0
100470	268494037	1	1733	0	0
100471	268494038	1	1733	0	0
100472	268494039	1	1733	0	0
100473	268494040	1	1733	0	0
100474	268494041	1	1733	0	0
100475	268494042	1	1733	0	0
100476	268494043	1	1733	0	0
100477	268494044	1	1733	0	0
100478	268494045	1	1733	0	0
100479	268494046	1	1733	0	0
100480	268494047	1	1733	0	0
100481	268494048	1	1733	0	0
100482	268494049	1	1733	0	0
100483	268494050	1	1733	0	0
100484	268494051	1	1733	0	0
100485	268494052	1	1733	0	0
100486	268494053	1	1733	0	0
100487	268494054	1	1733	0	0
100488	268494055	1	1733	0	0
100489	268494056	1	1733	0	0
100490	268494057	1	1733	0	0
100491	268494058	1	1733	0	0
100492	268494059	1	1733	0	0
100493	268494060	1	1733	0	0
100494	268494061	1	1733	0	0
100495	268494062	1	1733	0	0
100496	268494063	1	1733	0	0
100497	268494064	1	1733	0	0
100498	268494065	1	1733	0	0
100499	268494066	1	1733	0	0
100500	268494067	1	1733	0	0
100501	268494068	1	1733	0	0
100502	268494069	1	1733	0	0
100503	268494070	1	1733	0	0
100504	268494071	1	1733	0	0
100505	268494072	1	1733	0	0
100506	268494073	1	1733	0	0
100507	268494074	1	1733	0	0
100508	268494075	1	1733	0	0
100509	268494076	1	1733	0	0
100510	268494077	1	1733	0	0
100511	268494078	1	1733	0	0
100512	268494079	1	1733	0	0
100513	268494080	1	1733	0	0
100514	268494081	1	1733	0	0
100515	268494082	1	1733	0	0
100516	268494083	1	1733	0	0
100517	268494084	1	1733	0	0
100518	268494085	1	1733	0	0
100519	268494086	1	1733	0	0
100520	268494087	1	1733	0	0
100521	268494088	1	1733	0	0
100522	268494089	1	1733	0	0
100523	268494090	1	1733	0	0
100524	268494091	1	1733	0	0
100525	268494092	1	1733	0	0
100526	268494093	1	1733	0	0
100527	268494094	1	1733	0	0
100528	268494095	1	1733	0	0
100529	268494096	1	1733	0	0
100530	268494097	1	1733	0	0
100531	268494098	1	1733	0	0
100532	268494099	1	1733	0	0
100533	268494100	1	1733	0	0
100534	268494101	1	1733	0	0
100535	268494102	1	1733	0	0
100536	268494103	1	1733	0	0
100537	268494104	1	1733	0	0
100538	268494105	1	1733	0	0
100539	268494106	1	1733	0	0
100540	268494107	1	1733	0	0
100541	268494108	1	1733	0	0
100542	268494109	1	1733	0	0
100543	268494110	1	1733	0	0
100544	268494111	1	1733	0	0
100545	268494112	1	1733	0	0
100546	268494113	1	1733	0	0
100547	268494114	1	1733	0	0
100548	268494115	1	1733	0	0
100549	268494116	1	1733	0	0
100550	268494117	1	1733	0	0
100551	268494118	1	1733	0	0
100552	268494119	1	1733	0	0
100553	268494120	1	1733	0	0
100554	268494121	1	1733	0	0
100555	268494122	1	1733	0	0
100556	268494123	1	1733	0	0
100557	268494124	1	1733	0	0
100558	268494125	1	1733	0	0
100559	268494126	1	1733	0	0
100560	268494127	1	1733	0	0
100561	268494128	1	1733	0	0
100562	268494129	1	1733	0	0
100563	268494130	1	1733	0	0
100564	268494131	1	1733	0	0
100565	268494132	1	1733	0	0
100566	268494133	1	1733	0	0
100567	268494134	1	1733	0	0
100568	268494135	1	1733	0	0
100569	268494136	1	1733	0	0
100570	268494137	1	1733	0	0
100571	268494138	1	1733	0	0
100572	268494139	1	1733	0	0
100573	268494140	1	1733	0	0
100574	268494141	1	1733	0	0
100575	268494142	1	1733	0	0
100576	268494143	1	1733	0	0
100577	268494144	1	1733	0	0
100578	268494145	1	1733	0	0
100579	268494146	1	1733	0	0
100580	268494147	1	1733	0	0
100581	268494148	1	1733	0	0
100582	268494149	1	1733	0	0
100583	268494150	1	1733	0	0
150000	1073914837	1	100901	0	0
150001	1073914839	1	100901	0	0
150002	1073914841	1	100901	0	0
150003	1073914843	1	100901	0	0
150004	1073914845	1	100901	0	0
150005	1073914847	1	100901	0	0
150006	1073914849	1	100901	0	0
150007	1073914851	1	100901	0	0
150008	1073914853	1	100901	0	0
150009	1073914855	1	100901	0	0
150010	1073914857	1	100901	0	0
150011	1073914859	1	100901	0	0
150012	1073914861	1	100901	0	0
150013	1073914863	1	100901	0	0
150014	1073914865	1	100901	0	0
150015	1073914867	1	100901	0	0
150016	1073914869	1	100901	0	0
150017	1073914871	1	100901	0	0
150018	1073914873	1	100901	0	0
150019	1073914875	1	100901	0	0
150020	1073914877	1	100901	0	0
150021	1073914879	1	100901	0	0
150022	1073914881	1	100901	0	0
150023	1073914883	1	100901	0	0
150024	1073914885	1	100901	0	0
150025	1073914887	1	100901	0	0
150026	1073914889	1	100901	0	0
150027	1073914891	1	100901	0	0
150028	1073914893	1	100901	0	0
150029	1073914895	1	100901	0	0
150030	1073914897	1	100901	0	0
150031	1073914899	1	100901	0	0
150032	1073914901	1	100901	0	0
150033	1073914903	1	100901	0	0
150034	1073914905	1	100901	0	0
150035	1073914907	1	100901	0	0
150036	1073914909	1	100901	0	0
150037	1073914911	1	100901	0	0
150038	1073914913	1	100901	0	0
150039	1073914915	1	100901	0	0
150040	1073914917	1	100901	0	0
150041	1073914919	1	100901	0	0
150042	1073914921	1	100901	0	0
150043	1073914923	1	100901	0	0
150044	1073914925	1	100901	0	0
150045	1073914838	1	100902	0	0
150046	1073914840	1	100902	0	0
150047	1073914842	1	100902	0	0
150048	1073914844	1	100902	0	0
150049	1073914846	1	100902	0	0
150050	1073914848	1	100902	0	0
150051	1073914850	1	100902	0	0
150052	1073914852	1	100902	0	0
150053	1073914854	1	100902	0	0
150054	1073914856	1	100902	0	0
150055	1073914858	1	100902	0	0
150056	1073914860	1	100902	0	0
150057	1073914862	1	100902	0	0
150058	1073914864	1	100902	0	0
150059	1073914866	1	100902	0	0
150060	1073914868	1	100902	0	0
150061	1073914870	1	100902	0	0
150062	1073914872	1	100902	0	0
150063	1073914874	1	100902	0	0
150064	1073914876	1	100902	0	0
150065	1073914878	1	100902	0	0
150066	1073914880	1	100902	0	0
150067	1073914882	1	100902	0	0
150068	1073914884	1	100902	0	0
150069	1073914886	1	100902	0	0
150070	1073914888	1	100902	0	0
150071	1073914890	1	100902	0	0
150072	1073914892	1	100902	0	0
150073	1073914894	1	100902	0	0
150074	1073914896	1	100902	0	0
150075	1073914898	1	100902	0	0
150076	1073914900	1	100902	0	0
150077	1073914902	1	100902	0	0
150078	1073914904	1	100902	0	0
150079	1073914906	1	100902	0	0
150080	1073914908	1	100902	0	0
150081	1073914910	1	100902	0	0
150082	1073914912	1	100902	0	0
150083	1073914914	1	100902	0	0
150084	1073914916	1	100902	0	0
150085	1073914918	1	100902	0	0
150086	1073914920	1	100902	0	0
150087	1073914922	1	100902	0	0
150088	1073914924	1	100902	0	0
150089	1073914926	1	100902	0	0
150090	1073915879	1	100903	0	0
150091	1073915881	1	100903	0	0
150092	1073915883	1	100903	0	0
150093	1073915885	1	100903	0	0
150094	1073915887	1	100903	0	0
150095	1073915889	1	100903	0	0
150096	1073915891	1	100903	0	0
150097	1073915893	1	100903	0	0
150098	1073915895	1	100903	0	0
150099	1073915897	1	100903	0	0
150100	1073915899	1	100903	0	0
150101	1073915901	1	100903	0	0
150102	1073915903	1	100903	0	0
150103	1073915905	1	100903	0	0
150104	1073915907	1	100903	0	0
150105	1073915909	1	100903	0	0
150106	1073915911	1	100903	0	0
150107	1073915913	1	100903	0	0
150108	1073915915	1	100903	0	0
150109	1073915917	1	100903	0	0
150110	1073915919	1	100903	0	0
150111	1073915921	1	100903	0	0
150112	1073915923	1	100903	0	0
150113	1073915925	1	100903	0	0
150114	1073915927	1	100903	0	0
150115	1073915929	1	100903	0	0
150116	1073915931	1	100903	0	0
150117	1073915933	1	100903	0	0
150118	1073915935	1	100903	0	0
150119	1073915937	1	100903	0	0
150120	1073915939	1	100903	0	0
150121	1073915941	1	100903	0	0
150122	1073915943	1	100903	0	0
150123	1073915945	1	100903	0	0
150124	1073915947	1	100903	0	0
150125	1073915949	1	100903	0	0
150126	1073915951	1	100903	0	0
150127	1073915953	1	100903	0	0
150128	1073915955	1	100903	0	0
150129	1073915957	1	100903	0	0
150130	1073915959	1	100903	0	0
150131	1073915961	1	100903	0	0
150132	1073915963	1	100903	0	0
150133	1073915965	1	100903	0	0
150134	1073915967	1	100903	0	0
150135	1073915880	1	100904	0	0
150136	1073915882	1	100904	0	0
150137	1073915884	1	100904	0	0
150138	1073915886	1	100904	0	0
150139	1073915888	1	100904	0	0
150140	1073915890	1	100904	0	0
150141	1073915892	1	100904	0	0
150142	1073915894	1	100904	0	0
150143	1073915896	1	100904	0	0
150144	1073915898	1	100904	0	0
150145	1073915900	1	100904	0	0
150146	1073915902	1	100904	0	0
150147	1073915904	1	100904	0	0
150148	1073915906	1	100904	0	0
150149	1073915908	1	100904	0	0
150150	1073915910	1	100904	0	0
150151	1073915912	1	100904	0	0
150152	1073915914	1	100904	0	0
150153	1073915916	1	100904	0	0
150154	1073915918	1	100904	0	0
150155	1073915920	1	100904	0	0
150156	1073915922	1	100904	0	0
150157	1073915924	1	100904	0	0
150158	1073915926	1	100904	0	0
150159	1073915928	1	100904	0	0
150160	1073915930	1	100904	0	0
150161	1073915932	1	100904	0	0
150162	1073915934	1	100904	0	0
150163	1073915936	1	100904	0	0
150164	1073915938	1	100904	0	0
150165	1073915940	1	100904	0	0
150166	1073915942	1	100904	0	0
150167	1073915944	1	100904	0	0
150168	1073915946	1	100904	0	0
150169	1073915948	1	100904	0	0
150170	1073915950	1	100904	0	0
150171	1073915952	1	100904	0	0
150172	1073915954	1	100904	0	0
150173	1073915956	1	100904	0	0
150174	1073915958	1	100904	0	0
150175	1073915960	1	100904	0	0
150176	1073915962	1	100904	0	0
150177	1073915964	1	100904	0	0
150178	1073915966	1	100904	0	0
150179	1073915968	1	100904	0	0
150180	1073915879	1	100905	0	0
150181	1073915969	1	100905	0	0
150182	1073915971	1	100905	0	0
150183	1073915973	1	100905	0	0
150184	1073915975	1	100905	0	0
150185	1073915977	1	100905	0	0
150186	1073915979	1	100905	0	0
150187	1073915981	1	100905	0	0
150188	1073915983	1	100905	0	0
150189	1073915985	1	100905	0	0
150190	1073915987	1	100905	0	0
150191	1073915989	1	100905	0	0
150192	1073915991	1	100905	0	0
150193	1073915993	1	100905	0	0
150194	1073915995	1	100905	0	0
150195	1073915997	1	100905	0	0
150196	1073915999	1	100905	0	0
150197	1073916001	1	100905	0	0
150198	1073916003	1	100905	0	0
150199	1073916005	1	100905	0	0
150200	1073916007	1	100905	0	0
150201	1073916009	1	100905	0	0
150202	1073916011	1	100905	0	0
150203	1073916013	1	100905	0	0
150204	1073916015	1	100905	0	0
150205	1073916017	1	100905	0	0
150206	1073916019	1	100905	0	0
150207	1073916021	1	100905	0	0
150208	1073916023	1	100905	0	0
150209	1073916025	1	100905	0	0
150210	1073916027	1	100905	0	0
150211	1073916029	1	100905	0	0
150212	1073916031	1	100905	0	0
150213	1073916033	1	100905	0	0
150214	1073916035	1	100905	0	0
150215	1073916037	1	100905	0	0
150216	1073916039	1	100905	0	0
150217	1073916041	1	100905	0	0
150218	1073916043	1	100905	0	0
150219	1073916045	1	100905	0	0
150220	1073916047	1	100905	0	0
150221	1073916049	1	100905	0	0
150222	1073916051	1	100905	0	0
150223	1073916053	1	100905	0	0
150224	1073916055	1	100905	0	0
150225	1073915880	1	100906	0	0
150226	1073915970	1	100906	0	0
150227	1073915972	1	100906	0	0
150228	1073915974	1	100906	0	0
150229	1073915976	1	100906	0	0
150230	1073915978	1	100906	0	0
150231	1073915980	1	100906	0	0
150232	1073915982	1	100906	0	0
150233	1073915984	1	100906	0	0
150234	1073915986	1	100906	0	0
150235	1073915988	1	100906	0	0
150236	1073915990	1	100906	0	0
150237	1073915992	1	100906	0	0
150238	1073915994	1	100906	0	0
150239	1073915996	1	100906	0	0
150240	1073915998	1	100906	0	0
150241	1073916000	1	100906	0	0
150242	1073916002	1	100906	0	0
150243	1073916004	1	100906	0	0
150244	1073916006	1	100906	0	0
150245	1073916008	1	100906	0	0
