ROWID	_EnchantRatio|FLOAT	_BreakRatio|FLOAT	_MinDown|INTEGER	_MaxDown|INTEGER	_NeedItemID1|INTEGER	_NeedItemCount1|INTEGER	_NeedItemID2|INTEGER	_NeedItemCount2|INTEGER	_NeedItemID3|INTEGER	_NeedItemCount3|INTEGER	_NeedItemID4|INTEGER	_NeedItemCount4|INTEGER	_NeedItemID5|INTEGER	_NeedItemCount5|INTEGER	_UpStateRatio|FLOAT	_ActionChangeValue|INTEGER	_FailResultDropItemTableID|INTEGER	_ProtectItemCount|INTEGER	_ShieldItemCount|INTEGER
102	1.0	0.0	1	0	336629760	1	0	0	0	0	0	0	0	0	0.10714286	0	0	0	0
103	0.8	0.0	1	1	336629760	1	0	0	0	0	0	0	0	0	0.14285715	0	0	0	0
104	0.6	0.0	1	2	336629760	1	0	0	0	0	0	0	0	0	0.1904762	0	0	0	0
105	0.5	0.0	1	3	336629760	1	0	0	0	0	0	0	0	0	0.23809524	0	0	0	0
106	0.45	0.25	1	1	336629760	2	0	0	0	0	0	0	0	0	0.29761904	0	0	0	0
107	0.4	0.25	1	2	336629760	2	0	0	0	0	0	0	0	0	0.35714287	0	0	0	0
108	0.35	0.25	1	3	336629760	2	0	0	0	0	0	0	0	0	0.42857143	0	0	0	0
109	0.3	0.25	1	3	336629760	2	0	0	0	0	0	0	0	0	0.5	0	0	0	0
110	0.25	0.25	1	3	336629760	2	0	0	0	0	0	0	0	0	0.5833333	0	0	0	0
111	0.2	0.25	1	3	336629760	2	0	0	0	0	0	0	0	0	0.6785714	0	0	0	0
112	0.15	0.25	1	3	336629760	2	0	0	0	0	0	0	0	0	0.77380955	0	0	0	0
113	0.05	0.25	1	3	336629760	2	0	0	0	0	0	0	0	0	0.88095236	0	0	0	0
114	0.01	0.25	1	3	336629760	2	0	0	0	0	0	0	0	0	1.0	0	0	0	0
115	1.0	0.0	1	0	336629760	1	0	0	0	0	0	0	0	0	0.035714287	0	0	0	0
116	1.0	0.0	1	0	336629760	1	0	0	0	0	0	0	0	0	0.071428575	0	0	0	0
117	1.0	0.0	1	0	336629760	1	0	0	0	0	0	0	0	0	0.10714286	0	0	0	0
118	0.8	0.0	1	1	336629760	1	0	0	0	0	0	0	0	0	0.14285715	0	0	0	0
119	0.6	0.0	1	2	336629760	1	0	0	0	0	0	0	0	0	0.1904762	0	0	0	0
120	0.5	0.0	1	3	336629760	1	0	0	0	0	0	0	0	0	0.23809524	0	0	0	0
121	0.45	0.25	1	1	336629760	2	0	0	0	0	0	0	0	0	0.29761904	0	0	0	0
122	0.4	0.25	1	2	336629760	2	0	0	0	0	0	0	0	0	0.35714287	0	0	0	0
123	0.35	0.25	1	3	336629760	2	0	0	0	0	0	0	0	0	0.42857143	0	0	0	0
124	0.3	0.25	1	3	336629760	2	0	0	0	0	0	0	0	0	0.5	0	0	0	0
125	0.25	0.25	1	3	336629760	2	0	0	0	0	0	0	0	0	0.5833333	0	0	0	0
126	0.2	0.25	1	3	336629760	2	0	0	0	0	0	0	0	0	0.6785714	0	0	0	0
127	0.15	0.25	1	3	336629760	2	0	0	0	0	0	0	0	0	0.77380955	0	0	0	0
128	0.05	0.25	1	3	336629760	2	0	0	0	0	0	0	0	0	0.88095236	0	0	0	0
129	0.01	0.25	1	3	336629760	2	0	0	0	0	0	0	0	0	1.0	0	0	0	0
130	1.0	0.0	1	0	336629760	1	0	0	0	0	0	0	0	0	0.035714287	0	0	0	0
131	1.0	0.0	1	0	336629760	1	0	0	0	0	0	0	0	0	0.071428575	0	0	0	0
132	1.0	0.0	1	0	336629760	1	0	0	0	0	0	0	0	0	0.10714286	0	0	0	0
133	0.8	0.0	1	1	336629760	1	0	0	0	0	0	0	0	0	0.14285715	0	0	0	0
134	0.6	0.0	1	2	336629760	1	0	0	0	0	0	0	0	0	0.1904762	0	0	0	0
135	0.5	0.0	1	3	336629760	1	0	0	0	0	0	0	0	0	0.23809524	0	0	0	0
136	0.45	0.25	1	1	336629760	2	0	0	0	0	0	0	0	0	0.29761904	0	0	0	0
137	0.4	0.25	1	2	336629760	2	0	0	0	0	0	0	0	0	0.35714287	0	0	0	0
138	0.35	0.25	1	3	336629760	2	0	0	0	0	0	0	0	0	0.42857143	0	0	0	0
139	0.3	0.25	1	3	336629760	2	0	0	0	0	0	0	0	0	0.5	0	0	0	0
140	0.25	0.25	1	3	336629760	2	0	0	0	0	0	0	0	0	0.5833333	0	0	0	0
141	0.2	0.25	1	3	336629760	2	0	0	0	0	0	0	0	0	0.6785714	0	0	0	0
142	0.15	0.25	1	3	336629760	2	0	0	0	0	0	0	0	0	0.77380955	0	0	0	0
143	0.05	0.25	1	3	336629760	2	0	0	0	0	0	0	0	0	0.88095236	0	0	0	0
144	0.01	0.25	1	3	336629760	2	0	0	0	0	0	0	0	0	1.0	0	0	0	0
1000	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1001	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1002	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1003	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1004	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1005	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1006	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1007	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1008	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1009	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1010	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1011	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1012	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1013	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1014	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1015	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1016	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1017	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1018	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1019	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1020	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1021	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1022	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1023	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1024	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1100	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1102	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1104	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1106	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1108	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1110	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1112	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1114	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1116	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1118	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1120	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1122	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1124	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1126	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1128	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1130	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1132	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1134	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
1136	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
200	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	0.035714287	2	0	0	0
201	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	0.071428575	2	0	0	0
202	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	0.10714286	2	0	0	0
203	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	0.14285715	2	0	0	0
204	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	0.1904762	2	0	0	0
205	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	0.23809524	2	0	0	0
206	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	0.29761904	2	0	0	0
207	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	0.35714287	2	0	0	0
208	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	0.42857143	2	0	0	0
209	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	0.5	2	0	0	0
210	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	0.5833333	2	0	0	0
211	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	0.6785714	2	0	0	0
212	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	0.77380955	2	0	0	0
213	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	0.88095236	2	0	0	0
214	1.0	0.25	1	1	0	0	0	0	0	0	0	0	0	0	1.0	2	0	0	0
300	0.01	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0
301	0.01	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0.16666667	0	0	0	0
302	0.01	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0.14285715	0	0	0	0
303	0.01	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0	0	0
304	0.01	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0.11111111	0	0	0	0
305	0.01	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0
306	0.01	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0.09090909	0	0	0	0
307	0.01	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0.083333336	0	0	0	0
308	0.01	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0.07692308	0	0	0	0
309	0.01	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0.071428575	0	0	0	0
310	0.01	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0.06666667	0	0	0	0
311	0.01	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0.0625	0	0	0	0
312	0.01	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0.05882353	0	0	0	0
313	0.01	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0.055555556	0	0	0	0
314	0.01	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0.055555556	0	0	0	0
889192449	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.06262778	0	0	0	0
889192450	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.12525555	0	0	0	0
889192451	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.18788332	0	0	0	0
889192452	0.8	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.2505111	0	0	0	0
889192453	0.6	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.31313887	0	0	0	0
889192454	0.5	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.3820294	0	0	0	0
889192455	0.45	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.45780903	1	0	1	1
889192456	0.4	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.5411666	1	0	1	1
889192457	0.35	0.25	0	0	336617472	1	0	0	0	0	0	0	0	0	0.63285995	1	0	1	1
889192458	0.3	0.25	1	1	336617472	1	0	0	0	0	0	0	0	0	0.73372257	2	0	2	2
889192459	0.25	0.25	1	1	336617472	1	0	0	0	0	0	0	0	0	0.8547578	2	0	2	2
889192460	0.2	0.25	1	1	336617472	1	0	0	0	0	0	0	0	0	1.0	2	0	2	2
889192461	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192462	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192463	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192464	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.06262778	0	0	0	0
889192465	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.12525555	0	0	0	0
889192466	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.18788332	0	0	0	0
889192467	0.8	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.2505111	0	0	0	0
889192468	0.6	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.31313887	0	0	0	0
889192469	0.5	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.3820294	0	0	0	0
889192470	0.45	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.45780903	1	0	1	1
889192471	0.4	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.5411666	1	0	1	1
889192472	0.35	0.25	0	0	336617472	1	0	0	0	0	0	0	0	0	0.63285995	1	0	1	1
889192473	0.3	0.25	1	1	336617472	1	0	0	0	0	0	0	0	0	0.73372257	2	0	2	2
889192474	0.25	0.25	1	1	336617472	1	0	0	0	0	0	0	0	0	0.8547578	2	0	2	2
889192475	0.2	0.25	1	1	336617472	1	0	0	0	0	0	0	0	0	1.0	2	0	2	2
889192476	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192477	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192478	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192479	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.06262778	0	0	0	0
889192480	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.12525555	0	0	0	0
889192481	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.18788332	0	0	0	0
889192482	0.8	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.2505111	0	0	0	0
889192483	0.6	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.31313887	0	0	0	0
889192484	0.5	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.3820294	0	0	0	0
889192485	0.45	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.45780903	1	0	1	1
889192486	0.4	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.5411666	1	0	1	1
889192487	0.35	0.25	0	0	336617728	1	0	0	0	0	0	0	0	0	0.63285995	1	0	1	1
889192488	0.3	0.25	1	1	336617728	1	0	0	0	0	0	0	0	0	0.73372257	2	0	2	2
889192489	0.25	0.25	1	1	336617728	1	0	0	0	0	0	0	0	0	0.8547578	2	0	2	2
889192490	0.2	0.25	1	1	336617728	1	0	0	0	0	0	0	0	0	1.0	2	0	2	2
889192491	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192492	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192493	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192494	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.06262778	0	0	0	0
889192495	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.12525555	0	0	0	0
889192496	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.18788332	0	0	0	0
889192497	0.8	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.2505111	0	0	0	0
889192498	0.6	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.31313887	0	0	0	0
889192499	0.5	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.3820294	0	0	0	0
889192500	0.45	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.45780903	1	0	1	1
889192501	0.4	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.5411666	1	0	1	1
889192502	0.35	0.25	0	0	336617728	1	0	0	0	0	0	0	0	0	0.63285995	1	0	1	1
889192503	0.3	0.25	1	1	336617728	1	0	0	0	0	0	0	0	0	0.73372257	2	0	2	2
889192504	0.25	0.25	1	1	336617728	1	0	0	0	0	0	0	0	0	0.8547578	2	0	2	2
889192505	0.2	0.25	1	1	336617728	1	0	0	0	0	0	0	0	0	1.0	2	0	2	2
889192506	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192507	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192508	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192899	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.06262778	0	0	0	0
889192900	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.12525555	0	0	0	0
889192901	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.18788332	0	0	0	0
889192902	0.8	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.2505111	0	0	0	0
889192903	0.6	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.31313887	0	0	0	0
889192904	0.5	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.3820294	0	0	0	0
889192905	0.45	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.45780903	1	0	1	1
889192906	0.4	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.5411666	1	0	1	1
889192907	0.35	0.25	0	0	336617984	1	0	0	0	0	0	0	0	0	0.63285995	1	0	1	1
889192908	0.3	0.25	1	1	336617984	1	0	0	0	0	0	0	0	0	0.73372257	2	0	2	2
889192909	0.25	0.25	1	1	336617984	1	0	0	0	0	0	0	0	0	0.8547578	2	0	2	2
889192910	0.2	0.25	1	1	336617984	1	0	0	0	0	0	0	0	0	1.0	2	0	2	2
889192911	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192912	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192913	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192914	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.06262778	0	0	0	0
889192915	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.12525555	0	0	0	0
889192916	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.18788332	0	0	0	0
889192917	0.8	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.2505111	0	0	0	0
889192918	0.6	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.31313887	0	0	0	0
889192919	0.5	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.3820294	0	0	0	0
889192920	0.45	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.45780903	1	0	1	1
889192921	0.4	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.5411666	1	0	1	1
889192922	0.35	0.25	0	0	336617984	1	0	0	0	0	0	0	0	0	0.63285995	1	0	1	1
889192923	0.3	0.25	1	1	336617984	1	0	0	0	0	0	0	0	0	0.73372257	2	0	2	2
889192924	0.25	0.25	1	1	336617984	1	0	0	0	0	0	0	0	0	0.8547578	2	0	2	2
889192925	0.2	0.25	1	1	336617984	1	0	0	0	0	0	0	0	0	1.0	2	0	2	2
889192926	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192927	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192928	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192929	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.06262778	0	0	0	0
889192930	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.12525555	0	0	0	0
889192931	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.18788332	0	0	0	0
889192932	0.8	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.2505111	0	0	0	0
889192933	0.6	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.31313887	0	0	0	0
889192934	0.5	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.3820294	0	0	0	0
889192935	0.45	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.45780903	1	0	1	1
889192936	0.4	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.5411666	1	0	1	1
889192937	0.35	0.25	0	0	336618240	1	0	0	0	0	0	0	0	0	0.63285995	1	0	1	1
889192938	0.3	0.25	1	1	336618240	1	0	0	0	0	0	0	0	0	0.73372257	2	0	2	2
889192939	0.25	0.25	1	1	336618240	1	0	0	0	0	0	0	0	0	0.8547578	2	0	2	2
889192940	0.2	0.25	1	1	336618240	1	0	0	0	0	0	0	0	0	1.0	2	0	2	2
889192941	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192942	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192943	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192944	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.06262778	0	0	0	0
889192945	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.12525555	0	0	0	0
889192946	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.18788332	0	0	0	0
889192947	0.8	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.2505111	0	0	0	0
889192948	0.6	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.31313887	0	0	0	0
889192949	0.5	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.3820294	0	0	0	0
889192950	0.45	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.45780903	1	0	1	1
889192951	0.4	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.5411666	1	0	1	1
889192952	0.35	0.25	0	0	336618240	1	0	0	0	0	0	0	0	0	0.63285995	1	0	1	1
889192953	0.3	0.25	1	1	336618240	1	0	0	0	0	0	0	0	0	0.73372257	2	0	2	2
889192954	0.25	0.25	1	1	336618240	1	0	0	0	0	0	0	0	0	0.8547578	2	0	2	2
889192955	0.2	0.25	1	1	336618240	1	0	0	0	0	0	0	0	0	1.0	2	0	2	2
889192956	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192957	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889192958	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889193139	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.06262778	0	0	0	0
889193140	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.12525555	0	0	0	0
889193141	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.18788332	0	0	0	0
889193142	0.8	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.2505111	0	0	0	0
889193143	0.6	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.31313887	0	0	0	0
889193144	0.5	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.3820294	0	0	0	0
889193145	0.45	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.45780903	1	0	1	1
889193146	0.4	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.5411666	1	0	1	1
889193147	0.35	0.25	0	0	336618240	1	0	0	0	0	0	0	0	0	0.63285995	1	0	1	1
889193148	0.3	0.25	1	1	336618240	1	0	0	0	0	0	0	0	0	0.73372257	2	0	2	2
889193149	0.25	0.25	1	1	336618240	1	0	0	0	0	0	0	0	0	0.8547578	2	0	2	2
889193150	0.2	0.25	1	1	336618240	1	0	0	0	0	0	0	0	0	1.0	2	0	2	2
889193151	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889193152	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889193153	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	3	0	0	0
889193154	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.06262778	0	0	0	0
889193155	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.12525555	0	0	0	0
889193156	1.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0.18788332	0	0	0	0
