ROWID	_MonsterTableIndex|INTEGER	_Difficulty|INTEGER	_CustomAI|TEXT	_DeadExperienceWeight|DOUBLE	_CompleteExperienceWeight|DOUBLE	_HPWeight|FLOAT	_AttackPMinWeight|FLOAT	_AttackPMaxWeight|FLOAT	_AttackMMinWeight|FLOAT	_AttackMMaxWeight|FLOAT	_DefensePWeight|FLOAT	_DefenseMWeight|FLOAT	_StiffWeight|FLOAT	_CriticalWeight|FLOAT	_StunWeight|FLOAT	_StiffResistanceWeight|FLOAT	_CriticalResistanceWeight|FLOAT	_StunResistanceWeight|FLOAT	_SuperAmmorWeight|FLOAT	_Element_Str_Weight|FLOAT	_Fire_Def_Weight|FLOAT	_Ice_Def_Weight|FLOAT	_Light_Def_Weight|FLOAT	_Dark_Def_Weight|FLOAT	_MoveSpeedWeight|INTEGER	_DownDelayWeight|FLOAT	_DurabilityWeight|FLOAT	_DeadDurabilityWeight|DOUBLE
1601014	601014	0	AiWraith_Black_ANU_Normal.lua	21.654	0.0	1.1	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601015	601015	0	AiWraith_Red_ANU_Normal.lua	16.842	0.0	1.1	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601016	601016	0	AiWraith_Red_Elite_Normal.lua	33.684	0.0	2.0	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601017	601017	0	AiLamia_Desert_ANU_Normal.lua	12.03	0.0	1.1	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601018	601018	0	AiLamia_Blue_ANU_Normal.lua	0.0	0.0	1.1	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601019	601019	0	AiLamia_Blue_ANU_Elite_Normal.lua	28.872	0.0	2.0	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601020	601020	0	AiQueenSpider_Green_ANU_Abyss.lua	200.196	0.0	3.0	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601021	601021	0	AiLizardman_Green_Normal.lua	5.772	0.0	1.1	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601022	601022	0	AiLizardman_Blue_Normal.lua	0.0	0.0	1.1	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601023	601023	0	AiLamia_Blue_Elite_Normal.lua	0.0	0.0	2.0	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601024	601024	0	AiLizardman_Red_Normal.lua	10.584	0.0	1.1	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601025	601025	0	AiLizardman_Red_Elite_Normal.lua	21.174	0.0	2.0	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601026	601026	0	AiSpider_Yellow_Normal.lua	1.44	0.0	1.1	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601027	601027	0	AiSpider_Yellow_Assault_Normal.lua	2.886	0.0	2.0	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601028	601028	0	AiSpider_Black_Normal.lua	1.68	0.0	1.1	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601029	601029	0	AiSkeleton_Green_Normal.lua	3.846	0.0	1.1	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601030	601030	0	AiSkeleton_Gray_Normal.lua	2.886	0.0	1.1	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601031	601031	0	AiSkeleton_Gray_Elite_Normal.lua	5.772	0.0	2.0	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601032	601032	0	AiHalfGolem_StoneMk2_Normal.lua	0.0	0.0	1.1	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601033	601033	0	AiHalfGolem_StoneMk2_Elite_Normal.lua	38.496	0.0	2.0	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601034	601034	0	AiHalfGolem_StoneMk2_Normal.lua	0.0	0.0	1.1	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601035	601035	0	DrakeHatchling_Blue_Normal.lua	1.2	0.0	1.1	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601036	601036	0	AiLittleDemon_Red_Normal.lua	1.2	0.0	1.1	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601037	601037	0	Scorpion_White_Boss_Normal.lua	2446.5571	3342.041	20.0	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601101	601101	0	AiBat_Black_Normal.lua	1.6	0.0	1.1	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601102	601102	0	AiBat_Black_Normal.lua	3.2	0.0	2.0	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601103	601103	0	AiHoundArmor_General_Normal.lua	3.2	0.0	1.1	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601104	601104	0	AiGoblin_Green_Normal.lua	0.0	0.0	1.1	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601105	601105	0	AiGoblin_Green_Normal.lua	5.6	0.0	1.1	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601106	601106	0	AiGargoyle_Gray_Normal.lua	0.0	0.0	4.0	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601107	601107	0	AiGargoyle_Gray_ANU_Elite_Normal.lua	96.24	0.0	4.0	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601108	601108	0	AiOrc_Desert_Elite_Normal.lua	54.54	0.0	2.0	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601109	601109	0	AiOrc_Desert_Elite_Normal.lua	0.0	0.0	2.0	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601110	601110	0	AiKnoll_Gunner_Desert_Normal.lua	10.42	0.0	1.1	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601111	601111	0	AiKnoll_Warrior_Desert_Normal.lua	9.62	0.0	1.1	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601112	601112	0	AiShadow_Dark_Normal.lua	96.24	0.0	6.0	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601113	601113	0	AiTroll_Red_Normal.lua	32.08	0.0	1.1	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601114	601114	0	AiSkeleton_Gray_Normal.lua	9.62	0.0	1.1	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601115	601115	0	AiSkeleton_Gold_Boss_Normal.lua	1749.061	3342.041	24.0	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601116	601116	0	AiWraith_Desert_Named_Normal.lua	128.32	0.0	3.0	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601117	601117	0	AiHalfGolem_StoneMk2_Elite_Normal.lua	128.32	0.0	2.0	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601118	601118	0	AiSkeleton_Gray_Normal.lua	9.62	0.0	1.1	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601119	601119	0	Mimic_Gold_Elite_Normal.lua	64.16	0.0	2.0	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601201	601201	0	MeteorFairy_White_Normal.lua	6.4	0.0	2.2	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601202	601202	0	MeteorFairy_White_Normal.lua	0.0	0.0	2.2	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601203	601203	0	FrogWarrior_Green_Normal.lua	5.6	0.0	2.2	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601204	601204	0	FrogWarrior_Green_Elite_Normal.lua	11.22	0.0	4.0	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601205	601205	0	FrogWarrior_Green_Normal.lua	0.0	0.0	2.2	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601206	601206	0	FrogMagician_Green_Normal.lua	0.0	0.0	2.2	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601207	601207	0	FrogMagician_Green_Elite_Normal.lua	40.1	0.0	4.0	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601208	601208	0	FrogMagician_Green_Named_Normal.lua	160.4	0.0	12.0	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601209	601209	0	Spirit_Wind_Boss_Normal.lua	0.0	0.0	2.2	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601210	601210	0	Spirit_Wind_Boss_Normal.lua	2329.261	3342.041	18.0	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601211	601211	0	Crow_Eagle_Normal.lua	13.62	0.0	2.2	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601212	601212	0	Crow_Eagle_Normal.lua	0.0	0.0	2.2	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601213	601213	0	Crow_Eagle_Elite_Normal.lua	27.26	0.0	4.0	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601214	601214	0	Crow_Eagle_Elite_Normal.lua	0.0	0.0	4.0	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601215	601215	0	AiBat_Black_Normal.lua	1.6	0.0	2.2	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601216	601216	0	AiBoarWarrior_Red_Normal.lua	13.62	0.0	2.2	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601217	601217	0	AiBoarWarrior_Red_Elite_Normal.lua	27.26	0.0	4.0	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601218	601218	0	Clawwolf_Black_Elite_Normal.lua	0.0	0.0	4.0	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601219	601219	0	Clawwolf_Black_Named_Normal.lua	0.0	0.0	6.0	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601220	601220	0	HideMonster_60abyss_1.lua	0.0	0.0	2.2	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601221	601221	0	BabyEnt_Green_Hidden_Normal.lua	6.4	0.0	2.2	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601301	601301	0	BabyEnt_Green_Hidden_Normal.lua	6.4	0.0	2.2	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601302	601302	0	BabyEnt_Green_Hidden_Normal.lua	0.0	0.0	2.2	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601303	601303	0	BabyEnt_Green_Normal.lua	0.0	0.0	2.2	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601304	601304	0	BabyEnt_Green_Normal.lua	0.0	0.0	2.2	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601305	601305	0	BabyEnt_Event_HPBuff.lua	0.0	0.0	2.2	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601306	601306	0	Crow_Owl_Normal.lua	14.42	0.0	2.2	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601307	601307	0	Crow_Owl_Elite_Normal.lua	28.86	0.0	6.0	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601308	601308	0	AiBoarWarrior_Red_Normal.lua	13.62	0.0	2.2	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601309	601309	0	AiBoarWarrior_Red_Elite_Normal.lua	27.26	0.0	6.0	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601310	601310	0	AiBoarGunner_Red_Normal.lua	14.42	0.0	2.2	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601311	601311	0	Clawwolf_Black_Normal.lua	24.06	0.0	2.2	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601312	601312	0	Clawwolf_Black_Elite_Normal.lua	48.12	0.0	6.0	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601313	601313	0	Clawwolf_Black_Named_Normal.lua	192.5	0.0	12.0	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601314	601314	0	AiBroo_Lich_Normal.lua	20.04	0.0	2.2	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601315	601315	0	AiBroo_Lich_Elite_Normal.lua	40.1	0.0	6.0	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601316	601316	0	Grizzly_Gray_Boss_Normal.lua	2257.121	3342.041	20.0	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601317	601317	0	AiBat_Black_Normal.lua	3.2	0.0	2.2	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601318	601318	0	BabyEnt_Event_ATKBuff.lua	0.0	0.0	2.2	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601319	601319	0	HideMonsterANU_Event_791.lua	0.0	0.0	2.2	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601320	601320	0	FrogWarrior_White_Normal.lua	5.6	0.0	2.2	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601321	601321	0	FrogWarrior_White_Elite_Normal.lua	11.22	0.0	6.0	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
1601322	601322	0	FrogMagician_Red_Normal.lua	20.04	0.0	2.2	1.3	1.3	1.3	1.3	1.0	1.0	0.25	0.5	0.25	0.5	0.5	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0	1.0	1.0	0.0
