ROWID	_ItemID|INTEGER	_StringID|INTEGER
90000787	1073811248	0
90000788	1073811249	0
90000789	1073811250	0
90000790	1073811251	0
90000791	1073811252	0
90000792	1073811253	0
90000793	1073811254	0
90000794	1073811255	0
90000795	1073811256	0
90000796	1073811257	0
90000797	1073811258	0
90000798	1073811259	0
90000799	1073811260	0
90000800	1073811261	0
90000801	1073811262	0
90000802	1073811263	0
90000803	1073811264	0
90000804	1073811265	0
90000805	1073811266	0
90000806	1073811267	0
90000807	1073811268	0
90000808	1073811269	0
90000809	1073811270	0
90000810	1073811271	0
90000811	1073811272	0
90000812	1073811273	0
90000813	1073811274	0
90000814	1073811275	0
90000815	1073811276	0
90000816	1073811277	0
90000817	1073811278	0
90000818	1073811279	0
90000819	1073811280	0
90000820	1073811281	0
90000821	1073811282	0
90000822	1073811283	0
90000823	1073811284	0
90000824	1073811285	0
90000825	1073811286	0
90000826	1073811287	0
90000827	1073811288	0
90000828	1073811289	0
90000829	1073811290	0
90000830	1073811291	0
90000831	1073811292	0
90000832	1073811293	0
90000833	1073811294	0
90000834	1073811295	0
90000835	1073811296	0
90000836	1073811297	0
90000837	1073811298	0
90000838	1073811299	0
90000839	1073811300	0
90000840	1073811301	0
90000841	1073811302	0
90000842	1073811303	0
90000843	1073811304	0
90000844	1073811305	0
90000845	1073811306	0
90000846	1073811307	0
90000847	1073811308	0
90000848	1073811309	0
90000849	1073811310	0
90000850	1073811311	0
90000851	1073811312	0
90000852	1073811313	0
90000853	1073811314	0
90000854	1073811315	0
90000855	1073811316	0
90000856	1073811317	0
90000857	1073811318	0
90000858	1073811319	0
90000859	1073811320	0
90000860	1073811321	0
90000861	1073811322	0
90000862	1073811323	0
90000863	1073811324	0
90000864	1073811325	0
90000865	1073811326	0
90000866	1073811327	0
90000867	1073811328	0
90000868	1073808764	0
90000869	1073808765	0
90000870	1073808766	0
90000871	1073808767	0
90000872	1073808768	0
90000873	1073808769	0
90000874	1073808770	0
90000875	1073808771	0
90000876	1073808772	0
90000877	1073808773	0
90000878	1073808774	0
90000879	1073808775	0
90000880	1073808776	0
90000881	1073808777	0
90000882	1073808778	0
90000883	1073808779	0
90000884	1073808780	0
90000885	1073808781	0
90000886	1073808782	0
90000887	1073808783	0
90000888	1073808784	0
90000889	1073808785	0
90000890	1073808786	0
90000891	1073808787	0
90000892	1073808788	0
90000893	1073808789	0
90000894	1073808790	0
90000895	1073808791	0
90000896	1073811329	0
90000897	1073811330	0
90000898	1073811331	0
90000899	1073811332	0
90000900	1073811333	0
90000901	1073811334	0
90000902	1073811335	0
90000903	1073811336	0
90000904	1073811337	0
90000905	1073811338	0
90000906	1073811339	0
90000907	1073811340	0
90000908	1073811341	0
90000909	1073811342	0
90000910	1073811343	0
90000911	1073811344	0
90000912	1073811345	0
90000913	1073811346	0
90000914	1073811347	0
90000915	1073811348	0
90000916	1073811349	0
90000917	1073811350	0
90000918	1073811351	0
90000919	1073811352	0
90000920	1073811353	0
90000921	1073811354	0
90000922	1073811355	0
90000923	1073811356	0
90000924	1073815995	0
90000925	1073815996	0
90000926	1073815997	0
90000927	1073815998	0
90000928	1073815999	0
90000929	1073816000	0
90000930	1073816001	0
90000931	1073816002	0
90000932	1073816003	0
90000933	1073816004	0
90000934	1073816005	0
90000935	1073816006	0
90000936	1073816007	0
90000937	1073816008	0
90000938	1073816009	0
90000939	1073816010	0
90000940	1073816011	0
90000941	1073816012	0
90000942	1073816013	0
90000943	1073816014	0
90000944	1073816015	0
90000945	1073816016	0
90000946	1073816017	0
90000947	1073816018	0
90000948	1073816019	0
90000949	1073816020	0
90000950	1073816021	0
90000951	1073816022	0
90000952	1073816023	0
90000953	1073816024	0
90000954	1073816025	0
90000955	1073816026	0
90000956	1073816027	0
90000957	1073816028	0
90000958	1073816029	0
90000959	1073816030	0
90000960	1073816031	0
90000961	1073816032	0
90000962	1073816033	0
90000963	1073816034	0
90000964	1073816035	0
90000965	1073816036	0
90000966	1073816037	0
90000967	1073816038	0
90000968	1073816039	0
90000969	1073816040	0
90000970	1073816041	0
90000971	1073816042	0
90000972	1073816043	0
90000973	1073816044	0
90000974	1073816045	0
90000975	1073816046	0
90000976	1073816047	0
90000977	1073816048	0
90000978	1073816049	0
90000979	1073816050	0
90000980	1073816051	0
90000981	1073816052	0
90000982	1073816053	0
90000983	1073816054	0
90000984	1073816055	0
90000985	1073816056	0
90000986	1073816057	0
90000987	1073816058	0
90000988	1073816059	0
90000989	1073816060	0
90000990	1073816061	0
90000991	1073816062	0
90000992	1073816063	0
90000993	1073816064	0
90000994	1073816065	0
90000995	1073816066	0
90000996	1073816067	0
90000997	1073816068	0
90000998	1073816069	0
90000999	1073816070	0
90001000	1073816071	0
90001001	1073816072	0
90001002	1073816073	0
90001003	1073816074	0
90001004	1073816075	0
90001005	1073816076	0
90001006	1073816077	0
90001007	1073816078	0
90001008	1073816079	0
90001009	1073816080	0
90001010	1073816081	0
90001011	1073816082	0
90001012	1073816083	0
90001013	1073816084	0
90001014	1073816085	0
90001015	1073816086	0
90001016	1073816087	0
90001017	1073816088	0
90001018	1073816089	0
90001019	1073816090	0
90001020	1073816091	0
90001021	1073816092	0
90001022	1073816093	0
90001023	1073816094	0
90001024	1073816095	0
90001025	1073816096	0
90001026	1073816097	0
90001027	1073816098	0
90001028	1073816099	0
90001029	1073816100	0
90001030	1073816101	0
90001031	1073816102	0
90001032	1073816103	0
90001033	1073816104	0
90001034	1073816105	0
90001035	1073816106	0
90001036	1073816107	0
90001037	1073816108	0
90001038	1073816109	0
90001039	1073816110	0
90001040	1073816111	0
90001041	1073816112	0
90001042	1073816113	0
90001043	1073816114	0
90001044	1073816115	0
90001045	1073816116	0
90001046	1073816117	0
90001047	1073816118	0
90001048	1073816119	0
90001049	1073816120	0
90001050	1073816121	0
90001051	1073816122	0
90001052	1073816123	0
90001053	1073816124	0
90001054	1073816125	0
90001055	1073816126	0
90001056	1073816127	0
90001057	1073816128	0
90001058	1073816129	0
90001059	1073816130	0
90001060	1073816131	0
90001061	1073816132	0
90001062	1073816133	0
90001063	1073816134	0
90001064	1073816135	0
90001065	1073816136	0
90001066	1073816137	0
90001067	1073816138	0
90001068	1073816139	0
90001069	1073816140	0
90001070	1073816141	0
90001071	1073816142	0
90001072	1073816143	0
90001073	1073816144	0
90001074	1073816145	0
90001075	1073816146	0
90001076	1073816147	0
90001077	1073816148	0
90001078	1073816149	0
90001079	1073816150	0
90001080	1073816151	0
90001081	1073816152	0
90001082	1073816153	0
90001083	1073816154	0
90001084	1073816155	0
90001085	1073816156	0
90001086	1073816157	0
90001087	1073816158	0
90001088	1073816159	0
90001089	1073816160	0
90001090	1073816161	0
90001091	1073816162	0
90001092	1073816163	0
90001093	1073816164	0
90001094	1073816165	0
90001095	1073816166	0
90001096	1073816167	0
90001097	1073816168	0
90001098	1073816169	0
90001099	1073816170	0
90001100	1073816171	0
90001101	1073816172	0
90001102	1073816173	0
90001103	1073816174	0
90001104	1073816175	0
90001105	1073816176	0
90001106	1073816177	0
90001107	1073816178	0
90001108	1073816179	0
90001109	1073816180	0
90001110	1073816181	0
90001111	1073816182	0
90001112	1073816183	0
90001113	1073816184	0
90001114	1073816185	0
90001115	1073816186	0
90001116	1073816187	0
90001117	1073816188	0
90001118	1073816189	0
90001119	1073816190	0
90001120	1073816191	0
90001121	1073816192	0
90001122	1073816193	0
90001123	1073816194	0
90001124	1073816195	0
90001125	1073816196	0
90001126	1073816197	0
90001127	1073816198	0
90001128	1073816199	0
90001129	1073816200	0
90001130	1073816201	0
90001131	1073816202	0
90001132	1073816203	0
90001133	1073816204	0
90001134	1073816205	0
90001135	1073816206	0
90001136	1073816207	0
90001137	1073816208	0
90001138	1073816209	0
90001139	1073816210	0
90001140	1073816211	0
90001141	1073816212	0
90001142	1073816213	0
90001143	1073816214	0
90001144	1073816215	0
90001145	1073816216	0
90001146	1073816217	0
90001147	1073816218	0
90001148	1073816219	0
90001149	1073816220	0
90001150	1073816221	0
90001151	1073816222	0
90001152	1073816223	0
90001153	1073816224	0
90001154	1073816225	0
90001155	1073816226	0
90001156	1073816227	0
90001157	1073816228	0
90001158	1073816229	0
90001159	1073816230	0
90001160	1073816231	0
90001161	1073816232	0
90001162	1073816233	0
90001163	1073816234	0
90001164	1073816235	0
90001165	1073816236	0
90001166	1073816237	0
90001167	1073816238	0
90001168	1073816239	0
90001169	1073816240	0
90001170	1073816241	0
90001171	1073816242	0
90001172	1073816243	0
90001173	1073816244	0
90001174	1073816245	0
90001175	1073816246	0
90001176	1073816247	0
90001177	1073816248	0
90001178	1073816249	0
90001179	1073816250	0
90001180	1073816251	0
90001181	1073816252	0
90001182	1073816253	0
90001183	1073816254	0
90001184	1073816255	0
90001185	1073816256	0
90001186	1073816257	0
90001187	1073816258	0
90001188	1073816259	0
90001189	1073816260	0
90001190	1073816261	0
90001191	1073816262	0
90001192	1073816263	0
90001193	1073816264	0
90001194	1073816265	0
90001195	1073816266	0
90001196	1073816267	0
90001197	1073816268	0
90001198	1073816269	0
90001199	1073816270	0
90001200	1073816271	0
90001201	1073816272	0
90001202	1073816273	0
90001203	1073816274	0
90001204	1073816275	0
90001205	1073816276	0
90001206	1073816277	0
90001207	1073816278	0
90001208	1073816279	0
90001209	1073816280	0
90001210	1073816281	0
90001211	1073816282	0
90001212	1073816283	0
90001213	1073816284	0
90001214	1073816285	0
90001215	1073816286	0
90001216	1073816287	0
90001217	1073816288	0
90001218	1073816289	0
90001219	1073816290	0
90001220	1073816291	0
90001221	1073816292	0
90001222	1073816293	0
90001223	1073816294	0
90001224	1073816295	0
90001225	1073816296	0
90001226	1073816297	0
90001227	1073816298	0
90001228	1073816299	0
90001229	1073816300	0
90001230	1073816301	0
90001231	1073816302	0
90001232	1073816303	0
90001233	1073816304	0
90001234	1073816305	0
90001235	1073816306	0
90001236	1073816307	0
90001237	1073816308	0
90001238	1073816309	0
90001239	1073816310	0
90001240	1073816311	0
90001241	1073816312	0
90001242	1073816313	0
90001243	1073816314	0
90001244	1073816315	0
