ROWID	_ItemID|INTEGER	_Count|INTEGER	_Prob|INTEGER	_Period|INTEGER	_CharmNum|INTEGER	_Msg|BOOLEAN	_Gold|INTEGER	_Look|BOOLEAN	_MsgType|INTEGER	_PotenProb|INTEGER	_PotenLook|BOOLEAN	_UnableOverlap|BOOLEAN	_CharmType|INTEGER	_GainLimit|INTEGER	_ItemOption|INTEGER	_MinLevelLimit|INTEGER	_MaxLevelLimit|INTEGER	_ItemNameID|INTEGER	_ItemNameIDParam|TEXT	_ListColor|TEXT	_ShowProb|FLOAT
100015815	1073905759	20	0	0	99199365	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100015816	1073905759	30	0	0	99199366	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100015817	1073905759	50	0	0	99199367	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100015818	1073838019	1	0	0	99199368	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100015819	268477038	1	0	0	99199369	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100015982	268488974	10	0	0	99199431	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100015983	536882083	1	0	0	99199431	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100015984	268483044	20	0	0	99199432	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100015985	1073919429	3	0	0	99199432	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100015986	268488974	20	0	0	99199433	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100015987	805312150	1	0	0	99199433	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100015988	268488974	10	0	0	99199434	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100015989	536881910	30	0	0	99199434	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100015990	268483044	20	0	0	99199435	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100015991	536881482	1	0	0	99199435	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100015992	805311020	1	0	0	99199435	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100015993	536880904	1	0	0	99199435	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100016082	1073916727	1	0	0	99199458	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100016146	268487421	15	0	0	99199482	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100016147	268456820	3	0	0	99199483	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100016148	268487421	15	0	0	99199484	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100016149	268490532	5	0	0	99199485	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100016150	268487421	15	0	0	99199486	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100016151	536881935	1	0	0	99199487	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100016152	268487421	15	0	0	99199488	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100016153	536881945	1	0	0	99199489	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100016154	268487421	15	0	0	99199490	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100016155	268487421	25	0	0	99199491	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100016156	536879659	3	0	0	99199491	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100016157	536881513	3	0	0	99199491	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
100016502	536881910	33	0	0	99199595	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000040	268477145	100	0	0	700000035	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000041	268483044	100	0	0	700000035	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000042	268488462	5000	0	0	700000036	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000043	872915253	2000	0	0	700000036	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000044	536882164	3	0	0	700000037	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000045	838861818	100	0	0	700000037	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000046	268477570	1	0	0	700000038	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000047	1073854673	5	0	0	700000038	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000048	268481442	1	0	0	700000039	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000049	805309137	1	0	0	700000039	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000050	536877972	15	0	0	700000040	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000051	268456820	15	0	0	700000040	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000052	805312688	1	0	0	700000041	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000053	536880273	5	0	0	700000041	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000054	536878985	30	0	0	700000042	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000055	268488364	50	0	0	700000042	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000056	268476329	1	0	0	700000043	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000057	1073907783	1	0	0	700000043	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000058	1073920614	1	0	0	700000044	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000059	805312819	1	0	0	700000044	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000249	536882788	1	0	0	700000120	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000250	268483044	300	0	0	700000120	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000251	268477145	100	0	0	700000120	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000252	1073896712	1200	0	0	700000120	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000253	536882789	1	0	0	700000121	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000254	268466749	200	0	0	700000121	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000255	268466189	200	0	0	700000121	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000256	1073896712	1200	0	0	700000121	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000257	536882788	1	0	0	700000122	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000258	268483044	300	0	0	700000122	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000259	268477145	100	0	0	700000122	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000260	1073896712	1200	0	0	700000122	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000261	268491145	1	0	0	700000123	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000262	268494496	1	0	0	700000123	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000263	536882084	20	0	0	700000123	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000264	1073896712	1200	0	0	700000123	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000265	536882790	1	0	0	700000124	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000266	268466749	200	0	0	700000124	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000267	268466189	200	0	0	700000124	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000268	1073896712	1200	0	0	700000124	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000269	536882788	1	0	0	700000125	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000270	268483044	300	0	0	700000125	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000271	268477145	100	0	0	700000125	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000272	1073896712	1200	0	0	700000125	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000273	268491145	1	0	0	700000126	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000274	268494496	1	0	0	700000126	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000275	536882084	20	0	0	700000126	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000276	1073896712	1200	0	0	700000126	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000277	536882791	1	0	0	700000127	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000278	268466749	200	0	0	700000127	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000279	268466189	200	0	0	700000127	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000280	1073896712	1200	0	0	700000127	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000281	536882788	1	0	0	700000128	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000282	268483044	300	0	0	700000128	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000283	268477145	100	0	0	700000128	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000284	1073896712	1200	0	0	700000128	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000285	268491145	1	0	0	700000129	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000286	268494496	1	0	0	700000129	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000287	536882084	20	0	0	700000129	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000288	1073896712	1200	0	0	700000129	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000289	536882788	1	0	0	700000130	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000290	268466749	200	0	0	700000130	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000291	268466189	200	0	0	700000130	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000292	1073896712	1200	0	0	700000130	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000293	268491695	1	0	0	700000131	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000294	268483044	300	0	0	700000131	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000295	268477145	100	0	0	700000131	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000296	1073896712	1200	0	0	700000131	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000297	268491145	1	0	0	700000132	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000298	268494496	1	0	0	700000132	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000299	536882084	20	0	0	700000132	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000300	1073896712	1200	0	0	700000132	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000301	536882788	1	0	0	700000133	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000302	268466749	200	0	0	700000133	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000303	268466189	200	0	0	700000133	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000304	1073896712	1200	0	0	700000133	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000305	536881482	1	0	0	700000134	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000306	805312881	1	0	0	700000134	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000307	805312297	1	0	0	700000134	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000308	1073896712	1200	0	0	700000134	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000500	268489525	1	0	0	99200124	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000501	268488974	200	0	0	99200124	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000502	268488993	1000	0	0	99200124	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000503	268489525	2	0	0	99200125	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000504	268488974	210	0	0	99200125	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000505	268488993	1250	0	0	99200125	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000506	268489525	3	0	0	99200126	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000507	268488974	220	0	0	99200126	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000508	268488993	1500	0	0	99200126	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000509	268489525	4	0	0	99200127	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000510	268488974	230	0	0	99200127	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000511	268488993	1750	0	0	99200127	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000512	268489525	5	0	0	99200128	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000513	268488974	240	0	0	99200128	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000514	268488993	2000	0	0	99200128	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000515	268489525	6	0	0	99200129	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000516	268488974	250	0	0	99200129	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000517	268488993	2250	0	0	99200129	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000518	268489525	7	0	0	99200130	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000519	268488974	260	0	0	99200130	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000520	268488993	2500	0	0	99200130	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000521	268489525	8	0	0	99200131	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000522	268488974	270	0	0	99200131	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000523	268488993	2750	0	0	99200131	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000524	268489525	9	0	0	99200132	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000525	268488974	280	0	0	99200132	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000526	268488993	3000	0	0	99200132	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000527	268489525	10	0	0	99200133	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000528	268488974	290	0	0	99200133	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000529	268488993	3250	0	0	99200133	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000530	268489525	11	0	0	99200134	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000531	268488974	300	0	0	99200134	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000532	268488993	3500	0	0	99200134	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000533	268489525	12	0	0	99200135	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000534	268488974	310	0	0	99200135	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000535	268488993	3750	0	0	99200135	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000536	268489525	13	0	0	99200136	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000537	268488974	320	0	0	99200136	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000538	268488993	4000	0	0	99200136	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000539	268489525	14	0	0	99200137	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000540	268488974	330	0	0	99200137	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000541	268488993	4250	0	0	99200137	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000542	268489525	15	0	0	99200138	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000543	268488974	340	0	0	99200138	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000544	268488993	4500	0	0	99200138	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000545	268489525	16	0	0	99200139	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000546	268488974	350	0	0	99200139	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000547	268488993	4750	0	0	99200139	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000548	268489525	17	0	0	99200140	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000549	268488974	360	0	0	99200140	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000550	268488993	5000	0	0	99200140	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000551	268489525	18	0	0	99200141	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000552	268488974	370	0	0	99200141	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000553	268488993	5250	0	0	99200141	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000554	268489525	19	0	0	99200142	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000555	268488974	380	0	0	99200142	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000556	268488993	5500	0	0	99200142	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000557	268489525	20	0	0	99200143	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000558	268488974	390	0	0	99200143	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
700000559	268488993	5750	0	0	99200143	false	0	true	0	0	true	false	0	0	0	0	0	0			0.0
