ROWID	_SkinID|INTEGER	_NeedJobClass|TEXT	_Player_SkinName|INTEGER	_HelmetShowLevel|INTEGER	_IgnoreCombine|BOOLEAN
110	10003	9	39044	1	false
111	10002	9	39045	1	false
112	10001	9	39046	1	false
113	10004	1	9325	1	false
114	10005	1	9328	1	false
115	10006	1	9327	1	false
116	10007	1	9326	1	false
117	10004	2	6308	1	false
118	10005	2	6311	1	false
119	10006	2	6310	1	false
120	10007	2	6309	1	false
121	10004	3	8390	1	false
122	10005	3	8393	1	false
123	10006	3	8392	1	false
124	10007	3	8391	1	false
125	10004	4	7479	1	false
126	10005	4	7482	1	false
127	10006	4	7481	1	false
128	10007	4	7480	1	false
129	10004	5	5434	1	false
130	10005	5	5437	1	false
131	10006	5	5436	1	false
132	10007	5	5435	1	false
133	10004	6	18164	1	false
134	10005	6	18167	1	false
135	10006	6	18173	1	false
136	10007	6	18170	1	false
137	10004	7	22452	1	false
138	10005	7	22463	1	false
139	10006	7	22459	1	false
140	10007	7	22456	1	false
141	10004	8	32128	1	false
142	10005	8	32131	1	false
143	10006	8	32130	1	false
144	10007	8	32129	1	false
145	10004	9	37580	1	false
146	10005	9	39050	1	false
147	10006	9	39049	1	false
148	10007	9	39048	1	false
149	10008	1	9329	1	false
150	10009	1	9332	1	false
151	10010	1	9331	1	false
152	10011	1	9330	1	false
153	10008	2	6312	1	false
154	10009	2	6315	1	false
155	10010	2	6314	1	false
156	10011	2	6313	1	false
157	10008	3	8394	1	false
158	10009	3	8397	1	false
159	10010	3	8396	1	false
160	10011	3	8395	1	false
161	10008	4	7483	1	false
162	10009	4	7486	1	false
163	10010	4	7485	1	false
164	10011	4	7484	1	false
165	10008	5	5438	1	false
166	10009	5	5441	1	false
167	10010	5	5440	1	false
168	10011	5	5439	1	false
169	10008	6	18165	1	false
170	10009	6	18168	1	false
171	10010	6	18174	1	false
172	10011	6	18171	1	false
173	10008	7	22467	1	false
174	10009	7	22479	1	false
175	10010	7	22475	1	false
176	10011	7	22471	1	false
177	10008	8	32132	1	false
178	10009	8	32135	1	false
179	10010	8	32134	1	false
180	10011	8	32133	1	false
181	10008	9	37584	1	false
182	10009	9	39054	1	false
183	10010	9	39053	1	false
184	10011	9	39052	1	false
185	10012	1	27035	1	false
186	10013	1	27038	1	false
187	10014	1	27037	1	false
188	10015	1	27036	1	false
189	10012	2	26995	1	false
190	10013	2	26998	1	false
191	10014	2	26997	1	false
192	10015	2	26996	1	false
193	10012	3	27027	1	false
194	10013	3	27030	1	false
195	10014	3	27029	1	false
196	10015	3	27028	1	false
197	10012	4	27011	1	false
198	10013	4	27014	1	false
199	10014	4	27013	1	false
200	10015	4	27012	1	false
201	10012	5	26987	1	false
202	10013	5	26990	1	false
203	10014	5	26989	1	false
204	10015	5	26988	1	false
205	10012	6	27019	1	false
206	10013	6	27022	1	false
207	10014	6	27021	1	false
208	10015	6	27020	1	false
209	10012	7	27003	1	false
210	10013	7	27006	1	false
211	10014	7	27005	1	false
212	10015	7	27004	1	false
213	10012	8	32136	1	false
214	10013	8	32139	1	false
215	10014	8	32138	1	false
216	10015	8	32137	1	false
217	10012	9	37588	1	false
218	10013	9	39058	1	false
219	10014	9	39057	1	false
220	10015	9	39056	1	false
221	10016	1	27039	1	false
222	10017	1	27042	1	false
223	10018	1	27041	1	false
224	10019	1	27040	1	false
225	10016	2	26999	1	false
226	10017	2	27002	1	false
227	10018	2	27001	1	false
228	10019	2	27000	1	false
229	10016	3	27031	1	false
230	10017	3	27034	1	false
231	10018	3	27033	1	false
232	10019	3	27032	1	false
233	10016	4	27015	1	false
234	10017	4	27018	1	false
235	10018	4	27017	1	false
236	10019	4	27016	1	false
237	10016	5	26991	1	false
238	10017	5	26994	1	false
239	10018	5	26993	1	false
240	10019	5	26992	1	false
241	10016	6	27023	1	false
242	10017	6	27026	1	false
243	10018	6	27025	1	false
244	10019	6	27024	1	false
245	10016	7	27007	1	false
246	10017	7	27010	1	false
247	10018	7	27009	1	false
248	10019	7	27008	1	false
249	10016	8	32140	1	false
250	10017	8	32143	1	false
251	10018	8	32142	1	false
252	10019	8	32141	1	false
253	10016	9	39059	1	false
254	10017	9	39062	1	false
255	10018	9	39061	1	false
256	10019	9	39060	1	false
257	10000	1	35983	1	false
258	10001	1	35986	1	false
259	10002	1	35985	1	false
260	10003	1	35984	1	false
261	10020	1	29958	1	false
262	10021	1	27724	1	false
263	10143	1	29957	1	false
264	10023	1	27721	1	false
265	10024	1	29959	1	false
266	10025	1	27723	1	false
267	10022	1	29961	1	false
268	10026	1	27722	1	false
269	10027	1	29960	1	false
270	10028	1	27720	1	false
271	10022	2	29981	1	false
272	10026	2	27727	1	false
273	10027	2	29980	0	false
274	10028	2	27725	0	false
275	10024	2	29979	1	false
276	10025	2	27728	1	false
277	10020	2	29978	1	false
278	10021	2	27729	1	false
279	10143	2	29977	1	false
280	10023	2	27726	1	false
281	10143	3	29962	1	false
282	10023	3	27731	1	false
283	10022	3	29966	1	false
284	10026	3	27732	1	false
285	10024	3	29964	1	false
286	10025	3	27733	1	false
287	10027	3	29965	0	false
288	10028	3	27730	0	false
289	10020	3	29963	1	false
290	10021	3	27734	1	false
291	10027	4	29975	0	false
292	10028	4	27735	0	false
293	10024	4	29974	1	false
294	10025	4	27738	1	false
295	10020	4	29973	1	false
296	10021	4	27739	1	false
297	10143	4	29972	1	false
298	10023	4	27832	1	false
299	10022	4	29976	1	false
300	10026	4	27737	1	false
301	10027	5	29985	0	false
302	10028	5	27740	0	false
303	10022	5	29986	1	false
304	10026	5	27742	1	false
305	10024	5	29984	1	false
306	10025	5	27743	1	false
307	10143	5	29982	1	false
308	10023	5	27741	1	false
309	10020	5	29983	1	false
310	10021	5	27744	1	false
311	10024	6	29969	1	false
312	10025	6	27748	1	false
313	10022	6	29971	1	false
314	10026	6	27747	1	false
315	10027	6	29970	0	false
316	10028	6	27745	0	false
317	10020	6	29968	1	false
318	10021	6	27749	1	false
319	10143	6	29967	1	false
320	10023	6	27746	1	false
321	10022	7	29991	1	false
322	10026	7	27752	1	false
323	10024	7	29989	1	false
324	10025	7	27753	1	false
325	10027	7	29990	0	false
326	10028	7	27750	0	false
327	10143	7	29987	1	false
328	10023	7	27751	1	false
329	10020	7	29988	1	false
330	10021	7	27754	1	false
331	10024	8	32395	1	false
332	10025	8	32255	1	false
333	10022	8	32398	1	false
334	10026	8	32258	1	false
335	10027	8	32401	0	false
336	10028	8	32261	0	false
337	10020	8	32404	1	false
338	10021	8	32265	1	false
339	10143	8	32407	1	false
340	10023	8	32268	1	false
341	10029	1	23237	1	false
342	10030	1	20603	1	false
343	10144	1	23234	1	false
344	10032	1	20600	1	false
345	10033	1	23236	1	false
346	10034	1	20602	1	false
347	10031	1	23235	1	false
348	10035	1	20601	1	false
349	10036	1	23233	1	false
350	10037	1	20599	1	false
351	10031	2	23240	1	false
352	10035	2	20606	1	false
353	10036	2	23238	0	false
354	10037	2	20604	0	false
355	10033	2	23241	1	false
356	10034	2	20607	1	false
357	10029	2	23242	1	false
358	10030	2	20608	1	false
359	10144	2	23239	1	false
360	10032	2	20605	1	false
361	10144	3	23249	1	false
362	10032	3	20610	1	false
363	10031	3	23250	1	false
364	10035	3	20611	1	false
365	10033	3	23251	1	false
366	10034	3	20612	1	false
367	10036	3	23248	0	false
368	10037	3	20609	0	false
369	10029	3	23252	1	false
370	10030	3	20613	1	false
371	10036	4	23243	0	false
372	10037	4	20614	0	false
373	10033	4	23246	1	false
374	10034	4	20617	1	false
375	10029	4	23247	1	false
376	10030	4	20618	1	false
377	10144	4	23244	1	false
378	10032	4	20615	1	false
379	10031	4	23245	1	false
380	10035	4	20616	1	false
381	10036	5	23253	0	false
382	10037	5	20619	0	false
383	10031	5	23255	1	false
384	10035	5	20621	1	false
385	10033	5	23256	1	false
386	10034	5	20622	1	false
387	10144	5	23254	1	false
388	10032	5	20620	1	false
389	10029	5	23257	1	false
390	10030	5	20623	1	false
391	10033	6	23261	1	false
392	10034	6	20627	1	false
393	10031	6	23260	1	false
394	10035	6	20626	1	false
395	10036	6	23258	0	false
396	10037	6	20624	0	false
397	10029	6	23262	1	false
398	10030	6	20628	1	false
399	10144	6	23259	1	false
400	10032	6	20625	1	false
401	10037	7	24367	0	false
402	10031	7	24374	1	false
403	10035	7	24373	1	false
404	10033	7	24372	1	false
405	10034	7	24371	1	false
406	10036	7	24368	0	false
408	10144	7	24370	1	false
409	10032	7	24369	1	false
410	10029	7	24376	1	false
411	10030	7	24375	1	false
412	10033	8	31841	1	false
413	10034	8	31842	1	false
414	10031	8	31843	1	false
415	10035	8	31844	1	false
416	10036	8	31845	0	false
417	10037	8	31846	0	false
418	10029	8	31847	1	false
419	10030	8	31848	1	false
420	10144	8	31851	1	false
421	10032	8	31850	1	false
422	10038	1	14424	1	false
423	10039	1	14380	1	false
424	10145	1	14421	1	false
425	10041	1	14377	1	false
426	10042	1	14423	1	false
427	10043	1	14379	1	false
428	10040	1	14422	1	false
429	10044	1	14378	1	false
430	10045	1	14420	1	false
431	10046	1	14376	1	false
432	10040	2	14427	1	false
433	10044	2	14383	1	false
434	10045	2	14491	1	false
435	10046	2	14490	1	false
436	10042	2	14428	1	false
437	10043	2	14384	1	false
438	10038	2	14429	1	false
439	10039	2	14385	1	false
440	10145	2	14426	1	false
441	10041	2	14382	1	false
442	10145	3	14431	1	false
443	10041	3	14387	1	false
444	10040	3	14432	1	false
445	10044	3	14388	1	false
446	10042	3	14433	1	false
447	10043	3	14389	1	false
448	10045	3	14430	0	false
449	10046	3	14386	0	false
450	10038	3	14434	1	false
451	10039	3	14390	1	false
452	10045	4	14435	1	false
453	10046	4	14391	1	false
454	10042	4	14438	1	false
455	10043	4	14394	1	false
456	10038	4	14439	1	false
457	10039	4	14395	1	false
458	10145	4	14436	1	false
459	10041	4	14392	1	false
460	10040	4	14437	1	false
461	10044	4	14393	1	false
462	10045	5	14440	0	false
463	10046	5	14396	0	false
464	10040	5	14442	1	false
465	10044	5	14398	1	false
466	10042	5	14443	1	false
467	10043	5	14399	1	false
468	10145	5	14441	1	false
469	10041	5	14397	1	false
470	10038	5	14444	1	false
471	10039	5	14400	1	false
472	10042	6	18064	1	false
473	10043	6	18059	1	false
474	10040	6	18063	1	false
475	10044	6	18058	1	false
476	10045	6	18061	0	false
477	10046	6	18056	0	false
478	10038	6	18065	1	false
479	10039	6	18060	1	false
480	10145	6	18062	1	false
481	10041	6	18057	1	false
482	10145	7	25763	1	false
483	10041	7	25765	1	false
484	10042	7	25412	1	false
485	10043	7	25422	1	false
486	10045	7	25743	0	false
487	10046	7	25744	0	false
488	10145	7	25762	1	false
489	10041	7	25764	1	false
490	10038	7	25413	1	false
491	10039	7	25423	1	false
492	10042	8	32394	1	false
493	10043	8	32396	1	false
494	10040	8	32397	1	false
495	10044	8	32399	1	false
496	10045	8	32400	0	false
497	10046	8	32402	0	false
498	10038	8	32403	1	false
499	10039	8	32405	1	false
500	10145	8	32406	1	false
501	10041	8	32408	1	false
502	10047	1	38287	1	false
503	10048	1	35849	1	false
504	10146	1	38210	1	false
505	10050	1	37607	1	false
506	10051	1	38212	1	false
507	10052	1	35940	1	false
508	10049	1	38211	1	false
509	10053	1	35939	1	false
510	10054	1	38209	0	false
511	10055	1	35938	0	false
512	10049	2	38289	1	false
513	10053	2	35852	1	false
514	10054	2	38288	0	false
515	10055	2	35850	0	false
516	10051	2	38290	1	false
517	10052	2	35853	1	false
518	10047	2	38291	1	false
519	10048	2	35854	1	false
520	10146	2	38215	1	false
521	10050	2	37608	1	false
522	10146	3	38220	1	false
523	10050	3	35856	1	false
524	10049	3	38221	1	false
525	10053	3	35857	1	false
526	10051	3	38222	1	false
527	10052	3	35858	1	false
528	10054	3	38219	0	false
529	10055	3	35855	0	false
530	10047	3	38223	1	false
531	10048	3	35859	1	false
532	10054	4	38224	0	false
533	10055	4	35860	0	false
534	10051	4	38227	1	false
535	10052	4	35863	1	false
536	10047	4	38228	1	false
537	10048	4	35864	1	false
538	10146	4	38225	1	false
539	10050	4	37609	1	false
540	10049	4	38226	1	false
541	10053	4	35862	1	false
542	10054	5	38229	0	false
543	10055	5	35865	0	false
544	10049	5	38231	1	false
545	10053	5	35867	1	false
546	10051	5	38232	1	false
547	10052	5	35868	1	false
548	10146	5	38230	1	false
549	10050	5	35866	1	false
550	10047	5	38233	1	false
551	10048	5	35869	1	false
552	10051	6	38237	1	false
553	10052	6	35873	1	false
554	10049	6	38236	1	false
555	10053	6	35872	1	false
556	10054	6	38234	0	false
557	10055	6	35870	0	false
558	10047	6	38238	1	false
559	10048	6	35874	1	false
560	10146	6	38235	1	false
561	10050	6	35871	1	false
562	10049	7	38241	1	false
563	10053	7	35877	1	false
564	10051	7	38242	1	false
565	10052	7	35878	1	false
566	10054	7	38239	0	false
567	10055	7	35875	0	false
568	10146	7	38240	1	false
569	10050	7	37610	1	false
570	10047	7	38243	1	false
571	10048	7	35879	1	false
572	10051	8	38247	1	false
573	10052	8	35887	1	false
574	10049	8	38246	1	false
575	10053	8	35882	1	false
576	10054	8	38244	0	false
577	10055	8	35880	0	false
578	10047	8	38248	1	false
579	10048	8	35884	1	false
580	10146	8	38245	1	false
581	10050	8	35881	1	false
582	10056	1	22191	1	false
583	10057	1	22192	1	false
584	10058	1	22194	1	false
585	10059	1	22193	1	false
586	10060	1	22190	1	false
587	10056	2	22196	1	false
588	10057	2	22197	1	false
589	10060	2	22195	1	false
590	10059	2	22198	1	false
591	10058	2	22199	1	false
592	10056	3	22201	1	false
593	10057	3	22202	1	false
594	10059	3	22203	1	false
595	10060	3	22200	1	false
596	10058	3	22204	1	false
597	10056	4	22206	1	false
598	10057	4	22207	1	false
599	10060	4	22205	1	false
600	10059	4	22208	1	false
601	10058	4	22209	1	false
602	10056	5	22211	1	false
603	10057	5	22212	1	false
604	10060	5	22210	1	false
605	10059	5	22213	1	false
606	10058	5	22214	1	false
607	10056	6	22216	1	false
608	10057	6	22217	1	false
609	10059	6	22218	1	false
610	10060	6	22215	1	false
611	10058	6	22219	1	false
612	10056	7	27526	1	false
613	10057	7	27523	1	false
614	10059	7	27524	1	false
615	10060	7	27525	0	false
616	10058	7	27527	1	false
617	10056	8	32338	1	false
618	10057	8	32342	1	false
619	10060	8	32341	0	false
620	10058	8	32339	1	false
621	10059	8	32340	1	false
622	10061	1	8774	1	false
623	10062	1	8773	1	false
624	10063	1	8775	1	false
625	10064	1	8776	1	false
626	10064	2	5872	1	false
627	10063	2	5871	1	false
628	10061	2	5870	1	false
629	10062	2	5869	1	false
630	10062	3	7978	1	false
631	10064	3	7981	1	false
632	10063	3	7980	1	false
633	10061	3	7979	1	false
634	10063	4	7106	1	false
635	10061	4	7105	1	false
636	10062	4	7104	1	false
637	10064	4	7107	1	false
638	10064	5	5359	1	false
639	10063	5	5358	1	false
640	10062	5	5356	1	false
641	10061	5	5357	1	false
642	10063	6	18621	1	false
643	10064	6	18620	1	false
644	10061	6	18622	1	false
645	10062	6	18619	1	false
646	10064	7	22551	1	false
647	10063	7	22552	1	false
648	10062	7	22550	1	false
649	10061	7	22553	1	false
650	10065	1	8984	1	false
651	10066	1	8983	1	false
652	10067	1	8985	1	false
653	10068	1	8986	1	false
654	10065	1	8984	1	false
655	10066	1	8983	1	false
656	10067	1	8985	1	false
657	10068	1	8986	1	false
658	10068	2	6067	1	false
659	10067	2	6066	1	false
660	10065	2	6065	1	false
661	10066	2	6064	1	false
662	10068	2	6067	1	false
663	10067	2	6066	1	false
664	10065	2	6065	1	false
665	10066	2	6064	1	false
666	10066	3	8162	1	false
667	10068	3	8165	1	false
668	10067	3	8164	1	false
669	10065	3	8163	1	false
670	10066	3	8162	1	false
671	10068	3	8165	1	false
672	10067	3	8164	1	false
673	10065	3	8163	1	false
674	10067	4	7267	1	false
675	10065	4	7266	1	false
676	10066	4	7265	1	false
677	10068	4	7268	1	false
678	10067	4	7267	1	false
679	10065	4	7266	1	false
680	10066	4	7265	1	false
681	10068	4	7268	1	false
682	10066	5	5390	1	false
683	10068	5	5393	1	false
684	10067	5	5392	1	false
685	10065	5	5391	1	false
686	10068	5	5393	1	false
687	10067	5	5392	1	false
688	10066	5	5390	1	false
689	10065	5	5391	1	false
690	10067	6	18625	1	false
691	10068	6	18624	1	false
692	10065	6	18626	1	false
693	10066	6	18623	1	false
694	10068	7	23378	1	false
695	10067	7	23379	1	false
696	10066	7	23377	1	false
697	10065	7	23380	1	false
698	10067	8	31714	1	false
699	10068	8	31713	1	false
700	10065	8	31715	1	false
701	10066	8	31712	1	false
702	10069	1	9062	1	false
703	10070	1	14468	1	false
704	10071	1	9061	1	false
705	10147	1	14465	1	false
706	10073	1	9063	1	false
707	10074	1	14467	1	false
708	10075	1	9065	1	false
709	10072	1	14466	1	false
710	10076	1	9064	1	false
711	10077	1	14464	1	false
712	10075	2	6090	1	false
713	10072	2	14471	1	false
714	10076	2	6089	0	false
715	10077	2	14469	0	false
716	10073	2	6088	1	false
717	10074	2	14472	1	false
718	10069	2	6087	1	false
719	10070	2	14473	1	false
720	10071	2	6086	1	false
721	10147	2	14470	1	false
722	10071	3	8184	1	false
723	10147	3	14475	1	false
724	10075	3	8188	1	false
725	10072	3	14476	1	false
726	10073	3	8186	1	false
727	10074	3	14477	1	false
728	10076	3	8187	0	false
729	10077	3	14474	0	false
730	10069	3	8185	1	false
731	10070	3	14478	1	false
732	10076	4	7290	1	false
733	10077	4	14479	1	false
734	10073	4	7289	1	false
735	10074	4	14482	1	false
736	10069	4	7288	1	false
737	10070	4	14483	1	false
738	10071	4	7287	1	false
739	10147	4	14480	1	false
740	10075	4	7291	1	false
741	10072	4	14481	1	false
742	10076	5	5397	1	false
743	10077	5	14484	1	false
744	10075	5	5398	1	false
745	10072	5	14486	1	false
746	10073	5	5396	1	false
747	10074	5	14487	1	false
748	10071	5	5394	1	false
749	10147	5	14485	1	false
750	10069	5	5395	1	false
751	10070	5	14488	1	false
752	10073	6	17763	1	false
753	10074	6	17768	1	false
754	10075	6	17762	1	false
755	10072	6	17767	1	false
756	10076	6	17760	0	false
757	10077	6	17765	0	false
758	10069	6	17764	1	false
759	10070	6	17769	1	false
760	10071	6	17761	1	false
761	10147	6	17766	1	false
762	10075	7	25032	1	false
763	10072	7	25027	1	false
764	10073	7	25033	1	false
765	10074	7	25028	1	false
766	10076	7	25704	0	false
767	10077	7	25703	0	false
768	10071	7	25759	1	false
769	10147	7	25758	1	false
770	10069	7	25034	1	false
771	10070	7	25029	1	false
772	10073	8	32253	1	false
773	10074	8	32254	1	false
774	10075	8	32256	1	false
775	10072	8	32257	1	false
776	10076	8	32259	0	false
777	10077	8	32260	0	false
778	10069	8	32263	1	false
779	10070	8	32264	1	false
780	10071	8	32266	1	false
781	10147	8	32267	1	false
782	10078	1	9305	1	false
783	10079	1	9308	1	false
784	10080	1	9307	1	false
785	10081	1	9306	1	false
786	10078	2	6288	1	false
787	10079	2	6291	1	false
788	10080	2	6290	1	false
789	10081	2	6289	1	false
790	10078	3	8371	1	false
791	10080	3	8373	1	false
792	10081	3	8372	1	false
793	10078	4	7459	1	false
794	10079	4	7462	1	false
795	10080	4	7461	1	false
796	10081	4	7460	1	false
797	10078	5	5419	1	false
798	10079	5	5422	1	false
799	10080	5	5421	1	false
800	10081	5	5420	1	false
801	10078	6	17600	1	false
802	10079	6	17603	1	false
803	10080	6	18705	1	false
804	10081	6	17601	1	false
805	10078	7	21563	1	false
806	10079	7	21569	1	false
807	10080	7	21567	1	false
808	10081	7	21565	1	false
809	10078	8	31166	1	false
810	10079	8	31169	1	false
811	10080	8	31168	1	false
812	10081	8	31167	1	false
813	10078	9	38993	1	false
814	10079	9	38996	1	false
815	10080	9	38995	1	false
816	10081	9	38994	1	false
817	10082	1	9310	1	false
818	10083	1	9309	1	false
819	10082	2	6293	1	false
820	10083	2	6292	1	false
821	10082	3	8375	1	false
822	10083	3	8374	1	false
823	10082	4	7464	1	false
824	10083	4	7463	1	false
825	10082	5	5424	1	false
826	10083	5	5423	1	false
827	10082	6	17573	1	false
828	10083	6	17574	1	false
829	10082	7	25483	1	false
830	10083	7	25484	1	false
831	10082	8	32642	1	false
832	10083	8	32641	1	false
833	10084	1	31549	1	false
834	10084	2	31551	0	false
835	10084	3	31552	0	false
836	10084	4	31553	0	false
837	10084	5	31554	0	false
838	10084	6	31555	0	false
839	10084	7	31556	0	false
840	10084	8	32544	1	false
841	10085	1	8523	1	false
842	10085	2	5608	1	false
843	10085	3	7754	1	false
844	10085	4	6869	1	false
845	10085	5	5295	1	false
846	10085	6	18627	1	false
847	10085	7	24377	1	false
848	10085	8	31716	1	false
849	10085	9	39010	1	false
850	10086	1	8526	1	false
851	10086	2	5611	1	false
852	10086	3	7757	1	false
853	10086	4	6872	1	false
854	10086	5	5298	1	false
855	10086	6	18628	1	false
856	10086	7	24378	1	false
857	10086	8	31717	1	false
858	10086	9	39014	1	false
859	10087	1	8525	1	false
860	10087	2	5610	1	false
861	10087	3	7756	1	false
862	10087	4	6871	1	false
863	10087	5	5297	1	false
864	10087	6	18629	1	false
865	10087	7	24379	1	false
866	10087	8	31718	1	false
867	10087	9	39086	1	false
868	10088	1	8524	1	false
869	10088	2	5609	1	false
870	10088	3	7755	1	false
871	10088	4	6870	1	false
872	10088	5	5296	1	false
873	10088	6	18630	1	false
874	10088	7	24380	1	false
875	10088	8	31719	1	false
876	10088	9	39011	1	false
877	10089	1	8653	1	false
878	10089	2	5726	1	false
879	10089	3	7844	1	false
880	10089	4	6959	1	false
881	10089	5	5349	1	false
882	10089	6	18924	0	false
883	10089	7	24405	0	false
884	10089	8	32147	1	false
885	10090	1	8523	1	false
886	10090	2	5608	1	false
887	10090	3	7754	1	false
888	10090	4	6869	1	false
889	10090	5	5295	1	false
890	10090	6	18627	1	false
891	10090	7	24377	1	false
892	10090	8	31716	1	false
893	10090	9	39010	1	false
894	10091	1	8526	1	false
895	10091	2	5611	1	false
896	10091	3	7757	1	false
897	10091	4	6872	1	false
898	10091	5	5298	1	false
899	10091	6	18628	1	false
900	10091	7	24378	1	false
901	10091	8	31717	1	false
902	10091	9	39014	1	false
903	10092	1	8525	1	false
904	10092	2	5610	1	false
905	10092	3	7756	1	false
906	10092	4	6871	1	false
907	10092	5	5297	1	false
908	10092	6	18629	1	false
909	10092	7	24379	1	false
910	10092	8	31718	1	false
911	10092	9	39086	1	false
912	10093	1	8524	1	false
913	10093	2	5609	1	false
914	10093	3	7755	1	false
915	10093	4	6870	1	false
916	10093	5	5296	1	false
917	10093	6	18630	1	false
918	10093	7	24380	1	false
919	10093	8	31719	1	false
920	10093	9	39011	1	false
921	10094	1	16017	1	false
922	10094	2	16018	0	false
923	10094	3	15845	0	false
924	10094	4	15846	1	false
925	10094	5	16019	1	false
926	10094	6	18830	0	false
927	10094	7	25011	0	false
928	10094	8	32149	0	false
929	10095	1	8523	1	false
930	10095	2	5608	1	false
931	10095	3	7754	1	false
932	10095	4	6869	1	false
933	10095	5	5295	1	false
934	10095	6	18627	1	false
935	10095	7	24377	1	false
936	10095	8	31716	1	false
937	10095	9	39010	1	false
938	10096	1	8526	1	false
939	10096	2	5611	1	false
940	10096	3	7757	1	false
941	10096	4	6872	1	false
942	10096	5	5298	1	false
943	10096	6	18628	1	false
944	10096	7	24378	1	false
945	10096	8	31717	1	false
946	10096	9	39014	1	false
947	10097	1	8525	1	false
948	10097	2	5610	1	false
949	10097	3	7756	1	false
950	10097	4	6871	1	false
951	10097	5	5297	1	false
952	10097	6	18629	1	false
953	10097	7	24379	1	false
954	10097	8	31718	1	false
955	10097	9	39086	1	false
956	10098	1	8524	1	false
957	10098	2	5609	1	false
958	10098	3	7755	1	false
959	10098	4	6870	1	false
960	10098	5	5296	1	false
961	10098	6	18630	1	false
962	10098	7	24380	1	false
963	10098	8	31719	1	false
964	10098	9	39011	1	false
965	10099	1	8647	1	false
966	10099	2	5721	1	false
967	10099	3	7838	1	false
968	10099	4	6953	1	false
969	10099	5	5350	0	false
970	10099	6	18828	0	false
971	10099	7	25012	1	false
972	10099	8	32148	0	false
973	10100	1	8523	1	false
974	10100	2	5608	1	false
975	10100	3	7754	1	false
976	10100	4	6869	1	false
977	10100	5	5295	1	false
978	10100	6	18627	1	false
979	10100	7	24377	1	false
980	10100	8	31716	1	false
981	10100	9	39010	1	false
982	10101	1	8526	1	false
983	10101	2	5611	1	false
984	10101	3	7757	1	false
985	10101	4	6872	1	false
986	10101	5	5298	1	false
987	10101	6	18628	1	false
988	10101	7	24378	1	false
989	10101	8	31717	1	false
