ROWID	_ShopID|INTEGER	_TabID|INTEGER	_TabNameID|INTEGER	_ListID|INTEGER	_itemindex|INTEGER	_Quantity|INTEGER	_Period|INTEGER	_PurchaseType1|INTEGER	_PurchaseItem1|INTEGER	_PurchaseItemValue1|INTEGER	_PurchaseType2|INTEGER	_PurchaseItem2|INTEGER	_PurchaseItemValue2|INTEGER	_PurchaseLimitType|INTEGER	_PurchaseLimitValue|INTEGER	_buyLimitCount|INTEGER	_ShopLimitReset|INTEGER	_SampleID|INTEGER	_ItemOptionID|INTEGER	_RepurchaseTime|INTEGER	_ShopSealCount|INTEGER	_PotentialList|INTEGER	_StorePreview|BOOLEAN
45004110	45004	1	1000028972	10	348259329	1	0	1	0	100	0	0	0	0	0	0	0	0	0	0	-1	0	false
45004111	45004	1	1000028972	11	348266497	1	0	1	0	100	0	0	0	0	0	0	0	0	0	0	-1	0	false
45004200	45004	2	1000085387	0	268456662	1	0	1	0	100	0	0	0	0	0	0	0	0	0	0	-1	0	false
45004201	45004	2	1000085387	1	268456663	1	0	1	0	100	0	0	0	0	0	0	0	0	0	0	-1	0	false
45004202	45004	2	1000085387	2	268456664	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
45004203	45004	2	1000085387	3	268456665	1	0	1	0	2000	0	0	0	0	0	0	0	0	0	0	-1	0	false
45004204	45004	2	1000085387	4	268456666	1	0	1	0	8000	0	0	0	0	0	0	0	0	0	0	-1	0	false
45004205	45004	2	1000085387	5	268456667	1	0	1	0	8000	0	0	0	0	0	0	0	0	0	0	-1	0	false
45004210	45004	2	1000085387	10	268475876	1	0	1	0	15000	0	0	0	2	95	0	0	0	0	0	-1	0	false
45004215	45004	2	1000085387	15	268476750	1	0	1	0	10000	0	0	0	0	0	0	0	0	0	0	-1	0	false
45004216	45004	2	1000085387	16	268476751	1	0	1	0	10000	0	0	0	0	0	0	0	0	0	0	-1	0	false
45004217	45004	2	1000085387	17	268476752	1	0	1	0	10000	0	0	0	0	0	0	0	0	0	0	-1	0	false
45004218	45004	2	1000085387	18	268476753	1	0	1	0	10000	0	0	0	0	0	0	0	0	0	0	-1	0	false
45004219	45004	2	1000085387	19	268476754	1	0	1	0	10000	0	0	0	0	0	0	0	0	0	0	-1	0	false
45005100	45005	1	140542	0	805311304	1	0	1	0	100000	0	0	0	0	0	0	0	0	0	0	-1	0	false
45005101	45005	1	140542	1	805311427	1	0	1	0	100000	0	0	0	0	0	0	0	0	0	0	-1	0	false
45005102	45005	1	140542	2	805311564	1	0	1	0	100000	0	0	0	0	0	0	0	0	0	0	-1	0	false
45005105	45005	1	140542	5	268477238	1	0	1	0	100000	0	0	0	0	0	0	0	0	0	0	-1	0	false
45005106	45005	1	140542	6	268477239	1	0	1	0	100000	0	0	0	0	0	0	0	0	0	0	-1	0	false
45005107	45005	1	140542	7	268477240	1	0	1	0	100000	0	0	0	0	0	0	0	0	0	0	-1	0	false
45005108	45005	1	140542	8	268477241	1	0	1	0	100000	0	0	0	0	0	0	0	0	0	0	-1	0	false
45005109	45005	1	140542	9	268477242	1	0	1	0	100000	0	0	0	0	0	0	0	0	0	0	-1	0	false
45005110	45005	1	140542	10	268477243	1	0	1	0	100000	0	0	0	0	0	0	0	0	0	0	-1	0	false
45002105	45002	1	1000028976	5	268456826	1	0	1	0	40000	0	0	0	0	0	0	0	0	0	0	-1	0	false
45002106	45002	1	1000028976	6	268456827	1	0	1	0	40000	0	0	0	0	0	0	0	0	0	0	-1	0	false
45002107	45002	1	1000028976	7	268456822	1	0	1	0	20000	0	0	0	0	0	0	0	0	0	0	-1	0	false
45002108	45002	1	1000028976	8	268456823	1	0	1	0	20000	0	0	0	0	0	0	0	0	0	0	-1	0	false
45002109	45002	1	1000028976	9	268456824	1	0	1	0	20000	0	0	0	0	0	0	0	0	0	0	-1	0	false
45002110	45002	1	1000028976	10	268456825	1	0	1	0	20000	0	0	0	0	0	0	0	0	0	0	-1	0	false
45002200	45002	2	1000018020	0	268456737	1	0	1	0	1000000	0	0	0	0	0	0	0	0	0	0	-1	0	false
45002201	45002	2	1000018020	1	268456736	1	0	1	0	1500000	0	0	0	0	0	0	0	0	0	0	-1	0	false
46001100	46001	1	7326	0	536871416	1	0	2	536871410	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
46001101	46001	1	7326	1	536871418	1	0	2	536871412	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
46001102	46001	1	7326	2	536873241	1	0	2	536871415	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
46001103	46001	1	7326	3	346031104	1	0	2	536871414	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
46001105	46001	1	7326	5	536871417	1	0	2	536871411	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
46001106	46001	1	7326	6	536871419	1	0	2	536871413	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
46001115	46001	1	7326	15	536871426	1	30	2	536871420	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
46001116	46001	1	7326	16	536871427	1	30	2	536871421	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
46001117	46001	1	7326	17	536871428	1	30	2	536871422	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
46001118	46001	1	7326	18	536871429	1	30	2	536871423	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
46001119	46001	1	7326	19	536871430	1	30	2	536871424	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
46001120	46001	1	7326	20	536871431	1	30	2	536871425	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
38000100	38000	1	3974	0	352321536	1	0	1	0	1000000	0	0	0	0	0	0	0	0	0	0	-1	0	false
38001100	38001	1	1000107899	0	268466292	1	0	2	268466293	1	1	0	100000	2	93	3	2	0	0	0	-1	0	false
38001101	38001	1	1000107899	1	268466293	1	0	2	268466292	1	1	0	100000	2	93	3	2	0	0	0	-1	0	false
38001102	38001	1	1000107899	2	268466303	1	0	1	0	500000	0	0	0	2	93	0	0	0	0	0	-1	1	false
31001100	31001	1	9087	0	612442112	1	0	1	0	100000	0	0	0	6	15000	1	1	0	0	0	0	0	false
31001101	31001	1	9087	1	536873241	1	0	1	0	100000	0	0	0	6	15000	1	1	0	0	0	0	0	false
31001102	31001	1	9087	2	336990720	1	0	1	0	30000	0	0	0	6	15000	10	2	0	0	0	0	0	false
31001103	31001	1	9087	3	872915252	1	0	1	0	50000	0	0	0	6	15000	3	1	0	0	0	0	0	false
31001110	31001	1	9087	10	268453192	1	0	1	0	10000000	0	0	0	6	35000	3	2	0	0	0	0	0	false
31001115	31001	1	9087	15	268452928	1	0	1	0	50000	0	0	0	6	15000	1	1	0	0	0	0	0	false
31001116	31001	1	9087	16	268452927	1	0	1	0	50000	0	0	0	6	15000	1	1	0	0	0	0	0	false
31002100	31002	1	9087	0	612442112	1	0	1	0	100000	0	0	0	6	15000	1	1	0	0	0	0	0	false
31002101	31002	1	9087	1	536873241	1	0	1	0	100000	0	0	0	6	15000	1	1	0	0	0	0	0	false
31002102	31002	1	9087	2	336990720	1	0	1	0	30000	0	0	0	6	15000	10	2	0	0	0	0	0	false
31002103	31002	1	9087	3	872915252	1	0	1	0	50000	0	0	0	6	15000	3	1	0	0	0	0	0	false
31002110	31002	1	9087	10	268453192	1	0	1	0	10000000	0	0	0	6	35000	3	2	0	0	0	0	0	false
31002115	31002	1	9087	15	268452928	1	0	1	0	50000	0	0	0	6	15000	1	1	0	0	0	0	0	false
31002116	31002	1	9087	16	268452927	1	0	1	0	50000	0	0	0	6	15000	1	1	0	0	0	0	0	false
31003100	31003	1	9087	0	612442112	1	0	1	0	100000	0	0	0	6	15000	1	1	0	0	0	0	0	false
31003101	31003	1	9087	1	536873241	1	0	1	0	100000	0	0	0	6	15000	1	1	0	0	0	0	0	false
31003102	31003	1	9087	2	336990720	1	0	1	0	30000	0	0	0	6	15000	10	2	0	0	0	0	0	false
31003103	31003	1	9087	3	872915252	1	0	1	0	50000	0	0	0	6	15000	3	1	0	0	0	0	0	false
31003110	31003	1	9087	10	268453192	1	0	1	0	10000000	0	0	0	6	35000	3	2	0	0	0	0	0	false
31003115	31003	1	9087	15	268452928	1	0	1	0	50000	0	0	0	6	15000	1	1	0	0	0	0	0	false
31003116	31003	1	9087	16	268452927	1	0	1	0	50000	0	0	0	6	15000	1	1	0	0	0	0	0	false
31004100	31004	1	9087	0	612442112	1	0	1	0	100000	0	0	0	6	15000	1	1	0	0	0	0	0	false
31004101	31004	1	9087	1	536873241	1	0	1	0	100000	0	0	0	6	15000	1	1	0	0	0	0	0	false
31004102	31004	1	9087	2	336990720	1	0	1	0	30000	0	0	0	6	15000	10	2	0	0	0	0	0	false
31004103	31004	1	9087	3	872915252	1	0	1	0	50000	0	0	0	6	15000	3	1	0	0	0	0	0	false
31004110	31004	1	9087	10	268453192	1	0	1	0	10000000	0	0	0	6	35000	3	2	0	0	0	0	0	false
31004115	31004	1	9087	15	268452928	1	0	1	0	50000	0	0	0	6	15000	1	1	0	0	0	0	0	false
31004116	31004	1	9087	16	268452927	1	0	1	0	50000	0	0	0	6	15000	1	1	0	0	0	0	0	false
31005100	31005	1	9087	0	612442112	1	0	1	0	100000	0	0	0	6	15000	1	1	0	0	0	0	0	false
31005101	31005	1	9087	1	536873241	1	0	1	0	100000	0	0	0	6	15000	1	1	0	0	0	0	0	false
31005102	31005	1	9087	2	336990720	1	0	1	0	30000	0	0	0	6	15000	10	2	0	0	0	0	0	false
31005103	31005	1	9087	3	872915252	1	0	1	0	50000	0	0	0	6	15000	3	1	0	0	0	0	0	false
31005110	31005	1	9087	10	268453192	1	0	1	0	10000000	0	0	0	6	35000	3	2	0	0	0	0	0	false
31005115	31005	1	9087	15	268452928	1	0	1	0	50000	0	0	0	6	15000	1	1	0	0	0	0	0	false
31005116	31005	1	9087	16	268452927	1	0	1	0	50000	0	0	0	6	15000	1	1	0	0	0	0	0	false
31006100	31006	1	9087	0	612442112	1	0	1	0	100000	0	0	0	6	15000	1	1	0	0	0	0	0	false
31006101	31006	1	9087	1	536873241	1	0	1	0	100000	0	0	0	6	15000	1	1	0	0	0	0	0	false
31006102	31006	1	9087	2	336990720	1	0	1	0	30000	0	0	0	6	15000	10	2	0	0	0	0	0	false
31006103	31006	1	9087	3	872915252	1	0	1	0	50000	0	0	0	6	15000	3	1	0	0	0	0	0	false
31006110	31006	1	9087	10	268453192	1	0	1	0	10000000	0	0	0	6	35000	3	2	0	0	0	0	0	false
31006115	31006	1	9087	15	268452928	1	0	1	0	50000	0	0	0	6	15000	1	1	0	0	0	0	0	false
31006116	31006	1	9087	16	268452927	1	0	1	0	50000	0	0	0	6	15000	1	1	0	0	0	0	0	false
31007100	31007	1	9087	0	612442112	1	0	1	0	100000	0	0	0	6	15000	1	1	0	0	0	0	0	false
31007101	31007	1	9087	1	536873241	1	0	1	0	100000	0	0	0	6	15000	1	1	0	0	0	0	0	false
31007102	31007	1	9087	2	336990720	1	0	1	0	30000	0	0	0	6	15000	10	2	0	0	0	0	0	false
31007103	31007	1	9087	3	872915252	1	0	1	0	50000	0	0	0	6	15000	3	1	0	0	0	0	0	false
31007110	31007	1	9087	10	268453192	1	0	1	0	10000000	0	0	0	6	35000	3	2	0	0	0	0	0	false
31007115	31007	1	9087	15	268452928	1	0	1	0	50000	0	0	0	6	15000	1	1	0	0	0	0	0	false
31007116	31007	1	9087	16	268452927	1	0	1	0	50000	0	0	0	6	15000	1	1	0	0	0	0	0	false
31008100	31008	1	9087	0	612442112	1	0	1	0	100000	0	0	0	6	15000	1	1	0	0	0	0	0	false
31008101	31008	1	9087	1	536873241	1	0	1	0	100000	0	0	0	6	15000	1	1	0	0	0	0	0	false
31008102	31008	1	9087	2	336990720	1	0	1	0	30000	0	0	0	6	15000	10	2	0	0	0	0	0	false
31008103	31008	1	9087	3	872915252	1	0	1	0	50000	0	0	0	6	15000	3	1	0	0	0	0	0	false
31008110	31008	1	9087	10	268453192	1	0	1	0	10000000	0	0	0	6	35000	3	2	0	0	0	0	0	false
31008115	31008	1	9087	15	268452928	1	0	1	0	50000	0	0	0	6	15000	1	1	0	0	0	0	0	false
31008116	31008	1	9087	16	268452927	1	0	1	0	50000	0	0	0	6	15000	1	1	0	0	0	0	0	false
31009100	31009	1	9087	0	612442112	1	0	1	0	100000	0	0	0	6	15000	1	1	0	0	0	0	0	false
31009101	31009	1	9087	1	536873241	1	0	1	0	100000	0	0	0	6	15000	1	1	0	0	0	0	0	false
31009102	31009	1	9087	2	336990720	1	0	1	0	30000	0	0	0	6	15000	10	2	0	0	0	0	0	false
31009103	31009	1	9087	3	872915252	1	0	1	0	50000	0	0	0	6	15000	3	1	0	0	0	0	0	false
31009110	31009	1	9087	10	268453192	1	0	1	0	10000000	0	0	0	6	35000	3	2	0	0	0	0	0	false
31009115	31009	1	9087	15	268452928	1	0	1	0	50000	0	0	0	6	15000	1	1	0	0	0	0	0	false
31009116	31009	1	9087	16	268452927	1	0	1	0	50000	0	0	0	6	15000	1	1	0	0	0	0	0	false
31010100	31010	1	9087	0	612442112	1	0	1	0	100000	0	0	0	6	15000	1	1	0	0	0	0	0	false
31010101	31010	1	9087	1	536873241	1	0	1	0	100000	0	0	0	6	15000	1	1	0	0	0	0	0	false
31010102	31010	1	9087	2	336990720	1	0	1	0	30000	0	0	0	6	15000	10	2	0	0	0	0	0	false
31010103	31010	1	9087	3	872915252	1	0	1	0	50000	0	0	0	6	15000	3	1	0	0	0	0	0	false
31010110	31010	1	9087	10	268453192	1	0	1	0	10000000	0	0	0	6	35000	3	2	0	0	0	0	0	false
31010115	31010	1	9087	15	268452928	1	0	1	0	50000	0	0	0	6	15000	1	1	0	0	0	0	0	false
31010116	31010	1	9087	16	268452927	1	0	1	0	50000	0	0	0	6	15000	1	1	0	0	0	0	0	false
55001100	55001	1	46	0	448927232	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001101	55001	1	46	1	448927233	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001102	55001	1	46	2	448927360	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001103	55001	1	46	3	448927361	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001104	55001	1	46	4	448925952	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001105	55001	1	46	5	448925953	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001106	55001	1	46	6	448926464	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001107	55001	1	46	7	448926465	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001108	55001	1	46	8	448926336	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001109	55001	1	46	9	448926337	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001110	55001	1	46	10	449059072	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001111	55001	1	46	11	449059073	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001112	55001	1	46	12	448926080	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001113	55001	1	46	13	448926081	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001114	55001	1	46	14	448927104	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001115	55001	1	46	15	448927105	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001116	55001	1	46	16	448926976	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001117	55001	1	46	17	448926977	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001118	55001	1	46	18	448926848	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001119	55001	1	46	19	448926849	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001120	55001	1	46	20	448927488	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001121	55001	1	46	21	448927489	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001122	55001	1	46	22	448926208	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001123	55001	1	46	23	448926209	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001124	55001	1	46	24	448926720	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001125	55001	1	46	25	448926721	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001126	55001	1	46	26	448926592	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001127	55001	1	46	27	448926593	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001128	55001	1	46	28	448925824	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001129	55001	1	46	29	448925825	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001130	55001	1	46	30	448925696	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001131	55001	1	46	31	448925697	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001200	55001	2	310	0	449231232	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001201	55001	2	310	1	449231233	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001202	55001	2	310	2	448967040	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001203	55001	2	310	3	448967041	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001204	55001	2	310	4	449099264	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001205	55001	2	310	5	449099265	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001206	55001	2	310	6	448967424	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001207	55001	2	310	7	448967425	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001208	55001	2	310	8	449099648	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001209	55001	2	310	9	449099649	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001210	55001	2	310	10	448966784	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001211	55001	2	310	11	448966785	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001212	55001	2	310	12	448967680	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001213	55001	2	310	13	448967681	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001214	55001	2	310	14	448967168	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001215	55001	2	310	15	448967169	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001216	55001	2	310	16	448967296	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001217	55001	2	310	17	448967297	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001218	55001	2	310	18	449231104	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001219	55001	2	310	19	449231105	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001220	55001	2	310	20	449099393	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001221	55001	2	310	21	449098880	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001222	55001	2	310	22	449098881	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001223	55001	2	310	23	448966912	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001224	55001	2	310	24	448966913	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001225	55001	2	310	25	449099520	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001226	55001	2	310	26	449099521	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001227	55001	2	310	27	449099137	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001228	55001	2	310	28	449230976	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001229	55001	2	310	29	449230977	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001300	55001	3	311	0	449235200	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001301	55001	3	311	1	449235201	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001302	55001	3	311	2	448971136	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001303	55001	3	311	3	448971137	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001304	55001	3	311	4	448971520	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001305	55001	3	311	5	448971521	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001306	55001	3	311	6	449235328	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001307	55001	3	311	7	449235329	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001308	55001	3	311	8	449103104	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001309	55001	3	311	9	449103105	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001310	55001	3	311	10	449103744	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001311	55001	3	311	11	449103745	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001312	55001	3	311	12	448971776	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001313	55001	3	311	13	448971777	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001314	55001	3	311	14	449103232	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001315	55001	3	311	15	449103233	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001316	55001	3	311	16	449103360	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001317	55001	3	311	17	449103361	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001318	55001	3	311	18	448970880	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001319	55001	3	311	19	448970881	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001320	55001	3	311	20	448971648	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001321	55001	3	311	21	448971649	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001322	55001	3	311	22	449103488	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001323	55001	3	311	23	449103489	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001324	55001	3	311	24	448971264	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001325	55001	3	311	25	448971265	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001326	55001	3	311	26	448971008	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001327	55001	3	311	27	448971009	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001328	55001	3	311	28	448971392	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001329	55001	3	311	29	448971393	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001330	55001	3	311	30	448970752	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001331	55001	3	311	31	448970753	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
55001332	55001	3	311	32	449103616	1	0	2	374341682	1	0	0	0	0	0	0	0	0	0	0	-1	0	false
