ROWID	_HeroLevelExp|TEXT	_HeroLevelAbilityID|INTEGER
289	8031360	905972933
290	8114980	905972934
291	8199170	905972935
292	8283950	905972936
293	8369310	905972937
294	8455250	905972938
295	8541780	905972939
296	8628900	905972940
297	8716610	905972941
298	8804910	905972942
299	8893810	905972943
300	8983310	905972944
301	9073400	905972945
302	9164100	905972946
303	9255400	905972947
304	9347300	905972948
305	9439810	905972949
306	9532930	905972950
307	9626660	905972951
308	9721000	905972952
309	9815960	905972953
310	9911540	905972954
311	10007730	905972955
312	10104550	905972956
313	10201990	905972957
314	10300050	905972958
315	10398740	905972959
316	10498060	905972960
317	10598010	905972961
318	10698590	905972962
319	10799810	905972963
320	10901670	905972964
321	11004160	905972965
322	11107300	905972966
323	11211080	905972967
324	11315500	905972968
325	11420570	905972969
326	11526290	905972970
327	11632660	905972971
328	11739680	905972972
329	11847360	905972973
330	11955700	905972974
331	12064690	905972975
332	12174350	905972976
333	12284670	905972977
334	12395650	905972978
335	12507300	905972979
336	12619620	905972980
337	12732610	905972981
338	12846270	905972982
339	12960610	905972983
340	13075630	905972984
341	13191320	905972985
342	13307700	905972986
343	13424760	905972987
344	13542500	905972988
345	13660930	905972989
346	13780050	905972990
347	13899860	905972991
348	14020360	905972992
349	14141560	905972993
350	14263460	905972994
351	14386050	905972995
352	14509350	905972996
353	14633350	905972997
354	14758050	905972998
355	14883460	905972999
356	15009580	905973000
357	15136410	905973001
358	15263950	905973002
359	15392210	905973003
360	15521190	905973004
361	15650880	905973005
362	15781300	905973006
363	15912440	905973007
364	16044300	905973008
365	16176890	905973009
366	16310210	905973010
367	16444260	905973011
368	16579040	905973012
369	16714560	905973013
370	16850820	905973014
371	16987810	905973015
372	17125550	905973016
373	17264030	905973017
374	17403250	905973018
375	17543220	905973019
376	17683940	905973020
377	17825410	905973021
378	17967630	905973022
379	18110610	905973023
380	18254350	905973024
381	18398840	905973025
382	18544100	905973026
383	18690120	905973027
384	18836900	905973028
385	18984450	905973029
386	19132770	905973030
387	19281860	905973031
388	19431720	905973032
389	19582360	905973033
390	19733780	905973034
391	19885970	905973035
392	20038950	905973036
393	20192710	905973037
394	20347250	905973038
395	20502580	905973039
396	20658700	905973040
397	20815610	905973041
398	20973310	905973042
399	21131810	905973043
400	21291110	905973044
401	21451200	905973045
402	21612100	905973046
403	21773800	905973047
404	21936300	905973048
405	22099610	905973049
406	22263730	905973050
407	22428660	905973051
408	22594400	905973052
409	22760960	905973053
410	22928340	905973054
411	23096530	905973055
412	23265550	905973056
413	23435390	905973057
414	23606050	905973058
415	23777540	905973059
416	23949860	905973060
417	24123010	905973061
418	24296990	905973062
419	24471810	905973063
420	24647470	905973064
421	24823960	905973065
422	25001300	905973066
423	25179480	905973067
424	25358500	905973068
425	25538370	905973069
426	25719090	905973070
427	25900660	905973071
428	26083080	905973072
429	26266360	905973073
430	26450500	905973074
431	26635490	905973075
432	26821350	905973076
433	27008070	905973077
434	27195650	905973078
435	27384100	905973079
436	27573420	905973080
437	27763610	905973081
438	27954670	905973082
439	28146610	905973083
440	28339430	905973084
441	28533120	905973085
442	28727700	905973086
443	28923160	905973087
444	29119500	905973088
445	29316730	905973089
446	29514850	905973090
447	29713860	905973091
448	29913760	905973092
449	30114560	905973093
450	30316260	905973094
451	30518850	905973095
452	30722350	905973096
453	30926750	905973097
454	31132050	905973098
455	31338260	905973099
456	31545380	905973100
457	31753410	905973101
458	31962350	905973102
459	32172210	905973103
460	32382990	905973104
461	32594680	905973105
462	32807300	905973106
463	33020840	905973107
464	33235300	905973108
465	33450690	905973109
466	33667010	905973110
467	33884260	905973111
468	34102440	905973112
469	34321560	905973113
470	34541620	905973114
471	34762610	905973115
472	34984550	905973116
473	35207430	905973117
474	35431250	905973118
475	35656020	905973119
476	35881740	905973120
477	36108410	905973121
478	36336030	905973122
479	36564610	905973123
480	36794150	905973124
481	37024640	905973125
482	37256100	905973126
483	37488520	905973127
484	37721900	905973128
485	37956250	905973129
486	38191570	905973130
487	38427860	905973131
488	38665120	905973132
489	38903360	905973133
490	39142580	905973134
491	39382770	905973135
492	39623950	905973136
493	39866110	905973137
494	40109250	905973138
495	40353380	905973139
496	40598500	905973140
497	40844610	905973141
498	41091710	905973142
499	41339810	905973143
500	41588910	905973144
501	41839000	905973145
502	42090100	905973146
503	42342200	905973147
504	42595300	905973148
505	42849410	905973149
506	43104530	905973150
507	43360660	905973151
508	43617800	905973152
509	43875960	905973153
510	44135140	905973154
511	44395330	905973155
512	44656550	905973156
513	44918790	905973157
514	45182050	905973158
515	45446340	905973159
516	45711660	905973160
517	45978010	905973161
518	46245390	905973162
519	46513810	905973163
520	46783270	905973164
521	47053760	905973165
522	47325300	905973166
523	47597880	905973167
524	47871500	905973168
525	48146170	905973169
526	48421890	905973170
527	48698660	905973171
528	48976480	905973172
529	49255360	905973173
530	49535300	905973174
531	49816290	905973175
532	50098350	905973176
533	50381470	905973177
534	50665650	905973178
535	50950900	905973179
536	51237220	905973180
537	51524610	905973181
538	51813070	905973182
539	52102610	905973183
540	52393230	905973184
541	52684920	905973185
542	52977700	905973186
543	53271560	905973187
544	53566500	905973188
545	53862530	905973189
546	54159650	905973190
547	54457860	905973191
548	54757160	905973192
549	55057560	905973193
550	55359060	905973194
551	55661650	905973195
552	55965350	905973196
553	56270150	905973197
554	56576050	905973198
555	56883060	905973199
556	57191180	905973200
557	57500410	905973201
558	57810750	905973202
559	58122210	905973203
560	58434790	905973204
561	58748480	905973205
562	59063300	905973206
563	59379240	905973207
564	59696300	905973208
565	60014490	905973209
566	60333810	905973210
567	60654260	905973211
568	60975840	905973212
569	61298560	905973213
570	61622420	905973214
571	61947410	905973215
572	62273550	905973216
573	62600830	905973217
574	62929250	905973218
575	63258820	905973219
576	63589540	905973220
577	63921410	905973221
578	64254430	905973222
579	64588610	905973223
580	64923950	905973224
581	65260440	905973225
582	65598100	905973226
583	65936920	905973227
584	66276900	905973228
585	66618050	905973229
586	66960370	905973230
587	67303860	905973231
588	67648520	905973232
589	67994360	905973233
590	68341380	905973234
591	68689570	905973235
592	69038950	905973236
593	69389510	905973237
594	69741250	905973238
595	70094180	905973239
596	70448300	905973240
597	70803610	905973241
598	71160110	905973242
599	71517810	905973243
600	71876710	905973244
601	72236800	905973245
602	72598100	905973246
603	72960600	905973247
604	73324300	905973248
605	73689210	905973249
606	74055330	905973250
607	74422660	905973251
608	74791200	905973252
609	75160960	905973253
610	75531940	905973254
611	75904130	905973255
612	76277550	905973256
613	76652190	905973257
614	77028050	905973258
615	77405140	905973259
616	77783460	905973260
617	78163010	905973261
618	78543790	905973262
619	78925810	905973263
620	79309070	905973264
621	79693560	905973265
622	80079300	905973266
623	80466280	905973267
624	80854500	905973268
625	81243970	905973269
626	81634690	905973270
627	82026660	905973271
628	82419880	905973272
629	82814360	905973273
630	83210100	905973274
631	83607090	905973275
632	84005350	905973276
633	84404870	905973277
634	84805650	905973278
635	85207700	905973279
636	85611020	905973280
637	86015610	905973281
638	86421470	905973282
639	86828610	905973283
640	87237030	905973284
641	87646720	905973285
642	88057700	905973286
643	88469960	905973287
644	88883500	905973288
645	89298330	905973289
646	89714450	905973290
647	90131860	905973291
648	90550560	905973292
649	90970560	905973293
650	91391860	905973294
651	91814450	905973295
652	92238350	905973296
653	92663550	905973297
654	93090050	905973298
655	93517860	905973299
656	93946980	905973300
657	94377410	905973301
658	94809150	905973302
659	95242210	905973303
660	95676590	905973304
661	96112280	905973305
662	96549300	905973306
663	96987640	905973307
664	97427300	905973308
665	97868290	905973309
666	98310610	905973310
667	98754260	905973311
668	99199240	905973312
669	99645560	905973313
670	100093220	905973314
671	100542210	905973315
672	100992550	905973316
673	101444230	905973317
674	101897250	905973318
675	102351620	905973319
676	102807340	905973320
677	103264410	905973321
678	103722830	905973322
679	104182610	905973323
680	104643750	905973324
681	105106240	905973325
682	105570100	905973326
683	106035320	905973327
684	106501900	905973328
685	106969850	905973329
686	107439170	905973330
687	107909860	905973331
688	108381920	905973332
689	108855360	905973333
690	109330180	905973334
691	109806370	905973335
692	110283950	905973336
693	110762910	905973337
694	111243250	905973338
695	111724980	905973339
696	112208100	905973340
697	112692610	905973341
698	113178510	905973342
699	113665810	905973343
700	114154510	905973344
701	114644600	905973345
702	115136100	905973346
703	115629000	905973347
704	116123300	905973348
705	116619010	905973349
706	117116130	905973350
707	117614660	905973351
708	118114600	905973352
709	118615960	905973353
710	119118740	905973354
711	119622930	905973355
712	120128550	905973356
713	120635590	905973357
714	121144050	905973358
715	121653940	905973359
716	122165260	905973360
717	122678010	905973361
718	123192190	905973362
719	123707810	905973363
720	124224870	905973364
721	124743360	905973365
722	125263300	905973366
723	125784680	905973367
724	126307500	905973368
725	126831770	905973369
726	127357490	905973370
727	127884660	905973371
728	128413280	905973372
729	128943360	905973373
730	129474900	905973374
731	130007890	905973375
732	130542350	905973376
733	131078270	905973377
734	131615650	905973378
735	132154500	905973379
736	132694820	905973380
737	133236610	905973381
738	133779870	905973382
739	134324610	905973383
740	134870830	905973384
741	135418520	905973385
742	135967700	905973386
743	136518360	905973387
744	137070500	905973388
745	137624130	905973389
746	138179250	905973390
747	138735860	905973391
748	139293960	905973392
749	139853560	905973393
750	140414660	905973394
751	140977250	905973395
752	141541350	905973396
753	142106950	905973397
754	142674050	905973398
755	143242660	905973399
756	143812780	905973400
757	144384410	905973401
758	144957550	905973402
759	145532210	905973403
760	146108390	905973404
761	146686080	905973405
762	147265300	905973406
763	147846040	905973407
764	148428300	905973408
765	149012090	905973409
766	149597410	905973410
767	150184260	905973411
768	150772640	905973412
769	151362560	905973413
770	151954020	905973414
771	152547010	905973415
772	153141550	905973416
773	153737630	905973417
774	154335250	905973418
775	154934420	905973419
776	155535140	905973420
777	156137410	905973421
778	156741230	905973422
779	157346610	905973423
780	157953550	905973424
781	158562040	905973425
782	159172100	905973426
783	159783720	905973427
784	160396900	905973428
785	161011650	905973429
786	161627970	905973430
787	162245860	905973431
788	162865320	905973432
789	163486360	905973433
790	164108980	905973434
791	164733170	905973435
792	165358950	905973436
793	165986310	905973437
794	166615250	905973438
795	167245780	905973439
796	167877900	905973440
797	168511610	905973441
798	169146910	905973442
799	169783810	905973443
800	170422310	905973444
801	171062400	905973445
802	171704100	905973446
803	172347400	905973447
804	172992300	905973448
805	173638810	905973449
806	174286930	905973450
807	174936660	905973451
808	175588000	905973452
809	176240960	905973453
810	176895540	905973454
811	177551730	905973455
812	178209550	905973456
813	178868990	905973457
814	179530050	905973458
815	180192740	905973459
816	180857060	905973460
817	181523010	905973461
818	182190590	905973462
819	182859810	905973463
820	183530670	905973464
821	184203160	905973465
822	184877300	905973466
823	185553080	905973467
824	186230500	905973468
825	186909570	905973469
826	187590290	905973470
827	188272660	905973471
828	188956680	905973472
829	189642360	905973473
830	190329700	905973474
831	191018690	905973475
832	191709350	905973476
833	192401670	905973477
834	193095650	905973478
835	193791300	905973479
836	194488620	905973480
837	195187610	905973481
838	195888270	905973482
839	196590610	905973483
840	197294630	905973484
841	198000320	905973485
842	198707700	905973486
843	199416760	905973487
844	200127500	905973488
845	200839930	905973489
846	201554050	905973490
847	202269860	905973491
848	202987360	905973492
849	203706560	905973493
850	204427460	905973494
851	205150050	905973495
852	205874350	905973496
853	206600350	905973497
854	207328050	905973498
855	208057460	905973499
856	208788580	905973500
857	209521410	905973501
858	210255950	905973502
859	210992210	905973503
860	211730190	905973504
861	212469880	905973505
862	213211300	905973506
863	213954440	905973507
864	214699300	905973508
865	215445890	905973509
866	216194210	905973510
867	216944260	905973511
868	217696040	905973512
869	218449560	905973513
870	219204820	905973514
871	219961810	905973515
872	220720550	905973516
873	221481030	905973517
874	222243250	905973518
875	223007220	905973519
876	223772940	905973520
877	224540410	905973521
878	225309630	905973522
879	226080610	905973523
880	226853350	905973524
881	227627840	905973525
882	228404100	905973526
883	229182120	905973527
884	229961900	905973528
885	230743450	905973529
886	231526770	905973530
887	232311860	905973531
888	233098720	905973532
889	233887360	905973533
890	234677780	905973534
891	235469970	905973535
892	236263950	905973536
893	237059710	905973537
894	237857250	905973538
895	238656580	905973539
896	239457700	905973540
897	240260610	905973541
898	241065310	905973542
899	241871810	905973543
900	242680110	905973544
901	243490200	905973545
902	244302100	905973546
903	245115800	905973547
904	245931300	905973548
905	246748610	905973549
906	247567730	905973550
907	248388660	905973551
908	249211400	905973552
909	250035960	905973553
910	250862340	905973554
911	251690530	905973555
912	252520550	905973556
913	253352390	905973557
914	254186050	905973558
915	255021540	905973559
916	255858860	905973560
917	256698010	905973561
918	257538990	905973562
919	258381810	905973563
920	259226470	905973564
921	260072960	905973565
922	260921300	905973566
923	261771480	905973567
924	262623500	905973568
925	263477370	905973569
926	264333090	905973570
927	265190660	905973571
928	266050080	905973572
929	266911360	905973573
930	267774500	905973574
931	268639490	905973575
932	269506350	905973576
933	270375070	905973577
934	271245650	905973578
935	272118100	905973579
936	272992420	905973580
937	273868610	905973581
938	274746670	905973582
939	275626610	905973583
940	276508430	905973584
941	277392120	905973585
942	278277700	905973586
943	279165160	905973587
944	280054500	905973588
945	280945730	905973589
946	281838850	905973590
947	282733860	905973591
948	283630760	905973592
949	284529560	905973593
950	285430260	905973594
951	286332850	905973595
952	287237350	905973596
953	288143750	905973597
954	289052050	905973598
955	289962260	905973599
956	290874380	905973600
957	291788410	905973601
958	292704350	905973602
959	293622210	905973603
960	294541990	905973604
961	295463680	905973605
962	296387300	905973606
963	297312840	905973607
964	298240300	905973608
965	299169690	905973609
966	300101010	905973610
967	301034260	905973611
968	301969440	905973612
969	302906560	905973613
970	303845620	905973614
971	304786610	905973615
972	305729550	905973616
973	306674430	905973617
974	307621250	905973618
975	308570020	905973619
976	309520740	905973620
977	310473410	905973621
978	311428030	905973622
979	312384610	905973623
980	313343150	905973624
981	314303640	905973625
982	315266100	905973626
983	316230520	905973627
984	317196900	905973628
985	318165250	905973629
986	319135570	905973630
987	320107860	905973631
988	321082120	905973632
989	322058360	905973633
990	323036580	905973634
991	324016770	905973635
992	324998950	905973636
993	325983110	905973637
994	326969250	905973638
995	327957380	905973639
996	328947500	905973640
997	329939610	905973641
998	330933710	905973642
999	331929810	905973643
1000	333005824.0629	905973644
1001	334081838.1258	905973645
1002	335157852.1887	905973646
1003	336233866.2516	905973647
1004	337309880.3145	905973648
1005	338385894.3774	905973649
1006	339461908.4403	905973650
1007	340537922.5032	905973651
1008	341613936.5661	905973652
1009	342689950.629	905973653
1010	343765964.6919	905973654
1011	344841978.7548	905973655
1012	345917992.8177	905973656
1013	346994006.8806	905973657
1014	348070020.9435	905973658
1015	349146035.0064	905973659
1016	350222049.0693	905973660
1017	351298063.1322	905973661
1018	352374077.1951	905973662
1019	353450091.258	905973663
1020	354526105.3209	905973664
1021	355602119.3838	905973665
1022	356678133.4467	905973666
1023	357754147.5096	905973667
1024	358830161.5725	905973668
1025	359906175.6354	905973669
1026	360982189.6983	905973670
1027	362058203.7612	905973671
1028	363134217.8241	905973672
1029	364210231.887	905973673
1030	365286245.9499	905973674
1031	366362260.0128	905973675
1032	367438274.0757	905973676
1033	368514288.1386	905973677
1034	369590302.2015	905973678
1035	370666316.2644	905973679
1036	371742330.3273	905973680
1037	372818344.3902	905973681
1038	373894358.4531	905973682
1039	374970372.516	905973683
1040	376046386.5789	905973684
1041	377122400.6418	905973685
1042	378198414.7047	905973686
1043	379274428.7676	905973687
1044	380350442.8305	905973688
1045	381426456.8934	905973689
1046	382502470.9563	905973690
1047	383578485.0192	905973691
1048	384654499.0821	905973692
1049	385730513.145	905973693
1050	386806527.2079	905973694
1051	387882541.2708	905973695
1052	388958555.3337	905973696
1053	390034569.3966	905973697
1054	391110583.4595	905973698
1055	392186597.5224	905973699
1056	393262611.5853	905973700
1057	394338625.6482	905973701
1058	395414639.7111	905973702
1059	396490653.774	905973703
1060	397566667.8369	905973704
1061	398642681.8998	905973705
1062	399718695.9627	905973706
1063	400794710.0256	905973707
1064	401870724.0885	905973708
1065	402946738.1514	905973709
1066	404022752.2143	905973710
1067	405098766.2772	905973711
1068	406174780.3401	905973712
1069	407250794.403	905973713
1070	408326808.4659	905973714
1071	409402822.5288	905973715
1072	410478836.5917	905973716
1073	411554850.654601	905973717
1074	412630864.717501	905973718
1075	413706878.780401	905973719
1076	414782892.843301	905973720
1077	415858906.906201	905973721
1078	416934920.969101	905973722
1079	418010935.032001	905973723
1080	419086949.094901	905973724
1081	420162963.157801	905973725
1082	421238977.220701	905973726
1083	422314991.283601	905973727
1084	423391005.346501	905973728
1085	424467019.409401	905973729
1086	425543033.472301	905973730
1087	426619047.535201	905973731
1088	427695061.598101	905973732
1089	428771075.661001	905973733
1090	429847089.723901	905973734
1091	430923103.786801	905973735
1092	431999117.849701	905973736
1093	433075131.912601	905973737
1094	434151145.975501	905973738
1095	435227160.038401	905973739
1096	436303174.101301	905973740
1097	437379188.164201	905973741
1098	438455202.227101	905973742
1099	439531216.290001	905973743
1100	440607230.352901	905973744
1101	441683244.415801	905973745
1102	442759258.478701	905973746
1103	443835272.541601	905973747
1104	444911286.604501	905973748
1105	445987300.667401	905973749
1106	447063314.730301	905973750
1107	448139328.793201	905973751
1108	449215342.856101	905973752
1109	450291356.919001	905973753
1110	451367370.981901	905973754
1111	452443385.044801	905973755
1112	453519399.107701	905973756
1113	454595413.170601	905973757
1114	455671427.233501	905973758
1115	456747441.296401	905973759
1116	457823455.359301	905973760
1117	458899469.422201	905973761
1118	459975483.485101	905973762
1119	461051497.548001	905973763
1120	462127511.610901	905973764
1121	463203525.673801	905973765
1122	464279539.736701	905973766
1123	465355553.799601	905973767
1124	466431567.862501	905973768
1125	467507581.925401	905973769
1126	468583595.988301	905973770
1127	469659610.051201	905973771
1128	470735624.114101	905973772
1129	471811638.177001	905973773
1130	472887652.239901	905973774
1131	473963666.302801	905973775
1132	475039680.365701	905973776
1133	476115694.428601	905973777
1134	477191708.491501	905973778
1135	478267722.554401	905973779
1136	479343736.617301	905973780
1137	480419750.680201	905973781
1138	481495764.743101	905973782
1139	482571778.806001	905973783
1140	483647792.868901	905973784
1141	484723806.931801	905973785
1142	485799820.994701	905973786
1143	486875835.057601	905973787
1144	487951849.120501	905973788
1145	489027863.183401	905973789
1146	490103877.246301	905973790
1147	491179891.309201	905973791
1148	492255905.372101	905973792
1149	493331919.435001	905973793
1150	494407933.497901	905973794
1151	495483947.560801	905973795
1152	496559961.623701	905973796
1153	497635975.686601	905973797
1154	498711989.749501	905973798
1155	499788003.812401	905973799
1156	500864017.875301	905973800
1157	501940031.938201	905973801
1158	503016046.001101	905973802
1159	504092060.064001	905973803
1160	505168074.126901	905973804
1161	506244088.189801	905973805
1162	507320102.252701	905973806
1163	508396116.315601	905973807
1164	509472130.378501	905973808
1165	510548144.441401	905973809
1166	511624158.504301	905973810
1167	512700172.567201	905973811
1168	513776186.630101	905973812
1169	514852200.693001	905973813
1170	515928214.755901	905973814
1171	517004228.818801	905973815
1172	518080242.881701	905973816
1173	519156256.944601	905973817
1174	520232271.007501	905973818
1175	521308285.070401	905973819
1176	522384299.133301	905973820
1177	523460313.196201	905973821
1178	524536327.259101	905973822
1179	525612341.322001	905973823
1180	526688355.384901	905973824
1181	527764369.447801	905973825
1182	528840383.510701	905973826
1183	529916397.573601	905973827
1184	530992411.636501	905973828
1185	532068425.699401	905973829
1186	533144439.762301	905973830
1187	534220453.825201	905973831
1188	535296467.888101	905973832
1189	536372481.951001	905973833
1190	537448496.013901	905973834
1191	538524510.076801	905973835
1192	539600524.139701	905973836
1193	540676538.202601	905973837
1194	541752552.265501	905973838
1195	542828566.328401	905973839
1196	543904580.391301	905973840
1197	544980594.454201	905973841
1198	546056608.517101	905973842
1199	547132622.580001	905973843
1200	548208636.642901	905973844
1201	549284650.705801	905973845
1202	550360664.768701	905973846
1203	551436678.831601	905973847
1204	552512692.8945	905973848
1205	553588706.9574	905973849
1206	554664721.0203	905973850
1207	555740735.0832	905973851
1208	556816749.1461	905973852
1209	557892763.209	905973853
1210	558968777.2719	905973854
1211	560044791.3348	905973855
1212	561120805.3977	905973856
1213	562196819.4606	905973857
1214	563272833.5235	905973858
1215	564348847.5864	905973859
1216	565424861.6493	905973860
1217	566500875.7122	905973861
1218	567576889.7751	905973862
1219	568652903.838	905973863
1220	569728917.9009	905973864
1221	570804931.9638	905973865
1222	571880946.0267	905973866
1223	572956960.089599	905973867
1224	574032974.152499	905973868
1225	575108988.215399	905973869
1226	576185002.278299	905973870
1227	577261016.341199	905973871
1228	578337030.404099	905973872
1229	579413044.466999	905973873
1230	580489058.529899	905973874
1231	581565072.592799	905973875
1232	582641086.655699	905973876
1233	583717100.718599	905973877
1234	584793114.781499	905973878
1235	585869128.844399	905973879
1236	586945142.907299	905973880
1237	588021156.970199	905973881
1238	589097171.033099	905973882
1239	590173185.095999	905973883
1240	591249199.158899	905973884
1241	592325213.221799	905973885
1242	593401227.284698	905973886
1243	594477241.347598	905973887
1244	595553255.410498	905973888
1245	596629269.473398	905973889
1246	597705283.536298	905973890
1247	598781297.599198	905973891
1248	599857311.662098	905973892
1249	600933325.724998	905973893
1250	602009339.787898	905973894
1251	603085353.850798	905973895
1252	604161367.913698	905973896
1253	605237381.976598	905973897
1254	606313396.039498	905973898
1255	607389410.102398	905973899
1256	608465424.165298	905973900
1257	609541438.228198	905973901
1258	610617452.291098	905973902
1259	611693466.353998	905973903
1260	612769480.416898	905973904
1261	613845494.479797	905973905
1262	614921508.542697	905973906
1263	615997522.605597	905973907
1264	617073536.668497	905973908
1265	618149550.731397	905973909
1266	619225564.794297	905973910
1267	620301578.857197	905973911
1268	621377592.920097	905973912
1269	622453606.982997	905973913
1270	623529621.045897	905973914
1271	624605635.108797	905973915
1272	625681649.171697	905973916
1273	626757663.234597	905973917
1274	627833677.297497	905973918
1275	628909691.360397	905973919
1276	629985705.423297	905973920
1277	631061719.486197	905973921
1278	632137733.549097	905973922
1279	633213747.611997	905973923
1280	634289761.674896	905973924
1281	635365775.737796	905973925
1282	636441789.800696	905973926
1283	637517803.863596	905973927
1284	638593817.926496	905973928
1285	639669831.989396	905973929
1286	640745846.052296	905973930
1287	641821860.115196	905973931
1288	642897874.178096	905973932
1289	643973888.240996	905973933
1290	645049902.303896	905973934
1291	646125916.366796	905973935
