ROWID	_ItemID|INTEGER	_RemoveGroup|INTEGER	_PriceType|INTEGER	_Price|INTEGER
266	872915285	1	0	10000
267	872915286	1	0	10000
268	872915287	1	0	10000
269	872915290	1	0	10000
270	872915302	1	0	10000
271	872915303	1	0	10000
272	872915304	1	0	10000
273	872915305	1	0	10000
274	872915306	1	0	10000
275	872915307	1	0	10000
276	872915308	1	0	10000
277	872915309	1	0	10000
278	872915310	1	0	10000
279	872915311	1	0	10000
280	872915312	1	0	10000
281	872915313	1	0	10000
282	805306785	1	0	10000
283	805306786	1	0	10000
284	805306787	1	0	10000
285	805306788	1	0	10000
286	805306789	1	0	10000
287	805306785	1	0	10000
288	805306786	1	0	10000
289	805306787	1	0	10000
290	805306788	1	0	10000
291	805306789	1	0	10000
292	805306943	1	0	10000
293	805306965	1	0	10000
294	805306984	1	0	10000
295	805306985	1	0	10000
296	805307064	1	0	10000
297	805307065	1	0	10000
298	805307066	1	0	10000
299	805307067	1	0	10000
300	805307068	1	0	10000
301	805307069	1	0	10000
302	805307141	1	0	10000
303	805307142	1	0	10000
304	805307143	1	0	10000
305	805307144	1	0	10000
306	805307145	1	0	10000
307	805307146	1	0	10000
308	805307178	1	0	10000
309	805307199	1	0	10000
310	805307200	1	0	10000
311	805307205	1	0	10000
312	805307245	1	0	10000
313	805307336	1	0	10000
314	805307337	1	0	10000
315	805307338	1	0	10000
316	805307339	1	0	10000
317	805307348	1	0	10000
318	805307569	1	0	10000
319	805307584	1	0	10000
320	805307757	1	0	10000
321	805307764	1	0	10000
322	805307788	1	0	10000
323	805307789	1	0	10000
324	805307765	1	0	10000
325	805307770	1	0	10000
326	805307771	1	0	10000
327	805307772	1	0	10000
328	805307785	1	0	10000
329	805307786	1	0	10000
330	805307790	1	0	10000
331	805307791	1	0	10000
332	805307792	1	0	10000
333	805307867	1	0	10000
334	805307895	1	0	10000
335	805307896	1	0	10000
336	805307897	1	0	10000
337	805307898	1	0	10000
338	805307899	1	0	10000
339	805307900	1	0	10000
340	805307901	1	0	10000
341	805307902	1	0	10000
342	805307903	1	0	10000
343	805307919	1	0	10000
344	805307920	1	0	10000
345	805307921	1	0	10000
346	805307922	1	0	10000
347	805307923	1	0	10000
348	805307924	1	0	10000
349	805307938	1	0	10000
350	805307939	1	0	10000
351	805307940	1	0	10000
352	805307941	1	0	10000
353	805307942	1	0	10000
354	805307943	1	0	10000
355	805307944	1	0	10000
356	805307945	1	0	10000
357	805307946	1	0	10000
358	805307947	1	0	10000
359	805307948	1	0	10000
360	805307949	1	0	10000
361	805307950	1	0	10000
362	805308028	1	0	10000
363	805308029	1	0	10000
364	805308030	1	0	10000
365	805308031	1	0	10000
366	805308197	1	0	10000
367	805308198	1	0	10000
368	805308294	1	0	10000
369	805308421	1	0	10000
370	805308501	1	0	10000
371	805308399	1	0	10000
372	805308435	1	0	10000
373	805308436	1	0	10000
374	805308442	1	0	10000
375	805308496	1	0	10000
376	805308514	1	0	10000
377	805308515	1	0	10000
378	805308516	1	0	10000
379	805308517	1	0	10000
380	805308518	1	0	10000
381	805308530	1	0	10000
382	805308592	1	0	10000
383	805308593	1	0	10000
384	805308594	1	0	10000
385	805308595	1	0	10000
386	805308596	1	0	10000
387	805308597	1	0	10000
388	805308598	1	0	10000
389	805308599	1	0	10000
390	805308600	1	0	10000
391	805308601	1	0	10000
392	805308649	1	0	10000
393	805308650	1	0	10000
394	805308661	1	0	10000
395	805308662	1	0	10000
396	805308764	1	0	10000
397	805308766	1	0	10000
398	805308767	1	0	10000
399	805308768	1	0	10000
400	805308769	1	0	10000
401	805308770	1	0	10000
402	805308771	1	0	10000
403	805308772	1	0	10000
404	805308773	1	0	10000
405	805308774	1	0	10000
406	805308775	1	0	10000
407	805308776	1	0	10000
408	805308777	1	0	10000
409	805308778	1	0	10000
410	805308779	1	0	10000
411	805308780	1	0	10000
412	805308781	1	0	10000
413	805308782	1	0	10000
414	805308783	1	0	10000
415	805308784	1	0	10000
416	805308785	1	0	10000
417	805308786	1	0	10000
418	805308787	1	0	10000
419	805308788	1	0	10000
420	805308789	1	0	10000
421	805308790	1	0	10000
422	805308791	1	0	10000
423	805308792	1	0	10000
424	805308793	1	0	10000
425	805308794	1	0	10000
426	805308795	1	0	10000
427	805308796	1	0	10000
428	805308797	1	0	10000
429	337839105	2	1	0
430	337838337	2	1	0
431	337838338	2	1	0
432	337838593	2	1	0
433	337838339	2	1	0
434	337838340	2	1	0
435	337838594	2	1	0
436	337839617	2	1	0
437	337839618	2	1	0
438	268436532	2	1	0
439	268436533	2	1	0
440	268441826	2	1	0
441	268442017	2	1	0
442	337839360	2	1	0
443	268435545	2	1	0
444	337839361	2	1	0
445	337839362	2	1	0
446	268435544	2	1	0
447	268435546	2	1	0
448	268436459	2	1	0
449	268442143	2	1	0
450	268442144	2	1	0
451	268442145	2	1	0
452	268443236	2	1	0
453	268447303	2	1	0
454	268447304	2	1	0
455	268448753	2	1	0
456	268449176	2	1	0
457	268442137	2	1	0
458	339738626	2	1	0
459	339738627	2	1	0
460	339738628	2	1	0
461	268442691	2	1	0
462	268442691	2	1	0
463	268442691	2	1	0
464	268450148	2	1	0
465	268450059	2	1	0
466	268450060	2	1	0
467	268449623	2	1	0
468	268449624	2	1	0
469	268442081	2	1	0
470	268442082	2	1	0
471	268442083	2	1	0
472	268442084	2	1	0
473	268442085	2	1	0
474	268442086	2	1	0
475	268442087	2	1	0
476	268442088	2	1	0
477	268442089	2	1	0
478	268442090	2	1	0
479	268442091	2	1	0
480	268442092	2	1	0
481	268442093	2	1	0
482	268442094	2	1	0
483	268442095	2	1	0
484	268442096	2	1	0
485	268442097	2	1	0
486	268442098	2	1	0
487	268442099	2	1	0
488	268442100	2	1	0
489	268442101	2	1	0
490	268442102	2	1	0
491	268442103	2	1	0
492	268442104	2	1	0
493	268442105	2	1	0
494	268442106	2	1	0
495	268442107	2	1	0
496	268442108	2	1	0
497	306350096	2	1	0
498	306333712	2	1	0
499	306350112	2	1	0
500	306333728	2	1	0
501	306350128	2	1	0
502	306333744	2	1	0
503	306352144	2	1	0
504	306335760	2	1	0
505	306352160	2	1	0
506	306335776	2	1	0
507	306352176	2	1	0
508	306335792	2	1	0
509	306354448	2	1	0
510	306354704	2	1	0
511	306354960	2	1	0
512	306355216	2	1	0
513	306355472	2	1	0
514	268439554	2	1	0
515	306338064	2	1	0
516	306338320	2	1	0
517	306338576	2	1	0
518	306338832	2	1	0
519	306339088	2	1	0
520	268439555	2	1	0
521	306354464	2	1	0
522	306354720	2	1	0
523	306354976	2	1	0
524	306355232	2	1	0
525	306355488	2	1	0
526	268439556	2	1	0
527	306338080	2	1	0
528	306338336	2	1	0
529	306338592	2	1	0
530	306338848	2	1	0
531	306339104	2	1	0
532	268439557	2	1	0
533	268442022	2	1	0
534	268442023	2	1	0
535	268442024	2	1	0
536	268442025	2	1	0
537	306356512	2	1	0
538	306356768	2	1	0
539	306357024	2	1	0
540	306357280	2	1	0
541	306357536	2	1	0
542	268439560	2	1	0
543	306340128	2	1	0
544	306340384	2	1	0
545	306340640	2	1	0
546	306340896	2	1	0
547	306341152	2	1	0
548	268439561	2	1	0
549	268435901	2	1	0
550	268435902	2	1	0
551	268435903	2	1	0
552	268435904	2	1	0
553	268435905	2	1	0
554	268439564	2	1	0
555	268435906	2	1	0
556	268435907	2	1	0
557	268435908	2	1	0
558	268435909	2	1	0
559	268435910	2	1	0
560	268439565	2	1	0
561	268442028	2	1	0
562	268442035	2	1	0
563	268442031	2	1	0
564	268442032	2	1	0
