ROWID	_TargetItemGroupID|INTEGER	_ItemID|INTEGER
295	1	268475950
296	1	268475951
297	1	268475952
298	1	268475953
299	1	268476529
300	1	268476530
301	1	268476531
302	1	268476532
303	1	268476533
304	2	268466559
305	2	268466560
306	2	268466561
307	2	268466562
308	2	268466563
309	2	268466564
310	2	268466565
311	2	268466566
312	2	268466567
313	2	268466568
314	2	268466569
315	2	268466570
316	2	268466571
317	2	268466572
318	2	268466573
319	2	268466574
320	2	268466575
321	2	268466576
322	2	268466577
323	2	268466578
324	2	268466579
325	2	268466580
326	2	268466581
327	2	268466582
328	2	268466583
329	2	268466584
330	2	268466585
331	2	268466586
332	2	268466587
333	2	268466588
334	2	268466589
335	2	268466590
336	2	268466591
337	2	268466592
338	2	268466593
339	2	268466594
340	2	268466595
341	2	268466596
342	2	268466597
343	2	268466598
344	2	268466599
345	2	268466600
346	2	268466601
347	2	268466602
348	2	268466603
349	2	268466604
350	2	268466605
351	2	268466606
352	2	268466607
353	2	268466608
354	2	268466609
355	2	268466610
356	2	268466611
357	2	268466612
358	2	268466613
359	2	268466614
360	2	268466615
361	2	268466616
362	2	268466617
363	2	268466618
364	2	268466619
365	2	268466620
366	2	268466621
367	2	268466622
368	2	268466623
369	2	268466624
370	2	268466625
371	2	268466626
372	2	268466627
373	2	268466628
374	2	268466629
375	2	268466630
376	2	268466631
377	2	268466632
378	2	268466633
379	2	268466634
380	2	268466635
381	2	268466636
382	2	268466637
383	2	268466638
384	2	268466639
385	2	268466640
386	2	268466641
387	2	268466642
388	2	268466643
389	2	268466644
390	2	268466645
391	2	268468268
392	2	268468269
393	2	268468270
394	2	268468271
395	2	268468272
396	2	268468273
397	2	268468274
398	2	268468275
399	2	268468276
400	2	268468277
401	2	268468278
402	2	268468279
403	2	268468280
404	2	268468281
405	2	268468282
406	2	268468283
407	2	268468284
408	2	268468285
409	2	268468286
410	2	268468287
411	2	268468288
412	2	268468289
413	2	268468290
414	2	268468291
415	2	268468292
416	2	268468293
417	2	268468294
418	2	268468295
419	2	268468296
420	2	268466975
421	2	268466976
422	2	268466977
423	2	268466978
424	2	268466979
425	2	268466980
426	2	268466981
427	2	268466982
428	2	268466983
429	2	268466984
430	2	268466985
431	2	268466986
432	2	268466987
433	2	268466988
434	2	268466989
435	2	268466990
436	2	268466991
437	2	268466992
438	2	268466993
439	2	268466994
440	2	268466995
441	2	268466996
442	2	268466997
443	2	268466998
444	2	268466999
445	2	268467000
446	2	268467001
447	2	268467002
448	2	268467003
449	2	268468303
450	2	268468304
451	2	268468305
452	2	268468306
453	2	268468307
454	2	268468308
455	2	268468309
456	2	268468310
457	2	268468311
458	2	268468312
459	2	268468313
460	2	268468314
461	2	268468315
462	2	268468316
463	2	268468317
464	2	268468318
465	2	268468319
466	2	268468320
467	2	268468321
468	2	268468322
469	2	268468323
470	2	268468324
471	2	268468325
472	2	268468326
473	2	268468327
474	2	268468328
475	2	268468329
476	2	268468330
477	2	268468331
478	2	268468670
479	2	268468671
480	2	268468672
481	2	268468673
482	2	268468674
483	2	268468675
484	2	268468676
485	2	268468677
486	2	268468678
487	2	268468679
488	2	268468680
489	2	268468681
490	2	268468682
491	2	268468683
492	2	268468684
493	2	268468685
494	2	268468686
495	2	268468687
496	2	268468688
497	2	268468689
498	2	268468690
499	2	268468691
500	2	268468692
501	2	268468693
502	2	268468694
503	2	268468695
504	2	268468696
505	2	268468697
506	2	268468698
507	2	268466646
508	2	268466647
509	2	268466648
510	2	268466649
511	2	268466650
512	2	268466651
513	2	268466652
514	2	268466653
515	2	268466654
516	2	268466655
517	2	268466656
518	2	268466657
519	2	268466658
520	2	268466659
521	2	268466660
522	2	268467004
523	2	268467005
524	2	268467006
525	2	268467007
526	2	268467008
527	2	268468332
528	2	268468333
529	2	268468334
530	2	268468335
531	2	268468336
532	2	268468699
533	2	268468700
534	2	268468701
535	2	268468702
536	2	268468703
537	2	268475891
538	2	268475892
539	2	268475893
540	2	268475894
541	2	268475895
542	2	268475896
543	2	268475897
544	2	268475898
545	2	268475899
546	2	268475900
547	2	268475901
548	2	268475902
549	2	268475903
550	2	268475904
551	2	268475905
552	2	268475906
553	2	268475907
554	2	268475908
555	2	268475909
556	2	268475910
557	2	268475911
558	2	268475912
559	2	268475913
560	2	268475914
561	2	268475915
562	2	268475916
563	2	268475917
564	2	268475918
565	2	268475919
566	2	268477635
567	2	268481174
568	2	268476472
569	2	268476473
570	2	268476474
571	2	268476475
572	2	268476476
573	2	268476477
574	2	268476478
575	2	268476479
576	2	268476480
577	2	268476481
578	2	268476482
579	2	268476483
580	2	268476484
581	2	268476485
582	2	268476486
583	2	268476487
584	2	268476488
585	2	268476489
586	2	268476490
587	2	268476491
588	2	268476492
589	2	268476493
590	2	268476494
591	2	268476495
592	2	268476496
593	2	268476497
594	2	268476498
595	2	268476499
596	2	268476500
597	2	268475949
598	2	268475950
599	2	268475951
600	2	268475952
601	2	268475953
602	2	268476529
603	2	268476530
604	2	268476531
605	2	268476532
606	2	268476533
607	2	268465759
608	2	268465760
609	2	268465761
610	2	268465762
611	2	268465763
612	2	268465764
613	2	268465765
614	2	268465766
615	2	268465767
616	2	268465768
617	2	268465769
618	2	268465770
619	2	268465771
620	2	268465772
621	2	268465773
622	2	268465774
623	2	268465775
624	2	268465776
625	2	268465777
626	2	268465778
627	2	268465779
628	2	268465780
629	2	268465781
630	2	268465782
631	2	268465783
632	2	268465784
633	2	268465785
634	2	268465786
635	2	268465787
636	2	268469459
637	2	268469460
638	2	268469461
639	2	268469462
640	2	268469463
641	2	268469464
642	2	268469465
643	2	268469466
644	2	268469467
645	2	268469468
646	2	268469469
647	2	268469470
648	2	268469471
649	2	268469472
650	2	268469473
651	2	268469474
652	2	268469475
653	2	268469476
654	2	268469477
655	2	268469478
656	2	268469479
657	2	268469480
658	2	268469481
659	2	268469482
660	2	268469483
661	2	268469484
662	2	268469485
663	2	268469486
664	2	268469487
665	2	268469488
666	2	268469489
667	2	268469490
668	2	268469491
669	2	268469492
670	2	268469493
671	2	268469494
672	2	268469495
673	2	268469496
674	2	268469497
675	2	268469498
676	2	268469499
677	2	268469500
678	2	268469501
679	2	268469502
680	2	268469503
681	2	268469504
682	2	268469505
683	2	268469506
684	2	268469507
685	2	268469508
686	2	268469509
687	2	268469510
688	2	268469511
689	2	268469512
690	2	268469513
691	2	268469514
692	2	268469515
693	2	268469516
694	2	268469517
695	2	268469518
696	2	268469519
697	2	268469520
698	2	268469521
699	2	268469522
700	2	268469523
701	2	268469524
702	2	268469525
703	2	268469526
704	2	268469527
705	2	268469528
706	2	268469529
707	2	268469530
708	2	268469531
709	2	268469532
710	2	268469533
711	2	268469534
712	2	268469535
713	2	268469536
714	2	268469537
715	2	268469538
716	2	268469539
717	2	268469540
718	2	268469541
719	2	268469542
720	2	268469543
721	2	268469544
722	2	268469545
723	2	268469546
724	2	268469547
725	2	268469548
726	2	268469549
727	2	268469550
728	2	268469551
729	2	268469552
730	2	268469553
731	2	268469554
732	2	268469555
733	2	268469556
734	2	268469557
735	2	268469558
736	2	268469559
737	2	268469560
738	2	268469561
739	2	268469562
740	2	268469563
741	2	268469564
742	2	268469565
743	2	268469566
744	2	268469567
745	2	268469568
746	2	268469569
747	2	268469570
748	2	268469571
749	2	268469572
750	2	268469573
751	2	268469574
752	2	268469575
753	2	268469576
754	2	268469577
755	2	268469578
756	2	268469579
757	2	268469580
758	2	268469581
759	2	268469582
760	2	268469583
761	2	268469584
762	2	268469585
763	2	268469586
764	2	268469587
765	2	268469588
766	2	268469589
767	2	268469590
768	2	268469591
769	2	268469592
770	2	268469593
771	2	268469594
772	2	268469595
773	2	268469596
774	2	268469597
775	2	268469598
776	2	268469599
777	2	268469600
778	2	268469601
779	2	268469602
780	2	268469603
781	2	268469891
782	2	268469892
783	2	268469893
784	2	268469894
785	2	268469895
786	2	268469896
787	2	268469897
788	2	268469898
789	2	268469899
790	2	268469900
791	2	268469901
792	2	268469902
793	2	268469903
794	2	268469904
795	2	268469905
796	2	268469906
797	2	268469907
798	2	268469908
799	2	268469909
800	2	268469910
801	2	268469911
802	2	268469912
803	2	268469913
804	2	268469914
805	2	268469915
806	2	268469916
807	2	268469917
808	2	268469918
809	2	268469919
810	2	268465904
811	2	268465905
812	2	268465906
813	2	268465907
814	2	268465908
815	2	268469604
816	2	268469605
817	2	268469606
818	2	268469607
819	2	268469608
820	2	268469609
821	2	268469610
822	2	268469611
823	2	268469612
824	2	268469613
825	2	268469614
826	2	268469615
827	2	268469616
828	2	268469617
829	2	268469618
830	2	268469619
831	2	268469620
832	2	268469621
833	2	268469622
834	2	268469623
835	2	268469920
836	2	268469921
837	2	268469922
838	2	268469923
839	2	268469924
840	2	268477636
841	2	268481175
842	2	268475920
843	2	268475921
844	2	268475922
845	2	268475923
846	2	268475924
847	2	268475925
848	2	268475926
849	2	268475927
850	2	268475928
851	2	268475929
852	2	268475930
853	2	268475931
854	2	268475932
855	2	268475933
856	2	268475934
857	2	268475935
858	2	268475936
859	2	268475937
860	2	268475938
861	2	268475939
862	2	268475940
863	2	268475941
864	2	268475942
865	2	268475943
866	2	268475944
867	2	268475945
868	2	268475946
869	2	268475947
870	2	268475948
871	2	268477637
872	2	268481176
873	2	268476501
874	2	268476502
875	2	268476177
876	2	268476503
877	2	268476504
878	2	268476505
879	2	268476506
880	2	268476507
881	2	268476508
882	2	268476509
883	2	268476510
884	2	268476511
885	2	268476512
886	2	268476513
887	2	268476514
888	2	268476515
889	2	268476516
890	2	268476517
891	2	268476518
892	2	268476519
893	2	268476520
894	2	268476521
895	2	268476522
896	2	268476523
897	2	268476524
898	2	268476525
899	2	268476526
900	2	268476527
901	2	268476528
902	2	268475954
903	2	268475955
904	2	268475956
905	2	268475957
906	2	268475958
907	2	268476534
908	2	268476535
909	2	268476536
910	2	268476537
911	2	268476538
912	3	268466559
913	3	268466560
914	3	268466561
915	3	268466562
916	3	268466563
917	3	268466564
918	3	268466565
919	3	268466566
920	3	268466567
921	3	268466568
922	3	268466569
923	3	268466570
924	3	268466571
925	3	268466572
926	3	268466573
927	3	268466574
928	3	268466575
929	3	268466576
930	3	268466577
931	3	268466578
932	3	268466579
933	3	268466580
934	3	268466581
935	3	268466582
936	3	268466583
937	3	268466584
938	3	268466585
939	3	268466586
940	3	268466587
941	3	268466588
942	3	268466589
943	3	268466590
944	3	268466591
945	3	268466592
946	3	268466593
947	3	268466594
948	3	268466595
949	3	268466596
950	3	268466597
951	3	268466598
952	3	268466599
953	3	268466600
954	3	268466601
955	3	268466602
956	3	268466603
957	3	268466604
958	3	268466605
959	3	268466606
960	3	268466607
961	3	268466608
962	3	268466609
963	3	268466610
964	3	268466611
965	3	268466612
966	3	268466613
967	3	268466614
968	3	268466615
969	3	268466616
970	3	268466617
971	3	268466618
972	3	268466619
973	3	268466620
974	3	268466621
975	3	268466622
976	3	268466623
977	3	268466624
978	3	268466625
979	3	268466626
980	3	268466627
981	3	268466628
982	3	268466629
983	3	268466630
984	3	268466631
985	3	268466632
986	3	268466633
987	3	268466634
988	3	268466635
989	3	268466636
990	3	268466637
991	3	268466638
992	3	268466639
993	3	268466640
994	3	268466641
995	3	268466642
996	3	268466643
997	3	268466644
998	3	268466645
999	3	268468268
1000	3	268468269
1001	3	268468270
1002	3	268468271
1003	3	268468272
1004	3	268468273
1005	3	268468274
1006	3	268468275
1007	3	268468276
1008	3	268468277
1009	3	268468278
1010	3	268468279
1011	3	268468280
1012	3	268468281
1013	3	268468282
1014	3	268468283
1015	3	268468284
1016	3	268468285
1017	3	268468286
1018	3	268468287
1019	3	268468288
1020	3	268468289
1021	3	268468290
1022	3	268468291
1023	3	268468292
1024	3	268468293
1025	3	268468294
1026	3	268468295
1027	3	268468296
1028	3	268466975
1029	3	268466976
1030	3	268466977
1031	3	268466978
1032	3	268466979
1033	3	268466980
1034	3	268466981
1035	3	268466982
1036	3	268466983
1037	3	268466984
1038	3	268466985
1039	3	268466986
1040	3	268466987
1041	3	268466988
1042	3	268466989
1043	3	268466990
1044	3	268466991
1045	3	268466992
1046	3	268466993
1047	3	268466994
1048	3	268466995
1049	3	268466996
1050	3	268466997
1051	3	268466998
1052	3	268466999
1053	3	268467000
1054	3	268467001
1055	3	268467002
1056	3	268467003
1057	3	268468303
1058	3	268468304
1059	3	268468305
1060	3	268468306
1061	3	268468307
1062	3	268468308
1063	3	268468309
1064	3	268468310
1065	3	268468311
1066	3	268468312
1067	3	268468313
1068	3	268468314
1069	3	268468315
1070	3	268468316
1071	3	268468317
1072	3	268468318
1073	3	268468319
1074	3	268468320
1075	3	268468321
1076	3	268468322
1077	3	268468323
1078	3	268468324
1079	3	268468325
1080	3	268468326
1081	3	268468327
1082	3	268468328
1083	3	268468329
1084	3	268468330
1085	3	268468331
1086	3	268468670
1087	3	268468671
1088	3	268468672
1089	3	268468673
1090	3	268468674
1091	3	268468675
1092	3	268468676
1093	3	268468677
1094	3	268468678
1095	3	268468679
1096	3	268468680
1097	3	268468681
1098	3	268468682
1099	3	268468683
1100	3	268468684
1101	3	268468685
1102	3	268468686
1103	3	268468687
1104	3	268468688
1105	3	268468689
1106	3	268468690
1107	3	268468691
1108	3	268468692
1109	3	268468693
1110	3	268468694
1111	3	268468695
1112	3	268468696
1113	3	268468697
1114	3	268468698
1115	3	268466646
1116	3	268466647
1117	3	268466648
1118	3	268466649
1119	3	268466650
1120	3	268466651
1121	3	268466652
1122	3	268466653
1123	3	268466654
1124	3	268466655
1125	3	268466656
1126	3	268466657
1127	3	268466658
1128	3	268466659
1129	3	268466660
1130	3	268467004
1131	3	268467005
1132	3	268467006
1133	3	268467007
1134	3	268467008
1135	3	268468332
1136	3	268468333
1137	3	268468334
1138	3	268468335
1139	3	268468336
1140	3	268468699
1141	3	268468700
1142	3	268468701
1143	3	268468702
1144	3	268468703
1145	3	268477635
1146	3	268481174
1147	3	268475891
1148	3	268475892
1149	3	268475893
1150	3	268475894
1151	3	268475895
1152	3	268475896
1153	3	268475897
1154	3	268475898
1155	3	268475899
1156	3	268475900
1157	3	268475901
1158	3	268475902
1159	3	268475903
1160	3	268475904
1161	3	268475905
1162	3	268475906
1163	3	268475907
1164	3	268475908
1165	3	268475909
1166	3	268475910
1167	3	268475911
1168	3	268475912
1169	3	268475913
1170	3	268475914
1171	3	268475915
1172	3	268475916
1173	3	268475917
1174	3	268475918
1175	3	268475919
1176	3	268476472
1177	3	268476473
1178	3	268476474
1179	3	268476475
1180	3	268476476
1181	3	268476477
1182	3	268476478
1183	3	268476479
1184	3	268476480
1185	3	268476481
1186	3	268476482
1187	3	268476483
1188	3	268476484
1189	3	268476485
1190	3	268476486
1191	3	268476487
1192	3	268476488
1193	3	268476489
1194	3	268476490
1195	3	268476491
1196	3	268476492
1197	3	268476493
1198	3	268476494
1199	3	268476495
1200	3	268476496
1201	3	268476497
1202	3	268476498
1203	3	268476499
1204	3	268476500
1205	3	268475949
1206	3	268475950
1207	3	268475951
1208	3	268475952
1209	3	268475953
1210	3	268476529
1211	3	268476530
1212	3	268476531
1213	3	268476532
1214	3	268476533
1215	3	268466559
1216	3	268466560
1217	3	268466561
1218	3	268466562
1219	3	268466563
1220	3	268466564
1221	3	268466565
1222	3	268466566
1223	3	268466567
1224	3	268466568
1225	3	268466569
1226	3	268466570
1227	3	268466571
1228	3	268466572
1229	3	268466573
1230	3	268466574
1231	3	268466575
1232	3	268466576
1233	3	268466577
1234	3	268466578
1235	3	268466579
1236	3	268466580
1237	3	268466581
1238	3	268466582
1239	3	268466583
1240	3	268466584
1241	3	268466585
1242	3	268466586
1243	3	268466587
1244	3	268466588
1245	3	268466589
1246	3	268466590
1247	3	268466591
1248	3	268466592
1249	3	268466593
1250	3	268466594
1251	3	268466595
1252	3	268466596
1253	3	268466597
1254	3	268466598
1255	3	268466599
1256	3	268466600
1257	3	268466601
1258	3	268466602
1259	3	268466603
1260	3	268466604
1261	3	268466605
1262	3	268466606
1263	3	268466607
1264	3	268466608
1265	3	268466609
1266	3	268466610
1267	3	268466611
1268	3	268466612
1269	3	268466613
1270	3	268466614
1271	3	268466615
1272	3	268466616
1273	3	268466617
1274	3	268466618
1275	3	268466619
1276	3	268466620
1277	3	268466621
1278	3	268466622
1279	3	268466623
1280	3	268466624
1281	3	268466625
1282	3	268466626
1283	3	268466627
1284	3	268466628
1285	3	268466629
1286	3	268466630
1287	3	268466631
1288	3	268466632
1289	3	268466633
1290	3	268466634
1291	3	268466635
1292	3	268466636
1293	3	268466637
1294	3	268466638
1295	3	268466639
1296	3	268466640
1297	3	268466641
1298	3	268466642
1299	3	268466643
1300	3	268466644
1301	3	268466645
1302	3	268468268
1303	3	268468269
1304	3	268468270
1305	3	268468271
1306	3	268468272
1307	3	268468273
1308	3	268468274
1309	3	268468275
1310	3	268468276
1311	3	268468277
1312	3	268468278
1313	3	268468279
1314	3	268468280
1315	3	268468281
1316	3	268468282
1317	3	268468283
1318	3	268468284
1319	3	268468285
1320	3	268468286
1321	3	268468287
1322	3	268468288
1323	3	268468289
1324	3	268468290
1325	3	268468291
1326	3	268468292
1327	3	268468293
1328	3	268468294
1329	3	268468295
1330	3	268468296
1331	3	268466975
1332	3	268466976
1333	3	268466977
1334	3	268466978
1335	3	268466979
1336	3	268466980
1337	3	268466981
1338	3	268466982
1339	3	268466983
1340	3	268466984
1341	3	268466985
1342	3	268466986
1343	3	268466987
1344	3	268466988
1345	3	268466989
1346	3	268466990
1347	3	268466991
1348	3	268466992
1349	3	268466993
1350	3	268466994
1351	3	268466995
1352	3	268466996
1353	3	268466997
1354	3	268466998
1355	3	268466999
1356	3	268467000
1357	3	268467001
1358	3	268467002
1359	3	268467003
1360	3	268468303
1361	3	268468304
1362	3	268468305
1363	3	268468306
1364	3	268468307
1365	3	268468308
1366	3	268468309
1367	3	268468310
1368	3	268468311
1369	3	268468312
1370	3	268468313
1371	3	268468314
1372	3	268468315
1373	3	268468316
1374	3	268468317
1375	3	268468318
1376	3	268468319
1377	3	268468320
1378	3	268468321
1379	3	268468322
1380	3	268468323
1381	3	268468324
1382	3	268468325
1383	3	268468326
1384	3	268468327
1385	3	268468328
1386	3	268468329
1387	3	268468330
1388	3	268468331
1389	3	268468670
1390	3	268468671
1391	3	268468672
1392	3	268468673
1393	3	268468674
1394	3	268468675
1395	3	268468676
1396	3	268468677
1397	3	268468678
1398	3	268468679
1399	3	268468680
1400	3	268468681
1401	3	268468682
1402	3	268468683
1403	3	268468684
1404	3	268468685
1405	3	268468686
1406	3	268468687
1407	3	268468688
1408	3	268468689
1409	3	268468690
1410	3	268468691
1411	3	268468692
1412	3	268468693
1413	3	268468694
1414	3	268468695
1415	3	268468696
1416	3	268468697
1417	3	268468698
1418	3	268466646
1419	3	268466647
1420	3	268466648
1421	3	268466649
1422	3	268466650
1423	3	268466651
1424	3	268466652
1425	3	268466653
1426	3	268466654
1427	3	268466655
1428	3	268466656
1429	3	268466657
1430	3	268466658
1431	3	268466659
1432	3	268466660
1433	3	268467004
1434	3	268467005
1435	3	268467006
1436	3	268467007
1437	3	268467008
1438	3	268468332
1439	3	268468333
1440	3	268468334
1441	3	268468335
1442	3	268468336
1443	3	268468699
1444	3	268468700
1445	3	268468701
1446	3	268468702
1447	3	268468703
1448	3	268475891
1449	3	268475892
1450	3	268475893
1451	3	268475894
1452	3	268475895
1453	3	268475896
1454	3	268475897
1455	3	268475898
1456	3	268475899
1457	3	268475900
1458	3	268475901
1459	3	268475902
1460	3	268475903
1461	3	268475904
1462	3	268475905
1463	3	268475906
1464	3	268475907
1465	3	268475908
1466	3	268475909
1467	3	268475910
1468	3	268475911
1469	3	268475912
1470	3	268475913
1471	3	268475914
1472	3	268475915
1473	3	268475916
1474	3	268475917
1475	3	268475918
1476	3	268475919
1477	3	268476472
1478	3	268476473
1479	3	268476474
1480	3	268476475
1481	3	268476476
1482	3	268476477
1483	3	268476478
1484	3	268476479
1485	3	268476480
1486	3	268476481
1487	3	268476482
1488	3	268476483
1489	3	268476484
1490	3	268476485
1491	3	268476486
1492	3	268476487
1493	3	268476488
1494	3	268476489
1495	3	268476490
1496	3	268476491
1497	3	268476492
1498	3	268476493
1499	3	268476494
1500	3	268476495
1501	3	268476496
1502	3	268476497
1503	3	268476498
1504	3	268476499
1505	3	268476500
1506	3	268475949
1507	3	268475950
1508	3	268475951
1509	3	268475952
1510	3	268475953
1511	3	268476529
1512	3	268476530
1513	3	268476531
1514	3	268476532
1515	3	268476533
1516	3	268465759
1517	3	268465760
1518	3	268465761
1519	3	268465762
1520	3	268465763
1521	3	268465764
1522	3	268465765
1523	3	268465766
1524	3	268465767
1525	3	268465768
1526	3	268465769
1527	3	268465770
1528	3	268465771
1529	3	268465772
1530	3	268465773
1531	3	268465774
1532	3	268465775
1533	3	268465776
1534	3	268465777
1535	3	268465778
1536	3	268465779
1537	3	268465780
1538	3	268465781
1539	3	268465782
1540	3	268465783
1541	3	268465784
1542	3	268465785
1543	3	268465786
1544	3	268465787
1545	3	268469459
1546	3	268469460
1547	3	268469461
1548	3	268469462
1549	3	268469463
1550	3	268469464
1551	3	268469465
1552	3	268469466
1553	3	268469467
1554	3	268469468
1555	3	268469469
1556	3	268469470
1557	3	268469471
1558	3	268469472
1559	3	268469473
1560	3	268469474
1561	3	268469475
1562	3	268469476
1563	3	268469477
1564	3	268469478
1565	3	268469479
1566	3	268469480
1567	3	268469481
1568	3	268469482
1569	3	268469483
1570	3	268469484
1571	3	268469485
1572	3	268469486
1573	3	268469487
1574	3	268469488
1575	3	268469489
1576	3	268469490
1577	3	268469491
1578	3	268469492
1579	3	268469493
1580	3	268469494
1581	3	268469495
1582	3	268469496
1583	3	268469497
1584	3	268469498
1585	3	268469499
1586	3	268469500
1587	3	268469501
1588	3	268469502
1589	3	268469503
1590	3	268469504
1591	3	268469505
1592	3	268469506
1593	3	268469507
1594	3	268469508
1595	3	268469509
1596	3	268469510
1597	3	268469511
1598	3	268469512
1599	3	268469513
1600	3	268469514
1601	3	268469515
1602	3	268469516
1603	3	268469517
1604	3	268469518
1605	3	268469519
1606	3	268469520
1607	3	268469521
1608	3	268469522
1609	3	268469523
1610	3	268469524
1611	3	268469525
1612	3	268469526
1613	3	268469527
1614	3	268469528
1615	3	268469529
1616	3	268469530
1617	3	268469531
1618	3	268469532
1619	3	268469533
1620	3	268469534
1621	3	268469535
1622	3	268469536
1623	3	268469537
1624	3	268469538
1625	3	268469539
1626	3	268469540
1627	3	268469541
1628	3	268469542
1629	3	268469543
1630	3	268469544
1631	3	268469545
1632	3	268469546
1633	3	268469547
1634	3	268469548
1635	3	268469549
1636	3	268469550
1637	3	268469551
1638	3	268469552
1639	3	268469553
1640	3	268469554
1641	3	268469555
1642	3	268469556
1643	3	268469557
1644	3	268469558
1645	3	268469559
1646	3	268469560
1647	3	268469561
1648	3	268469562
1649	3	268469563
1650	3	268469564
1651	3	268469565
1652	3	268469566
1653	3	268469567
1654	3	268469568
1655	3	268469569
1656	3	268469570
1657	3	268469571
1658	3	268469572
1659	3	268469573
