ROWID	_NameID|INTEGER	_NameIDParam|TEXT	_Level|INTEGER	_HP|INTEGER	_HPUI|INTEGER	_StrPMin|INTEGER	_StrPMax|INTEGER	_AttackUI|INTEGER	_StrMMin|INTEGER	_StrMMax|INTEGER	_DefP|INTEGER	_DefM|INTEGER	_Stiff|INTEGER	_Critical|INTEGER	_Stun|INTEGER	_StiffResistance|INTEGER	_CriticalResistance|INTEGER	_StunResistance|INTEGER	_Element_Str_Type|INTEGER	_Element_Str|FLOAT	_Fire_Def|FLOAT	_Ice_Def|FLOAT	_Light_Def|FLOAT	_Dark_Def|FLOAT	_DeadExperience|INTEGER	_CompleteExperience|INTEGER	_DeadDurability|INTEGER	_MoveSpeed|INTEGER	_DownDelay|FLOAT	_ActorTableID|INTEGER	_SizeMin|FLOAT	_SizeMax|FLOAT	_CustomAI|TEXT	_Weapon1Index|INTEGER	_Weapon2Index|INTEGER	_ThreatRange|INTEGER	_ThreatAggro|INTEGER	_CognizanceGentleRange|INTEGER	_CognizanceThreatRange|INTEGER	_RefreshTargetType|INTEGER	_RefreshTargetValue1|DOUBLE	_RefreshTargetValue2|DOUBLE	_SkillTable|INTEGER	_MonsterPartsIndex1|INTEGER	_MonsterPartsIndex2|INTEGER	_MonsterPartsIndex3|INTEGER	_MonsterPartsIndex4|INTEGER	_MonsterPartsIndex5|INTEGER	_SuperAmmor|INTEGER	_ImmunedStateBlow|TEXT	_ImmunePercent|TEXT	_DecreaseAggro|FLOAT	_RangeAttackAdditionalAggro|FLOAT	_StunStateAdditionalAggro|FLOAT	_DownStateAdditionalAggro|FLOAT	_CantMoveStateAdditionalAggro|FLOAT	_SleepStateAdditionalAggro|FLOAT	_UnderHPStateAdditionalAggro|FLOAT	_AllowSEDiffuseVariation|INTEGER	_Grade|INTEGER	_AllowEffectIndex|INTEGER	_UseGaugeBalloon|BOOLEAN	_ItemDropGroupID|INTEGER	_MonsterRaceID|INTEGER	_MonsterGrade|INTEGER	_SlowEffectByDeath|BOOLEAN	_EffectScale|BOOLEAN	_BossKillCheck|BOOLEAN	_ImmuneReduceTime|TEXT	_EffectByStart|TEXT	_EffectByEnd|TEXT	_StateResist|BOOLEAN	_AllowEffectIndex_New|TEXT	_NoSpin|BOOLEAN	_ShowGauge|BOOLEAN	_OffSetID|INTEGER	_HPBarOrder|INTEGER	_ItemDropType|INTEGER	_ItemDropIntervalTime|TEXT	_LimboConstantFlag|INTEGER	_NewBalanceFlagException|INTEGER
235061	1000003651	{1000006549}	32	1271	0	151	185	0	151	185	2250	1350	324	400	600	324	1000	500	-1	0.0	-0.15	0.0	-0.3	0.5	0	0	0	0	0.34	10102	0.99	1.0	AiGhoul_Gray_Normal.lua	21	0	1200	5	1400	3000	0	0.0	0.0	8	0	0	0	0	0	100	44;45	100;100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	204804910	49	1	false	true	false	100;100			false	0	false	true	0	0	0	0	0	0
235062	1000003651	{1000006598}	32	1080	0	173	211	0	173	211	1350	1350	324	400	600	324	1000	500	-1	0.0	-0.15	0.0	-0.3	0.5	0	0	0	0	0.34	10105	0.99	1.0	AiGhoul_Red_Normal.lua	21	0	1200	5	1500	3000	0	0.0	0.0	8	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	204805210	52	1	false	true	false				false	0	false	true	0	0	0	0	0	0
235063	1000003651	{1000006558}	32	1080	0	140	172	0	140	172	1800	2700	324	400	600	324	1000	500	-1	0.0	-0.15	0.3	-0.3	0.5	0	0	0	0	0.34	10103	0.99	1.0	AiGhoul_Blue_Normal.lua	21	0	1200	5	1500	3000	0	0.0	0.0	8	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	204805110	51	1	false	true	false				false	0	false	true	0	0	0	0	0	0
235064	1000003651	{1000006769}	32	1016	0	173	211	0	173	211	1350	1350	216	1600	300	216	0	62	-1	0.0	0.0	0.0	-0.4	0.4	0	0	0	0	0.0	11205	0.99	1.0	AiTroll_Bone_Normal.lua	12	0	1200	5	1500	3000	0	0.0	0.0	0	0	0	0	0	0	100	44;45	100;100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	204801510	15	1	false	true	false	100;100			false	0	false	true	0	0	0	0	0	0
235065	1000003651	{1000006764}	32	1080	0	130	158	0	130	158	1350	1350	216	1600	300	216	0	62	-1	0.0	0.0	0.0	-0.4	0.4	0	0	0	0	0.0	10805	0.99	1.0	AiOrc_Bone_Normal.lua	8	0	1200	5	1500	3000	0	0.0	0.0	5	0	0	0	0	0	100	44;45	100;100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	204801310	13	1	false	true	false	100;100			false	0	false	true	0	0	0	0	0	0
235066	1000003651	{1000006760}	32	762	0	97	119	0	97	119	1350	1350	216	1600	300	216	0	62	-1	0.0	0.0	0.0	-0.4	0.4	0	0	0	0	0.0	10306	0.99	1.0	AiGoblin_Bone_Normal.lua	3	0	1200	5	1500	3000	0	0.0	0.0	1	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	204801210	12	1	false	true	false				false	0	false	true	0	0	0	0	0	0
235067	1000003651	{1000006561}	32	1169	0	151	185	0	151	185	1800	1350	324	400	600	324	1000	500	-1	0.0	-0.15	0.0	-0.3	0.5	0	0	0	0	0.34	10101	0.99	1.0	AiGhoul_Green_Normal.lua	21	0	1200	5	1500	3000	0	0.0	0.0	8	0	0	0	0	0	100	44;45	100;100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	50	1	false	true	false	100;100			false	0	false	true	0	0	0	0	0	0
235068	1000003651	{1000006549}	32	1271	0	151	185	0	151	185	2250	1350	324	400	600	324	1000	500	-1	0.0	-0.15	0.0	-0.3	0.5	0	0	0	0	0.34	10102	0.99	1.0	AiGhoul_Gray_Normal.lua	21	0	1200	5	1400	3000	0	0.0	0.0	8	0	0	0	0	0	100	44;45	100;100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	49	1	false	true	false	100;100			false	0	false	true	0	0	0	0	0	0
235069	1000003651	{1000006598}	32	1080	0	173	211	0	173	211	1350	1350	324	400	600	324	1000	500	-1	0.0	-0.15	0.0	-0.3	0.5	0	0	0	0	0.34	10105	0.99	1.0	AiGhoul_Red_Normal.lua	21	0	1200	5	1500	3000	0	0.0	0.0	8	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	52	1	false	true	false				false	0	false	true	0	0	0	0	0	0
235070	1000003651	{1000006558}	32	1080	0	140	172	0	140	172	1800	2700	324	400	600	324	1000	500	-1	0.0	-0.15	0.3	-0.3	0.5	0	0	0	0	0.34	10103	0.99	1.0	AiGhoul_Blue_Normal.lua	21	0	1200	5	1500	3000	0	0.0	0.0	8	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	51	1	false	true	false				false	0	false	true	0	0	0	0	0	0
235071	1000003651	{1000006769}	32	1016	0	173	211	0	173	211	1350	1350	216	1600	300	216	0	62	-1	0.0	0.0	0.0	-0.4	0.4	0	0	0	0	0.0	11205	0.99	1.0	AiTroll_Bone_Normal.lua	12	0	1200	5	1500	3000	0	0.0	0.0	0	0	0	0	0	0	100	44;45	100;100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	15	1	false	true	false	100;100			false	0	false	true	0	0	0	0	0	0
235072	1000003651	{1000006764}	32	1080	0	130	158	0	130	158	1350	1350	216	1600	300	216	0	62	-1	0.0	0.0	0.0	-0.4	0.4	0	0	0	0	0.0	10805	0.99	1.0	AiOrc_Bone_Normal.lua	8	0	1200	5	1500	3000	0	0.0	0.0	5	0	0	0	0	0	100	44;45	100;100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	13	1	false	true	false	100;100			false	0	false	true	0	0	0	0	0	0
235073	1000003651	{1000006760}	32	762	0	97	119	0	97	119	1350	1350	216	1600	300	216	0	62	-1	0.0	0.0	0.0	-0.4	0.4	0	0	0	0	0.0	10306	0.99	1.0	AiGoblin_Bone_Normal.lua	3	0	1200	5	1500	3000	0	0.0	0.0	1	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	0	12	1	false	true	false				false	0	false	true	0	0	0	0	0	0
235074	1000003651	{1000006572}	32	928	0	136	166	0	136	166	1620	1620	324	1200	150	151	500	62	-1	0.0	0.0	0.0	-0.3	0.3	0	0	0	0	0.0	10205	0.99	1.0	AiKoboldWarrior_Black_Normal.lua	214	214	1400	5	1400	3000	0	0.0	0.0	40	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	204802910	29	1	false	true	false				false	0	false	true	0	0	0	0	0	0
235075	1000003651	{1000006573}	32	953	0	136	166	0	136	166	1440	1440	151	2000	150	324	500	62	-1	0.0	0.3	-0.3	0.0	0.0	0	0	0	0	0.0	11104	0.99	1.0	AiKoboldArcher_Black_Normal.lua	165	164	1400	5	1400	3000	0	0.0	0.0	0	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	204803510	35	1	false	true	false				false	0	false	true	0	0	0	0	0	0
235076	1000003651	{1000006615}	32	826	0	104	127	0	104	127	1800	1800	367	1600	300	194	2000	125	-1	0.0	0.0	0.0	-0.3	0.3	0	0	0	0	0.0	10304	0.99	1.0	AiGoblin_Black_Normal.lua	70	119	1400	5	1400	3000	0	0.0	0.0	1	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	204802210	22	1	false	true	false				false	0	false	true	0	0	0	0	0	0
235077	1000003651	{1000006580}	32	1461	0	270	330	0	270	330	2790	1800	648	1600	750	648	2000	375	-1	0.0	0.0	0.0	-0.3	0.3	0	0	0	0	0.0	10803	0.99	1.0	AiOrc_Black_Normal.lua	73	56	1400	5	1400	3000	0	0.0	0.0	5	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	204809910	99	1	false	true	false				false	0	false	true	0	0	0	0	0	0
235078	1000003651	{1000007504}	32	1461	0	270	330	0	270	330	2790	1800	648	1600	750	648	2000	375	-1	0.0	0.0	0.0	-0.3	0.3	0	0	0	0	0.0	10807	0.99	1.0	AiOrc_Black2_Normal.lua	73	0	1400	5	1400	3000	0	0.0	0.0	5	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	204809910	99	1	false	true	false				false	0	false	true	0	0	0	0	0	0
235079	1000003651	{1000006554}	32	1461	0	248	304	0	248	304	1890	1890	648	1600	750	432	2000	250	-1	0.0	0.3	-0.3	0.0	0.0	0	0	0	0	0.0	10814	0.99	1.0	AiOrc_Red_Normal.lua	74	76	1200	5	6000	6500	0	0.0	0.0	5	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	204809810	98	1	false	true	false				false	0	false	true	0	0	0	0	0	0
235080	1000003651	{1000006781}	32	3494	0	562	686	0	562	686	2250	1350	864	2400	1800	1296	1000	750	-1	0.0	0.0	0.0	-0.5	0.5	0	0	0	0	0.0	11410	0.5	0.55	AiOgre_White_Normal.lua	158	0	3000	5	3200	4000	0	0.0	0.0	24	0	0	0	0	0	25			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	204818510	185	1	false	true	false				false	0	false	true	0	0	0	0	0	0
235081	1000003651	{1000006781}	32	6988	0	300	400	0	300	400	2362	1418	864	2400	1800	1296	1000	750	-1	0.0	0.0	0.0	-0.5	0.5	0	0	0	0	0.67	11405	0.7	0.75	AiOgre_White_Normal.lua	158	0	3000	5	3200	4000	0	0.0	0.0	24	0	0	0	0	0	25			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	3	0	true	204818520	185	3	false	true	false				false	0	false	true	0	0	0	0	0	0
235082	1000003651	{1000007085}	32	14332	0	674	824	0	674	824	1584	792	864	2400	1800	1296	1000	750	-1	0.0	0.0	0.0	0.0	0.0	0	0	0	0	1.0	11409	1.45	1.5	AiOgre_Gray_Boss_Normal.lua	12	0	5000	5	5500	6000	0	0.0	0.0	24	0	0	0	0	0	300	206;228;86;45;220;148;	100;100;100;100;100;100;	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	6	0	true	204821350	213	4	true	true	false	100;100;100;100;100;100;			false	0	false	true	0	0	0	0	0	0
235083	1000003651	{1000006781}	32	13976	0	674	824	0	674	824	2475	1485	864	2400	1800	1296	1000	750	-1	0.0	0.0	0.0	-0.5	0.5	0	0	0	0	1.0	11406	1.45	1.5	AiOgre_Black_Normal.lua	158	0	3000	5	3200	4000	0	0.0	0.0	24	0	0	0	0	0	300	206;228;86;45;220;148;	100;100;100;100;100;100;	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	6	0	true	204818550	185	4	true	true	false	100;100;100;100;100;100;			false	0	false	true	0	0	0	0	0	0
235084	1000003651	{1000007085}	32	14332	0	300	400	0	300	400	1584	792	864	2400	1800	1296	1000	750	-1	0.0	0.0	0.0	0.0	0.0	0	0	0	0	1.0	11409	1.45	1.5	AiOgre_Gray_Boss_Normal.lua	12	0	5000	5	5500	6000	0	0.0	0.0	24	0	0	0	0	0	300			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	6	0	true	0	213	4	true	true	false				false	0	false	true	0	0	0	0	0	0
235085	1000003651	{1000006781}	32	13976	0	300	400	0	300	400	2475	1485	864	2400	1800	1296	1000	750	-1	1.0	0.0	0.0	-0.5	0.5	0	0	0	0	1.0	11406	1.45	1.5	AiOgre_Black_Normal.lua	158	0	3000	5	3200	4000	0	0.0	0.0	24	0	0	0	0	0	300			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	6	0	true	0	185	4	true	true	false				false	0	false	true	0	0	0	0	0	0
235086	1000004083	{1000006770},{1000006637}	32	31765	0	300	400	0	300	400	3465	3465	648	0	600	1296	2000	750	-1	2.0	0.0	0.0	0.0	0.0	0	100	0	0	1.0	50007	1.2	1.25	AiCelberos.lua	10	0	3000	5	3200	4000	0	0.0	0.0	3	4	5	6	7	8	300	70;71;45;25;146;78;206;228;86;220;148;247;	100;100;100;100;100;100;100;100;100;100;100;0;	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	7	0	false	204820530	205	5	true	false	true	100;100;100;100;100;100;100;100;100;100;100;30;			false	0	false	true	0	0	0	0	0	0
235087	1000003651	{1000007513}	31	353	0	300	400	0	300	400	780	780	281	2772	130	0	433	54	-1	3.0	-0.3	0.3	0.0	0.0	0	0	0	300	0.0	10010	0.99	1.0	AiHoundArmor_General_Normal.lua	10	0	1400	5	1400	3000	0	0.0	0.0	0	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	0	0	true	0	211	0	false	true	false				false	0	false	true	0	0	0	0	0	0
235088	1000003651	{1000006565}	32	1779	0	300	400	0	300	400	945	1890	216	2400	450	108	1000	500	-1	3.0	0.0	0.0	0.3	0.3	0	0	0	0	0.67	10503	1.25	1.3	AiSkeleton_White_Elite_Normal.lua	142	0	1200	5	1400	3000	0	0.0	0.0	18	0	0	0	0	0	100	44;45	100;100	0.1	1.5	1.2	1.2	1.0	1.0	1.0	1	3	0	true	204804420	44	3	false	true	false	100;100			false	0	false	true	0	0	0	0	0	0
235089	1000003651	{1001482}	32	4320	0	300	400	0	300	400	1485	2475	540	1600	120	324	1000	125	-1	3.0	0.0	0.0	-0.3	0.3	0	0	0	0	1.0	11603	1.45	1.5	AiBroo_Black_Normal.lua	16	0	3000	5	3200	4000	0	0.0	0.0	11	0	0	0	0	0	1000			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	6	0	true	0	109	4	true	true	true				false	0	false	true	0	0	0	0	0	0
235090	1000004083	{1000006770},{1000006637}	32	31765	0	300	400	0	300	400	3465	3465	648	0	600	1296	2000	750	-1	2.0	0.0	0.0	0.0	0.0	0	100	0	0	1.0	50007	1.2	1.25	AiCelberos_60Nest.lua	10	0	3000	5	3200	4000	0	0.0	0.0	3	126	127	128	129	130	300	70;71;45;25;146;78;206;228;86;220;148;247;	100;100;100;100;100;100;100;100;100;100;100;0;	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	7	0	false	204820530	205	5	true	false	true	100;100;100;100;100;100;100;100;100;100;100;30;			false	0	false	true	0	0	0	0	0	0
235101	1000003651	{1000009621}	40	2184	0	318	388	0	318	388	3150	3150	605	1120	630	1210	5600	1050	-1	0.0	0.0	0.0	0.0	0.33	0	0	0	0	0.0	11307	0.95	1.0	AiGargoyle_Bone_Abyss.lua	12	0	6000	5	6500	7000	0	0.0	0.0	16	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	204912710	127	1	false	true	false				false	0	false	true	0	0	0	0	0	0
235102	1000003651	{1000008691}	40	356	0	99	121	0	99	121	752	1127	103	2004	125	206	835	104	-1	0.0	0.0	0.0	-0.33	0.33	0	0	0	0	0.0	13001	1.1	1.15	AiLittleDemon_Red_Normal.lua	12	0	6000	5	6500	7000	0	0.0	0.0	63	0	0	0	0	0	100	42	100	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	1	0	true	204921410	214	1	false	true	false	100			false	0	false	true	0	0	0	0	0	0
235103	1000003651	{1000006771}	40	5266	0	416	508	0	416	508	3308	3308	605	1120	630	1210	5600	1050	-1	0.0	0.33	-0.33	0.0	0.0	0	0	0	0	0.67	11305	1.2	1.25	AiGargoyle_Red_Elite_Abyss.lua	12	0	6000	5	6500	7000	0	0.0	0.0	16	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	3	0	true	204912920	129	3	false	true	false				false	0	false	true	0	0	0	0	0	0
235104	1000003651	{1000006611}	40	5266	0	399	488	0	399	488	3308	3308	605	1120	630	1210	5600	1050	-1	0.0	0.0	0.0	0.33	-0.33	0	0	0	0	0.67	11302	1.2	1.25	AiGargoyle_Blue_Elite_Abyss.lua	12	0	6000	5	6500	7000	0	0.0	0.0	16	0	0	0	0	0	100			0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	3	0	true	204912820	128	3	false	true	false				false	0	false	true	0	0	0	0	0	0
235105	1000003651	{1000008693}	40	12482	0	490	599	0	490	599	3465	3465	605	1120	630	1210	5600	1050	-1	0.0	0.0	0.0	-0.33	0.33	0	0	0	0	1.0	11306	1.75	1.8	AiGargoyle_Green_Boss_Nest.lua	12	0	6000	5	6500	7000	0	0.0	0.0	601	0	0	0	0	0	900	162;206;79;228;86;45;220;148;	100;100;100;100;100;100;100;100;	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	6	0	true	204913150	131	4	true	true	true	100;100;100;100;100;100;100;100;			false	0	false	true	0	0	0	0	0	0
235106	1000003651	{1000006756}	40	7606	0	599	732	0	599	732	3308	1984	907	1120	1260	2419	1400	875	-1	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.67	11902	1.1	1.15	AiMinotauros_White_Boss_Nest.lua	49	0	6000	5	6500	7000	0	0.0	0.0	603	0	0	0	0	0	300	45;70;71;206;228;86;220;148;	100;100;100;50;50;100;100;100;	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	3	0	true	204916820	168	3	false	true	false	100;100;100;100;100;100;100;100;			false	0	false	true	0	0	0	0	0	0
235107	1000003651	{1000006627}	40	8971	0	582	711	0	582	711	3308	1984	907	1120	1260	2419	1400	875	-1	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0.67	11903	1.1	1.15	AiMinotauros_Black_Armor_Boss_Nest.lua	49	0	6000	5	6500	7000	0	0.0	0.0	603	0	0	0	0	0	300	45;70;71;206;228;86;220;148;	100;100;100;50;50;100;100;100;	0.1	1.5	1.2	0.8	1.0	1.0	1.0	1	3	0	true	204916720	167	3	false	true	false	100;100;100;100;100;100;100;100;			false	0	false	true	0	0	0	0	0	0
