ROWID	_ItemID|INTEGER	_CompoundTableIndex1|INTEGER	_CompoundTableIndex2|INTEGER	_CompoundTableIndex3|INTEGER	_CompoundTableIndex4|INTEGER	_CompoundTableIndex5|INTEGER	_CompoundTableIndex6|INTEGER	_CompoundTableIndex7|INTEGER	_CompoundTableIndex8|INTEGER	_CompoundTableIndex9|INTEGER	_CompoundTableIndex10|INTEGER
268444795	268444795	268444689	0	0	0	0	0	0	0	0	0
341870720	341870720	407110144	0	0	0	0	0	0	0	0	0
341871744	341871744	407241216	0	0	0	0	0	0	0	0	0
341872768	341872768	407372288	0	0	0	0	0	0	0	0	0
341873792	341873792	407503360	0	0	0	0	0	0	0	0	0
341874816	341874816	407634432	0	0	0	0	0	0	0	0	0
341875840	341875840	407765504	0	0	0	0	0	0	0	0	0
268440786	268440786	268437302	0	0	0	0	0	0	0	0	0
268440787	268440787	268439579	0	0	0	0	0	0	0	0	0
341935232	341935232	415367680	0	0	0	0	0	0	0	0	0
341936256	341936256	415498752	0	0	0	0	0	0	0	0	0
341937280	341937280	415629824	0	0	0	0	0	0	0	0	0
341938304	341938304	415760896	0	0	0	0	0	0	0	0	0
268440788	268440788	268437303	0	0	0	0	0	0	0	0	0
268444796	268444796	268444690	0	0	0	0	0	0	0	0	0
268451863	268451863	268450155	0	0	0	0	0	0	0	0	0
341902624	341902624	411174016	0	0	0	0	0	0	0	0	0
268444797	268444797	268444691	0	0	0	0	0	0	0	0	0
268451864	268451864	268451830	0	0	0	0	0	0	0	0	0
268463156	268463156	268463037	0	0	0	0	0	0	0	0	0
268467774	268467774	268467752	0	0	0	0	0	0	0	0	0
341903648	341903648	411305088	0	0	0	0	0	0	0	0	0
341904672	341904672	411436160	0	0	0	0	0	0	0	0	0
341905696	341905696	411567232	0	0	0	0	0	0	0	0	0
341906720	341906720	411698304	0	0	0	0	0	0	0	0	0
341907744	341907744	411829376	0	0	0	0	0	0	0	0	0
268440789	268440789	268437304	0	0	0	0	0	0	0	0	0
268440790	268440790	268439580	0	0	0	0	0	0	0	0	0
268444798	268444798	268444692	0	0	0	0	0	0	0	0	0
341869856	341869856	406979712	0	0	0	0	0	0	0	0	0
268444799	268444799	268444693	0	0	0	0	0	0	0	0	0
268444800	268444800	268444694	0	0	0	0	0	0	0	0	0
341870880	341870880	407110784	0	0	0	0	0	0	0	0	0
341871904	341871904	407241856	0	0	0	0	0	0	0	0	0
341872928	341872928	407372928	0	0	0	0	0	0	0	0	0
341873952	341873952	407504000	0	0	0	0	0	0	0	0	0
341874976	341874976	407635072	0	0	0	0	0	0	0	0	0
341876000	341876000	407766144	0	0	0	0	0	0	0	0	0
268440791	268440791	268437305	0	0	0	0	0	0	0	0	0
268440792	268440792	268439581	0	0	0	0	0	0	0	0	0
341935392	341935392	415368320	0	0	0	0	0	0	0	0	0
341936416	341936416	415499392	0	0	0	0	0	0	0	0	0
341937440	341937440	415630464	0	0	0	0	0	0	0	0	0
341938464	341938464	415761536	0	0	0	0	0	0	0	0	0
268440793	268440793	268437306	0	0	0	0	0	0	0	0	0
268444801	268444801	268444695	0	0	0	0	0	0	0	0	0
268451865	268451865	268450156	0	0	0	0	0	0	0	0	0
268463157	268463157	268463038	0	0	0	0	0	0	0	0	0
268466752	268466752	268466726	0	0	0	0	0	0	0	0	0
268442974	268442974	268442930	0	0	0	0	0	0	0	0	0
268444802	268444802	268444696	0	0	0	0	0	0	0	0	0
268451866	268451866	268451831	0	0	0	0	0	0	0	0	0
268463158	268463158	268463039	0	0	0	0	0	0	0	0	0
268466876	268466876	268466859	0	0	0	0	0	0	0	0	0
268441227	268441227	268440999	268441000	0	0	0	0	0	0	0	0
268441228	268441228	268441001	268441002	0	0	0	0	0	0	0	0
268441229	268441229	268441003	268441004	0	0	0	0	0	0	0	0
268483052	268483052	268481838	268481839	0	0	0	0	0	0	0	0
268441230	268441230	268441005	268441006	0	0	0	0	0	0	0	0
268441231	268441231	268441007	268441008	0	0	0	0	0	0	0	0
268441232	268441232	268441009	268441010	0	0	0	0	0	0	0	0
268448242	268448242	268448018	268448019	0	0	0	0	0	0	0	0
268448243	268448243	268448020	268448021	0	0	0	0	0	0	0	0
268448244	268448244	268448022	268448023	0	0	0	0	0	0	0	0
342166242	342166242	444952832	444952833	0	0	0	0	0	0	0	0
342134498	342134498	440889600	440889601	0	0	0	0	0	0	0	0
342197986	342197986	449016064	449016065	0	0	0	0	0	0	0	0
268483053	268483053	268481840	268481841	0	0	0	0	0	0	0	0
268483054	268483054	268481842	0	0	0	0	0	0	0	0	0
268483055	268483055	268481843	0	0	0	0	0	0	0	0	0
342165056	342165056	444801024	444801025	0	0	0	0	0	0	0	0
342133312	342133312	440737792	440737793	0	0	0	0	0	0	0	0
342197824	342197824	448995328	448995329	0	0	0	0	0	0	0	0
268483056	268483056	268481844	268481845	0	0	0	0	0	0	0	0
342166084	342166084	444932608	444932609	0	0	0	0	0	0	0	0
342134340	342134340	440869376	440869377	0	0	0	0	0	0	0	0
342197828	342197828	448995840	448995841	0	0	0	0	0	0	0	0
268483057	268483057	268481846	268481847	0	0	0	0	0	0	0	0
342166213	342166213	444949120	444949121	0	0	0	0	0	0	0	0
342134469	342134469	440885888	440885889	0	0	0	0	0	0	0	0
342197957	342197957	449012352	449012353	0	0	0	0	0	0	0	0
268483058	268483058	268481848	268481849	0	0	0	0	0	0	0	0
268456987	268456987	268456873	268456874	0	0	0	0	0	0	0	0
268456988	268456988	268456875	268456876	0	0	0	0	0	0	0	0
268456989	268456989	268456877	268456878	0	0	0	0	0	0	0	0
268483059	268483059	268481850	268481851	0	0	0	0	0	0	0	0
268442504	268442504	268442375	268442376	0	0	0	0	0	0	0	0
268442505	268442505	268442377	268442378	0	0	0	0	0	0	0	0
268442506	268442506	268442379	268442380	0	0	0	0	0	0	0	0
268483060	268483060	268481852	268481853	0	0	0	0	0	0	0	0
268483061	268483061	268481854	268481855	0	0	0	0	0	0	0	0
268483062	268483062	268481856	268481857	0	0	0	0	0	0	0	0
342167923	342167923	445168000	445168001	0	0	0	0	0	0	0	0
342136179	342136179	441104768	441104769	0	0	0	0	0	0	0	0
342199667	342199667	449231232	449231233	0	0	0	0	0	0	0	0
268483063	268483063	268481858	268481859	0	0	0	0	0	0	0	0
268484574	268484574	268484544	268484545	0	0	0	0	0	0	0	0
268441233	268441233	268441011	268441012	0	0	0	0	0	0	0	0
268441234	268441234	268441013	268441014	0	0	0	0	0	0	0	0
268441235	268441235	268441015	268441016	0	0	0	0	0	0	0	0
268483064	268483064	268481860	268481861	0	0	0	0	0	0	0	0
341903264	341903264	411176576	0	0	0	0	0	0	0	0	0
268444803	268444803	268444697	0	0	0	0	0	0	0	0	0
268451867	268451867	268451832	0	0	0	0	0	0	0	0	0
268463159	268463159	268463040	0	0	0	0	0	0	0	0	0
268467775	268467775	268467753	0	0	0	0	0	0	0	0	0
341904288	341904288	411307648	0	0	0	0	0	0	0	0	0
341905312	341905312	411438720	0	0	0	0	0	0	0	0	0
341906336	341906336	411569792	0	0	0	0	0	0	0	0	0
341907360	341907360	411700864	0	0	0	0	0	0	0	0	0
341908384	341908384	411831936	0	0	0	0	0	0	0	0	0
268440794	268440794	268437307	0	0	0	0	0	0	0	0	0
268440795	268440795	268439582	0	0	0	0	0	0	0	0	0
268444804	268444804	268444698	0	0	0	0	0	0	0	0	0
341870496	341870496	406982272	0	0	0	0	0	0	0	0	0
268444805	268444805	268444699	0	0	0	0	0	0	0	0	0
268444806	268444806	268444700	0	0	0	0	0	0	0	0	0
341871520	341871520	407113344	0	0	0	0	0	0	0	0	0
341872544	341872544	407244416	0	0	0	0	0	0	0	0	0
341873568	341873568	407375488	0	0	0	0	0	0	0	0	0
341874592	341874592	407506560	0	0	0	0	0	0	0	0	0
341875616	341875616	407637632	0	0	0	0	0	0	0	0	0
341876640	341876640	407768704	0	0	0	0	0	0	0	0	0
268440796	268440796	268437308	0	0	0	0	0	0	0	0	0
268440797	268440797	268439583	0	0	0	0	0	0	0	0	0
341936032	341936032	415370880	0	0	0	0	0	0	0	0	0
341937056	341937056	415501952	0	0	0	0	0	0	0	0	0
341938080	341938080	415633024	0	0	0	0	0	0	0	0	0
341939104	341939104	415764096	0	0	0	0	0	0	0	0	0
268440798	268440798	268437309	0	0	0	0	0	0	0	0	0
268444807	268444807	268444701	0	0	0	0	0	0	0	0	0
268451868	268451868	268450157	0	0	0	0	0	0	0	0	0
268463160	268463160	268463041	0	0	0	0	0	0	0	0	0
268466753	268466753	268466727	0	0	0	0	0	0	0	0	0
342164582	342164582	444740352	444740353	0	0	0	0	0	0	0	0
342131814	342131814	440546048	440546049	0	0	0	0	0	0	0	0
342197350	342197350	448934656	448934657	0	0	0	0	0	0	0	0
342165025	342165025	444797056	444797057	0	0	0	0	0	0	0	0
342133281	342133281	440733824	440733825	0	0	0	0	0	0	0	0
342197793	342197793	448991360	448991361	0	0	0	0	0	0	0	0
268483065	268483065	268481862	268481863	0	0	0	0	0	0	0	0
268483066	268483066	268481864	268481865	0	0	0	0	0	0	0	0
268483067	268483067	268481866	268481867	0	0	0	0	0	0	0	0
342167954	342167954	445171968	445171969	0	0	0	0	0	0	0	0
342136210	342136210	441108736	441108737	0	0	0	0	0	0	0	0
342199698	342199698	449235200	449235201	0	0	0	0	0	0	0	0
268483068	268483068	268481868	268481869	0	0	0	0	0	0	0	0
268489072	268489072	268489014	0	0	0	0	0	0	0	0	0
268483069	268483069	268481870	0	0	0	0	0	0	0	0	0
268483070	268483070	268481871	0	0	0	0	0	0	0	0	0
268469402	268469402	268469368	268469369	0	0	0	0	0	0	0	0
268483071	268483071	268481872	268481873	0	0	0	0	0	0	0	0
268449728	268449728	268449696	268449697	0	0	0	0	0	0	0	0
268449729	268449729	268449698	268449699	0	0	0	0	0	0	0	0
268449421	268449421	268449309	268449310	0	0	0	0	0	0	0	0
268483072	268483072	268481874	268481875	0	0	0	0	0	0	0	0
268449422	268449422	268449311	268449312	0	0	0	0	0	0	0	0
268449423	268449423	268449313	268449314	0	0	0	0	0	0	0	0
268449424	268449424	268449315	268449316	0	0	0	0	0	0	0	0
268483073	268483073	268481876	268481877	0	0	0	0	0	0	0	0
342166099	342166099	444934528	444934529	0	0	0	0	0	0	0	0
342134355	342134355	440871296	440871297	0	0	0	0	0	0	0	0
342197843	342197843	448997760	448997761	0	0	0	0	0	0	0	0
268483074	268483074	268481878	268481879	0	0	0	0	0	0	0	0
268441236	268441236	268441017	268441018	0	0	0	0	0	0	0	0
268441237	268441237	268441019	268441020	0	0	0	0	0	0	0	0
268441238	268441238	268441021	268441022	0	0	0	0	0	0	0	0
342164660	342164660	444750336	444750337	0	0	0	0	0	0	0	0
342131892	342131892	440556032	440556033	0	0	0	0	0	0	0	0
342197428	342197428	448944640	448944641	0	0	0	0	0	0	0	0
268476106	268476106	268476095	0	0	0	0	0	0	0	0	0
268483075	268483075	268481880	268481881	0	0	0	0	0	0	0	0
268476107	268476107	268490604	268490605	0	0	0	0	0	0	0	0
268483076	268483076	268481882	268481883	0	0	0	0	0	0	0	0
342164619	342164619	444745088	444745089	0	0	0	0	0	0	0	0
342131851	342131851	440550784	440550785	0	0	0	0	0	0	0	0
342197387	342197387	448939392	448939393	0	0	0	0	0	0	0	0
342164614	342164614	444744448	444744449	0	0	0	0	0	0	0	0
342131846	342131846	440550144	440550145	0	0	0	0	0	0	0	0
342197382	342197382	448938752	448938753	0	0	0	0	0	0	0	0
268456990	268456990	268456879	268456880	0	0	0	0	0	0	0	0
268456991	268456991	268456881	268456882	0	0	0	0	0	0	0	0
268456992	268456992	268456883	268456884	0	0	0	0	0	0	0	0
268483077	268483077	268481884	268481885	0	0	0	0	0	0	0	0
268456993	268456993	268456886	0	0	0	0	0	0	0	0	0
268456994	268456994	268456888	0	0	0	0	0	0	0	0	0
268456995	268456995	268456890	0	0	0	0	0	0	0	0	0
268483078	268483078	268483042	0	0	0	0	0	0	0	0	0
268456996	268456996	268456891	268456892	0	0	0	0	0	0	0	0
268456997	268456997	268456893	268456894	0	0	0	0	0	0	0	0
268456998	268456998	268456895	268456896	0	0	0	0	0	0	0	0
268483079	268483079	268481887	268481888	0	0	0	0	0	0	0	0
268456999	268456999	268456897	268456898	0	0	0	0	0	0	0	0
268457000	268457000	268456899	268456900	0	0	0	0	0	0	0	0
268457001	268457001	268456901	268456902	0	0	0	0	0	0	0	0
268483080	268483080	268481889	268481890	0	0	0	0	0	0	0	0
268457002	268457002	268456903	268456904	0	0	0	0	0	0	0	0
268457003	268457003	268456905	268456906	0	0	0	0	0	0	0	0
268457004	268457004	268456907	268456908	0	0	0	0	0	0	0	0
268483081	268483081	268481891	268481892	0	0	0	0	0	0	0	0
268457005	268457005	268456910	0	0	0	0	0	0	0	0	0
268457006	268457006	268456912	0	0	0	0	0	0	0	0	0
268457007	268457007	268456914	0	0	0	0	0	0	0	0	0
268483082	268483082	268481893	268481894	0	0	0	0	0	0	0	0
268449425	268449425	268449317	268449318	0	0	0	0	0	0	0	0
268449426	268449426	268449319	268449320	0	0	0	0	0	0	0	0
268449427	268449427	268449321	268449322	0	0	0	0	0	0	0	0
268483083	268483083	268481895	268481896	0	0	0	0	0	0	0	0
342164642	342164642	444748032	444748033	0	0	0	0	0	0	0	0
342131874	342131874	440553728	440553729	0	0	0	0	0	0	0	0
342197410	342197410	448942336	448942337	0	0	0	0	0	0	0	0
268490620	268490620	268490596	268490597	0	0	0	0	0	0	0	0
342164524	342164524	444732928	444732929	0	0	0	0	0	0	0	0
342131756	342131756	440538624	440538625	0	0	0	0	0	0	0	0
342197292	342197292	448927232	448927233	0	0	0	0	0	0	0	0
342165859	342165859	444903808	444903809	0	0	0	0	0	0	0	0
342134115	342134115	440840576	440840577	0	0	0	0	0	0	0	0
342197603	342197603	448967040	448967041	0	0	0	0	0	0	0	0
268483084	268483084	268481897	268481898	0	0	0	0	0	0	0	0
342165891	342165891	444907904	444907905	0	0	0	0	0	0	0	0
268457008	268457008	268456916	0	0	0	0	0	0	0	0	0
342134147	342134147	440844672	440844673	0	0	0	0	0	0	0	0
268457009	268457009	268456918	0	0	0	0	0	0	0	0	0
342197635	342197635	448971136	448971137	0	0	0	0	0	0	0	0
268457010	268457010	268456920	0	0	0	0	0	0	0	0	0
268483085	268483085	268481899	268481900	0	0	0	0	0	0	0	0
268483086	268483086	268481902	0	0	0	0	0	0	0	0	0
268457011	268457011	268456921	268456922	0	0	0	0	0	0	0	0
342166892	342166892	445036032	445036033	0	0	0	0	0	0	0	0
268457012	268457012	268456923	268456924	0	0	0	0	0	0	0	0
342135148	342135148	440972800	440972801	0	0	0	0	0	0	0	0
268457013	268457013	268456925	268456926	0	0	0	0	0	0	0	0
342198636	342198636	449099264	449099265	0	0	0	0	0	0	0	0
268483087	268483087	268481903	268481904	0	0	0	0	0	0	0	0
268483088	268483088	268481905	268481906	0	0	0	0	0	0	0	0
342164525	342164525	444733056	444733057	0	0	0	0	0	0	0	0
342132781	342132781	440669824	440669825	0	0	0	0	0	0	0	0
342197293	342197293	448927360	448927361	0	0	0	0	0	0	0	0
268441239	268441239	268441023	268441024	0	0	0	0	0	0	0	0
268441240	268441240	268441025	268441026	0	0	0	0	0	0	0	0
268441241	268441241	268441027	268441028	0	0	0	0	0	0	0	0
268489073	268489073	268489015	0	0	0	0	0	0	0	0	0
342167022	342167022	445052672	445052673	0	0	0	0	0	0	0	0
342135278	342135278	440989440	440989441	0	0	0	0	0	0	0	0
342198766	342198766	449115904	449115905	0	0	0	0	0	0	0	0
268483089	268483089	268481907	268481908	0	0	0	0	0	0	0	0
268489074	268489074	268489016	0	0	0	0	0	0	0	0	0
268489075	268489075	268489017	0	0	0	0	0	0	0	0	0
268442507	268442507	268442381	268442382	0	0	0	0	0	0	0	0
268442508	268442508	268442383	268442384	0	0	0	0	0	0	0	0
268442509	268442509	268442385	268442386	0	0	0	0	0	0	0	0
268483090	268483090	268481909	268481910	0	0	0	0	0	0	0	0
268448245	268448245	268448024	268448025	0	0	0	0	0	0	0	0
268448246	268448246	268448026	268448027	0	0	0	0	0	0	0	0
268448247	268448247	268448028	268448029	0	0	0	0	0	0	0	0
268454836	268454836	268454608	268454609	0	0	0	0	0	0	0	0
268463248	268463248	268463242	268463243	0	0	0	0	0	0	0	0
342164547	342164547	444735872	444735873	0	0	0	0	0	0	0	0
268448248	268448248	268448030	268448031	0	0	0	0	0	0	0	0
342164514	342164514	444731648	444731649	0	0	0	0	0	0	0	0
268454837	268454837	268454610	268454611	0	0	0	0	0	0	0	0
268463249	268463249	268463244	268463245	0	0	0	0	0	0	0	0
342131779	342131779	440541568	440541569	0	0	0	0	0	0	0	0
268448249	268448249	268448032	268448033	0	0	0	0	0	0	0	0
342131746	342131746	440537344	440537345	0	0	0	0	0	0	0	0
268454838	268454838	268454612	268454613	0	0	0	0	0	0	0	0
268463250	268463250	268463246	268463247	0	0	0	0	0	0	0	0
342197315	342197315	448930176	448930177	0	0	0	0	0	0	0	0
268448250	268448250	268448034	268448035	0	0	0	0	0	0	0	0
342197282	342197282	448925952	448925953	0	0	0	0	0	0	0	0
268469423	268469423	268469419	268469420	0	0	0	0	0	0	0	0
268483091	268483091	268481911	268481912	0	0	0	0	0	0	0	0
268469982	268469982	268469950	268469951	0	0	0	0	0	0	0	0
268483092	268483092	268481913	268481914	0	0	0	0	0	0	0	0
268448251	268448251	268448036	268448037	0	0	0	0	0	0	0	0
268448252	268448252	268448038	268448039	0	0	0	0	0	0	0	0
268448253	268448253	268448040	268448041	0	0	0	0	0	0	0	0
268483093	268483093	268481915	268481916	0	0	0	0	0	0	0	0
268448254	268448254	268448042	268448043	0	0	0	0	0	0	0	0
268448255	268448255	268448044	268448045	0	0	0	0	0	0	0	0
268448256	268448256	268448046	268448047	0	0	0	0	0	0	0	0
268483094	268483094	268481917	268481918	0	0	0	0	0	0	0	0
342168292	342168292	445215233	0	0	0	0	0	0	0	0	0
342136548	342136548	441152001	0	0	0	0	0	0	0	0	0
342200036	342200036	449278465	0	0	0	0	0	0	0	0	0
268483095	268483095	268481920	0	0	0	0	0	0	0	0	0
342165894	342165894	444908288	444908289	0	0	0	0	0	0	0	0
342134150	342134150	440845056	440845057	0	0	0	0	0	0	0	0
342197638	342197638	448971520	448971521	0	0	0	0	0	0	0	0
268483096	268483096	268481921	268481922	0	0	0	0	0	0	0	0
342167278	342167278	445085441	0	0	0	0	0	0	0	0	0
342135534	342135534	441022209	0	0	0	0	0	0	0	0	0
342199022	342199022	449148673	0	0	0	0	0	0	0	0	0
268483097	268483097	268481924	0	0	0	0	0	0	0	0	0
268469404	268469404	268469372	268469373	0	0	0	0	0	0	0	0
268483098	268483098	268481925	268481926	0	0	0	0	0	0	0	0
342167955	342167955	445172096	445172097	0	0	0	0	0	0	0	0
342136211	342136211	441108864	441108865	0	0	0	0	0	0	0	0
342199699	342199699	449235328	449235329	0	0	0	0	0	0	0	0
268483099	268483099	268481927	268481928	0	0	0	0	0	0	0	0
268469424	268469424	268469421	268469422	0	0	0	0	0	0	0	0
268483100	268483100	268481929	268481930	0	0	0	0	0	0	0	0
268457014	268457014	268456927	268456928	0	0	0	0	0	0	0	0
268457015	268457015	268456929	268456930	0	0	0	0	0	0	0	0
268457016	268457016	268456931	268456932	0	0	0	0	0	0	0	0
268483101	268483101	268481931	268481932	0	0	0	0	0	0	0	0
268476839	268476839	268476807	268476808	0	0	0	0	0	0	0	0
268483102	268483102	268481933	268481934	0	0	0	0	0	0	0	0
268463161	268463161	268463042	268463043	0	0	0	0	0	0	0	0
268463162	268463162	268463044	268463045	0	0	0	0	0	0	0	0
268463163	268463163	268463047	0	0	0	0	0	0	0	0	0
268483103	268483103	268481935	268481936	0	0	0	0	0	0	0	0
342170075	342170075	445443456	445443457	0	0	0	0	0	0	0	0
342138331	342138331	441380224	441380225	0	0	0	0	0	0	0	0
342200795	342200795	449375616	449375617	0	0	0	0	0	0	0	0
268483104	268483104	268481937	268481938	0	0	0	0	0	0	0	0
268454839	268454839	268454614	268454615	0	0	0	0	0	0	0	0
268454840	268454840	268454616	268454617	0	0	0	0	0	0	0	0
268454841	268454841	268454618	268454619	0	0	0	0	0	0	0	0
268483105	268483105	268481939	268481940	0	0	0	0	0	0	0	0
268465728	268465728	268465692	268465693	0	0	0	0	0	0	0	0
268465729	268465729	268465694	268465695	0	0	0	0	0	0	0	0
268483106	268483106	268481941	268481942	0	0	0	0	0	0	0	0
268483107	268483107	268481943	268481944	0	0	0	0	0	0	0	0
268483108	268483108	268481945	268481946	0	0	0	0	0	0	0	0
268457017	268457017	268456933	268456934	0	0	0	0	0	0	0	0
268457018	268457018	268456935	268456936	0	0	0	0	0	0	0	0
268457019	268457019	268456937	268456938	0	0	0	0	0	0	0	0
268483109	268483109	268481947	268481948	0	0	0	0	0	0	0	0
268441927	268441927	268441830	268441831	0	0	0	0	0	0	0	0
