ROWID	_State1|INTEGER	_State1Value|TEXT	_State2|INTEGER	_State2Value|TEXT	_State3|INTEGER	_State3Value|TEXT	_State4|INTEGER	_State4Value|TEXT	_State5|INTEGER	_State5Value|TEXT	_State6|INTEGER	_State6Value|TEXT	_State7|INTEGER	_State7Value|TEXT	_State8|INTEGER	_State8Value|TEXT	_State9|INTEGER	_State9Value|TEXT	_State10|INTEGER	_State10Value|TEXT
4203008	4	114.804872445332	5	155.324239190744	6	98.2914270169185	7	132.982518905243	0		0		0		0		0		0	
4203520	4	142.143693626952	5	192.312056083523	6	121.697852978337	7	164.650036382456	0		0		0		0		0		0	
4204032	4	176.859296277945	5	239.280224376043	6	151.419989780007	7	204.862339114127	0		0		0		0		0		0	
4204544	4	250.803075113009	5	339.321807505836	6	214.72775177576	7	290.514017108381	0		0		0		0		0		0	
4205056	4	356.909759612782	5	482.877910064352	6	305.572131577522	7	413.421119193118	0		0		0		0		0		0	
4205568	4	499.634774480766	5	675.976459591625	6	427.767688992258	7	578.74452040129	0		0		0		0		0		0	
4206080	4	648.765580319823	5	877.741667491525	6	555.44763328281	7	751.487974441449	0		0		0		0		0		0	
4206592	4	833.108749080952	5	1127.14713110952	6	713.275021027002	7	965.019146095356	0		0		0		0		0		0	
847251872	4	1263.45596135804	5	1709.38159477852	6	1081.72141800035	7	1463.50544788282	0		0		0		0		0		0	
847251873	4	1908.56605411864	5	2582.1776026311	6	1634.0393662708	7	2210.75914260167	0		0		0		0		0		0	
4211200	4	271.422627155657	5	367.218848504712	6	232.38140315442	7	314.398368973627	0		0		0		0		0		0	
4211712	4	379.204234685752	5	513.04102339837	6	324.65978633328	7	439.245593274438	0		0		0		0		0		0	
4212224	4	540.639633363327	5	731.453621609207	6	462.874440198427	7	626.241889680225	0		0		0		0		0		0	
4212736	4	755.441974789411	5	1022.06855412685	6	646.779776406165	7	875.05499160834	0		0		0		0		0		0	
4213248	4	999.795560634572	5	1352.66458203501	6	855.985728539065	7	1158.09833861168	0		0		0		0		0		0	
4213760	4	1278.60697331247	5	1729.88002271688	6	1094.69311993279	7	1481.05539755612	0		0		0		0		0		0	
847251874	4	2008.75885017776	5	2717.7325620052	6	1719.82050684177	7	2326.81597984475	0		0		0		0		0		0	
847251875	4	3041.73869440652	5	4115.29352772647	6	2604.21731689273	7	3523.35284050193	0		0		0		0		0		0	
4219392	4	584.516241751323	5	790.816091781202	6	500.439870648013	7	677.065707347311	0		0		0		0		0		0	
4219904	4	833.3573777129	5	1127.48351102334	6	713.487887105862	7	965.307141378519	0		0		0		0		0		0	
4220416	4	1164.45984399682	5	1575.44567128982	6	996.964826774645	7	1348.83476563628	0		0		0		0		0		0	
4220928	4	2365.05758434999	5	3199.78379059116	6	2024.86950241281	7	2739.52932679381	0		0		0		0		0		0	
847251876	4	5626.34751645366	5	7612.11722814318	6	4817.05797416101	7	6517.19608268843	0		0		0		0		0		0	
4219399	4	584.516241751323	5	790.816091781202	6	500.439870648013	7	677.065707347311	0		0		0		0		0		0	
4219911	4	833.3573777129	5	1127.48351102334	6	713.487887105862	7	965.307141378519	0		0		0		0		0		0	
4220423	4	1164.45984399682	5	1575.44567128982	6	996.964826774645	7	1348.83476563628	0		0		0		0		0		0	
4220935	4	2365.05758434999	5	3199.78379059116	6	2024.86950241281	7	2739.52932679381	0		0		0		0		0		0	
847251877	4	5626.34751645366	5	7612.11722814318	6	4817.05797416101	7	6517.19608268843	0		0		0		0		0		0	
847250762	4	1680.49195945313	5	2273.60676867188	6	1438.77127570313	7	1946.57290242188	0		0		0		0		0		0	
847250894	4	3501.02491552734	5	4736.68076806641	6	2997.44015771484	7	4055.36021337891	0		0		0		0		0		0	
4219888	4	584.516241751323	5	790.816091781202	6	500.439870648013	7	677.065707347311	0		0		0		0		0		0	
4220400	4	833.3573777129	5	1127.48351102334	6	713.487887105862	7	965.307141378519	0		0		0		0		0		0	
4220912	4	1164.45984399682	5	1575.44567128982	6	996.964826774645	7	1348.83476563628	0		0		0		0		0		0	
4221424	4	2365.05758434999	5	3199.78379059116	6	2024.86950241281	7	2739.52932679381	0		0		0		0		0		0	
847251184	4	5626.34751645366	5	7612.11722814318	6	4817.05797416101	7	6517.19608268843	0		0		0		0		0		0	
847249963	4	1680.49195945313	5	2273.60676867188	6	1438.77127570313	7	1946.57290242188	0		0		0		0		0		0	
847249964	4	3501.02491552734	5	4736.68076806641	6	2997.44015771484	7	4055.36021337891	0		0		0		0		0		0	
847251228	4	8328.75400957031	5	11268.3142482422	6	7130.75237519531	7	9647.48850761719	0		0		0		0		0		0	
4194864	4	107.944507248969	5	146.042568630958	6	57.797058999448	7	78.1960209992532	0		0		0		0		0		0	
4195376	4	133.649649533961	5	180.820114075359	6	71.5604422701524	7	96.8170689537355	0		0		0		0		0		0	
4195888	4	166.290760857846	5	224.981617631203	6	89.0375727427836	7	120.462598416707	0		0		0		0		0		0	
4196400	4	235.815900344226	5	319.045041642187	6	126.263631680373	7	170.827266391093	0		0		0		0		0		0	
4196912	4	335.581995024604	5	454.022699150935	6	179.68169812341	7	243.098768049319	0		0		0		0		0		0	
4197424	4	469.778227935908	5	635.582308383875	6	251.534799209777	7	340.311787166169	0		0		0		0		0		0	
4194880	4	70.6408498882143	5	95.5729145546428	6	95.1007163602029	7	128.665675075569	0		0		0		0		0		0	
4195392	4	87.4627627746306	5	118.331973165677	6	117.747329029483	7	159.305209863418	0		0		0		0		0		0	
4195904	4	108.823700018958	5	147.232064731531	6	146.504633581672	7	198.212151316379	0		0		0		0		0		0	
4196416	4	154.322216498233	5	208.788881144669	6	207.757315526365	7	281.083426888611	0		0		0		0		0		0	
4196928	4	219.610964373057	5	297.120716504724	6	295.652728774957	7	400.00075069553	0		0		0		0		0		0	
4197440	4	307.431421256395	5	415.936628758652	6	413.881605889291	7	559.957466791393	0		0		0		0		0		0	
4203056	4	138.785795034389	5	187.769016811232	6	74.3105044278618	7	100.537741284754	0		0		0		0		0		0	
4203568	4	171.835263686521	5	232.483003811176	6	92.0062829187673	7	124.479088654803	0		0		0		0		0		0	
4204080	4	213.80240681723	5	289.262079811547	6	114.476879240722	7	154.880483678623	0		0		0		0		0		0	
4204592	4	303.191871871147	5	410.20076782567	6	162.338955017622	7	219.635056788548	0		0		0		0		0		0	
4205104	4	431.462565031633	5	583.743470336916	6	231.01932615867	7	312.555558920553	0		0		0		0		0		0	
4205616	4	604.000578774739	5	817.177253636411	6	323.401884698285	7	437.543726356504	0		0		0		0		0		0	
4203072	4	90.8239498562755	5	122.879461570255	6	122.272349605975	7	165.427296525731	0		0		0		0		0		0	
4203584	4	112.452123567382	5	152.14110835587	6	151.389423037906	7	204.820984110109	0		0		0		0		0		0	
4204096	4	139.91618573866	5	189.29836894054	6	188.363100319292	7	254.84419454963	0		0		0		0		0		0	
4204608	4	198.414278354871	5	268.442847186003	6	267.116548533898	7	361.392977428215	0		0		0		0		0		0	
4205120	4	282.35695419393	5	382.012349791787	6	380.124936996373	7	514.286679465682	0		0		0		0		0		0	
4205632	4	395.268970186793	5	534.775665546838	6	532.133493286231	7	719.945314446077	0		0		0		0		0		0	
4203264	4	90.8239498562755	5	122.879461570255	6	74.3105044278618	7	100.537741284754	0	45.1405601676362	0		0		0		0		0	
4203776	4	112.452123567382	5	152.14110835587	6	92.0062829187673	7	124.479088654803	0	55.8900142297779	0		0		0		0		0	
4204288	4	139.91618573866	5	189.29836894054	6	114.476879240722	7	154.880483678623	0	69.5399727798309	0		0		0		0		0	
4204800	4	198.414278354871	5	268.442847186003	6	162.338955017622	7	219.635056788548	0	98.6142056623771	0		0		0		0		0	
4205312	4	282.35695419393	5	382.012349791787	6	231.01932615867	7	312.555558920553	0	140.334692553133	0		0		0		0		0	
4205824	4	395.268970186793	5	534.775665546838	6	323.401884698285	7	437.543726356504	0	196.453278671008	0		0		0		0		0	
4203344	4	90.8239498562755	5	122.879461570255	6	74.3105044278618	7	100.537741284754	25	359.713838835851	26	335.732916246794	0		0		0		0	
4203856	4	112.452123567382	5	152.14110835587	6	92.0062829187673	7	124.479088654803	25	445.373550893543	26	415.681980833973	0		0		0		0	
4204368	4	139.91618573866	5	189.29836894054	6	114.476879240722	7	154.880483678623	25	554.146658089278	26	517.203547549993	0		0		0		0	
4204880	4	198.414278354871	5	268.442847186003	6	162.338955017622	7	219.635056788548	25	785.831951372068	26	733.44315461393	0		0		0		0	
4205392	4	282.35695419393	5	382.012349791787	6	231.01932615867	7	312.555558920553	25	1118.29208128278	26	1043.73927586393	0		0		0		0	
4205904	4	395.268970186793	5	534.775665546838	6	323.401884698285	7	437.543726356504	25	1565.48706440959	26	1461.12126011562	0		0		0		0	
4211216	4	271.422627155657	5	367.218848504712	6	232.38140315442	7	314.398368973627	0		0		0		0		0		0	
4211728	4	379.204234685752	5	513.04102339837	6	324.65978633328	7	439.245593274438	0		0		0		0		0		0	
4212240	4	540.639633363327	5	731.453621609207	6	462.874440198427	7	626.241889680225	0		0		0		0		0		0	
4212752	4	755.441974789411	5	1022.06855412685	6	646.779776406165	7	875.05499160834	0		0		0		0		0		0	
4211248	4	328.118522304511	5	443.925059588456	6	175.685508005565	7	237.692157889882	0		0		0		0		0		0	
4211760	4	458.414003432908	5	620.207181115111	6	245.450017586124	7	332.079435557697	0		0		0		0		0		0	
4212272	4	653.570704319707	5	884.242717609015	6	349.943369242048	7	473.452793680417	0		0		0		0		0		0	
4212784	4	913.241858470965	5	1235.56251440189	6	488.979892724611	7	661.561031333297	0		0		0		0		0		0	
4211264	4	214.726732006802	5	290.512637420967	6	289.077298303275	7	391.104580057371	0		0		0		0		0		0	
4211776	4	299.994465938596	5	405.87486568163	6	403.869555080436	7	546.411750991178	0		0		0		0		0		0	
4212288	4	427.708562406947	5	578.664525609399	6	575.805511154807	7	779.030985680033	0		0		0		0		0		0	
4212800	4	597.642091107858	5	808.574593851808	6	804.579660087718	7	1088.54895188338	0		0		0		0		0		0	
4211280	4	214.726732006802	5	290.512637420967	6	175.685508005565	7	237.692157889882	12	480.247582437358	0		0		0		0		0	
4211792	4	299.994465938596	5	405.87486568163	6	245.450017586124	7	332.079435557697	12	670.953335270027	0		0		0		0		0	
4212304	4	427.708562406947	5	578.664525609399	6	349.943369242048	7	473.452793680417	12	956.592601042276	0		0		0		0		0	
4212816	4	597.642091107858	5	808.574593851808	6	488.979892724611	7	661.561031333297	12	1336.65783824375	0		0		0		0		0	
4211296	4	214.726732006802	5	290.512637420967	6	175.685508005565	7	237.692157889882	10	640.330109916477	0		0		0		0		0	
4211808	4	299.994465938596	5	405.87486568163	6	245.450017586124	7	332.079435557697	10	894.604447026703	0		0		0		0		0	
4212320	4	427.708562406947	5	578.664525609399	6	349.943369242048	7	473.452793680417	10	1275.4568013897	0		0		0		0		0	
4212832	4	597.642091107858	5	808.574593851808	6	488.979892724611	7	661.561031333297	10	1782.21045099166	0		0		0		0		0	
4211312	4	214.726732006802	5	290.512637420967	6	175.685508005565	7	237.692157889882	14	800.412637395596	0		0		0		0		0	
4211824	4	299.994465938596	5	405.87486568163	6	245.450017586124	7	332.079435557697	14	1118.25555878338	0		0		0		0		0	
4212336	4	427.708562406947	5	578.664525609399	6	349.943369242048	7	473.452793680417	14	1594.32100173713	0		0		0		0		0	
4212848	4	597.642091107858	5	808.574593851808	6	488.979892724611	7	661.561031333297	14	2227.76306373958	0		0		0		0		0	
4211456	4	214.726732006802	5	290.512637420967	6	175.685508005565	7	237.692157889882	0	106.72168498608	0		0		0		0		0	
4211968	4	299.994465938596	5	405.87486568163	6	245.450017586124	7	332.079435557697	0	149.100741171117	0		0		0		0		0	
4212480	4	427.708562406947	5	578.664525609399	6	349.943369242048	7	473.452793680417	0	212.57613356495	0		0		0		0		0	
4212992	4	597.642091107858	5	808.574593851808	6	488.979892724611	7	661.561031333297	0	297.035075165277	0		0		0		0		0	
4211472	4	214.726732006802	5	290.512637420967	6	175.685508005565	7	237.692157889882	1	106.72168498608	0		0		0		0		0	
4211984	4	299.994465938596	5	405.87486568163	6	245.450017586124	7	332.079435557697	1	149.100741171117	0		0		0		0		0	
4212496	4	427.708562406947	5	578.664525609399	6	349.943369242048	7	473.452793680417	1	212.57613356495	0		0		0		0		0	
4213008	4	597.642091107858	5	808.574593851808	6	488.979892724611	7	661.561031333297	1	297.035075165277	0		0		0		0		0	
4211488	4	214.726732006802	5	290.512637420967	6	175.685508005565	7	237.692157889882	2	80.0412637395597	0		0		0		0		0	
4212000	4	299.994465938596	5	405.87486568163	6	245.450017586124	7	332.079435557697	2	111.825555878338	0		0		0		0		0	
4212512	4	427.708562406947	5	578.664525609399	6	349.943369242048	7	473.452793680417	2	159.432100173713	0		0		0		0		0	
4213024	4	597.642091107858	5	808.574593851808	6	488.979892724611	7	661.561031333297	2	222.776306373958	0		0		0		0		0	
4211536	4	214.726732006802	5	290.512637420967	6	175.685508005565	7	237.692157889882	25	850.438427232821	26	793.742532083967	0		0		0		0	
4212048	4	299.994465938596	5	405.87486568163	6	245.450017586124	7	332.079435557697	25	1188.14653120734	26	1108.93676246018	0		0		0		0	
4212560	4	427.708562406947	5	578.664525609399	6	349.943369242048	7	473.452793680417	25	1693.9660643457	26	1581.03499338932	0		0		0		0	
4213072	4	597.642091107858	5	808.574593851808	6	488.979892724611	7	661.561031333297	25	2366.9982552233	26	2209.19837154175	0		0		0		0	
4219408	4	584.516241751323	5	790.816091781202	6	500.439870648013	7	677.065707347311	0		0		0		0		0		0	
4219920	4	833.3573777129	5	1127.48351102334	6	713.487887105862	7	965.307141378519	0		0		0		0		0		0	
4220432	4	1164.45984399682	5	1575.44567128982	6	996.964826774645	7	1348.83476563628	0		0		0		0		0		0	
4219440	4	706.612442434439	5	956.005069176006	6	378.343669964897	7	511.876729952507	0		0		0		0		0		0	
4219952	4	1007.43255708709	5	1362.99698900018	6	539.412707731671	7	729.793663401672	0		0		0		0		0		0	
4220464	4	1407.69709327167	5	1904.53136148521	6	753.727577499794	7	1019.7490754409	0		0		0		0		0		0	
4219456	4	462.420041068207	5	625.627114386398	6	622.536071331129	7	842.254684742116	0		0		0		0		0		0	
4219968	4	659.282198338709	5	891.970033046488	6	887.563066480053	7	1200.82061935537	0		0		0		0		0		0	
4220480	4	921.22259472197	5	1246.35998109443	6	1240.2020760495	7	1677.92045583167	0		0		0		0		0		0	
4219472	4	462.420041068207	5	625.627114386398	6	378.343669964897	7	511.876729952507	12	1034.22664108051	0		0		0		0		0	
4219984	4	659.282198338709	5	891.970033046488	6	539.412707731671	7	729.793663401672	12	1474.51916646374	0		0		0		0		0	
4220496	4	921.22259472197	5	1246.35998109443	6	753.727577499794	7	1019.7490754409	12	2060.36258209286	0		0		0		0		0	
4219488	4	462.420041068207	5	625.627114386398	6	378.343669964897	7	511.876729952507	10	1378.96885477402	0		0		0		0		0	
4220000	4	659.282198338709	5	891.970033046488	6	539.412707731671	7	729.793663401672	10	1966.02555528498	0		0		0		0		0	
4220512	4	921.22259472197	5	1246.35998109443	6	753.727577499794	7	1019.7490754409	10	2747.15010945715	0		0		0		0		0	
4219504	4	462.420041068207	5	625.627114386398	6	378.343669964897	7	511.876729952507	14	1723.71106846752	0		0		0		0		0	
4220016	4	659.282198338709	5	891.970033046488	6	539.412707731671	7	729.793663401672	14	2457.53194410623	0		0		0		0		0	
4220528	4	921.22259472197	5	1246.35998109443	6	753.727577499794	7	1019.7490754409	14	3433.93763682144	0		0		0		0		0	
4219600	4	462.420041068207	5	625.627114386398	6	378.343669964897	7	511.876729952507	25	3662.88602049349	0		0		0		0		0	
4220112	4	659.282198338709	5	891.970033046488	6	539.412707731671	7	729.793663401672	25	5222.25538122573	0		0		0		0		0	
4220624	4	921.22259472197	5	1246.35998109443	6	753.727577499794	7	1019.7490754409	25	7297.11747824555	0		0		0		0		0	
4219616	4	462.420041068207	5	625.627114386398	6	378.343669964897	7	511.876729952507	26	3418.69361912725	0		0		0		0		0	
4220128	4	659.282198338709	5	891.970033046488	6	539.412707731671	7	729.793663401672	26	4874.10502247735	0		0		0		0		0	
4220640	4	921.22259472197	5	1246.35998109443	6	753.727577499794	7	1019.7490754409	26	6810.64297969585	0		0		0		0		0	
4219648	4	462.420041068207	5	625.627114386398	6	378.343669964897	7	511.876729952507	0	229.828142462336	0		0		0		0		0	
4220160	4	659.282198338709	5	891.970033046488	6	539.412707731671	7	729.793663401672	0	327.67092588083	0		0		0		0		0	
4220672	4	921.22259472197	5	1246.35998109443	6	753.727577499794	7	1019.7490754409	0	457.858351576191	0		0		0		0		0	
4219664	4	462.420041068207	5	625.627114386398	6	378.343669964897	7	511.876729952507	1	229.828142462336	0		0		0		0		0	
4220176	4	659.282198338709	5	891.970033046488	6	539.412707731671	7	729.793663401672	1	327.67092588083	0		0		0		0		0	
4220688	4	921.22259472197	5	1246.35998109443	6	753.727577499794	7	1019.7490754409	1	457.858351576191	0		0		0		0		0	
4219680	4	462.420041068207	5	625.627114386398	6	378.343669964897	7	511.876729952507	2	172.371106846752	0		0		0		0		0	
4220192	4	659.282198338709	5	891.970033046488	6	539.412707731671	7	729.793663401672	2	245.753194410623	0		0		0		0		0	
4220704	4	921.22259472197	5	1246.35998109443	6	753.727577499794	7	1019.7490754409	2	343.393763682144	0		0		0		0		0	
4219728	4	462.420041068207	5	625.627114386398	6	378.343669964897	7	511.876729952507	25	1831.44301024674	26	1709.34680956363	0		0		0		0	
4220240	4	659.282198338709	5	891.970033046488	6	539.412707731671	7	729.793663401672	25	2611.12769061287	26	2437.05251123868	0		0		0		0	
4220752	4	921.22259472197	5	1246.35998109443	6	753.727577499794	7	1019.7490754409	25	3648.55873912278	26	3405.32148984792	0		0		0		0	
4219872	4	584.516241751323	5	790.816091781202	6	500.439870648013	7	677.065707347311	0		0		0		0		0		0	
4220384	4	833.3573777129	5	1127.48351102334	6	713.487887105862	7	965.307141378519	0		0		0		0		0		0	
4220896	4	1164.45984399682	5	1575.44567128982	6	996.964826774645	7	1348.83476563628	0		0		0		0		0		0	
847249409	4	1680.49195945313	5	2273.60676867188	6	1438.77127570313	7	1946.57290242188	0		0		0		0		0		0	
847249965	4	2031.52015828125	5	2748.52727296875	6	1087.743076875	7	1471.652398125	0		0		0		0		0		0	
847249966	4	1329.463760625	5	1798.686264375	6	1789.79947453125	7	2421.49340671875	0		0		0		0		0		0	
847249410	4	1329.463760625	5	1798.686264375	6	1087.743076875	7	1471.652398125	12	2973.41533125	0		0		0		0		0	
847249967	4	1329.463760625	5	1798.686264375	6	1087.743076875	7	1471.652398125	10	3964.553775	0		0		0		0		0	
847249968	4	1329.463760625	5	1798.686264375	6	1087.743076875	7	1471.652398125	14	4955.69221875	0		0		0		0		0	
847249969	4	1329.463760625	5	1798.686264375	6	1087.743076875	7	1471.652398125	25	10530.8459648438	0		0		0		0		0	
847249970	4	1329.463760625	5	1798.686264375	6	1087.743076875	7	1471.652398125	26	9828.7895671875	0		0		0		0		0	
847249971	4	1329.463760625	5	1798.686264375	6	1087.743076875	7	1471.652398125	0	660.7589625	0		0		0		0		0	
847249972	4	1329.463760625	5	1798.686264375	6	1087.743076875	7	1471.652398125	1	660.7589625	0		0		0		0		0	
847249973	4	1329.463760625	5	1798.686264375	6	1087.743076875	7	1471.652398125	2	495.569221875	0		0		0		0		0	
847249411	4	1329.463760625	5	1798.686264375	6	1087.743076875	7	1471.652398125	25	5265.42298242188	26	4914.39478359375	0		0		0		0	
4211649	4	271.422627155657	5	367.218848504712	6	232.38140315442	7	314.398368973627	0		0		0		0		0		0	
4220353	4	833.3573777129	5	1127.48351102334	6	713.487887105862	7	965.307141378519	0		0		0		0		0		0	
4220354	4	659.282198338709	5	891.970033046488	6	887.563066480053	7	1200.82061935537	0		0		0		0		0		0	
4220355	4	494.461648754032	5	668.977524784866	6	404.559530798753	7	547.345247551254	25	5222.25538122573	26	4874.10502247735	0		0		0		0	
4220865	4	1164.45984399682	5	1575.44567128982	6	996.964826774645	7	1348.83476563628	0		0		0		0		0		0	
4220866	4	921.22259472197	5	1246.35998109443	6	1240.2020760495	7	1677.92045583167	0		0		0		0		0		0	
4220867	4	690.916946041478	5	934.769985820823	6	565.295683124845	7	764.811806580673	25	7297.11747824555	26	6810.64297969585	0		0		0		0	
4220868	4	1164.45984399682	5	1575.44567128982	6	996.964826774645	7	1348.83476563628	0		0		0		0		0		0	
4220869	4	921.22259472197	5	1246.35998109443	6	1240.2020760495	7	1677.92045583167	0		0		0		0		0		0	
4220870	4	690.916946041478	5	934.769985820823	6	565.295683124845	7	764.811806580673	25	7297.11747824555	26	6810.64297969585	0		0		0		0	
4228032	4	2756.139647625	5	3728.894817375	6	2348.182984875	7	3176.953450125	0	602.79765	0		0		0		0		0	
847249412	4	5664.66201615234	5	7663.95449244141	6	4826.19339439453	7	6529.55576888672	0	1238.9230546875	0		0		0		0		0	
847251229	4	13475.9327963203	5	18232.1443714922	6	11481.2600750859	7	15533.4695133516	0	2947.332740625	0		0		0		0		0	
4228033	4	2756.139647625	5	3728.894817375	6	2348.182984875	7	3176.953450125	0	602.79765	0		0		0		0		0	
847249413	4	5664.66201615234	5	7663.95449244141	6	4826.19339439453	7	6529.55576888672	0	1238.9230546875	0		0		0		0		0	
847251230	4	13475.9327963203	5	18232.1443714922	6	11481.2600750859	7	15533.4695133516	0	2947.332740625	0		0		0		0		0	
4228034	4	2756.139647625	5	3728.894817375	6	2348.182984875	7	3176.953450125	1	602.79765	0		0		0		0		0	
847249414	4	5664.66201615234	5	7663.95449244141	6	4826.19339439453	7	6529.55576888672	1	1238.9230546875	0		0		0		0		0	
847251231	4	13475.9327963203	5	18232.1443714922	6	11481.2600750859	7	15533.4695133516	1	2947.332740625	0		0		0		0		0	
4228035	4	2756.139647625	5	3728.894817375	6	2348.182984875	7	3176.953450125	1	602.79765	0		0		0		0		0	
847249415	4	5664.66201615234	5	7663.95449244141	6	4826.19339439453	7	6529.55576888672	1	1238.9230546875	0		0		0		0		0	
847251232	4	13475.9327963203	5	18232.1443714922	6	11481.2600750859	7	15533.4695133516	1	2947.332740625	0		0		0		0		0	
4228036	4	2756.139647625	5	3728.894817375	6	2348.182984875	7	3176.953450125	0	602.79765	0		0		0		0		0	
847249416	4	5664.66201615234	5	7663.95449244141	6	4826.19339439453	7	6529.55576888672	0	1238.9230546875	0		0		0		0		0	
847251233	4	13475.9327963203	5	18232.1443714922	6	11481.2600750859	7	15533.4695133516	0	2947.332740625	0		0		0		0		0	
4228037	4	2756.139647625	5	3728.894817375	6	2348.182984875	7	3176.953450125	2	452.0982375	0		0		0		0		0	
