ROWID	_ItemID|INTEGER	_Count|INTEGER	_Prob|INTEGER	_Period|INTEGER	_ChaoscubeNum|INTEGER	_Msg|BOOLEAN	_Gold|INTEGER	_Chaosmatchingnum|INTEGER	_Resultgrade|INTEGER
150024	1073914887	1	1	0	100901	false	0	0	0
150025	1073914889	1	1	0	100901	false	0	0	0
150026	1073914891	1	1	0	100901	false	0	0	0
150027	1073914893	1	1	0	100901	false	0	0	0
150028	1073914895	1	1	0	100901	false	0	0	0
150029	1073914897	1	1	0	100901	false	0	0	0
150030	1073914899	1	1	0	100901	false	0	0	0
150031	1073914901	1	1	0	100901	false	0	0	0
150032	1073914903	1	1	0	100901	false	0	0	0
150033	1073914905	1	1	0	100901	false	0	0	0
150034	1073914907	1	1	0	100901	false	0	0	0
150035	1073914909	1	1	0	100901	false	0	0	0
150036	1073914911	1	1	0	100901	false	0	0	0
150037	1073914913	1	1	0	100901	false	0	0	0
150038	1073914915	1	1	0	100901	false	0	0	0
150039	1073914917	1	1	0	100901	false	0	0	0
150040	1073914919	1	1	0	100901	false	0	0	0
150041	1073914921	1	1	0	100901	false	0	0	0
150042	1073914923	1	1	0	100901	false	0	0	0
150043	1073914925	1	1	0	100901	false	0	0	0
150044	1073914840	1	1	0	100902	false	0	0	0
150045	1073914842	1	1	0	100902	false	0	0	0
150046	1073914844	1	1	0	100902	false	0	0	0
150047	1073914846	1	1	0	100902	false	0	0	0
150048	1073914848	1	1	0	100902	false	0	0	0
150049	1073914850	1	1	0	100902	false	0	0	0
150050	1073914852	1	1	0	100902	false	0	0	0
150051	1073914854	1	1	0	100902	false	0	0	0
150052	1073914856	1	1	0	100902	false	0	0	0
150053	1073914858	1	1	0	100902	false	0	0	0
150054	1073914860	1	1	0	100902	false	0	0	0
150055	1073914862	1	1	0	100902	false	0	0	0
150056	1073914864	1	1	0	100902	false	0	0	0
150057	1073914866	1	1	0	100902	false	0	0	0
150058	1073914868	1	1	0	100902	false	0	0	0
150059	1073914870	1	1	0	100902	false	0	0	0
150060	1073914872	1	1	0	100902	false	0	0	0
150061	1073914874	1	1	0	100902	false	0	0	0
150062	1073914876	1	1	0	100902	false	0	0	0
150063	1073914878	1	1	0	100902	false	0	0	0
150064	1073914880	1	1	0	100902	false	0	0	0
150065	1073914882	1	1	0	100902	false	0	0	0
150066	1073914884	1	1	0	100902	false	0	0	0
150067	1073914886	1	1	0	100902	false	0	0	0
150068	1073914888	1	1	0	100902	false	0	0	0
150069	1073914890	1	1	0	100902	false	0	0	0
150070	1073914892	1	1	0	100902	false	0	0	0
150071	1073914894	1	1	0	100902	false	0	0	0
150072	1073914896	1	1	0	100902	false	0	0	0
150073	1073914898	1	1	0	100902	false	0	0	0
150074	1073914900	1	1	0	100902	false	0	0	0
150075	1073914902	1	1	0	100902	false	0	0	0
150076	1073914904	1	1	0	100902	false	0	0	0
150077	1073914906	1	1	0	100902	false	0	0	0
150078	1073914908	1	1	0	100902	false	0	0	0
150079	1073914910	1	1	0	100902	false	0	0	0
150080	1073914912	1	1	0	100902	false	0	0	0
150081	1073914914	1	1	0	100902	false	0	0	0
150082	1073914916	1	1	0	100902	false	0	0	0
150083	1073914918	1	1	0	100902	false	0	0	0
150084	1073914920	1	1	0	100902	false	0	0	0
150085	1073914922	1	1	0	100902	false	0	0	0
150086	1073914924	1	1	0	100902	false	0	0	0
150087	1073914926	1	1	0	100902	false	0	0	0
150088	1073915881	1	1	0	100903	false	0	0	0
150089	1073915883	1	1	0	100903	false	0	0	0
150090	1073915885	1	1	0	100903	false	0	0	0
150091	1073915887	1	1	0	100903	false	0	0	0
150092	1073915889	1	1	0	100903	false	0	0	0
150093	1073915891	1	1	0	100903	false	0	0	0
150094	1073915893	1	1	0	100903	false	0	0	0
150095	1073915895	1	1	0	100903	false	0	0	0
150096	1073915897	1	1	0	100903	false	0	0	0
150097	1073915899	1	1	0	100903	false	0	0	0
150098	1073915901	1	1	0	100903	false	0	0	0
150099	1073915903	1	1	0	100903	false	0	0	0
150100	1073915905	1	1	0	100903	false	0	0	0
150101	1073915907	1	1	0	100903	false	0	0	0
150102	1073915909	1	1	0	100903	false	0	0	0
150103	1073915911	1	1	0	100903	false	0	0	0
150104	1073915913	1	1	0	100903	false	0	0	0
150105	1073915915	1	1	0	100903	false	0	0	0
150106	1073915917	1	1	0	100903	false	0	0	0
150107	1073915919	1	1	0	100903	false	0	0	0
150108	1073915921	1	1	0	100903	false	0	0	0
150109	1073915923	1	1	0	100903	false	0	0	0
150110	1073915925	1	1	0	100903	false	0	0	0
150111	1073915927	1	1	0	100903	false	0	0	0
150112	1073915929	1	1	0	100903	false	0	0	0
150113	1073915931	1	1	0	100903	false	0	0	0
150114	1073915933	1	1	0	100903	false	0	0	0
150115	1073915935	1	1	0	100903	false	0	0	0
150116	1073915937	1	1	0	100903	false	0	0	0
150117	1073915939	1	1	0	100903	false	0	0	0
150118	1073915941	1	1	0	100903	false	0	0	0
150119	1073915943	1	1	0	100903	false	0	0	0
150120	1073915945	1	1	0	100903	false	0	0	0
150121	1073915947	1	1	0	100903	false	0	0	0
150122	1073915949	1	1	0	100903	false	0	0	0
150123	1073915951	1	1	0	100903	false	0	0	0
150124	1073915953	1	1	0	100903	false	0	0	0
150125	1073915955	1	1	0	100903	false	0	0	0
150126	1073915957	1	1	0	100903	false	0	0	0
150127	1073915959	1	1	0	100903	false	0	0	0
150128	1073915961	1	1	0	100903	false	0	0	0
150129	1073915963	1	1	0	100903	false	0	0	0
150130	1073915965	1	1	0	100903	false	0	0	0
150131	1073915967	1	1	0	100903	false	0	0	0
150132	1073915882	1	1	0	100904	false	0	0	0
150133	1073915884	1	1	0	100904	false	0	0	0
150134	1073915886	1	1	0	100904	false	0	0	0
150135	1073915888	1	1	0	100904	false	0	0	0
150136	1073915890	1	1	0	100904	false	0	0	0
150137	1073915892	1	1	0	100904	false	0	0	0
150138	1073915894	1	1	0	100904	false	0	0	0
150139	1073915896	1	1	0	100904	false	0	0	0
150140	1073915898	1	1	0	100904	false	0	0	0
150141	1073915900	1	1	0	100904	false	0	0	0
150142	1073915902	1	1	0	100904	false	0	0	0
150143	1073915904	1	1	0	100904	false	0	0	0
150144	1073915906	1	1	0	100904	false	0	0	0
150145	1073915908	1	1	0	100904	false	0	0	0
150146	1073915910	1	1	0	100904	false	0	0	0
150147	1073915912	1	1	0	100904	false	0	0	0
150148	1073915914	1	1	0	100904	false	0	0	0
150149	1073915916	1	1	0	100904	false	0	0	0
150150	1073915918	1	1	0	100904	false	0	0	0
150151	1073915920	1	1	0	100904	false	0	0	0
150152	1073915922	1	1	0	100904	false	0	0	0
150153	1073915924	1	1	0	100904	false	0	0	0
150154	1073915926	1	1	0	100904	false	0	0	0
150155	1073915928	1	1	0	100904	false	0	0	0
150156	1073915930	1	1	0	100904	false	0	0	0
150157	1073915932	1	1	0	100904	false	0	0	0
150158	1073915934	1	1	0	100904	false	0	0	0
150159	1073915936	1	1	0	100904	false	0	0	0
150160	1073915938	1	1	0	100904	false	0	0	0
150161	1073915940	1	1	0	100904	false	0	0	0
150162	1073915942	1	1	0	100904	false	0	0	0
150163	1073915944	1	1	0	100904	false	0	0	0
150164	1073915946	1	1	0	100904	false	0	0	0
150165	1073915948	1	1	0	100904	false	0	0	0
150166	1073915950	1	1	0	100904	false	0	0	0
150167	1073915952	1	1	0	100904	false	0	0	0
150168	1073915954	1	1	0	100904	false	0	0	0
150169	1073915956	1	1	0	100904	false	0	0	0
150170	1073915958	1	1	0	100904	false	0	0	0
150171	1073915960	1	1	0	100904	false	0	0	0
150172	1073915962	1	1	0	100904	false	0	0	0
150173	1073915964	1	1	0	100904	false	0	0	0
150174	1073915966	1	1	0	100904	false	0	0	0
150175	1073915968	1	1	0	100904	false	0	0	0
150176	1073915969	1	1	0	100905	false	0	0	0
150177	1073915971	1	1	0	100905	false	0	0	0
150178	1073915973	1	1	0	100905	false	0	0	0
150179	1073915975	1	1	0	100905	false	0	0	0
150180	1073915977	1	1	0	100905	false	0	0	0
150181	1073915979	1	1	0	100905	false	0	0	0
150182	1073915981	1	1	0	100905	false	0	0	0
150183	1073915983	1	1	0	100905	false	0	0	0
150184	1073915985	1	1	0	100905	false	0	0	0
150185	1073915987	1	1	0	100905	false	0	0	0
150186	1073915989	1	1	0	100905	false	0	0	0
150187	1073915991	1	1	0	100905	false	0	0	0
150188	1073915993	1	1	0	100905	false	0	0	0
150189	1073915995	1	1	0	100905	false	0	0	0
150190	1073915997	1	1	0	100905	false	0	0	0
150191	1073915999	1	1	0	100905	false	0	0	0
150192	1073916001	1	1	0	100905	false	0	0	0
150193	1073916003	1	1	0	100905	false	0	0	0
150194	1073916005	1	1	0	100905	false	0	0	0
150195	1073916007	1	1	0	100905	false	0	0	0
150196	1073916009	1	1	0	100905	false	0	0	0
150197	1073916011	1	1	0	100905	false	0	0	0
150198	1073916013	1	1	0	100905	false	0	0	0
150199	1073916015	1	1	0	100905	false	0	0	0
150200	1073916017	1	1	0	100905	false	0	0	0
150201	1073916019	1	1	0	100905	false	0	0	0
150202	1073916021	1	1	0	100905	false	0	0	0
150203	1073916023	1	1	0	100905	false	0	0	0
150204	1073916025	1	1	0	100905	false	0	0	0
150205	1073916027	1	1	0	100905	false	0	0	0
150206	1073916029	1	1	0	100905	false	0	0	0
150207	1073916031	1	1	0	100905	false	0	0	0
150208	1073916033	1	1	0	100905	false	0	0	0
150209	1073916035	1	1	0	100905	false	0	0	0
150210	1073916037	1	1	0	100905	false	0	0	0
150211	1073916039	1	1	0	100905	false	0	0	0
150212	1073916041	1	1	0	100905	false	0	0	0
150213	1073916043	1	1	0	100905	false	0	0	0
150214	1073916045	1	1	0	100905	false	0	0	0
150215	1073916047	1	1	0	100905	false	0	0	0
150216	1073916049	1	1	0	100905	false	0	0	0
150217	1073916051	1	1	0	100905	false	0	0	0
150218	1073916053	1	1	0	100905	false	0	0	0
150219	1073916055	1	1	0	100905	false	0	0	0
150220	1073915970	1	1	0	100906	false	0	0	0
150221	1073915972	1	1	0	100906	false	0	0	0
150222	1073915974	1	1	0	100906	false	0	0	0
150223	1073915976	1	1	0	100906	false	0	0	0
150224	1073915978	1	1	0	100906	false	0	0	0
150225	1073915980	1	1	0	100906	false	0	0	0
150226	1073915982	1	1	0	100906	false	0	0	0
150227	1073915984	1	1	0	100906	false	0	0	0
150228	1073915986	1	1	0	100906	false	0	0	0
150229	1073915988	1	1	0	100906	false	0	0	0
150230	1073915990	1	1	0	100906	false	0	0	0
150231	1073915992	1	1	0	100906	false	0	0	0
150232	1073915994	1	1	0	100906	false	0	0	0
150233	1073915996	1	1	0	100906	false	0	0	0
150234	1073915998	1	1	0	100906	false	0	0	0
150235	1073916000	1	1	0	100906	false	0	0	0
150236	1073916002	1	1	0	100906	false	0	0	0
150237	1073916004	1	1	0	100906	false	0	0	0
150238	1073916006	1	1	0	100906	false	0	0	0
150239	1073916008	1	1	0	100906	false	0	0	0
150240	1073916010	1	1	0	100906	false	0	0	0
150241	1073916012	1	1	0	100906	false	0	0	0
150242	1073916014	1	1	0	100906	false	0	0	0
150243	1073916016	1	1	0	100906	false	0	0	0
150244	1073916018	1	1	0	100906	false	0	0	0
150245	1073916020	1	1	0	100906	false	0	0	0
150246	1073916022	1	1	0	100906	false	0	0	0
150247	1073916024	1	1	0	100906	false	0	0	0
150248	1073916026	1	1	0	100906	false	0	0	0
150249	1073916028	1	1	0	100906	false	0	0	0
150250	1073916030	1	1	0	100906	false	0	0	0
150251	1073916032	1	1	0	100906	false	0	0	0
150252	1073916034	1	1	0	100906	false	0	0	0
150253	1073916036	1	1	0	100906	false	0	0	0
150254	1073916038	1	1	0	100906	false	0	0	0
150255	1073916040	1	1	0	100906	false	0	0	0
150256	1073916042	1	1	0	100906	false	0	0	0
150257	1073916044	1	1	0	100906	false	0	0	0
150258	1073916046	1	1	0	100906	false	0	0	0
150259	1073916048	1	1	0	100906	false	0	0	0
150260	1073916050	1	1	0	100906	false	0	0	0
150261	1073916052	1	1	0	100906	false	0	0	0
150262	1073916054	1	1	0	100906	false	0	0	0
150263	1073916056	1	1	0	100906	false	0	0	0
150264	1073916634	1	1	0	100901	false	0	0	0
150265	1073916636	1	1	0	100901	false	0	0	0
150266	1073916635	1	1	0	100902	false	0	0	0
150267	1073916637	1	1	0	100902	false	0	0	0
150268	1073916638	1	1	0	100903	false	0	0	0
150269	1073916640	1	1	0	100903	false	0	0	0
150270	1073916639	1	1	0	100904	false	0	0	0
150271	1073916641	1	1	0	100904	false	0	0	0
150272	1073916642	1	1	0	100905	false	0	0	0
150273	1073916644	1	1	0	100905	false	0	0	0
150274	1073916643	1	1	0	100906	false	0	0	0
150275	1073916645	1	1	0	100906	false	0	0	0
150276	1073917083	1	1	0	100907	false	0	0	0
150277	1073917085	1	1	0	100907	false	0	0	0
150278	1073917087	1	1	0	100907	false	0	0	0
150279	1073917089	1	1	0	100907	false	0	0	0
150280	1073917091	1	1	0	100907	false	0	0	0
150281	1073917093	1	1	0	100907	false	0	0	0
150282	1073917095	1	1	0	100907	false	0	0	0
150283	1073917097	1	1	0	100907	false	0	0	0
150284	1073917099	1	1	0	100907	false	0	0	0
