ROWID	_SkillIndex1|INTEGER	_SkillLevel1|INTEGER	_SkillIndex2|INTEGER	_SkillLevel2|INTEGER	_SkillIndex3|INTEGER	_SkillLevel3|INTEGER	_SkillIndex4|INTEGER	_SkillLevel4|INTEGER	_SkillIndex5|INTEGER	_SkillLevel5|INTEGER	_SkillIndex6|INTEGER	_SkillLevel6|INTEGER	_SkillIndex7|INTEGER	_SkillLevel7|INTEGER	_SkillIndex8|INTEGER	_SkillLevel8|INTEGER	_SkillIndex9|INTEGER	_SkillLevel9|INTEGER	_SkillIndex10|INTEGER	_SkillLevel10|INTEGER	_SkillIndex11|INTEGER	_SkillLevel11|INTEGER	_SkillIndex12|INTEGER	_SkillLevel12|INTEGER	_SkillIndex13|INTEGER	_SkillLevel13|INTEGER	_SkillIndex14|INTEGER	_SkillLevel14|INTEGER	_SkillIndex15|INTEGER	_SkillLevel15|INTEGER	_SkillIndex16|INTEGER	_SkillLevel16|INTEGER	_SkillIndex17|INTEGER	_SkillLevel17|INTEGER	_SkillIndex18|INTEGER	_SkillLevel18|INTEGER	_SkillIndex19|INTEGER	_SkillLevel19|INTEGER	_SkillIndex20|INTEGER	_SkillLevel20|INTEGER	_SkillIndex21|INTEGER	_SkillLevel21|INTEGER	_SkillIndex22|INTEGER	_SkillLevel22|INTEGER	_SkillIndex23|INTEGER	_SkillLevel23|INTEGER	_SkillIndex24|INTEGER	_SkillLevel24|INTEGER	_SkillIndex25|INTEGER	_SkillLevel25|INTEGER	_SkillIndex26|INTEGER	_SkillLevel26|INTEGER	_SkillIndex27|INTEGER	_SkillLevel27|INTEGER	_SkillIndex28|INTEGER	_SkillLevel28|INTEGER	_SkillIndex29|INTEGER	_SkillLevel29|INTEGER	_SkillIndex30|INTEGER	_SkillLevel30|INTEGER	_SkillIndex31|INTEGER	_SkillLevel31|INTEGER	_SkillIndex32|INTEGER	_SkillLevel32|INTEGER	_SkillIndex33|INTEGER	_SkillLevel33|INTEGER	_SkillIndex34|INTEGER	_SkillLevel34|INTEGER	_SkillIndex35|INTEGER	_SkillLevel35|INTEGER	_SkillIndex36|INTEGER	_SkillLevel36|INTEGER	_SkillIndex37|INTEGER	_SkillLevel37|INTEGER	_SkillIndex38|INTEGER	_SkillLevel38|INTEGER	_SkillIndex39|INTEGER	_SkillLevel39|INTEGER	_SkillIndex40|INTEGER	_SkillLevel40|INTEGER	_SkillIndex41|INTEGER	_SkillLevel41|INTEGER	_SkillIndex42|INTEGER	_SkillLevel42|INTEGER	_SkillIndex43|INTEGER	_SkillLevel43|INTEGER	_SkillIndex44|INTEGER	_SkillLevel44|INTEGER	_SkillIndex45|INTEGER	_SkillLevel45|INTEGER	_SkillIndex46|INTEGER	_SkillLevel46|INTEGER	_SkillIndex47|INTEGER	_SkillLevel47|INTEGER	_SkillIndex48|INTEGER	_SkillLevel48|INTEGER	_SkillIndex49|INTEGER	_SkillLevel49|INTEGER	_SkillIndex50|INTEGER	_SkillLevel50|INTEGER	_SkillIndex51|INTEGER	_SkillLevel51|INTEGER	_SkillIndex52|INTEGER	_SkillLevel52|INTEGER	_SkillIndex53|INTEGER	_SkillLevel53|INTEGER	_SkillIndex54|INTEGER	_SkillLevel54|INTEGER	_SkillIndex55|INTEGER	_SkillLevel55|INTEGER	_SkillIndex56|INTEGER	_SkillLevel56|INTEGER	_SkillIndex57|INTEGER	_SkillLevel57|INTEGER	_SkillIndex58|INTEGER	_SkillLevel58|INTEGER	_SkillIndex59|INTEGER	_SkillLevel59|INTEGER	_SkillIndex60|INTEGER	_SkillLevel60|INTEGER	_SkillIndex61|INTEGER	_SkillLevel61|INTEGER	_SkillIndex62|INTEGER	_SkillLevel62|INTEGER	_SkillIndex63|INTEGER	_SkillLevel63|INTEGER	_SkillIndex64|INTEGER	_SkillLevel64|INTEGER	_SkillIndex65|INTEGER	_SkillLevel65|INTEGER	_SkillIndex66|INTEGER	_SkillLevel66|INTEGER	_SkillIndex67|INTEGER	_SkillLevel67|INTEGER	_SkillIndex68|INTEGER	_SkillLevel68|INTEGER	_SkillIndex69|INTEGER	_SkillLevel69|INTEGER	_SkillIndex70|INTEGER	_SkillLevel70|INTEGER	_SkillIndex71|INTEGER	_SkillLevel71|INTEGER	_SkillIndex72|INTEGER	_SkillLevel72|INTEGER	_SkillIndex73|INTEGER	_SkillLevel73|INTEGER	_SkillIndex74|INTEGER	_SkillLevel74|INTEGER	_SkillIndex75|INTEGER	_SkillLevel75|INTEGER	_SkillIndex76|INTEGER	_SkillLevel76|INTEGER	_SkillIndex77|INTEGER	_SkillLevel77|INTEGER	_SkillIndex78|INTEGER	_SkillLevel78|INTEGER	_SkillIndex79|INTEGER	_SkillLevel79|INTEGER	_SkillIndex80|INTEGER	_SkillLevel80|INTEGER	_SkillIndex81|INTEGER	_SkillLevel81|INTEGER	_SkillIndex82|INTEGER	_SkillLevel82|INTEGER	_SkillIndex83|INTEGER	_SkillLevel83|INTEGER	_SkillIndex84|INTEGER	_SkillLevel84|INTEGER	_SkillIndex85|INTEGER	_SkillLevel85|INTEGER	_SkillIndex86|INTEGER	_SkillLevel86|INTEGER	_SkillIndex87|INTEGER	_SkillLevel87|INTEGER	_SkillIndex88|INTEGER	_SkillLevel88|INTEGER	_SkillIndex89|INTEGER	_SkillLevel89|INTEGER	_SkillIndex90|INTEGER	_SkillLevel90|INTEGER	_SkillIndex91|INTEGER	_SkillLevel91|INTEGER	_SkillIndex92|INTEGER	_SkillLevel92|INTEGER	_SkillIndex93|INTEGER	_SkillLevel93|INTEGER	_SkillIndex94|INTEGER	_SkillLevel94|INTEGER	_SkillIndex95|INTEGER	_SkillLevel95|INTEGER	_SkillIndex96|INTEGER	_SkillLevel96|INTEGER	_SkillIndex97|INTEGER	_SkillLevel97|INTEGER	_SkillIndex98|INTEGER	_SkillLevel98|INTEGER	_SkillIndex99|INTEGER	_SkillLevel99|INTEGER	_SkillIndex100|INTEGER	_SkillLevel100|INTEGER	_SkillIndex101|INTEGER	_SkillLevel101|INTEGER	_SkillIndex102|INTEGER	_SkillLevel102|INTEGER	_SkillIndex103|INTEGER	_SkillLevel103|INTEGER	_SkillIndex104|INTEGER	_SkillLevel104|INTEGER	_SkillIndex105|INTEGER	_SkillLevel105|INTEGER	_SkillIndex106|INTEGER	_SkillLevel106|INTEGER	_SkillIndex107|INTEGER	_SkillLevel107|INTEGER	_SkillIndex108|INTEGER	_SkillLevel108|INTEGER	_SkillIndex109|INTEGER	_SkillLevel109|INTEGER	_SkillIndex110|INTEGER	_SkillLevel110|INTEGER	_SkillIndex111|INTEGER	_SkillLevel111|INTEGER	_SkillIndex112|INTEGER	_SkillLevel112|INTEGER	_SkillIndex113|INTEGER	_SkillLevel113|INTEGER	_SkillIndex114|INTEGER	_SkillLevel114|INTEGER	_SkillIndex115|INTEGER	_SkillLevel115|INTEGER	_SkillIndex116|INTEGER	_SkillLevel116|INTEGER	_SkillIndex117|INTEGER	_SkillLevel117|INTEGER	_SkillIndex118|INTEGER	_SkillLevel118|INTEGER	_SkillIndex119|INTEGER	_SkillLevel119|INTEGER	_SkillIndex120|INTEGER	_SkillLevel120|INTEGER
439	34765	1	34766	1	34767	1	34768	1	34769	1	34770	1	34771	1	34772	1	34773	1	34774	1	34775	1	34776	1	34777	1	34778	1	34779	1	34780	1	34781	1	34782	1	34783	1	34784	1	34788	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
440	34791	1	34792	1	34793	1	34794	1	34795	1	34796	1	34797	1	34798	1	34799	1	34800	1	34801	1	34802	1	34803	1	34804	1	34805	1	34806	1	34807	1	34808	1	34809	1	34810	1	34811	1	34812	1	34813	1	34814	1	34966	1	34967	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
441	34841	1	34842	1	34843	1	34845	1	34848	1	34863	1	34865	1	34866	1	34867	1	34868	1	34869	1	34870	1	34871	1	34872	1	34873	1	34971	1	34972	1	34973	1	34974	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
442	34841	1	34842	1	34843	1	34844	1	34845	1	34846	1	34847	1	34848	1	34849	1	34850	1	34851	1	34852	1	34853	1	34854	1	34855	1	34856	1	34857	1	34858	1	34859	1	34860	1	34861	1	34862	1	34863	1	34864	1	34865	1	34866	1	34867	1	34868	1	34869	1	34870	1	34871	1	34872	1	34873	1	34874	1	34875	1	34876	1	34877	1	34878	1	34879	1	34880	1	34881	1	34882	1	34971	1	34972	1	34973	1	34974	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
443	34723	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
444	34758	1	34759	1	34760	1	34761	1	34762	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
445	34751	1	34752	1	34753	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
446	34754	1	34705	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
448	34747	1	34746	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
449	34705	1	34706	1	34707	1	34708	1	34727	1	34728	1	34729	1	34763	1	34764	1	34831	1	34832	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
450	34748	1	34749	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
451	34705	1	34745	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
452	34766	1	34767	1	34768	1	34769	1	34770	1	34771	1	34772	1	34773	1	34774	1	34775	1	34776	1	34777	1	34778	1	34779	1	34780	1	34781	1	34782	1	34783	1	34788	1	34921	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
453	34821	1	34822	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
