ROWID	_EnchantID|INTEGER	_EnchantLevel|INTEGER	_EnchantRatio|FLOAT	_BreakRatio|FLOAT	_MinDown|INTEGER	_MaxDown|INTEGER	_NeedItemID1|INTEGER	_NeedItemCount1|INTEGER	_NeedItemID2|INTEGER	_NeedItemCount2|INTEGER	_NeedItemID3|INTEGER	_NeedItemCount3|INTEGER	_NeedItemID4|INTEGER	_NeedItemCount4|INTEGER	_NeedItemID5|INTEGER	_NeedItemCount5|INTEGER	_NeedCoin|INTEGER	_State1|INTEGER	_State1Value|TEXT	_State2|INTEGER	_State2Value|TEXT	_State3|INTEGER	_State3Value|TEXT	_State4|INTEGER	_State4Value|TEXT	_State5|INTEGER	_State5Value|TEXT	_State6|INTEGER	_State6Value|TEXT	_State7|INTEGER	_State7Value|TEXT	_State8|INTEGER	_State8Value|TEXT	_State9|INTEGER	_State9Value|TEXT	_State10|INTEGER	_State10Value|TEXT	_FailResultDropItemTableID|INTEGER	_PotentialID|INTEGER	_PotentialRatio|FLOAT	_ActionChangeValue|INTEGER	_ProtectItemCount|INTEGER	_ShieldItemCount|INTEGER	_BreakProtectItemCount|INTEGER	_DisjointDrop|INTEGER	_RandFunction|INTEGER	_NeedPoint|INTEGER	_NeedPointCount|INTEGER	_GearScore|INTEGER	_ProtectType|INTEGER	_Msg|BOOLEAN	_Skill_ApplyType|INTEGER	_SkillID|INTEGER	_SkillLevel|INTEGER
62189	847258616	5	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	32	79000	33	79000	101	0.03001	102	0.03001	53	0.02001	75	0.15001	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62286	847258616	6	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	32	99000	33	99000	101	0.03001	102	0.03001	53	0.02001	75	0.20001	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62287	847258616	7	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	32	119000	33	119000	101	0.03001	102	0.03001	53	0.02001	75	0.25001	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62288	847258616	8	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	32	139000	33	139000	101	0.03001	102	0.03001	53	0.02001	75	0.30001	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62289	847258616	9	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	32	159000	33	159000	101	0.03001	102	0.03001	53	0.02001	75	0.35001	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62290	847258616	10	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	32	179000	33	179000	101	0.03001	102	0.03001	53	0.02001	75	0.40001	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62190	847258617	1	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	101	0.01001	102	0.01001	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62191	847258617	2	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	101	0.01501	102	0.01501	62	0.00501	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62192	847258617	3	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	101	0.02501	102	0.02501	62	0.00501	88	0.01001	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62193	847258617	4	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	101	0.03501	102	0.03501	62	0.00501	88	0.02001	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62194	847258617	5	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	101	0.04501	102	0.04501	62	0.00501	88	0.03001	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62291	847258617	6	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	101	0.05501	102	0.05501	62	0.00501	88	0.04001	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62292	847258617	7	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	101	0.06501	102	0.06501	62	0.00501	88	0.05001	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62293	847258617	8	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	101	0.07501	102	0.07501	62	0.00501	88	0.06001	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62294	847258617	9	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	101	0.08501	102	0.08501	62	0.00501	88	0.07001	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62295	847258617	10	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	101	0.09501	102	0.09501	62	0.00501	88	0.08001	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62195	847258618	1	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	101	0.01001	102	0.01001	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62196	847258618	2	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	101	0.01501	102	0.01501	62	0.00501	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62197	847258618	3	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	101	0.02501	102	0.02501	62	0.00501	88	0.01001	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62198	847258618	4	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	101	0.03501	102	0.03501	62	0.00501	88	0.02001	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62199	847258618	5	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	101	0.04501	102	0.04501	62	0.00501	88	0.03001	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62296	847258618	6	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	101	0.05501	102	0.05501	62	0.00501	88	0.04001	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62297	847258618	7	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	101	0.06501	102	0.06501	62	0.00501	88	0.05001	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62298	847258618	8	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	101	0.07501	102	0.07501	62	0.00501	88	0.06001	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62299	847258618	9	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	101	0.08501	102	0.08501	62	0.00501	88	0.07001	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62300	847258618	10	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	101	0.09501	102	0.09501	62	0.00501	88	0.08001	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62200	847258619	1	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	88	0.01001	37	1500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62201	847258619	2	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	88	0.01501	37	4500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62202	847258619	3	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	88	0.02501	37	4500	101	0.01001	102	0.01001	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62203	847258619	4	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	88	0.03501	37	4500	101	0.02001	102	0.02001	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62204	847258619	5	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	88	0.04501	37	4500	101	0.03001	102	0.03001	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62301	847258619	6	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	88	0.05501	37	4500	101	0.04001	102	0.04001	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62302	847258619	7	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	88	0.06501	37	4500	101	0.05001	102	0.05001	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62303	847258619	8	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	88	0.07501	37	4500	101	0.06001	102	0.06001	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62304	847258619	9	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	88	0.08501	37	4500	101	0.07001	102	0.07001	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62305	847258619	10	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	88	0.09501	37	4500	101	0.08001	102	0.08001	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62205	847258620	1	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	88	0.01001	29	50	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62206	847258620	2	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	88	0.01501	29	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62207	847258620	3	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	88	0.02501	29	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62208	847258620	4	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	88	0.03501	29	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62209	847258620	5	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	88	0.04501	29	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62306	847258620	6	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	88	0.05501	29	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62307	847258620	7	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	88	0.06501	29	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62308	847258620	8	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	88	0.07501	29	700	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62309	847258620	9	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	88	0.08501	29	800	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62310	847258620	10	1.0	0.0	0	0	1073896712	3500	0	0	0	0	0	0	0	0	0	88	0.09501	29	900	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	0	1	0	0	0	0	false	0	0	0
62215	847258622	1	1.0	0.0	0	0	1073903879	3500	0	0	0	0	0	0	0	0	0	32	25000	33	25000	101	0.03001	102	0.03001	29	100	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	184555814	1	0	0	0	0	false	0	0	0
62220	847258623	1	1.0	0.0	0	0	1073903879	3500	0	0	0	0	0	0	0	0	0	32	25000	33	25000	101	0.02001	102	0.02001	29	100	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	184555824	1	0	0	0	0	false	0	0	0
62225	847258624	1	1.0	0.0	0	0	1073903879	3500	0	0	0	0	0	0	0	0	0	32	25000	33	25000	88	0.02001	29	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	0	0.0	0	0	0	0	184555834	1	0	0	0	0	false	0	0	0
